onset	duration	event_type	num_beads_high	num_beads_low	points_high	bead_type	bet_jar_type	button	initialVOI	updatedVOI
184.231015668	0	additional_draw_allowed	16	15	170	n/a	n/a	n/a	-0.60879559985906	-0.359251370277085
184.962373778	0	terminate_draw	16	15	170	n/a	n/a	right	-0.60879559985906	n/a
185.363054682	0	bet	16	15	170	n/a	high	left	n/a	n/a
189.380749888	3.046251098	initial_beads	7	13	70	n/a	n/a	n/a	-0.589627797957679	n/a
193.830945344	0	bet	7	13	70	n/a	low	right	n/a	n/a
196.866620637	3.049467131	initial_beads	20	10	170	n/a	n/a	n/a	-2.05610688680499	n/a
201.461977829	1.16179328300001	extra_bead	n/a	n/a	170	low	n/a	n/a	-2.05610688680499	-1.94997974047832
202.680792859	0	additional_draw_allowed	20	11	170	n/a	n/a	n/a	-2.05610688680499	-1.94997974047832
203.663320356	0	terminate_draw	20	11	170	n/a	n/a	right	-2.05610688680499	n/a
204.082470982	0	bet	20	11	170	n/a	high	left	n/a	n/a
206.586914914	3.049651181	initial_beads	14	16	70	n/a	n/a	n/a	0.0890658505832835	n/a
210.482479293	0	bet	14	16	70	n/a	high	left	n/a	n/a
212.98572243	3.04617207000001	initial_beads	6	14	170	n/a	n/a	n/a	-1.138188793927	n/a
216.792561562	0	bet	6	14	170	n/a	low	right	n/a	n/a
221.298204051	3.04988997099997	initial_beads	15	15	170	n/a	n/a	n/a	-0.138966595832955	n/a
225.073554051	0	bet	15	15	170	n/a	high	left	n/a	n/a
227.575712918	3.04648261400001	initial_beads	10	10	170	n/a	n/a	n/a	-0.138966595832955	n/a
231.66395427	1.15878923299999	extra_bead	n/a	n/a	170	low	n/a	n/a	-0.138966595832955	0.0199108487249338
233.374738079	0	additional_draw_allowed	10	11	170	n/a	n/a	n/a	-0.138966595832955	0.0199108487249338
234.668030718	0	additional_draw	n/a	n/a	170	high	n/a	left	-0.138966595832955	n/a
235.897704046	0	terminate_draw	11	11	170	n/a	n/a	right	-0.138966595832955	n/a
236.40510523	0	bet	11	11	170	n/a	high	left	n/a	n/a
238.905351923	3.04968111900001	initial_beads	16	14	70	n/a	n/a	n/a	-0.60879559985906	n/a
242.763423929	0	bet	16	14	70	n/a	high	left	n/a	n/a
247.26858614	3.05007424199999	initial_beads	17	13	170	n/a	n/a	n/a	-1.09459050204685	n/a
251.219985434	0	bet	17	13	170	n/a	high	left	n/a	n/a
255.225155204	3.04658754299999	initial_beads	9	11	70	n/a	n/a	n/a	0.0890658505832835	n/a
259.314209484	1.16045083900002	extra_bead	n/a	n/a	70	low	n/a	n/a	0.0890658505832835	0.0523930653842202
262.52695883	0	additional_draw_allowed	9	12	70	n/a	n/a	n/a	0.0890658505832835	0.0523930653842202
263.276687564	0	terminate_draw	9	12	70	n/a	n/a	left	0.0890658505832835	n/a
263.751367666	0	bet	9	12	70	n/a	high	left	n/a	n/a
267.75303099	3.04648456699999	initial_beads	5	15	70	n/a	n/a	n/a	-1.4925306317869	n/a
272.341789104	1.15435725500004	extra_bead	n/a	n/a	70	low	n/a	n/a	-1.4925306317869	-1.57230111622249
273.544160546	0	additional_draw_allowed	5	16	70	n/a	n/a	n/a	-1.4925306317869	-1.57230111622249
274.429188603	0	terminate_draw	5	16	70	n/a	n/a	right	-1.4925306317869	n/a
274.909850791	0	bet	5	16	70	n/a	low	right	n/a	n/a
278.411747763	3.04665463000003	initial_beads	12	8	170	n/a	n/a	n/a	-1.09459050204685	n/a
281.501392594	1.15096483999997	extra_bead	n/a	n/a	170	high	n/a	n/a	-1.09459050204685	-1.30585515991628
283.704455736	0	additional_draw_allowed	13	8	170	n/a	n/a	n/a	-1.09459050204685	-1.30585515991628
284.791383602	0	terminate_draw	13	8	170	n/a	n/a	left	-1.09459050204685	n/a
285.255261186	0	bet	13	8	170	n/a	high	left	n/a	n/a
288.265238243	3.04650266200002	initial_beads	8	12	70	n/a	n/a	n/a	-0.0885128587302129	n/a
291.853986128	1.15847717599996	extra_bead	n/a	n/a	70	low	n/a	n/a	-0.0885128587302129	-0.313754982757747
294.065848478	0	additional_draw_allowed	8	13	70	n/a	n/a	n/a	-0.0885128587302129	-0.313754982757747
294.879589891	0	terminate_draw	8	13	70	n/a	n/a	left	-0.0885128587302129	n/a
295.486604621	0	bet	8	13	70	n/a	high	left	n/a	n/a
299.488777499	3.04669591699997	initial_beads	12	8	70	n/a	n/a	n/a	-1.09459050204685	n/a
304.577908643	1.15937914800003	extra_bead	n/a	n/a	70	low	n/a	n/a	-1.09459050204685	-0.859880583731738
306.787960642	0	additional_draw_allowed	12	9	70	n/a	n/a	n/a	-1.09459050204685	-0.859880583731738
307.514232194	0	terminate_draw	12	9	70	n/a	n/a	left	-1.09459050204685	n/a
307.934217223	0	bet	12	9	70	n/a	high	left	n/a	n/a
310.937798335	3.049862588	initial_beads	13	17	170	n/a	n/a	n/a	-0.0885128587302129	n/a
314.765726378	0	bet	13	17	170	n/a	high	left	n/a	n/a
318.769638446	3.05009042500001	initial_beads	17	13	70	n/a	n/a	n/a	-1.09459050204685	n/a
322.563612879	0	bet	17	13	70	n/a	high	left	n/a	n/a
325.574642932	3.04880727199998	initial_beads	11	19	170	n/a	n/a	n/a	-1.138188793927	n/a
328.668678983	1.15584351400003	extra_bead	n/a	n/a	170	low	n/a	n/a	-1.138188793927	-1.3478457800959
331.880461777	0	additional_draw_allowed	11	20	170	n/a	n/a	n/a	-1.138188793927	-1.3478457800959
332.683005544	0	terminate_draw	11	20	170	n/a	n/a	left	-1.138188793927	n/a
333.168043231	0	bet	11	20	170	n/a	low	right	n/a	n/a
337.682193658	3.05007863600002	initial_beads	10	20	170	n/a	n/a	n/a	-1.4925306317869	n/a
342.778877298	1.18179103700004	extra_bead	n/a	n/a	170	low	n/a	n/a	-1.4925306317869	-1.57230111622249
344.011979133	0	additional_draw_allowed	10	21	170	n/a	n/a	n/a	-1.4925306317869	-1.57230111622249
345.036795467	0	terminate_draw	10	21	170	n/a	n/a	right	-1.4925306317869	n/a
345.453086459	0	bet	10	21	170	n/a	low	right	n/a	n/a
349.465677314	3.05134066800002	initial_beads	20	10	70	n/a	n/a	n/a	-2.05610688680499	n/a
353.563093151	1.17979076199998	extra_bead	n/a	n/a	70	high	n/a	n/a	-2.05610688680499	-2.1267270006725
355.298315928	0	additional_draw_allowed	21	10	70	n/a	n/a	n/a	-2.05610688680499	-2.1267270006725
356.14584473	0	terminate_draw	21	10	70	n/a	n/a	left	-2.05610688680499	n/a
356.560536217	0	bet	21	10	70	n/a	high	left	n/a	n/a
359.566524853	3.05000400199998	initial_beads	11	19	70	n/a	n/a	n/a	-1.138188793927	n/a
362.662605006	1.15589274999996	extra_bead	n/a	n/a	70	high	n/a	n/a	-1.138188793927	-0.876610606661621
364.873011926	0	additional_draw_allowed	12	19	70	n/a	n/a	n/a	-1.138188793927	-0.876610606661621
366.495623911	0	terminate_draw	12	19	70	n/a	n/a	right	-1.138188793927	n/a
368.17478236	0	bet	12	19	70	n/a	low	right	n/a	n/a
371.681851691	3.04669233499999	initial_beads	13	7	70	n/a	n/a	n/a	-1.49452550630108	n/a
375.658341891	0	bet	13	7	70	n/a	high	left	n/a	n/a
378.172225884	3.05005327800001	initial_beads	15	15	70	n/a	n/a	n/a	-0.138966595832955	n/a
381.768785985	1.16275557400002	extra_bead	n/a	n/a	70	high	n/a	n/a	-0.138966595832955	-0.359251370277085
384.487306617	0	additional_draw_allowed	16	15	70	n/a	n/a	n/a	-0.138966595832955	-0.359251370277085
385.163960298	0	terminate_draw	16	15	70	n/a	n/a	left	-0.138966595832955	n/a
385.540830513	0	bet	16	15	70	n/a	high	left	n/a	n/a
390.052973471	3.04584468999997	initial_beads	18	12	170	n/a	n/a	n/a	-1.49452550630108	n/a
393.871653199	0	bet	18	12	170	n/a	high	left	n/a	n/a
398.381085246	3.05029338400004	initial_beads	19	11	170	n/a	n/a	n/a	-1.81705013765952	n/a
402.977366232	1.15761907299998	extra_bead	n/a	n/a	170	high	n/a	n/a	-1.81705013765952	-1.94997974047832
404.689409483	0	additional_draw_allowed	20	11	170	n/a	n/a	n/a	-1.81705013765952	-1.94997974047832
405.540885965	0	terminate_draw	20	11	170	n/a	n/a	left	-1.81705013765952	n/a
405.906062749	0	bet	20	11	170	n/a	high	left	n/a	n/a
410.412291935	3.04668587400005	initial_beads	8	12	170	n/a	n/a	n/a	-0.0885128587302129	n/a
413.50106416	1.15337159000001	extra_bead	n/a	n/a	170	high	n/a	n/a	-0.0885128587302129	0.0523930653842202
416.706408852	0	additional_draw_allowed	9	12	170	n/a	n/a	n/a	-0.0885128587302129	0.0523930653842202
417.554529325	0	terminate_draw	9	12	170	n/a	n/a	left	-0.0885128587302129	n/a
417.914757447	0	bet	9	12	170	n/a	high	left	n/a	n/a
420.415821617	3.05025936700002	initial_beads	13	17	70	n/a	n/a	n/a	-0.0885128587302129	n/a
424.297153353	0	bet	13	17	70	n/a	high	left	n/a	n/a
427.30810804	3.04657730499997	initial_beads	15	5	70	n/a	n/a	n/a	-2.05610688680499	n/a
430.898833982	1.155236957	extra_bead	n/a	n/a	70	high	n/a	n/a	-2.05610688680499	-2.1267270006725
432.10187084	0	additional_draw_allowed	16	5	70	n/a	n/a	n/a	-2.05610688680499	-2.1267270006725
433.057714054	0	terminate_draw	16	5	70	n/a	n/a	right	-2.05610688680499	n/a
433.422217003	0	bet	16	5	70	n/a	high	left	n/a	n/a
435.933534716	3.05016071700004	initial_beads	12	18	70	n/a	n/a	n/a	-0.589627797957679	n/a
440.529766301	1.16346748300003	extra_bead	n/a	n/a	70	high	n/a	n/a	-0.589627797957679	-0.313754982757747
441.744250903	0	additional_draw_allowed	13	18	70	n/a	n/a	n/a	-0.589627797957679	-0.313754982757747
442.492644569	0	terminate_draw	13	18	70	n/a	n/a	right	-0.589627797957679	n/a
442.802236299	0	bet	13	18	70	n/a	high	left	n/a	n/a
446.402090504	3.05014964600002	initial_beads	15	15	170	n/a	n/a	n/a	-0.138966595832955	n/a
450.425613134	0	bet	15	15	170	n/a	high	left	n/a	n/a
452.941140445	3.05036697200001	initial_beads	14	16	170	n/a	n/a	n/a	0.0890658505832835	n/a
456.766826546	0	bet	14	16	170	n/a	high	left	n/a	n/a
459.774128135	3.04651451699999	initial_beads	15	5	70	n/a	n/a	n/a	-2.05610688680499	n/a
463.363728879	1.159809612	extra_bead	n/a	n/a	70	high	n/a	n/a	-2.05610688680499	-2.1267270006725
464.571693901	0	additional_draw_allowed	16	5	70	n/a	n/a	n/a	-2.05610688680499	-2.1267270006725
465.594341693	0	terminate_draw	16	5	70	n/a	n/a	right	-2.05610688680499	n/a
466.055039963	0	bet	16	5	70	n/a	high	left	n/a	n/a
468.565979989	3.05011464	initial_beads	20	10	70	n/a	n/a	n/a	-2.05610688680499	n/a
472.662129512	1.16211259899995	extra_bead	n/a	n/a	70	high	n/a	n/a	-2.05610688680499	-2.1267270006725
474.379485549	0	additional_draw_allowed	21	10	70	n/a	n/a	n/a	-2.05610688680499	-2.1267270006725
475.213880891	0	terminate_draw	21	10	70	n/a	n/a	left	-2.05610688680499	n/a
475.5501309	0	bet	21	10	70	n/a	high	left	n/a	n/a
478.563683	3.05019774100003	initial_beads	12	18	170	n/a	n/a	n/a	-0.589627797957679	n/a
482.869580894	0	bet	12	18	170	n/a	high	left	n/a	n/a
486.878236618	3.05037490799998	initial_beads	16	14	70	n/a	n/a	n/a	-0.60879559985906	n/a
490.474894846	1.16278907899994	extra_bead	n/a	n/a	70	high	n/a	n/a	-0.60879559985906	-0.859880583731738
493.692587201	0	additional_draw_allowed	17	14	70	n/a	n/a	n/a	-0.60879559985906	-0.859880583731738
494.479267579	0	terminate_draw	17	14	70	n/a	n/a	right	-0.60879559985906	n/a
494.854613423	0	bet	17	14	70	n/a	high	left	n/a	n/a
499.364342157	3.046824679	initial_beads	10	10	70	n/a	n/a	n/a	-0.138966595832955	n/a
503.271055953	0	bet	10	10	70	n/a	high	left	n/a	n/a
507.779730327	3.04726498000002	initial_beads	10	10	70	n/a	n/a	n/a	-0.138966595832955	n/a
512.369105253	1.15942757400001	extra_bead	n/a	n/a	70	high	n/a	n/a	-0.138966595832955	-0.359251370277085
513.576537831	0	additional_draw_allowed	11	10	70	n/a	n/a	n/a	-0.138966595832955	-0.359251370277085
514.295459574	0	terminate_draw	11	10	70	n/a	n/a	left	-0.138966595832955	n/a
514.727318813	0	bet	11	10	70	n/a	high	left	n/a	n/a
519.2460236	3.05004118500005	initial_beads	10	20	170	n/a	n/a	n/a	-1.4925306317869	n/a
524.489726056	0	bet	10	20	170	n/a	low	right	n/a	n/a
528.501270643	3.04694319199996	initial_beads	12	8	70	n/a	n/a	n/a	-1.09459050204685	n/a
532.324299295	0	bet	12	8	70	n/a	high	left	n/a	n/a
535.334123489	3.04993785300007	initial_beads	17	13	170	n/a	n/a	n/a	-1.09459050204685	n/a
540.430704656	1.15758386300001	extra_bead	n/a	n/a	170	low	n/a	n/a	-1.09459050204685	-0.859880583731738
543.643682287	0	additional_draw_allowed	17	14	170	n/a	n/a	n/a	-1.09459050204685	-0.859880583731738
544.386973281	0	terminate_draw	17	14	170	n/a	n/a	right	-1.09459050204685	n/a
544.761065039	0	bet	17	14	170	n/a	high	left	n/a	n/a
548.769899191	3.04761971800008	initial_beads	8	12	70	n/a	n/a	n/a	-0.0885128587302129	n/a
552.360445235	1.16217745699998	extra_bead	n/a	n/a	70	low	n/a	n/a	-0.0885128587302129	-0.313754982757747
554.575037591	0	additional_draw_allowed	8	13	70	n/a	n/a	n/a	-0.0885128587302129	-0.313754982757747
555.256294439	0	terminate_draw	8	13	70	n/a	n/a	right	-0.0885128587302129	n/a
555.579222331	0	bet	8	13	70	n/a	high	left	n/a	n/a
559.601141397	3.05061900800001	initial_beads	20	10	70	n/a	n/a	n/a	-2.05610688680499	n/a
563.698831299	1.16162940599997	extra_bead	n/a	n/a	70	low	n/a	n/a	-2.05610688680499	-1.94997974047832
565.415672858	0	additional_draw_allowed	20	11	70	n/a	n/a	n/a	-2.05610688680499	-1.94997974047832
566.723372367	0	terminate_draw	20	11	70	n/a	n/a	right	-2.05610688680499	n/a
567.188930272	0	bet	20	11	70	n/a	high	left	n/a	n/a
570.201647869	3.04717043799997	initial_beads	10	10	70	n/a	n/a	n/a	-0.138966595832955	n/a
574.791764608	1.16167731999997	extra_bead	n/a	n/a	70	low	n/a	n/a	-0.138966595832955	0.0199108487249338
575.999790867	0	additional_draw_allowed	10	11	70	n/a	n/a	n/a	-0.138966595832955	0.0199108487249338
577.154200831	0	terminate_draw	10	11	70	n/a	n/a	right	-0.138966595832955	n/a
577.540982254	0	bet	10	11	70	n/a	high	left	n/a	n/a
582.058442846	3.05037416000005	initial_beads	13	17	170	n/a	n/a	n/a	-0.0885128587302129	n/a
585.154720541	1.15511823400004	extra_bead	n/a	n/a	170	high	n/a	n/a	-0.0885128587302129	0.0523930653842202
587.865527442	0	additional_draw_allowed	14	17	170	n/a	n/a	n/a	-0.0885128587302129	0.0523930653842202
588.589885587	0	terminate_draw	14	17	170	n/a	n/a	left	-0.0885128587302129	n/a
588.965641701	0	bet	14	17	170	n/a	high	left	n/a	n/a
592.977310063	3.04714651799998	initial_beads	14	6	70	n/a	n/a	n/a	-1.81705013765952	n/a
598.067641149	1.15969882599995	extra_bead	n/a	n/a	70	low	n/a	n/a	-1.81705013765952	-1.6643221650255
600.279469196	0	additional_draw_allowed	14	7	70	n/a	n/a	n/a	-1.81705013765952	-1.6643221650255
600.901776478	0	terminate_draw	14	7	70	n/a	n/a	right	-1.81705013765952	n/a
601.268564252	0	bet	14	7	70	n/a	high	left	n/a	n/a
