onset	duration	event_type	num_beads_high	num_beads_low	points_high	bead_type	bet_jar_type	button	initialVOI	updatedVOI
1.332414395	3.05761542599998	initial_beads	19	11	70	n/a	n/a	n/a	-1.81705013765952	n/a
6.44376485099997	1.32552522200001	extra_bead	n/a	n/a	70	high	n/a	n/a	-1.81705013765952	-1.94997974047832
8.32934095099995	0	additional_draw_allowed	20	11	70	n/a	n/a	n/a	-1.81705013765952	-1.94997974047832
9.848468271	0	terminate_draw	20	11	70	n/a	n/a	left	-1.81705013765952	n/a
10.24438946	0	bet	20	11	70	n/a	high	right	n/a	n/a
14.748131942	3.04560192700001	initial_beads	14	6	70	n/a	n/a	n/a	-1.81705013765952	n/a
18.717379723	0	bet	14	6	70	n/a	high	right	n/a	n/a
21.7240945059999	3.04889580600002	initial_beads	20	10	170	n/a	n/a	n/a	-2.05610688680499	n/a
26.3176471649999	1.17977534300007	extra_bead	n/a	n/a	170	high	n/a	n/a	-2.05610688680499	-2.1267270006725
28.052799835	0	additional_draw_allowed	21	10	170	n/a	n/a	n/a	-2.05610688680499	-2.1267270006725
28.8190405509999	0	terminate_draw	21	10	170	n/a	n/a	left	-2.05610688680499	n/a
29.189665202	0	bet	21	10	170	n/a	high	right	n/a	n/a
33.713508649	3.04893576999996	initial_beads	18	12	170	n/a	n/a	n/a	-1.49452550630108	n/a
37.5962464219999	0	bet	18	12	170	n/a	high	right	n/a	n/a
41.599199088	3.04587270299999	initial_beads	13	7	70	n/a	n/a	n/a	-1.49452550630108	n/a
45.4011894179999	0	bet	13	7	70	n/a	high	right	n/a	n/a
49.4012859249999	3.04430199300009	initial_beads	11	9	170	n/a	n/a	n/a	-0.60879559985906	n/a
53.156108166	0	bet	11	9	170	n/a	high	right	n/a	n/a
56.1573757499999	3.04579988600005	initial_beads	9	11	70	n/a	n/a	n/a	0.0890658505832835	n/a
59.859407195	0	bet	9	11	70	n/a	high	right	n/a	n/a
62.488806977	3.04943074300002	initial_beads	11	19	70	n/a	n/a	n/a	-1.138188793927	n/a
66.0833498659999	1.20887922999998	extra_bead	n/a	n/a	70	low	n/a	n/a	-1.138188793927	-1.3478457800959
67.3605493059999	0	additional_draw_allowed	11	20	70	n/a	n/a	n/a	-1.138188793927	-1.3478457800959
68.343363268	0	terminate_draw	11	20	70	n/a	n/a	right	-1.138188793927	n/a
68.690201785	0	bet	11	20	70	n/a	low	left	n/a	n/a
71.190357849	3.045474098	initial_beads	13	7	170	n/a	n/a	n/a	-1.49452550630108	n/a
74.2776909299999	1.163608082	extra_bead	n/a	n/a	170	low	n/a	n/a	-1.49452550630108	-1.30585515991628
77.4944895069999	0	additional_draw_allowed	13	8	170	n/a	n/a	n/a	-1.49452550630108	-1.30585515991628
78.120299349	0	terminate_draw	13	8	170	n/a	n/a	right	-1.49452550630108	n/a
78.528231306	0	bet	13	8	170	n/a	high	right	n/a	n/a
83.028357089	3.04580317399996	initial_beads	7	13	170	n/a	n/a	n/a	-0.589627797957679	n/a
86.937955594	0	bet	7	13	170	n/a	low	left	n/a	n/a
89.441135523	3.04562025400003	initial_beads	10	10	170	n/a	n/a	n/a	-0.138966595832955	n/a
93.2642418979999	0	bet	10	10	170	n/a	high	right	n/a	n/a
96.272979953	3.04885959399996	initial_beads	19	11	170	n/a	n/a	n/a	-1.81705013765952	n/a
99.367475527	1.16991088899999	extra_bead	n/a	n/a	170	high	n/a	n/a	-1.81705013765952	-1.94997974047832
102.094928258	0	additional_draw_allowed	20	11	170	n/a	n/a	n/a	-1.81705013765952	-1.94997974047832
102.914337755	0	terminate_draw	20	11	170	n/a	n/a	right	-1.81705013765952	n/a
103.401339087	0	bet	20	11	170	n/a	high	right	n/a	n/a
105.905795263	3.04652502600004	initial_beads	5	15	70	n/a	n/a	n/a	-1.4925306317869	n/a
109.99451464	1.16877168600001	extra_bead	n/a	n/a	70	low	n/a	n/a	-1.4925306317869	-1.57230111622249
112.716423695	0	additional_draw_allowed	5	16	70	n/a	n/a	n/a	-1.4925306317869	-1.57230111622249
113.404470182	0	terminate_draw	5	16	70	n/a	n/a	right	-1.4925306317869	n/a
113.764520223	0	bet	5	16	70	n/a	low	left	n/a	n/a
117.767676504	3.04910977600002	initial_beads	16	14	70	n/a	n/a	n/a	-0.60879559985906	n/a
120.861985664	1.16727109999999	extra_bead	n/a	n/a	70	low	n/a	n/a	-0.60879559985906	-0.359251370277085
123.085135794	0	additional_draw_allowed	16	15	70	n/a	n/a	n/a	-0.60879559985906	-0.359251370277085
123.774256122	0	terminate_draw	16	15	70	n/a	n/a	right	-0.60879559985906	n/a
124.203354238	0	bet	16	15	70	n/a	high	right	n/a	n/a
128.711181162	3.04564103500002	initial_beads	6	14	170	n/a	n/a	n/a	-1.138188793927	n/a
132.57520491	0	bet	6	14	170	n/a	low	left	n/a	n/a
137.080572742	3.04911668500006	initial_beads	14	16	170	n/a	n/a	n/a	0.0890658505832835	n/a
140.67522631	1.168126777	extra_bead	n/a	n/a	170	low	n/a	n/a	0.0890658505832835	0.0523930653842202
141.90583673	0	additional_draw_allowed	14	17	170	n/a	n/a	n/a	0.0890658505832835	0.0523930653842202
142.547011299	0	terminate_draw	14	17	170	n/a	n/a	right	0.0890658505832835	n/a
142.830844634	0	bet	14	17	170	n/a	high	right	n/a	n/a
145.338279717	3.04602121699997	initial_beads	12	8	70	n/a	n/a	n/a	-1.09459050204685	n/a
148.427305251	1.15944212799991	extra_bead	n/a	n/a	70	low	n/a	n/a	-1.09459050204685	-0.859880583731738
149.646084889	0	additional_draw_allowed	12	9	70	n/a	n/a	n/a	-1.09459050204685	-0.859880583731738
150.415049153	0	terminate_draw	12	9	70	n/a	n/a	left	-1.09459050204685	n/a
150.74247227	0	bet	12	9	70	n/a	high	right	n/a	n/a
153.748685638	3.04914430299993	initial_beads	17	13	170	n/a	n/a	n/a	-1.09459050204685	n/a
157.34348707	1.16163206400006	extra_bead	n/a	n/a	170	low	n/a	n/a	-1.09459050204685	-0.859880583731738
160.061725792	0	additional_draw_allowed	17	14	170	n/a	n/a	n/a	-1.09459050204685	-0.859880583731738
160.790157491	0	terminate_draw	17	14	170	n/a	n/a	right	-1.09459050204685	n/a
161.079739965	0	bet	17	14	170	n/a	high	right	n/a	n/a
164.077286423	3.04604159500002	initial_beads	8	12	70	n/a	n/a	n/a	-0.0885128587302129	n/a
168.665999889	1.15825777099997	extra_bead	n/a	n/a	70	high	n/a	n/a	-0.0885128587302129	0.0523930653842202
171.374734747	0	additional_draw_allowed	9	12	70	n/a	n/a	n/a	-0.0885128587302129	0.0523930653842202
172.229848117	0	terminate_draw	9	12	70	n/a	n/a	left	-0.0885128587302129	n/a
172.62104491	0	bet	9	12	70	n/a	high	right	n/a	n/a
177.130948165	3.04992540800004	initial_beads	10	20	170	n/a	n/a	n/a	-1.4925306317869	n/a
180.72675978	1.162971266	extra_bead	n/a	n/a	170	high	n/a	n/a	-1.4925306317869	-1.3478457800959
182.944387309	0	additional_draw_allowed	11	20	170	n/a	n/a	n/a	-1.4925306317869	-1.3478457800959
183.544482751	0	terminate_draw	11	20	170	n/a	n/a	left	-1.4925306317869	n/a
183.891145192	0	bet	11	20	170	n/a	low	left	n/a	n/a
187.394147047	3.04922356700001	initial_beads	11	19	170	n/a	n/a	n/a	-1.138188793927	n/a
192.4886056	1.16273109600002	extra_bead	n/a	n/a	170	low	n/a	n/a	-1.138188793927	-1.3478457800959
194.208313034	0	additional_draw_allowed	11	20	170	n/a	n/a	n/a	-1.138188793927	-1.3478457800959
194.896122663	0	terminate_draw	11	20	170	n/a	n/a	left	-1.138188793927	n/a
195.201610422	0	bet	11	20	170	n/a	low	left	n/a	n/a
198.709204484	3.04930226299996	initial_beads	16	14	170	n/a	n/a	n/a	-0.60879559985906	n/a
202.545403543	0	bet	16	14	170	n/a	high	right	n/a	n/a
205.55662816	3.04922178900006	initial_beads	13	17	70	n/a	n/a	n/a	-0.0885128587302129	n/a
210.151961037	1.16698817299994	extra_bead	n/a	n/a	70	high	n/a	n/a	-0.0885128587302129	0.0523930653842202
211.875384273	0	additional_draw_allowed	14	17	70	n/a	n/a	n/a	-0.0885128587302129	0.0523930653842202
212.67354647	0	terminate_draw	14	17	70	n/a	n/a	right	-0.0885128587302129	n/a
212.945338144	0	bet	14	17	70	n/a	high	right	n/a	n/a
216.953698129	3.05039097600002	initial_beads	18	12	70	n/a	n/a	n/a	-1.49452550630108	n/a
220.778456163	0	bet	18	12	70	n/a	high	right	n/a	n/a
224.783055561	3.04633430299998	initial_beads	9	11	170	n/a	n/a	n/a	0.0890658505832835	n/a
228.87213145	1.15977559499993	extra_bead	n/a	n/a	170	low	n/a	n/a	0.0890658505832835	0.0523930653842202
230.584551592	0	additional_draw_allowed	9	12	170	n/a	n/a	n/a	0.0890658505832835	0.0523930653842202
231.305403475	0	terminate_draw	9	12	170	n/a	n/a	right	0.0890658505832835	n/a
231.615055341	0	bet	9	12	170	n/a	high	right	n/a	n/a
235.117061457	3.04689299999995	initial_beads	15	5	70	n/a	n/a	n/a	-2.05610688680499	n/a
238.70673929	1.16015920099994	extra_bead	n/a	n/a	70	low	n/a	n/a	-2.05610688680499	-1.94997974047832
241.419721895	0	additional_draw_allowed	15	6	70	n/a	n/a	n/a	-2.05610688680499	-1.94997974047832
242.029004556	0	terminate_draw	15	6	70	n/a	n/a	right	-2.05610688680499	n/a
242.349735169	0	bet	15	6	70	n/a	high	right	n/a	n/a
244.858182776	3.04504846899999	initial_beads	14	16	70	n/a	n/a	n/a	0.0890658505832835	n/a
249.950053898	1.16226564700003	extra_bead	n/a	n/a	70	high	n/a	n/a	0.0890658505832835	0.0199108487249338
