onset	duration	event_type	num_beads_high	num_beads_low	points_high	bead_type	bet_jar_type	button	initialVOI	updatedVOI
1.147405553	3.05707023800005	initial_beads	12	8	7	n/a	n/a	n/a	-1.65295917478599	n/a
4.75500360700005	1.329217159	extra_bead	n/a	n/a	7	low	n/a	n/a	-1.65295917478599	-1.58166614013995
7.64039330700007	0	additional_draw_allowed	12	9	7	n/a	n/a	n/a	-1.65295917478599	-1.58166614013995
8.68778117700003	0	terminate_draw	12	9	7	n/a	n/a	left	-1.65295917478599	n/a
9.05470781700001	0	bet	12	9	7	n/a	high	right	n/a	n/a
13.613881634	3.04538618300001	initial_beads	8	12	7	n/a	n/a	n/a	-1.32390665973505	n/a
17.568060155	0	bet	8	12	7	n/a	low	left	n/a	n/a
20.5856801140001	3.04540525200002	initial_beads	7	13	70	n/a	n/a	n/a	-1.79961680670884	n/a
25.320321721	0	bet	7	13	70	n/a	low	left	n/a	n/a
27.819194714	3.04645634800011	initial_beads	10	10	70	n/a	n/a	n/a	-0.908549141821781	n/a
30.9078819490001	1.17924789699998	extra_bead	n/a	n/a	70	high	n/a	n/a	-0.908549141821781	-1.13178054515916
32.6403329550001	0	additional_draw_allowed	11	10	70	n/a	n/a	n/a	-0.908549141821781	-1.13178054515916
33.4963623990001	0	terminate_draw	11	10	70	n/a	n/a	right	-0.908549141821781	n/a
33.7748795380001	0	bet	11	10	70	n/a	high	right	n/a	n/a
36.871057768	3.04902965400004	initial_beads	15	15	7	n/a	n/a	n/a	-0.908549141821781	n/a
40.4656506810001	1.18388815599997	extra_bead	n/a	n/a	7	low	n/a	n/a	-0.908549141821781	-0.809922418078171
43.205777373	0	additional_draw_allowed	15	16	7	n/a	n/a	n/a	-0.908549141821781	-0.809922418078171
43.872309641	0	terminate_draw	15	16	7	n/a	n/a	right	-0.908549141821781	n/a
44.130699495	0	bet	15	16	7	n/a	high	right	n/a	n/a
48.7090053320001	3.04928878399994	initial_beads	19	11	70	n/a	n/a	n/a	-1.86417958275177	n/a
52.305266683	1.16578840800003	extra_bead	n/a	n/a	70	low	n/a	n/a	-1.86417958275177	-1.67697607350893
55.5309663210001	0	additional_draw_allowed	19	12	70	n/a	n/a	n/a	-1.86417958275177	-1.67697607350893
56.3140365410001	0	terminate_draw	19	12	70	n/a	n/a	right	-1.86417958275177	n/a
56.5696014380001	0	bet	19	12	70	n/a	high	right	n/a	n/a
61.070213126	3.04606652400003	initial_beads	14	6	70	n/a	n/a	n/a	-1.86417958275177	n/a
64.930337009	0	bet	14	6	70	n/a	high	right	n/a	n/a
67.434694722	3.04964728700008	initial_beads	19	11	7	n/a	n/a	n/a	-1.86417958275177	n/a
72.5332312190001	1.17958131199998	extra_bead	n/a	n/a	7	low	n/a	n/a	-1.86417958275177	-1.67697607350893
74.768621142	0	additional_draw_allowed	19	12	7	n/a	n/a	n/a	-1.86417958275177	-1.67697607350893
75.4228222300001	0	terminate_draw	19	12	7	n/a	n/a	right	-1.86417958275177	n/a
75.693343944	0	bet	19	12	7	n/a	high	right	n/a	n/a
79.2093221670001	3.04962996399991	initial_beads	16	14	7	n/a	n/a	n/a	-1.39008283120292	n/a
83.3043066180001	1.17470390300002	extra_bead	n/a	n/a	7	low	n/a	n/a	-1.39008283120292	-1.13178054515916
85.035892653	0	additional_draw_allowed	16	15	7	n/a	n/a	n/a	-1.39008283120292	-1.13178054515916
85.996855629	0	terminate_draw	16	15	7	n/a	n/a	left	-1.39008283120292	n/a
86.31591716	0	bet	16	15	7	n/a	high	right	n/a	n/a
88.86257505	3.04976159299997	initial_beads	12	18	70	n/a	n/a	n/a	-1.79961680670884	n/a
92.7224265580001	0	bet	12	18	70	n/a	low	left	n/a	n/a
95.72623875	3.04620242300007	initial_beads	9	11	7	n/a	n/a	n/a	-0.869663288631855	n/a
100.814892582	1.17295652199994	extra_bead	n/a	n/a	7	low	n/a	n/a	-0.869663288631855	-1.06156710675566
102.052636732	0	additional_draw_allowed	9	12	7	n/a	n/a	n/a	-0.869663288631855	-1.06156710675566
103.552371358	0	terminate_draw	9	12	7	n/a	n/a	right	-0.869663288631855	n/a
104.862223904	0	bet	9	12	7	n/a	high	right	n/a	n/a
108.864220917	3.04628919100003	initial_beads	12	8	70	n/a	n/a	n/a	-1.65295917478599	n/a
112.953109547	1.17054892199997	extra_bead	n/a	n/a	70	high	n/a	n/a	-1.65295917478599	-1.63249142378056
115.676489024	0	additional_draw_allowed	13	8	70	n/a	n/a	n/a	-1.65295917478599	-1.63249142378056
116.467312997	0	terminate_draw	13	8	70	n/a	n/a	right	-1.65295917478599	n/a
116.752336839	0	bet	13	8	70	n/a	high	right	n/a	n/a
120.759209323	3.04966316900004	initial_beads	16	14	70	n/a	n/a	n/a	-1.39008283120292	n/a
123.854847456	1.16906396800005	extra_bead	n/a	n/a	70	low	n/a	n/a	-1.39008283120292	-1.13178054515916
125.086194517	0	additional_draw_allowed	16	15	70	n/a	n/a	n/a	-1.39008283120292	-1.13178054515916
125.871530178	0	terminate_draw	16	15	70	n/a	n/a	left	-1.39008283120292	n/a
126.151572841	0	bet	16	15	70	n/a	high	right	n/a	n/a
130.683399456	3.04941154099993	initial_beads	11	19	7	n/a	n/a	n/a	-1.9678294270774	n/a
135.279897058	1.18479389200002	extra_bead	n/a	n/a	7	low	n/a	n/a	-1.9678294270774	-1.94647871454116
137.020933681	0	additional_draw_allowed	11	20	7	n/a	n/a	n/a	-1.9678294270774	-1.94647871454116
137.74761601	0	terminate_draw	11	20	7	n/a	n/a	right	-1.9678294270774	n/a
138.00434671	0	bet	11	20	7	n/a	low	left	n/a	n/a
141.008148133	3.04077549499993	initial_beads	13	7	7	n/a	n/a	n/a	-1.61038043399938	n/a
146.091902175	1.16382703699992	extra_bead	n/a	n/a	7	low	n/a	n/a	-1.61038043399938	-1.63249142378056
147.31620943	0	additional_draw_allowed	13	8	7	n/a	n/a	n/a	-1.61038043399938	-1.63249142378056
147.996799811	0	terminate_draw	13	8	7	n/a	n/a	right	-1.61038043399938	n/a
148.25932377	0	bet	13	8	7	n/a	high	right	n/a	n/a
152.26049156	3.04641998800003	initial_beads	6	14	7	n/a	n/a	n/a	-1.9678294270774	n/a
155.850029749	1.16163298299989	extra_bead	n/a	n/a	7	low	n/a	n/a	-1.9678294270774	-1.94647871454116
157.065302574	0	additional_draw_allowed	6	15	7	n/a	n/a	n/a	-1.9678294270774	-1.94647871454116
157.740898045	0	terminate_draw	6	15	7	n/a	n/a	left	-1.9678294270774	n/a
158.034525231	0	bet	6	15	7	n/a	low	left	n/a	n/a
161.535137064	3.04674700599992	initial_beads	5	15	7	n/a	n/a	n/a	-1.89742428822289	n/a
164.624926511	1.15609540100002	extra_bead	n/a	n/a	7	low	n/a	n/a	-1.89742428822289	-1.84935502257263
167.334469813	0	additional_draw_allowed	5	16	7	n/a	n/a	n/a	-1.89742428822289	-1.84935502257263
167.888792591	0	additional_draw	n/a	n/a	7	high	n/a	left	-1.89742428822289	n/a
168.115701082	0	additional_draw	n/a	n/a	7	high	n/a	left	-1.89742428822289	n/a
169.03381872	0	terminate_draw	7	16	7	n/a	n/a	right	-1.89742428822289	n/a
169.454559221	0	bet	7	16	7	n/a	low	left	n/a	n/a
171.963317579	3.04976503599994	initial_beads	14	16	7	n/a	n/a	n/a	-0.869663288631855	n/a
175.878773329	0	bet	14	16	7	n/a	high	right	n/a	n/a
179.88021576	3.04606980300002	initial_beads	10	10	7	n/a	n/a	n/a	-0.908549141821781	n/a
183.666310396	0	bet	10	10	7	n/a	high	right	n/a	n/a
187.169872545	3.04588938199993	initial_beads	9	11	70	n/a	n/a	n/a	-0.869663288631855	n/a
191.759106033	1.17699855299998	extra_bead	n/a	n/a	70	high	n/a	n/a	-0.869663288631855	-0.809922418078171
194.489715612	0	additional_draw_allowed	10	11	70	n/a	n/a	n/a	-0.869663288631855	-0.809922418078171
195.057282215	0	terminate_draw	10	11	70	n/a	n/a	right	-0.869663288631855	n/a
195.311393967	0	bet	10	11	70	n/a	high	right	n/a	n/a
198.319555274	3.05032604499991	initial_beads	18	12	7	n/a	n/a	n/a	-1.61038043399938	n/a
202.126957661	0	bet	18	12	7	n/a	high	right	n/a	n/a
205.132302264	3.04646579400003	initial_beads	5	15	70	n/a	n/a	n/a	-1.89742428822289	n/a
209.721366134	1.15924718199994	extra_bead	n/a	n/a	70	low	n/a	n/a	-1.89742428822289	-1.84935502257263
211.933562639	0	additional_draw_allowed	5	16	70	n/a	n/a	n/a	-1.89742428822289	-1.84935502257263
212.534574786	0	terminate_draw	5	16	70	n/a	n/a	right	-1.89742428822289	n/a
212.929596156	0	bet	5	16	70	n/a	low	left	n/a	n/a
215.940425175	3.04968068899996	initial_beads	17	13	70	n/a	n/a	n/a	-1.65295917478599	n/a
219.736055109	0	bet	17	13	70	n/a	high	right	n/a	n/a
222.241076487	3.04687925099995	initial_beads	13	7	70	n/a	n/a	n/a	-1.61038043399938	n/a
227.330824716	1.15772806500001	extra_bead	n/a	n/a	70	high	n/a	n/a	-1.61038043399938	-1.67697607350893
230.040868202	0	additional_draw_allowed	14	7	70	n/a	n/a	n/a	-1.61038043399938	-1.67697607350893
230.835182094	0	terminate_draw	14	7	70	n/a	n/a	left	-1.61038043399938	n/a
231.225153568	0	bet	14	7	70	n/a	high	right	n/a	n/a
235.22896474	3.04507958800002	initial_beads	15	5	70	n/a	n/a	n/a	-2.37553074021502	n/a
239.090438683	0	bet	15	5	70	n/a	high	right	n/a	n/a
241.613775124	3.05034042	initial_beads	11	9	70	n/a	n/a	n/a	-1.39008283120292	n/a
244.707386317	1.15377953399991	extra_bead	n/a	n/a	70	low	n/a	n/a	-1.39008283120292	-1.13178054515916
247.913308287	0	additional_draw_allowed	11	10	70	n/a	n/a	n/a	-1.39008283120292	-1.13178054515916
248.612069266	0	terminate_draw	11	10	70	n/a	n/a	right	-1.39008283120292	n/a
248.949081006	0	bet	11	10	70	n/a	high	right	n/a	n/a
253.45023006	3.04775763999999	initial_beads	7	13	7	n/a	n/a	n/a	-1.79961680670884	n/a
258.043700748	1.15932276600006	extra_bead	n/a	n/a	7	high	n/a	n/a	-1.79961680670884	-1.58833812291982
261.255224539	0	additional_draw_allowed	8	13	7	n/a	n/a	n/a	-1.79961680670884	-1.58833812291982
261.866310142	0	terminate_draw	8	13	7	n/a	n/a	right	-1.79961680670884	n/a
262.243827019	0	bet	8	13	7	n/a	low	left	n/a	n/a
264.742970949	3.04698157299993	initial_beads	14	6	7	n/a	n/a	n/a	-1.86417958275177	n/a
269.334283731	1.15931945800003	extra_bead	n/a	n/a	7	low	n/a	n/a	-1.86417958275177	-1.67697607350893
270.543159411	0	additional_draw_allowed	14	7	7	n/a	n/a	n/a	-1.86417958275177	-1.67697607350893
271.260370635	0	terminate_draw	14	7	7	n/a	n/a	left	-1.86417958275177	n/a
271.642061055	0	bet	14	7	7	n/a	high	right	n/a	n/a
275.143978239	3.04720130500004	initial_beads	15	5	7	n/a	n/a	n/a	-2.37553074021502	n/a
279.735019795	1.15903360300001	extra_bead	n/a	n/a	7	high	n/a	n/a	-2.37553074021502	-2.52253133076282
280.942450733	0	additional_draw_allowed	16	5	7	n/a	n/a	n/a	-2.37553074021502	-2.52253133076282
281.682760739	0	terminate_draw	16	5	7	n/a	n/a	left	-2.37553074021502	n/a
282.083877132	0	bet	16	5	7	n/a	high	right	n/a	n/a
285.606187123	3.05047954400004	initial_beads	20	10	70	n/a	n/a	n/a	-2.37553074021502	n/a
289.703028818	1.18075097799999	extra_bead	n/a	n/a	70	high	n/a	n/a	-2.37553074021502	-2.52253133076282
290.946785649	0	additional_draw_allowed	21	10	70	n/a	n/a	n/a	-2.37553074021502	-2.52253133076282
291.844503365	0	terminate_draw	21	10	70	n/a	n/a	left	-2.37553074021502	n/a
292.141249659	0	bet	21	10	70	n/a	high	right	n/a	n/a
296.649513472	3.04529904499998	initial_beads	13	17	7	n/a	n/a	n/a	-1.32390665973505	n/a
301.241374534	1.15750009399994	extra_bead	n/a	n/a	7	low	n/a	n/a	-1.32390665973505	-1.58833812291982
302.955324611	0	additional_draw_allowed	13	18	7	n/a	n/a	n/a	-1.32390665973505	-1.58833812291982
303.77848961	0	terminate_draw	13	18	7	n/a	n/a	left	-1.32390665973505	n/a
304.111027122	0	bet	13	18	7	n/a	low	left	n/a	n/a
308.617876746	3.05095108299997	initial_beads	10	20	70	n/a	n/a	n/a	-1.89742428822289	n/a
312.715508858	1.18181918400001	extra_bead	n/a	n/a	70	low	n/a	n/a	-1.89742428822289	-1.84935502257263
313.949292244	0	additional_draw_allowed	10	21	70	n/a	n/a	n/a	-1.89742428822289	-1.84935502257263
314.802646635	0	terminate_draw	10	21	70	n/a	n/a	right	-1.89742428822289	n/a
315.176093841	0	bet	10	21	70	n/a	low	left	n/a	n/a
319.68487577	3.04748436299997	initial_beads	8	12	70	n/a	n/a	n/a	-1.32390665973505	n/a
323.275192474	1.159064392	extra_bead	n/a	n/a	70	low	n/a	n/a	-1.32390665973505	-1.58833812291982
325.986596134	0	additional_draw_allowed	8	13	70	n/a	n/a	n/a	-1.32390665973505	-1.58833812291982
326.661363902	0	terminate_draw	8	13	70	n/a	n/a	left	-1.32390665973505	n/a
327.005517356	0	bet	8	13	70	n/a	low	left	n/a	n/a
331.019242053	3.05034087099989	initial_beads	13	17	70	n/a	n/a	n/a	-1.32390665973505	n/a
335.790464886	0	bet	13	17	70	n/a	low	left	n/a	n/a
339.803801299	3.05067617299983	initial_beads	15	15	70	n/a	n/a	n/a	-0.908549141821781	n/a
343.402232325	1.16331356199998	extra_bead	n/a	n/a	70	high	n/a	n/a	-0.908549141821781	-1.13178054515916
345.621776282	0	additional_draw_allowed	16	15	70	n/a	n/a	n/a	-0.908549141821781	-1.13178054515916
346.383786146	0	terminate_draw	16	15	70	n/a	n/a	right	-0.908549141821781	n/a
346.717571648	0	bet	16	15	70	n/a	high	right	n/a	n/a
350.724611477	3.05037317700021	initial_beads	10	20	7	n/a	n/a	n/a	-1.89742428822289	n/a
354.322041336	1.163229989	extra_bead	n/a	n/a	7	low	n/a	n/a	-1.89742428822289	-1.84935502257263
357.541461047	0	additional_draw_allowed	10	21	7	n/a	n/a	n/a	-1.89742428822289	-1.84935502257263
358.32129932	0	terminate_draw	10	21	7	n/a	n/a	left	-1.89742428822289	n/a
358.895251274	0	bet	10	21	7	n/a	low	left	n/a	n/a
363.407274444	3.05071057099985	initial_beads	17	13	7	n/a	n/a	n/a	-1.65295917478599	n/a
366.505009878	1.15691767499993	extra_bead	n/a	n/a	7	high	n/a	n/a	-1.65295917478599	-1.63249142378056
369.71790844	0	additional_draw_allowed	18	13	7	n/a	n/a	n/a	-1.65295917478599	-1.63249142378056
370.577133488	0	terminate_draw	18	13	7	n/a	n/a	left	-1.65295917478599	n/a
