onset	duration	event_type	num_beads_high	num_beads_low	points_high	bead_type	bet_jar_type	button	initialVOI	updatedVOI
370.98706024	0	bet	18	13	7	n/a	high	right	n/a	n/a
373.4992889	3.04806454999994	initial_beads	11	19	70	n/a	n/a	n/a	-1.9678294270774	n/a
377.436396648	0	bet	11	19	70	n/a	low	left	n/a	n/a
380.443923404	3.05050460999996	initial_beads	18	12	70	n/a	n/a	n/a	-1.61038043399938	n/a
384.3359798	0	bet	18	12	70	n/a	high	right	n/a	n/a
387.344666696	3.04690182600007	initial_beads	11	9	7	n/a	n/a	n/a	-1.39008283120292	n/a
391.133902166	0	bet	11	9	7	n/a	high	right	n/a	n/a
394.640129872	3.04720954799996	initial_beads	6	14	70	n/a	n/a	n/a	-1.9678294270774	n/a
399.731218945	1.15936334999992	extra_bead	n/a	n/a	70	high	n/a	n/a	-1.9678294270774	-1.92671863808989
402.443164463	0	additional_draw_allowed	7	14	70	n/a	n/a	n/a	-1.9678294270774	-1.92671863808989
403.11664049	0	terminate_draw	7	14	70	n/a	n/a	left	-1.9678294270774	n/a
403.463485984	0	bet	7	14	70	n/a	low	left	n/a	n/a
407.47794533	3.05077536899989	initial_beads	14	16	70	n/a	n/a	n/a	-0.869663288631855	n/a
410.575930022	1.15733080599989	extra_bead	n/a	n/a	70	high	n/a	n/a	-0.869663288631855	-0.809922418078171
412.288833283	0	additional_draw_allowed	15	16	70	n/a	n/a	n/a	-0.869663288631855	-0.809922418078171
412.963791947	0	terminate_draw	15	16	70	n/a	n/a	left	-0.869663288631855	n/a
413.257259589	0	bet	15	16	70	n/a	high	right	n/a	n/a
416.766921073	3.05073618200004	initial_beads	20	10	7	n/a	n/a	n/a	-2.37553074021502	n/a
420.864223031	1.16432299100006	extra_bead	n/a	n/a	7	low	n/a	n/a	-2.37553074021502	-2.12751860353776
423.084527634	0	additional_draw_allowed	20	11	7	n/a	n/a	n/a	-2.37553074021502	-2.12751860353776
423.933621676	0	terminate_draw	20	11	7	n/a	n/a	left	-2.37553074021502	n/a
424.224615729	0	bet	20	11	7	n/a	high	right	n/a	n/a
426.732580904	3.05105946200001	initial_beads	12	18	7	n/a	n/a	n/a	-1.79961680670884	n/a
430.543560284	0	bet	12	18	7	n/a	low	left	n/a	n/a
434.059144114	3.05036069499988	initial_beads	20	10	70	n/a	n/a	n/a	-2.37553074021502	n/a
438.157681025	1.16397200899996	extra_bead	n/a	n/a	70	high	n/a	n/a	-2.37553074021502	-2.52253133076282
439.373128008	0	additional_draw_allowed	21	10	70	n/a	n/a	n/a	-2.37553074021502	-2.52253133076282
440.25395512	0	terminate_draw	21	10	70	n/a	n/a	right	-2.37553074021502	n/a
440.644074634	0	bet	21	10	70	n/a	high	right	n/a	n/a
445.157597661	3.05083283099998	initial_beads	17	13	70	n/a	n/a	n/a	-1.65295917478599	n/a
449.255546302	1.16263827000012	extra_bead	n/a	n/a	70	low	n/a	n/a	-1.65295917478599	-1.58166614013995
450.974629741	0	additional_draw_allowed	17	14	70	n/a	n/a	n/a	-1.65295917478599	-1.58166614013995
451.66270631	0	terminate_draw	17	14	70	n/a	n/a	right	-1.65295917478599	n/a
451.973254836	0	bet	17	14	70	n/a	high	right	n/a	n/a
454.478890915	3.04999691900002	initial_beads	13	7	7	n/a	n/a	n/a	-1.61038043399938	n/a
458.393336502	0	bet	13	7	7	n/a	high	right	n/a	n/a
462.410462928	3.04568324599995	initial_beads	18	12	70	n/a	n/a	n/a	-1.61038043399938	n/a
465.50381806	1.15843973000005	extra_bead	n/a	n/a	70	low	n/a	n/a	-1.61038043399938	-1.63249142378056
466.714630614	0	additional_draw_allowed	18	13	70	n/a	n/a	n/a	-1.61038043399938	-1.63249142378056
467.602349425	0	terminate_draw	18	13	70	n/a	n/a	left	-1.61038043399938	n/a
467.939329589	0	bet	18	13	70	n/a	high	right	n/a	n/a
470.951860988	3.04953257600005	initial_beads	8	12	70	n/a	n/a	n/a	-1.32390665973505	n/a
474.545974863	1.16037525700017	extra_bead	n/a	n/a	70	high	n/a	n/a	-1.32390665973505	-1.06156710675566
477.259312692	0	additional_draw_allowed	9	12	70	n/a	n/a	n/a	-1.32390665973505	-1.06156710675566
477.969626599	0	terminate_draw	9	12	70	n/a	n/a	left	-1.32390665973505	n/a
478.287683573	0	bet	9	12	70	n/a	high	right	n/a	n/a
482.302679805	3.05156806899981	initial_beads	17	13	70	n/a	n/a	n/a	-1.65295917478599	n/a
486.402060111	1.16876610700001	extra_bead	n/a	n/a	70	high	n/a	n/a	-1.65295917478599	-1.63249142378056
488.127965408	0	additional_draw_allowed	18	13	70	n/a	n/a	n/a	-1.65295917478599	-1.63249142378056
488.919653709	0	terminate_draw	18	13	70	n/a	n/a	left	-1.65295917478599	n/a
489.295336269	0	bet	18	13	70	n/a	high	right	n/a	n/a
491.806132751	3.04727700600006	initial_beads	5	15	7	n/a	n/a	n/a	-1.89742428822289	n/a
494.895954515	1.15664784299997	extra_bead	n/a	n/a	7	low	n/a	n/a	-1.89742428822289	-1.84935502257263
497.605388767	0	additional_draw_allowed	5	16	7	n/a	n/a	n/a	-1.89742428822289	-1.84935502257263
498.367750965	0	terminate_draw	5	16	7	n/a	n/a	right	-1.89742428822289	n/a
498.702009154	0	bet	5	16	7	n/a	low	left	n/a	n/a
501.215528712	3.04194454699996	initial_beads	6	14	70	n/a	n/a	n/a	-1.9678294270774	n/a
506.301522793	1.15910803599991	extra_bead	n/a	n/a	70	low	n/a	n/a	-1.9678294270774	-1.94647871454116
509.013486906	0	additional_draw_allowed	6	15	70	n/a	n/a	n/a	-1.9678294270774	-1.94647871454116
509.869117333	0	terminate_draw	6	15	70	n/a	n/a	left	-1.9678294270774	n/a
510.220939624	0	bet	6	15	70	n/a	low	left	n/a	n/a
514.233601375	3.04987304499991	initial_beads	13	17	7	n/a	n/a	n/a	-1.32390665973505	n/a
518.831063825	1.16235695099999	extra_bead	n/a	n/a	7	low	n/a	n/a	-1.32390665973505	-1.58833812291982
520.552059535	0	additional_draw_allowed	13	18	7	n/a	n/a	n/a	-1.32390665973505	-1.58833812291982
521.257638742	0	terminate_draw	13	18	7	n/a	n/a	left	-1.32390665973505	n/a
521.574642495	0	bet	13	18	7	n/a	low	left	n/a	n/a
526.085009334	3.0478161829999	initial_beads	7	13	70	n/a	n/a	n/a	-1.79961680670884	n/a
529.897349714	0	bet	7	13	70	n/a	low	left	n/a	n/a
532.407559328	3.04763345299989	initial_beads	14	6	70	n/a	n/a	n/a	-1.86417958275177	n/a
535.999146612	1.16219509400003	extra_bead	n/a	n/a	70	high	n/a	n/a	-1.86417958275177	-2.12751860353776
538.214499886	0	additional_draw_allowed	15	6	70	n/a	n/a	n/a	-1.86417958275177	-2.12751860353776
538.971765369	0	terminate_draw	15	6	70	n/a	n/a	left	-1.86417958275177	n/a
539.261035244	0	bet	15	6	70	n/a	high	right	n/a	n/a
541.778117091	3.05257722099986	initial_beads	12	18	7	n/a	n/a	n/a	-1.79961680670884	n/a
545.661456289	0	bet	12	18	7	n/a	low	left	n/a	n/a
549.176099427	3.04781748100004	initial_beads	7	13	70	n/a	n/a	n/a	-1.79961680670884	n/a
552.927493142	0	bet	7	13	70	n/a	low	left	n/a	n/a
555.439072104	3.04801018900002	initial_beads	10	10	70	n/a	n/a	n/a	-0.908549141821781	n/a
559.229399743	0	bet	10	10	70	n/a	high	right	n/a	n/a
562.244112981	3.05111809499999	initial_beads	17	13	70	n/a	n/a	n/a	-1.65295917478599	n/a
566.342742667	1.16315952399987	extra_bead	n/a	n/a	70	high	n/a	n/a	-1.65295917478599	-1.63249142378056
568.062030158	0	additional_draw_allowed	18	13	70	n/a	n/a	n/a	-1.65295917478599	-1.63249142378056
569.186130806	0	terminate_draw	18	13	70	n/a	n/a	left	-1.65295917478599	n/a
569.603965884	0	bet	18	13	70	n/a	high	right	n/a	n/a
572.115791458	3.04802146600014	initial_beads	12	8	7	n/a	n/a	n/a	-1.65295917478599	n/a
575.922115269	0	bet	12	8	7	n/a	high	right	n/a	n/a
580.453985071	3.05291837699997	initial_beads	11	19	7	n/a	n/a	n/a	-1.9678294270774	n/a
584.375528899	0	bet	11	19	7	n/a	low	left	n/a	n/a
587.390377894	3.0481430819998	initial_beads	5	15	7	n/a	n/a	n/a	-1.89742428822289	n/a
590.484831864	1.15456598099991	extra_bead	n/a	n/a	7	high	n/a	n/a	-1.89742428822289	-1.94647871454116
593.191296912	0	additional_draw_allowed	6	15	7	n/a	n/a	n/a	-1.89742428822289	-1.94647871454116
593.981019766	0	terminate_draw	6	15	7	n/a	n/a	left	-1.89742428822289	n/a
594.656339328	0	bet	6	15	7	n/a	low	left	n/a	n/a
597.179960619	3.05193131600004	initial_beads	15	15	7	n/a	n/a	n/a	-0.908549141821781	n/a
600.778454481	1.16368991200011	extra_bead	n/a	n/a	7	low	n/a	n/a	-0.908549141821781	-0.809922418078171
603.49877917	0	additional_draw_allowed	15	16	7	n/a	n/a	n/a	-0.908549141821781	-0.809922418078171
604.2831045	0	terminate_draw	15	16	7	n/a	n/a	right	-0.908549141821781	n/a
604.584469476	0	bet	15	16	7	n/a	high	right	n/a	n/a
