onset	duration	trial_type
4.0001085859999	0	baseline_onset
4.0001085859999	20.0184717790003	baseline
24.025627125	0	devalued_onset
24.025627125	19.9990798499998	devalued
44.0313468290001	0	baseline_onset
44.0313468290001	19.9948637709999	baseline
64.0329449750002	0	valued_onset
64.0329449750002	20.1141490909999	valued
84.1542858120001	0	baseline_onset
84.1542858120001	19.8685830030004	baseline
104.030290602	0	valued_onset
104.030290602	39.9950043809999	valued
144.032362595	0	baseline_onset
144.032362595	19.9947283649999	baseline
164.034623268	0	devalued_onset
164.034623268	40.0051202260001	devalued
204.047668068	0	baseline_onset
204.047668068	19.9765506679996	baseline
224.031845698	0	devalued_onset
224.031845698	39.9966533040001	devalued
264.036577357	0	valued_onset
264.036577357	19.9950271430002	valued
284.039013236	0	devalued_onset
284.039013236	20.1017703819998	devalued
304.149478263	0	valued_onset
304.149478263	19.991390661	valued
324.148300675	0	devalued_onset
324.148300675	19.980434906	devalued
344.137361278	0	baseline_onset
344.137361278	19.8915099870001	baseline
364.037945616	0	valued_onset
364.037945616	20.0044346119998	valued
384.049980509	0	baseline_onset
384.049980509	19.9778598089997	baseline
404.035381979	0	devalued_onset
404.035381979	19.9913437189998	devalued
424.034628964	0	valued_onset
424.034628964	39.99545399	valued
464.037885153	0	baseline_onset
464.037885153	19.9800722509999	baseline
