onset	duration	sample	value
0.002	32	0.5	boundary
7.078	6.616	1769.5	boundary
16.59	5.036	4147.5	boundary
47.962	0.28	11990.5	boundary
69.322	0.28	17330.5	boundary
131.426	2.444	32856.5	boundary
171.082	0.94	42770.5	boundary
173.95	1.792	43487.5	boundary
233.886	8.116	58471.5	boundary
237.126	2.396	59281.5	boundary
241.006	0.236	60251.5	boundary
252.054	0.808	63013.5	boundary
260.73	1.508	65182.5	boundary
262.466	2.132	65616.5	boundary
265.642	2.94	66410.5	boundary
286.754	5.244	71688.5	boundary
