onset	duration	trial_type	value	sample
0.854	0.0	EYES	8	854
5.393	0.0	CALS	2	5393
35.509	0.0	CALE	1	35509
35.628	0.0	CH13	3	35628
40.526	0.0	ROWS	10	40526
40.892	0.0	ROWE	9	40892
40.938	0.0	ROWS	10	40938
45.042	0.0	ROWE	9	45042
45.101	0.0	ROWS	10	45101
49.209	0.0	ROWE	9	49209
49.278	0.0	ROWS	10	49278
52.242	0.0	ROWE	9	52242
52.313	0.0	ROWS	10	52313
56.575	0.0	ROWE	9	56575
56.633	0.0	ROWS	10	56633
60.742	0.0	ROWE	9	60742
60.796	0.0	ROWS	10	60796
61.158	0.0	ROWE	9	61158
61.211	0.0	ROWS	10	61211
65.325	0.0	ROWE	9	65325
65.395	0.0	ROWS	10	65395
69.791	0.0	ROWE	9	69791
69.86	0.0	ROWS	10	69860
74.125	0.0	ROWE	9	74125
74.196	0.0	ROWS	10	74196
78.458	0.0	ROWE	9	78458
78.515	0.0	ROWS	10	78515
82.625	0.0	ROWE	9	82625
82.685	0.0	ROWS	10	82685
84.408	0.0	ROWE	9	84408
84.464	0.0	ROWS	10	84464
88.575	0.0	ROWE	9	88575
88.643	0.0	ROWS	10	88643
92.908	0.0	ROWE	9	92908
92.979	0.0	ROWS	10	92979
95.941	0.0	ROWE	9	95941
96.018	0.0	ROWS	10	96018
100.441	0.0	ROWE	9	100441
100.518	0.0	ROWS	10	100518
105.057	0.0	ROWE	9	105057
105.116	0.0	ROWS	10	105116
109.224	0.0	ROWE	9	109224
109.279	0.0	ROWS	10	109279
110.491	0.0	ROWE	9	110491
110.55	0.0	ROWS	10	110550
114.658	0.0	ROWE	9	114658
114.726	0.0	ROWS	10	114726
118.991	0.0	ROWE	9	118991
119.061	0.0	ROWS	10	119061
122.023	0.0	ROWE	9	122023
122.086	0.0	ROWS	10	122086
126.29	0.0	ROWE	9	126290
126.343	0.0	ROWS	10	126343
130.573	0.0	ROWE	9	130573
130.626	0.0	ROWS	10	130626
131.84	0.0	ROWE	9	131840
131.882	0.0	ROWS	10	131882
135.84	0.0	ROWE	9	135840
135.898	0.0	ROWS	10	135898
137.923	0.0	ROWE	9	137923
137.98	0.0	ROWS	10	137980
142.09	0.0	ROWE	9	142090
142.158	0.0	ROWS	10	142158
146.423	0.0	ROWE	9	146423
146.489	0.0	ROWS	10	146489
150.756	0.0	ROWE	9	150756
150.821	0.0	ROWS	10	150821
154.706	0.0	ROWE	9	154706
154.771	0.0	ROWS	10	154771
158.972	0.0	ROWE	9	158972
159.023	0.0	ROWS	10	159023
163.122	0.0	ROWE	9	163122
163.177	0.0	ROWS	10	163177
164.372	0.0	ROWE	9	164372
164.432	0.0	ROWS	10	164432
168.539	0.0	ROWE	9	168539
168.609	0.0	ROWS	10	168609
172.873	0.0	ROWE	9	172873
172.945	0.0	ROWS	10	172945
177.205	0.0	ROWE	9	177205
177.258	0.0	ROWS	10	177258
181.488	0.0	ROWE	9	181488
181.545	0.0	ROWS	10	181545
181.906	0.0	ROWE	9	181906
181.963	0.0	ROWS	10	181963
186.072	0.0	ROWE	9	186072
186.132	0.0	ROWS	10	186132
190.239	0.0	ROWE	9	190239
190.297	0.0	ROWS	10	190297
191.488	0.0	ROWE	9	191488
191.541	0.0	ROWS	10	191541
195.654	0.0	ROWE	9	195654
195.724	0.0	ROWS	10	195724
199.989	0.0	ROWE	9	199989
200.06	0.0	ROWS	10	200060
202.288	0.0	ROWE	9	202288
202.369	0.0	ROWS	10	202369
206.788	0.0	ROWE	9	206788
206.847	0.0	ROWS	10	206847
210.955	0.0	ROWE	9	210955
211.009	0.0	ROWS	10	211009
211.371	0.0	ROWE	9	211371
211.42	0.0	ROWS	10	211420
215.371	0.0	ROWE	9	215371
215.435	0.0	ROWS	10	215435
219.704	0.0	ROWE	9	219704
219.757	0.0	ROWS	10	219757
223.905	0.0	ROWE	9	223905
223.973	0.0	ROWS	10	223973
224.771	0.0	ROWE	9	224771
224.839	0.0	ROWS	10	224839
229.237	0.0	ROWE	9	229237
229.3	0.0	ROWS	10	229300
233.521	0.0	ROWE	9	233521
233.568	0.0	ROWS	10	233568
237.521	0.0	ROWE	9	237521
237.589	0.0	ROWS	10	237589
241.854	0.0	ROWE	9	241854
241.921	0.0	ROWS	10	241921
245.32	0.0	ROWE	9	245320
245.397	0.0	ROWS	10	245397
249.803	0.0	ROWE	9	249803
250.016	0.0	ROWS	10	250016
254.437	0.0	ROWE	9	254437
254.503	0.0	ROWS	10	254503
258.771	0.0	ROWE	9	258771
258.832	0.0	ROWS	10	258832
263.02	0.0	ROWE	9	263020
263.105	0.0	ROWS	10	263105
267.07	0.0	ROWE	9	267070
267.145	0.0	ROWS	10	267145
271.536	0.0	ROWE	9	271536
271.59	0.0	ROWS	10	271590
275.703	0.0	ROWE	9	275703
275.753	0.0	ROWS	10	275753
276.119	0.0	ROWE	9	276119
