onset	duration	condition
2.027	54.044	tasteless
56.071	0	rinse
71.072	44.943	MPG
116.015	0	rinse
131.039	35.976	citric_acid
167.015	0	rinse
182.015	44.993	tasteless
227.008	0	rinse
242.008	44.999	Sucrose
287.007	0	rinse
302.016	35.991	MPG
338.007	0	rinse
353.008	44.944	NaCl
397.952	0	rinse
412.951	44.977	tasteless
457.928	0	rinse
472.92	53.9999999999999	citric_acid
526.92	0	rinse
541.928	45.008	NaCl
586.936	0	rinse
601.952	53.999	Sucrose
655.951	0	rinse
670.952	36	tasteless
706.952	0	rinse
