onset	duration	condition
2.041	45.063	citric_acid
47.104	0	rinse
62.104	36	tasteless
98.104	0	rinse
113.104	54	MPG
167.104	0	rinse
182.104	45.008	tasteless
227.112	0	rinse
242.103	36	Sucrose
278.103	0	rinse
293.104	45	tasteless
338.104	0	rinse
353.104	53.976	NaCl
407.08	0	rinse
422.08	44.968	citric_acid
467.048	0	rinse
482.072	53.976	tasteless
536.048	0	rinse
551.072	35.976	NaCl
587.048	0	rinse
602.048	44.9930000000001	Sucrose
647.041	0	rinse
662.016	44.9440000000001	MPG
706.96	0	rinse
