onset	duration	type
18.023	14	gen
32.023	6	report
56.056	14	gen
70.056	6	report
94.088	14	gen
108.088	6	report
132.121	14	gen
146.121	6	report
170.154	14	gen
184.154	6	report
208.187	14	gen
222.187	6	report
246.219	14	gen
260.219	6	report
284.252	14	gen
298.252	6	report
322.285	14	gen
336.285	6	report
360.317	14	gen
374.317	6	report
398.35	14	gen
412.35	6	report
436.383	14	gen
450.383	6	report
