onset	duration	type
18.026	14	gen
32.026	6	report
56.059	14	gen
70.059	6	report
94.092	14	gen
108.092	6	report
132.124	14	gen
146.124	6	report
170.157	14	gen
184.157	6	report
208.19	14	gen
222.19	6	report
246.222	14	gen
260.222	6	report
284.255	14	gen
298.255	6	report
322.288	14	gen
336.288	6	report
360.321	14	gen
374.321	6	report
398.353	14	gen
412.353	6	report
436.386	14	gen
450.386	6	report
