onset	duration	trial_type	category_nr	exemplar_nr	test_image_nr	things_category_nr	things_exemplar_nr	response_time	file_path
3.0	0.5	exp	468	4	n/a	1177.0	4.0	n/a	pillow/pillow_04s.jpg
7.5	0.5	exp	91	4	n/a	214.0	4.0	n/a	buggy/buggy_04s.jpg
12.0	0.5	exp	583	4	n/a	1497.0	4.0	n/a	sonogram/sonogram_04s.jpg
16.5	0.5	exp	413	4	n/a	1030.0	4.0	n/a	mousetrap/mousetrap_04n.jpg
21.0	0.5	test	69	13	17.0	156.0	14.0	n/a	bobsled/bobsled_14s.jpg
25.5	0.5	catch	721	64	n/a	n/a	n/a	1.744	catch064.jpg
30.0	0.5	exp	545	4	n/a	1384.0	4.0	n/a	scoreboard/scoreboard_04s.jpg
34.5	0.5	exp	80	4	n/a	189.0	4.0	n/a	bracelet2/bracelet2_04s.jpg
39.0	0.5	exp	560	4	n/a	1434.0	4.0	n/a	shower/shower_04s.jpg
43.5	0.5	exp	95	4	n/a	222.0	4.0	n/a	bungee/bungee_04s.jpg
48.0	0.5	exp	586	4	n/a	1506.0	4.0	n/a	spareribs/spareribs_04s.jpg
52.5	0.5	test	562	13	81.0	1438.0	13.0	n/a	shredder/shredder_13s.jpg
57.0	0.5	catch	721	44	n/a	n/a	n/a	1.571	catch044.jpg
61.5	0.5	test	588	13	83.0	1510.0	16.0	n/a	speaker/speaker_16s.jpg
66.0	0.5	exp	88	4	n/a	206.0	4.0	n/a	brush/brush_04s.jpg
70.5	0.5	exp	259	4	n/a	634.0	4.0	n/a	footrest/footrest_04s.jpg
75.0	0.5	exp	284	4	n/a	704.0	4.0	n/a	grapefruit/grapefruit_04s.jpg
79.5	0.5	exp	48	4	n/a	116.0	4.0	n/a	beetle/beetle_04s.jpg
84.0	0.5	exp	160	4	n/a	386.0	4.0	n/a	coin/coin_04s.jpg
88.5	0.5	exp	103	4	n/a	237.0	4.0	n/a	cage/cage_04s.jpg
93.0	0.5	test	214	13	35.0	515.0	13.0	n/a	dragonfly/dragonfly_13s.jpg
97.5	0.5	exp	491	4	n/a	1231.0	4.0	n/a	pot/pot_04s.jpg
102.0	0.5	exp	611	4	n/a	1579.0	4.0	n/a	subway/subway_04s.jpg
106.5	0.5	exp	217	4	n/a	519.0	4.0	n/a	dress/dress_04s.jpg
111.0	0.5	exp	713	4	n/a	1833.0	4.0	n/a	woman/woman_04s.jpg
115.5	0.5	exp	607	4	n/a	1567.0	4.0	n/a	strainer/strainer_04s.jpg
120.0	0.5	exp	714	4	n/a	1835.0	4.0	n/a	wooden_leg/wooden_leg_04s.jpg
124.5	0.5	exp	663	4	n/a	1705.0	4.0	n/a	trashcan/trashcan_04s.jpg
129.0	0.5	catch	721	15	n/a	n/a	n/a	1.081	catch015.jpg
133.5	0.5	exp	112	4	n/a	256.0	4.0	n/a	candy/candy_04s.jpg
138.0	0.5	exp	179	4	n/a	434.0	4.0	n/a	crate/crate_04s.jpg
142.5	0.5	exp	231	4	n/a	555.0	4.0	n/a	elephant/elephant_04n.jpg
147.0	0.5	exp	332	4	n/a	840.0	4.0	n/a	jam/jam_04s.jpg
151.5	0.5	exp	702	4	n/a	1806.0	4.0	n/a	wheat/wheat_04s.jpg
156.0	0.5	test	324	13	53.0	809.0	13.0	n/a	hovercraft/hovercraft_13n.jpg
160.5	0.5	exp	218	4	n/a	520.0	4.0	n/a	dresser/dresser_04s.jpg
165.0	0.5	exp	706	4	n/a	1812.0	4.0	n/a	whisk/whisk_04s.jpg
169.5	0.5	exp	672	4	n/a	1737.0	4.0	n/a	turtle/turtle_04s.jpg
174.0	0.5	exp	699	4	n/a	1791.0	4.0	n/a	water_fountain/water_fountain_04s.jpg
178.5	0.5	exp	367	4	n/a	931.0	4.0	n/a	lime/lime_04s.jpg
183.0	0.5	exp	709	4	n/a	1824.0	4.0	n/a	wine/wine_04s.jpg
187.5	0.5	exp	374	4	n/a	940.0	4.0	n/a	lobster/lobster_04s.jpg
192.0	0.5	catch	721	16	n/a	n/a	n/a	1.041	catch016.jpg
196.5	0.5	exp	158	4	n/a	381.0	4.0	n/a	coffee_pot/coffee_pot_04s.jpg
201.0	0.5	test	677	13	93.0	1744.0	13.0	n/a	umbrella/umbrella_13s.jpg
205.5	0.5	exp	520	4	n/a	1305.0	4.0	n/a	revolver/revolver_04s.jpg
210.0	0.5	exp	499	4	n/a	1246.0	4.0	n/a	puck/puck_04s.jpg
214.5	0.5	exp	424	4	n/a	1062.0	4.0	n/a	noodle/noodle_04s.jpg
219.0	0.5	catch	721	88	n/a	n/a	n/a	0.924	catch088.jpg
223.5	0.5	exp	379	4	n/a	959.0	4.0	n/a	magnifying_glass/magnifying_glass_04s.jpg
228.0	0.5	exp	675	4	n/a	1742.0	4.0	n/a	typewriter/typewriter_04s.jpg
