onset	duration	trial_type	category_nr	exemplar_nr	test_image_nr	things_category_nr	things_exemplar_nr	response_time	file_path
3.0	0.5	exp	260	4	n/a	636.0	4.0	n/a	forklift/forklift_04n.jpg
7.5	0.5	exp	644	4	n/a	1660.0	4.0	n/a	tiger/tiger_04s.jpg
12.0	0.5	exp	580	4	n/a	1492.0	4.0	n/a	soda_fountain/soda_fountain_04s.jpg
16.5	0.5	exp	414	4	n/a	1031.0	4.0	n/a	mousse/mousse_04s.jpg
21.0	0.5	exp	689	4	n/a	1776.0	4.0	n/a	wall/wall_04s.jpg
25.5	0.5	exp	3	4	n/a	10.0	4.0	n/a	aircraft_carrier/aircraft_carrier_04s.jpg
30.0	0.5	test	50	13	12.0	121.0	16.0	n/a	bench/bench_16n.jpg
34.5	0.5	catch	721	90	n/a	n/a	n/a	1.278	catch090.jpg
39.0	0.5	exp	355	4	n/a	899.0	4.0	n/a	lasagna/lasagna_04s.jpg
43.5	0.5	exp	554	4	n/a	1419.0	4.0	n/a	shell2/shell2_04s.jpg
48.0	0.5	test	29	13	5.0	63.0	13.0	n/a	bamboo/bamboo_13s.jpg
52.5	0.5	exp	354	4	n/a	896.0	4.0	n/a	lantern/lantern_04s.jpg
57.0	0.5	catch	721	74	n/a	n/a	n/a	1.147	catch074.jpg
61.5	0.5	exp	474	4	n/a	1197.0	4.0	n/a	plastic_film/plastic_film_04s.jpg
66.0	0.5	exp	165	4	n/a	396.0	4.0	n/a	computer_screen/computer_screen_04s.jpg
70.5	0.5	test	697	13	97.0	1786.0	15.0	n/a	wasp/wasp_15n.jpg
75.0	0.5	test	211	13	33.0	506.0	15.0	n/a	donut/donut_15s.jpg
79.5	0.5	exp	541	4	n/a	1376.0	4.0	n/a	scanner/scanner_04s.jpg
84.0	0.5	test	345	13	61.0	874.0	14.0	n/a	kimono/kimono_14s.jpg
88.5	0.5	exp	705	4	n/a	1810.0	4.0	n/a	whip/whip_04s.jpg
93.0	0.5	exp	294	4	n/a	722.0	4.0	n/a	guillotine/guillotine_04s.jpg
97.5	0.5	exp	295	4	n/a	724.0	4.0	n/a	guitar/guitar_04s.jpg
102.0	0.5	exp	248	4	n/a	601.0	4.0	n/a	fish/fish_04s.jpg
106.5	0.5	catch	721	43	n/a	n/a	n/a	1.159	catch043.jpg
111.0	0.5	exp	286	4	n/a	708.0	4.0	n/a	grate/grate_04s.jpg
115.5	0.5	exp	602	4	n/a	1546.0	4.0	n/a	steamroller/steamroller_04n.jpg
120.0	0.5	test	145	13	25.0	335.0	16.0	n/a	chipmunk/chipmunk_16n.jpg
124.5	0.5	catch	721	51	n/a	n/a	n/a	1.157	catch051.jpg
129.0	0.5	exp	483	4	n/a	1213.0	4.0	n/a	polaroid/polaroid_04s.jpg
133.5	0.5	exp	510	4	n/a	1276.0	4.0	n/a	raft/raft_04s.jpg
138.0	0.5	exp	68	4	n/a	155.0	4.0	n/a	boat/boat_04s.jpg
142.5	0.5	exp	111	4	n/a	254.0	4.0	n/a	candle/candle_04n.jpg
147.0	0.5	exp	39	4	n/a	100.0	4.0	n/a	beachball/beachball_04s.jpg
151.5	0.5	catch	721	99	n/a	n/a	n/a	1.187	catch099.jpg
156.0	0.5	exp	649	4	n/a	1672.0	4.0	n/a	toilet_paper/toilet_paper_04s.jpg
160.5	0.5	exp	658	4	n/a	1693.0	4.0	n/a	towel/towel_04s.jpg
165.0	0.5	exp	657	4	n/a	1692.0	4.0	n/a	touchpad/touchpad_04s.jpg
169.5	0.5	catch	721	32	n/a	n/a	n/a	1.288	catch032.jpg
174.0	0.5	test	5	13	1.0	13.0	14.0	n/a	alligator/alligator_14n.jpg
178.5	0.5	exp	593	4	n/a	1524.0	4.0	n/a	sprinkler/sprinkler_04s.jpg
183.0	0.5	exp	205	4	n/a	496.0	4.0	n/a	dog/dog_04s.jpg
187.5	0.5	exp	589	4	n/a	1514.0	4.0	n/a	spider/spider_04s.jpg
192.0	0.5	test	698	13	98.0	1787.0	13.0	n/a	watch/watch_13s.jpg
196.5	0.5	exp	202	4	n/a	490.0	4.0	n/a	dish/dish_04s.jpg
201.0	0.5	exp	60	4	n/a	138.0	4.0	n/a	blazer/blazer_04s.jpg
205.5	0.5	exp	363	4	n/a	918.0	4.0	n/a	leopard/leopard_04s.jpg
210.0	0.5	exp	143	4	n/a	333.0	4.0	n/a	chinchilla/chinchilla_04s.jpg
214.5	0.5	exp	30	4	n/a	64.0	4.0	n/a	banana/banana_04s.jpg
219.0	0.5	exp	279	4	n/a	698.0	4.0	n/a	graffiti/graffiti_04s.jpg
223.5	0.5	exp	210	4	n/a	505.0	4.0	n/a	donkey/donkey_04s.jpg
228.0	0.5	exp	443	4	n/a	1111.0	4.0	n/a	pantyhose/pantyhose_04s.jpg
232.5	0.5	catch	721	23	n/a	n/a	n/a	1.186	catch023.jpg
237.0	0.5	exp	435	4	n/a	1093.0	4.0	n/a	oyster/oyster_04s.jpg
241.5	0.5	exp	680	4	n/a	1749.0	4.0	n/a	urinal/urinal_04s.jpg
246.0	0.5	exp	262	4	n/a	648.0	4.0	n/a	fudge/fudge_04s.jpg
250.5	0.5	exp	542	4	n/a	1377.0	4.0	n/a	scarecrow/scarecrow_04s.jpg
255.0	0.5	exp	696	4	n/a	1783.0	4.0	n/a	washboard/washboard_04s.jpg
259.5	0.5	exp	10	4	n/a	24.0	4.0	n/a	anklet/anklet_04s.jpg
264.0	0.5	test	333	13	57.0	841.0	14.0	n/a	jar/jar_14s.jpg
268.5	0.5	exp	150	4	n/a	353.0	4.0	n/a	clay/clay_04s.jpg
273.0	0.5	exp	445	4	n/a	1113.0	4.0	n/a	paper/paper_04s.jpg
277.5	0.5	exp	584	4	n/a	1501.0	4.0	n/a	soy_sauce/soy_sauce_04s.jpg
282.0	0.5	exp	640	4	n/a	1650.0	4.0	n/a	thimble/thimble_04n.jpg
286.5	0.5	exp	127	4	n/a	292.0	4.0	n/a	celery/celery_04s.jpg
291.0	0.5	test	292	13	47.0	720.0	18.0	n/a	guacamole/guacamole_18s.jpg
295.5	0.5	catch	721	13	n/a	n/a	n/a	n/a	catch013.jpg
300.0	0.5	exp	666	4	n/a	1709.0	4.0	n/a	tree/tree_04s.jpg
304.5	0.5	exp	703	4	n/a	1808.0	4.0	n/a	wheelbarrow/wheelbarrow_04s.jpg
309.0	0.5	exp	635	4	n/a	1642.0	4.0	n/a	television/television_04s.jpg
313.5	0.5	exp	167	4	n/a	398.0	4.0	n/a	contact_lens/contact_lens_04s.jpg
318.0	0.5	catch	721	31	n/a	n/a	n/a	1.101	catch031.jpg
322.5	0.5	exp	438	4	n/a	1097.0	4.0	n/a	paint/paint_04s.jpg
327.0	0.5	exp	678	4	n/a	1745.0	4.0	n/a	undershirt/undershirt_04s.jpg
331.5	0.5	exp	1	4	n/a	4.0	4.0	n/a	acorn/acorn_04s.jpg
336.0	0.5	exp	106	4	n/a	245.0	4.0	n/a	camcorder/camcorder_04s.jpg
340.5	0.5	exp	288	4	n/a	711.0	4.0	n/a	gravestone/gravestone_04s.jpg
345.0	0.5	exp	133	4	n/a	306.0	4.0	n/a	chandelier/chandelier_04s.jpg
349.5	0.5	exp	147	4	n/a	342.0	4.0	n/a	christmas_tree/christmas_tree_04s.jpg
354.0	0.5	exp	299	4	n/a	741.0	4.0	n/a	hamburger/hamburger_04s.jpg
358.5	0.5	exp	87	4	n/a	205.0	4.0	n/a	brownie/brownie_04s.jpg
363.0	0.5	catch	721	26	n/a	n/a	n/a	1.197	catch026.jpg
367.5	0.5	exp	212	4	n/a	512.0	4.0	n/a	doormat/doormat_04s.jpg
372.0	0.5	exp	255	4	n/a	627.0	4.0	n/a	fondue/fondue_04n.jpg
376.5	0.5	exp	120	4	n/a	276.0	4.0	n/a	carousel/carousel_04n.jpg
381.0	0.5	exp	643	4	n/a	1659.0	4.0	n/a	tie/tie_04s.jpg
385.5	0.5	exp	460	4	n/a	1159.0	4.0	n/a	petal/petal_04s.jpg
390.0	0.5	exp	183	4	n/a	442.0	4.0	n/a	crib/crib_04s.jpg
394.5	0.5	exp	478	4	n/a	1202.0	4.0	n/a	pliers/pliers_04s.jpg
399.0	0.5	exp	251	4	n/a	612.0	4.0	n/a	flashlight/flashlight_04s.jpg
403.5	0.5	exp	710	4	n/a	1829.0	4.0	n/a	wire/wire_04s.jpg
408.0	0.5	exp	407	4	n/a	1020.0	4.0	n/a	mop/mop_04s.jpg
412.5	0.5	exp	293	4	n/a	721.0	4.0	n/a	guardrail/guardrail_04s.jpg
