onset	duration	trial_type	category_nr	exemplar_nr	test_image_nr	things_category_nr	things_exemplar_nr	response_time	file_path
3.0	0.5	exp	54	4	n/a	129.0	4.0	n/a	bird/bird_04s.jpg
7.5	0.5	exp	163	4	n/a	393.0	4.0	n/a	compass/compass_04s.jpg
12.0	0.5	exp	40	4	n/a	102.0	4.0	n/a	beaker/beaker_04s.jpg
16.5	0.5	exp	310	4	n/a	774.0	4.0	n/a	hedge/hedge_04s.jpg
21.0	0.5	exp	473	4	n/a	1193.0	4.0	n/a	pizza/pizza_04s.jpg
25.5	0.5	catch	721	57	n/a	n/a	n/a	1.203	catch057.jpg
30.0	0.5	exp	502	4	n/a	1255.0	4.0	n/a	punch1/punch1_04s.jpg
34.5	0.5	exp	240	4	n/a	578.0	4.0	n/a	fern/fern_04n.jpg
39.0	0.5	exp	471	4	n/a	1186.0	4.0	n/a	pinwheel/pinwheel_04s.jpg
43.5	0.5	test	344	13	60.0	870.0	17.0	n/a	key/key_17s.jpg
48.0	0.5	exp	2	4	n/a	8.0	4.0	n/a	airbag/airbag_04s.jpg
52.5	0.5	exp	23	4	n/a	47.0	4.0	n/a	baby/baby_04s.jpg
57.0	0.5	exp	154	4	n/a	370.0	4.0	n/a	coat/coat_04s.jpg
61.5	0.5	catch	721	24	n/a	n/a	n/a	1.415	catch024.jpg
66.0	0.5	exp	271	4	n/a	676.0	4.0	n/a	giraffe/giraffe_04s.jpg
70.5	0.5	exp	101	4	n/a	233.0	4.0	n/a	cabbage/cabbage_04s.jpg
75.0	0.5	catch	721	59	n/a	n/a	n/a	1.064	catch059.jpg
79.5	0.5	test	630	13	89.0	1619.0	16.0	n/a	tamale/tamale_16s.jpg
84.0	0.5	exp	305	4	n/a	752.0	4.0	n/a	hanger/hanger_04s.jpg
88.5	0.5	test	679	13	94.0	1748.0	14.0	n/a	uniform/uniform_14s.jpg
93.0	0.5	exp	85	4	n/a	202.0	4.0	n/a	broccoli/broccoli_04s.jpg
97.5	0.5	exp	213	4	n/a	514.0	4.0	n/a	dough/dough_04s.jpg
102.0	0.5	exp	708	4	n/a	1820.0	4.0	n/a	windowsill/windowsill_04s.jpg
106.5	0.5	exp	339	4	n/a	861.0	4.0	n/a	kale/kale_04s.jpg
111.0	0.5	exp	697	4	n/a	1786.0	4.0	n/a	wasp/wasp_04s.jpg
115.5	0.5	exp	203	4	n/a	491.0	4.0	n/a	dishrag/dishrag_04s.jpg
120.0	0.5	exp	508	4	n/a	1273.0	4.0	n/a	radiator/radiator_04s.jpg
124.5	0.5	catch	721	66	n/a	n/a	n/a	1.849	catch066.jpg
129.0	0.5	exp	638	4	n/a	1648.0	4.0	n/a	thermos/thermos_04s.jpg
133.5	0.5	exp	201	4	n/a	487.0	4.0	n/a	dice/dice_04s.jpg
138.0	0.5	exp	629	4	n/a	1618.0	4.0	n/a	taillight/taillight_04s.jpg
142.5	0.5	exp	109	4	n/a	249.0	4.0	n/a	camera2/camera2_04s.jpg
147.0	0.5	exp	561	4	n/a	1435.0	4.0	n/a	shower_cap/shower_cap_04s.jpg
151.5	0.5	exp	206	4	n/a	500.0	4.0	n/a	doll/doll_04s.jpg
156.0	0.5	exp	511	4	n/a	1278.0	4.0	n/a	railing/railing_04s.jpg
160.5	0.5	exp	343	4	n/a	869.0	4.0	n/a	kettle/kettle_04n.jpg
165.0	0.5	exp	5	4	n/a	13.0	4.0	n/a	alligator/alligator_04s.jpg
169.5	0.5	test	181	13	31.0	436.0	15.0	n/a	crayon/crayon_15s.jpg
174.0	0.5	exp	550	4	n/a	1403.0	4.0	n/a	seesaw/seesaw_04s.jpg
178.5	0.5	exp	316	4	n/a	782.0	4.0	n/a	hippopotamus/hippopotamus_04s.jpg
183.0	0.5	catch	721	84	n/a	n/a	n/a	1.222	catch084.jpg
187.5	0.5	exp	394	4	n/a	989.0	4.0	n/a	meat_grinder/meat_grinder_04s.jpg
192.0	0.5	exp	419	4	n/a	1052.0	4.0	n/a	napkin_ring/napkin_ring_04s.jpg
196.5	0.5	exp	348	4	n/a	884.0	4.0	n/a	knot/knot_04s.jpg
201.0	0.5	test	600	13	86.0	1542.0	15.0	n/a	starfish/starfish_15n.jpg
205.5	0.5	exp	47	4	n/a	115.0	4.0	n/a	beet/beet_04s.jpg
210.0	0.5	catch	721	53	n/a	n/a	n/a	1.085	catch053.jpg
214.5	0.5	exp	273	4	n/a	678.0	4.0	n/a	glass/glass_04s.jpg
219.0	0.5	exp	543	4	n/a	1380.0	4.0	n/a	scissors/scissors_04s.jpg
223.5	0.5	exp	245	4	n/a	591.0	4.0	n/a	fire/fire_04s.jpg
228.0	0.5	exp	440	4	n/a	1104.0	4.0	n/a	pan/pan_04s.jpg
232.5	0.5	exp	176	4	n/a	427.0	4.0	n/a	cow/cow_04s.jpg
237.0	0.5	exp	50	4	n/a	121.0	4.0	n/a	bench/bench_04s.jpg
241.5	0.5	exp	504	4	n/a	1264.0	4.0	n/a	quill/quill_04s.jpg
246.0	0.5	exp	290	4	n/a	718.0	4.0	n/a	grits/grits_04s.jpg
250.5	0.5	exp	535	4	n/a	1344.0	4.0	n/a	saddle/saddle_04s.jpg
255.0	0.5	test	155	13	27.0	371.0	13.0	n/a	coat/coat_rack_13s.jpg
259.5	0.5	exp	349	4	n/a	885.0	4.0	n/a	koala/koala_04s.jpg
