onset	duration	trial_type	response_time	stim_file	value_rating	value_real
3.010997	3.016626	conj	-0.999	Fa3_1111.jpg	30.75	30
10.51334	3.04756	rating	-0.999	Fa3_1111.jpg	30.75	30
20.51123	3.01666	summ	-0.999	Fa2_2322.jpg	80.25	80
31.01393	3.04718	rating	-0.999	Fa2_2322.jpg	80.25	80
38.01197	3.01718	conj	-0.999	Fa3_1231.jpg	70.5	70
48.51508	3.04898	rating	-0.999	Fa3_1231.jpg	70.5	70
56.5152	3.0172	summ	-0.999	Fa2_2121.jpg	30	30
64.51406	3.03612	rating	-0.999	Fa2_2121.jpg	30	30
75.51854	3.01716999999999	summ	-0.999	Fa2_2122.jpg	51.75	50
82.51341	3.03992000000001	rating	-0.999	Fa2_2122.jpg	51.75	50
91.51221	3.01671	summ	-0.999	Fa2_2221.jpg	40.5	40
100.0139	3.04819999999999	rating	-0.999	Fa2_2221.jpg	40.5	40
108.0154	3.0137	conj	-0.999	Fa3_1111.jpg	28.5	30
119.013	3.04929999999999	rating	-0.999	Fa3_1111.jpg	28.5	30
127.5126	3.0167	summ	-0.999	Fa2_2323.jpg	90.75	90
134.5137	3.0488	rating	-0.999	Fa2_2323.jpg	90.75	90
145.0139	3.0172	conj	-0.999	Fa3_1121.jpg	93	90
152.0139	3.03479999999999	rating	-0.999	Fa3_1121.jpg	93	90
163.017	3.0172	conj	2.675591	Fa3_1331.jpg	51	50
172.014	3.01569999999998	rating	2.675591	Fa3_1331.jpg	51	50
183.0134	3.01650000000001	conj	-0.999	Fa3_1121.jpg	92.25	90
190.5133	3.03320000000002	rating	-0.999	Fa3_1121.jpg	92.25	90
201.5136	3.01670000000001	conj	2.702033	Fa3_1221.jpg	40.5	40
212.5127	3.01750000000001	rating	2.702033	Fa3_1221.jpg	40.5	40
221.5139	3.01659999999998	conj	-0.999	Fa3_1331.jpg	52.5	50
230.014	3.03299999999999	rating	-0.999	Fa3_1331.jpg	52.5	50
238.014	3.01679999999999	summ	-0.999	Fa2_2221.jpg	38.25	40
248.5137	3.035	rating	-0.999	Fa2_2221.jpg	38.25	40
255.5165	3.01709999999997	summ	-0.999	Fa2_2121.jpg	33	30
262.5134	3.0378	rating	-0.999	Fa2_2121.jpg	33	30
271.5145	3.01670000000001	conj	-0.999	Fa3_1231.jpg	38.25	70
282.0153	3.03929999999997	rating	-0.999	Fa3_1231.jpg	38.25	70
291.0147	3.01749999999998	conj	-0.999	Fa3_1311.jpg	83.25	80
298.5135	3.03440000000001	rating	-0.999	Fa3_1311.jpg	83.25	80
308.5149	3.01670000000001	summ	1.67038	Fa2_2122.jpg	51	50
316.514	3.01740000000001	rating	1.67038	Fa2_2122.jpg	51	50
324.0151	3.01669999999996	summ	-0.999	Fa2_2223.jpg	69	70
332.0137	3.03460000000001	rating	-0.999	Fa2_2223.jpg	69	70
342.0166	3.0154	conj	-0.999	Fa3_1221.jpg	40.5	40
353.014	3.03620000000001	rating	-0.999	Fa3_1221.jpg	40.5	40
360.5179	3.0172	summ	-0.999	Fa2_2322.jpg	78	80
371.0138	3.03949999999998	rating	-0.999	Fa2_2322.jpg	78	80
380.5158	3.01670000000001	summ	-0.999	Fa2_2323.jpg	94.5	90
389.0138	3.04270000000002	rating	-0.999	Fa2_2323.jpg	94.5	90
398.016	3.01669999999996	summ	-0.999	Fa2_2223.jpg	69.75	70
407.0137	3.03560000000004	rating	-0.999	Fa2_2223.jpg	69.75	70
417.0162	3.01899999999995	conj	-0.999	Fa3_1311.jpg	78.75	80
427.0143	3.03520000000003	rating	-0.999	Fa3_1311.jpg	78.75	80
