onset	duration	trial_type	response_time	stim_file	value_rating	value_real
3.014104	3.017138	conj	-0.999	Fa3_1221.jpg	39	40
12.01287	3.04444	rating	-0.999	Fa3_1221.jpg	39	40
20.01712	3.01718	conj	-0.999	Fa3_1231.jpg	69.75	70
28.01393	3.0437	rating	-0.999	Fa3_1231.jpg	69.75	70
38.50796	3.01666	conj	-0.999	Fa3_1121.jpg	90	90
47.51402	3.04382	rating	-0.999	Fa3_1121.jpg	90	90
56.50818	3.01673	conj	-0.999	Fa3_1311.jpg	82.5	80
64.51382	3.04474	rating	-0.999	Fa3_1311.jpg	82.5	80
75.51007	3.01721000000001	conj	1.665481	Fa3_1231.jpg	69	70
84.01385	3.01469	rating	1.665481	Fa3_1231.jpg	69	70
91.51292	3.01725	summ	-0.999	Fa2_2223.jpg	67.5	70
101.5135	3.0348	rating	-0.999	Fa2_2223.jpg	67.5	70
110.5162	3.01730000000001	conj	-0.999	Fa3_1331.jpg	50.25	50
121.0139	3.0449	rating	-0.999	Fa3_1331.jpg	50.25	50
132.0115	3.0145	conj	-0.999	Fa3_1121.jpg	88.5	90
142.5137	3.0454	rating	-0.999	Fa3_1121.jpg	88.5	90
153.5095	3.01669999999999	summ	-0.999	Fa2_2323.jpg	89.25	90
164.5137	3.04580000000001	rating	-0.999	Fa2_2323.jpg	89.25	90
175.0109	3.017	summ	-0.999	Fa2_2221.jpg	41.25	40
184.0135	3.04910000000001	rating	-0.999	Fa2_2221.jpg	41.25	40
191.5137	3.0172	summ	-0.999	Fa2_2122.jpg	51	50
202.5155	3.03360000000001	rating	-0.999	Fa2_2122.jpg	51	50
211.0171	3.0171	summ	-0.999	Fa2_2223.jpg	71.25	70
218.0139	3.0463	rating	-0.999	Fa2_2223.jpg	71.25	70
228.5105	3.01669999999999	conj	-0.999	Fa3_1111.jpg	30.75	30
239.5138	3.04669999999999	rating	-0.999	Fa3_1111.jpg	30.75	30
248.5107	3.01669999999999	conj	-0.999	Fa3_1221.jpg	40.5	40
255.514	3.04660000000001	rating	-0.999	Fa3_1221.jpg	40.5	40
262.5109	3.01670000000001	summ	-0.999	Fa2_2323.jpg	92.25	90
269.5126	3.04819999999995	rating	-0.999	Fa2_2323.jpg	92.25	90
276.5118	3.01710000000003	summ	-0.999	Fa2_2121.jpg	30.75	30
286.5138	3.0333	rating	-0.999	Fa2_2121.jpg	30.75	30
294.0166	3.0154	summ	-0.999	Fa2_2322.jpg	81	80
305.0138	3.03640000000001	rating	-0.999	Fa2_2322.jpg	81	80
313.018	3.01730000000003	conj	2.476476	Fa3_1311.jpg	80.25	80
323.0138	3.01429999999999	rating	2.476476	Fa3_1311.jpg	80.25	80
331.5118	3.01659999999998	summ	-0.999	Fa2_2322.jpg	82.5	80
338.5137	3.048	rating	-0.999	Fa2_2322.jpg	82.5	80
348.5121	3.01660000000004	summ	-0.999	Fa2_2221.jpg	41.25	40
356.5125	3.04930000000002	rating	-0.999	Fa2_2221.jpg	41.25	40
364.0122	3.01670000000001	summ	-0.999	Fa2_2122.jpg	48.75	50
373.014	3.04809999999998	rating	-0.999	Fa2_2122.jpg	48.75	50
380.5129	3.01740000000001	conj	-0.999	Fa3_1111.jpg	33	30
389.0158	3.04899999999998	rating	-0.999	Fa3_1111.jpg	33	30
399.5164	3.01710000000003	conj	-0.999	Fa3_1331.jpg	53.25	50
409.0127	3.03890000000001	rating	-0.999	Fa3_1331.jpg	53.25	50
419.0129	3.01670000000001	summ	-0.999	Fa2_2121.jpg	30.75	30
427.0138	3.04899999999998	rating	-0.999	Fa2_2121.jpg	30.75	30
