onset	duration	trial_type	value
11.15895128250122	20.01599907875061	Story	1.0
31.174951314926147	9.373998880386353	Silence	1.0
40.548951148986816	20.01599907875061	Noise	1.0
60.56595015525818	10.09000015258789	Silence	1.0
70.65695023536682	20.015000104904175	Story	1.0
90.67295026779175	10.125	Silence	1.0
100.7989501953125	20.014000177383423	Noise	1.0
120.81395030021667	10.04099988937378	Silence	1.0
130.85595035552979	20.013999938964844	Story	1.0
150.87195014953613	10.007000207901001	Silence	1.0
160.87995028495789	20.013999938964844	Noise	1.0
180.8959503173828	8.588000059127808	Silence	1.0
189.48495030403137	20.014999866485596	Noise	1.0
209.50195026397705	10.289999961853027	Silence	1.0
219.79295015335083	20.015000104904175	Story	1.0
239.80895018577576	11.058000087738037	Silence	1.0
250.86795020103455	20.015000104904175	Story	1.0
270.8839502334595	9.490000009536743	Silence	1.0
280.37495017051697	20.015000104904175	Noise	1.0
300.3909502029419	10.074000120162964	Silence	1.0
310.4659502506256	20.015000104904175	Noise	1.0
330.48195028305054	10.45799994468689	Silence	1.0
340.9409501552582	20.014000177383423	Story	1.0
360.95595026016235	10.124000072479248	Silence	1.0
371.08095026016235	20.015000104904175	Story	1.0
391.0969502925873	9.707000017166138	Silence	1.0
400.80495023727417	20.015000104904175	Noise	1.0
420.8209502696991	10.00600004196167	Silence	1.0
430.8279502391815	20.016000032424927	Story	1.0
450.8459503650665	9.821999788284302	Silence	1.0
