onset	duration	condition
8	10	sem
28.016	10	base
50.032	10	phono
68.049	10	sem
86.065	10	phono
107.082	10	base
129.098	10	phono
148.115	10	base
168.131	10	sem
191.164	10	base
211.181	10	sem
229.197	10	phono
246.214	10	sem
266.23	10	base
286.247	10	phono
308.263	10	sem
326.279	10	phono
