onset	duration
7.003	6.783
41.91	9.436
75.87	11.148
112.843	8.647
147.816	17.954
178.79	19.612
216.763	8.983
250.723	14.207
289.696	18.61
328.67	24.364
366.643	13.143
403.603	12.655
435.576	10.85
475.55	14.66
514.523	17.927
545.483	28.775
576.456	9.09
