onset	duration
7.001	3.51
45.908	12.003
82.868	10.523
120.841	11.927
159.815	10.952
203.788	16.203
244.748	19.667
287.721	10.982
325.695	11.568
369.655	8.968
413.628	11.947
454.601	8.47
498.561	14.022
533.535	7.608
570.508	17.315
