onset	duration
7	15.529
45.907	17.79
82.867	12.174
120.84	12.105
159.813	17.452
203.787	10.934
244.747	19.918
287.72	8.337
325.693	24.268
369.653	17.132
413.627	16.358
454.6	14.193
498.56	21.577
533.533	14.092
570.507	24.15
