onset	duration	trial_type	sim_level	pres_num	lag	response	fix_count
3.2	2.5	foil	n/a	1	0	new	3
7.7	2.5	repeat	n/a	1	12	new	4
12.2	2.5	repeat	n/a	1	12	new	6
16.7	2.5	foil	n/a	1	0	new	6
21.2	2.5	foil	n/a	1	0	new	3
25.7	2.5	lure	high	1	4	new	4
30.2	2.5	foil	n/a	1	0	new	7
34.7	2.5	foil	n/a	1	0	new	4
39.2	2.5	foil	n/a	1	0	new	6
43.7	2.5	lure	high	2	4	similar	4
48.2	2.5	foil	n/a	1	0	new	3
52.7	2.5	lure	high	1	40	new	3
57.2	2.5	lure	high	1	40	new	6
61.7	2.5	repeat	n/a	2	12	old	6
66.2	2.5	repeat	n/a	2	12	old	7
70.7	2.5	lure	low	1	12	new	7
75.2	2.5	foil	n/a	1	0	new	7
79.7	2.5	repeat	n/a	1	4	new	4
84.2	2.5	lure	low	1	4	new	9
88.7	2.5	foil	n/a	1	0	new	3
93.2	2.5	foil	n/a	1	0	new	7
97.7	2.5	repeat	n/a	2	4	old	8
102.2	2.5	lure	low	2	4	similar	8
106.7	2.5	foil	n/a	1	0	new	4
111.2	2.5	lure	low	1	40	new	3
115.7	2.5	lure	high	1	40	new	3
120.2	2.5	lure	low	1	40	new	3
124.7	2.5	lure	low	2	12	similar	5
129.2	2.5	foil	n/a	1	0	new	2
133.7	2.5	foil	n/a	1	0	new	4
138.2	2.5	foil	n/a	1	0	new	5
142.7	2.5	repeat	n/a	1	40	new	2
147.2	2.5	foil	n/a	1	0	new	4
151.7	2.5	lure	high	1	4	new	2
156.2	2.5	foil	n/a	1	0	new	2
160.7	2.5	foil	n/a	1	0	new	5
165.2	2.5	repeat	n/a	1	40	new	1
169.7	2.5	lure	high	2	4	similar	4
174.2	2.5	repeat	n/a	1	40	new	4
178.7	2.5	foil	n/a	1	0	new	7
183.2	2.5	lure	low	1	40	new	2
187.7	2.5	foil	n/a	1	0	new	5
192.2	2.5	foil	n/a	1	0	new	2
196.7	2.5	repeat	n/a	1	40	new	6
201.2	2.5	foil	n/a	1	0	new	5
205.7	2.5	foil	n/a	1	0	new	4
210.2	2.5	repeat	n/a	1	40	new	3
214.7	2.5	foil	n/a	1	0	new	4
219.2	2.5	repeat	n/a	1	12	new	4
223.7	2.5	foil	n/a	1	0	new	2
228.2	2.5	foil	n/a	1	0	new	2
232.7	2.5	lure	high	2	40	similar	5
237.2	2.5	lure	high	2	40	old	6
241.7	2.5	repeat	n/a	1	4	new	5
246.2	2.5	foil	n/a	1	0	new	2
250.7	2.5	foil	n/a	1	0	new	4
255.2	2.5	lure	low	1	12	new	3
259.7	2.5	repeat	n/a	2	4	old	5
264.2	2.5	lure	low	1	12	new	3
268.7	2.5	repeat	n/a	1	4	new	6
273.2	2.5	repeat	n/a	2	12	old	6
277.7	2.5	foil	n/a	1	0	new	5
282.2	2.5	foil	n/a	1	0	new	3
286.7	2.5	repeat	n/a	2	4	old	6
291.2	2.5	lure	low	2	40	old	5
295.7	2.5	lure	high	2	40	old	5
300.2	2.5	lure	low	2	40	similar	2
304.7	2.5	foil	n/a	1	0	new	2
309.2	2.5	lure	low	2	12	similar	3
313.7	2.5	foil	n/a	1	0	similar	3
318.2	2.5	lure	low	2	12	similar	2
322.7	2.5	repeat	n/a	2	40	similar	4
327.2	2.5	foil	n/a	1	0	new	5
331.7	2.5	foil	n/a	1	0	new	4
336.2	2.5	repeat	n/a	1	40	new	2
340.7	2.5	lure	high	1	4	new	3
345.2	2.5	repeat	n/a	2	40	old	2
349.7	2.5	lure	high	1	12	new	3
354.2	2.5	repeat	n/a	2	40	old	5
358.7	2.5	lure	high	2	4	new	5
363.2	2.5	lure	low	2	40	similar	5
367.7	2.5	repeat	n/a	1	4	new	4
372.2	2.5	lure	high	1	12	new	4
376.7	2.5	repeat	n/a	2	40	old	5
381.2	2.5	lure	high	1	12	new	5
385.7	2.5	repeat	n/a	2	4	old	3
390.2	2.5	repeat	n/a	2	40	old	2
394.7	2.5	foil	n/a	1	0	new	6
399.2	2.5	foil	n/a	1	0	new	5
403.7	2.5	lure	high	2	12	similar	4
408.2	2.5	repeat	n/a	1	12	new	4
412.7	2.5	foil	n/a	1	0	new	3
417.2	2.5	foil	n/a	1	0	new	5
421.7	2.5	lure	low	1	4	new	4
426.2	2.5	lure	high	2	12	old	7
430.7	2.5	foil	n/a	1	0	new	7
435.2	2.5	lure	high	2	12	old	7
439.7	2.5	lure	low	2	4	similar	5
444.2	2.5	foil	n/a	1	0	new	3
448.7	2.5	repeat	n/a	1	12	new	3
453.2	2.5	repeat	n/a	1	12	new	2
457.7	2.5	foil	n/a	1	0	new	3
462.2	2.5	repeat	n/a	2	12	old	6
466.7	2.5	foil	n/a	1	0	new	5
471.2	2.5	repeat	n/a	1	4	new	4
475.7	2.5	repeat	n/a	1	4	new	7
480.2	2.5	lure	low	1	4	new	6
484.7	2.5	foil	n/a	1	0	similar	6
489.2	2.5	repeat	n/a	2	4	old	5
493.7	2.5	repeat	n/a	2	4	old	6
498.2	2.5	lure	low	2	4	similar	5
502.7	2.5	repeat	n/a	2	12	old	4
507.2	2.5	repeat	n/a	2	12	old	2
511.7	2.5	foil	n/a	1	0	new	4
516.2	2.5	repeat	n/a	2	40	old	3
520.7	2.5	foil	n/a	1	0	similar	4
