onset	duration	trial_type	response_time	int_rating	unp_rating	level	perspective
2.54996901265804	1.0168311898733	warning_cue	n/a	n/a	n/a	n/a	neut
4.13305059915638	12.9065186835442	heat	n/a	0.41015625	0.3984375	46.5	neut
22.4171906160336	1.89808783122407	int_rating	1.39808783122407	0.41015625	n/a	46.5	neut
19.049905957806	3.34891652320675	unp_rating	2.84891652320675	n/a	0.3984375	46.5	neut
33.614729991561	1.01735777215163	warning_cue	n/a	n/a	n/a	n/a	neut
37.1977456877639	12.9059556455695	heat	n/a	0.041015625	0.046875	46.5	neut
56.114032337553	1.94930727426163	int_rating	1.44930727426163	0.041015625	n/a	46.5	neut
58.0803043375527	1.39963287763749	unp_rating	0.899632877637487	n/a	0.046875	46.5	neut
68.6625947004222	1.01674396624458	warning_cue	n/a	n/a	n/a	n/a	neut
70.2458323713081	12.9056496877638	heat	n/a	0	0	47	neut
90.6950859071731	2.53292543459884	int_rating	2.03292543459884	0	n/a	47	neut
85.1620868860755	5.51602781434667	unp_rating	5.01602781434667	n/a	0	47	neut
99.7108312573837	1.01669724894509	warning_cue	n/a	n/a	n/a	n/a	neut
103.29394335865	11.1146988016881	press	n/a	0.775390625	0	5	neut
120.426929417721	5.51582069198321	int_rating	5.01582069198321	0.775390625	n/a	5	neut
125.959772624473	0.516278143459203	unp_rating	0.0162781434592034	n/a	0	5	neut
132.975637603376	1.01666268354438	warning_cue	n/a	n/a	n/a	n/a	neut
134.558830987342	11.0997638481012	press	n/a	0.39453125	0.41796875	4	neut
147.675335831223	5.51586362869239	int_rating	5.01586362869239	0.39453125	n/a	4	neut
153.209483341772	4.1315152742618	unp_rating	3.6315152742618	n/a	0.41796875	4	neut
162.223911966244	1.01672695358684	warning_cue	n/a	n/a	n/a	n/a	neut
165.807011645569	11.0331946666665	press	n/a	0.021484375	0.046875	3	neut
182.856662683545	1.79944654852261	int_rating	1.29944654852261	0.021484375	n/a	3	neut
184.672906261603	2.18310575527448	unp_rating	1.68310575527448	n/a	0.046875	3	neut
197.421856405063	1.01673937552732	warning_cue	n/a	n/a	n/a	n/a	neut
201.005014143459	12.9059877805912	heat	n/a	0	0	47.5	neut
225.453913113924	5.51615284388208	int_rating	5.01615284388208	0	n/a	47.5	neut
219.92116064135	5.51588712236298	unp_rating	5.01588712236298	n/a	0	47.5	neut
232.553200337553	1.01671129113856	warning_cue	n/a	n/a	n/a	n/a	neut
234.136455831223	11.0356669029534	press	n/a	1	0.947265625	5	neut
250.902456978903	3.73296864135045	int_rating	3.23296864135045	1	n/a	5	neut
247.186151696203	3.69950312236233	unp_rating	3.19950312236233	n/a	0.947265625	5	neut
