onset	duration	trial_type	response_time	int_rating	unp_rating	level	perspective
4.86641660759506	1.01707827848077	warning_cue	n/a	n/a	n/a	n/a	neut
8.45014413502122	11.0893453502104	press	n/a	0.822265625	0.80078125	5	neut
31.0834703122364	4.13130059071682	int_rating	3.63130059071682	0.822265625	n/a	5	neut
25.5502549873418	5.51458254852332	unp_rating	5.01458254852332	n/a	0.80078125	5	neut
38.097766886076	1.01685063291097	warning_cue	n/a	n/a	n/a	n/a	neut
39.6809799831217	12.9119165569628	heat	n/a	0.91015625	1	46.5	neut
59.6137705316451	3.91594059071758	int_rating	3.41594059071758	0.91015625	n/a	46.5	neut
54.6140629873416	4.98262481012625	unp_rating	4.48262481012625	n/a	1	46.5	neut
69.1630169113923	1.01814143459887	warning_cue	n/a	n/a	n/a	n/a	neut
72.7456453670884	11.1065764725736	press	n/a	0	0	3	neut
89.8627229704643	0.965605940928072	int_rating	0.465605940928072	0	n/a	3	neut
90.8457659409278	0.965747983123038	unp_rating	0.465747983123038	n/a	0	3	neut
104.427218902953	1.01680121518984	warning_cue	n/a	n/a	n/a	n/a	neut
108.010303189873	11.0488897890291	press	n/a	0.8203125	0.556640625	5	neut
128.959668388185	3.96603152742591	int_rating	3.46603152742591	0.8203125	n/a	5	neut
125.076712506328	3.86590555274324	unp_rating	3.36590555274324	n/a	0.556640625	5	neut
137.625301873418	1.01691868354374	warning_cue	n/a	n/a	n/a	n/a	neut
139.208543864978	11.0377032911392	press	n/a	0.05078125	0.021484375	4	neut
152.258896472574	1.91559871729987	int_rating	1.41559871729987	0.05078125	n/a	4	neut
154.192820388185	3.94811746835421	unp_rating	3.44811746835421	n/a	0.021484375	4	neut
166.823622751054	1.01673478481007	warning_cue	n/a	n/a	n/a	n/a	neut
170.406773738397	12.9069612826997	heat	n/a	0.59765625	0.466796875	47.5	neut
189.323008540084	4.14923517299667	int_rating	3.64923517299667	0.59765625	n/a	47.5	neut
193.489100421941	3.0496355105488	unp_rating	2.5496355105488	n/a	0.466796875	47.5	neut
201.871636793248	1.01668212658296	warning_cue	n/a	n/a	n/a	n/a	neut
203.454875544304	12.9069086244726	heat	n/a	0	0	46.5	neut
218.371054177215	1.31655358649732	int_rating	0.816553586497321	0	n/a	46.5	neut
219.704267611814	1.18307632067445	unp_rating	0.683076320674445	n/a	0	46.5	neut
230.919972455696	1.01671615189935	warning_cue	n/a	n/a	n/a	n/a	neut
232.50321228692	12.9064571139243	heat	n/a	0.353515625	0.1328125	47	neut
247.419404691983	5.51608938396657	int_rating	5.01608938396657	0.353515625	n/a	47	neut
252.952331881856	2.59979949367062	unp_rating	2.09979949367062	n/a	0.1328125	47	neut
