onset	duration	trial_type	stim_file	oneback
5.995108	0.999032	train_face	sub01/run17/M0714.jpg	0
8.992257	0.999281	Fix	placeholders/fixation.png	0
12.006616	0.999020	train_face	sub01/run17/M0724.jpg	0
15.004086	0.999178	train_face	sub01/run17/F0732.jpg	0
18.001633	0.999134	Fix	placeholders/fixation.png	0
20.999199	0.999125	train_face	sub01/run17/F0728.jpg	0
23.996671	0.999160	train_face	sub01/run17/F0743.jpg	0
26.994390	0.998979	train_face	sub01/run17/M0712.jpg	0
30.008494	0.999011	train_face	sub01/run17/M0723.jpg	0
33.005939	0.999125	train_face	sub01/run17/M0731.jpg	0
36.003571	0.999024	train_face	sub01/run17/M0731.jpg	1
39.001005	0.999250	train_face	sub01/run17/M0738.jpg	0
41.998684	0.999033	train_face	sub01/run17/M0742.jpg	0
44.996046	0.999192	train_face	sub01/run17/M0744.jpg	0
47.993623	0.999153	train_face	sub01/run17/F0718.jpg	0
51.007761	0.999270	Fix	placeholders/fixation.png	0
54.005414	0.999183	train_face	sub01/run17/M0728.jpg	0
57.002964	0.999187	train_face	sub01/run17/F0719.jpg	0
60.000448	0.999122	train_face	sub01/run17/F0719.jpg	1
62.997919	0.999211	train_face	sub01/run17/M0729.jpg	0
65.995469	0.999227	train_face	sub01/run17/M0746.jpg	0
68.993157	0.999125	train_face	sub01/run17/F0704.jpg	0
72.007339	0.999058	train_face	sub01/run17/M0715.jpg	0
75.004831	0.999251	train_face	sub01/run17/M0725.jpg	0
78.002522	0.998963	train_face	sub01/run17/M0737.jpg	0
80.999917	0.999199	train_face	sub01/run17/F0717.jpg	0
83.997402	0.999205	train_face	sub01/run17/M0735.jpg	0
86.994992	0.999128	train_face	sub01/run17/M0717.jpg	0
89.992433	0.999316	Fix	placeholders/fixation.png	0
93.006762	0.999142	train_face	sub01/run17/M0745.jpg	0
96.004299	0.999052	train_face	sub01/run17/M0745.jpg	1
99.001700	0.999313	train_face	sub01/run17/M0722.jpg	0
101.999332	0.999136	Fix	placeholders/fixation.png	0
104.996805	0.999182	train_face	sub01/run17/F0705.jpg	0
107.994352	0.999160	Fix	placeholders/fixation.png	0
111.008646	0.999108	train_face	sub01/run17/M0707.jpg	0
114.006202	0.999046	train_face	sub01/run17/M0733.jpg	0
117.003786	0.999110	Fix	placeholders/fixation.png	0
120.001190	0.999118	train_face	sub01/run17/F0713.jpg	0
122.998732	0.999334	Fix	placeholders/fixation.png	0
125.996282	0.999171	train_face	sub01/run17/F0744.jpg	0
128.994002	0.999094	train_face	sub01/run17/M0719.jpg	0
132.008109	0.999081	train_face	sub01/run17/M0730.jpg	0
135.005473	0.999319	Fix	placeholders/fixation.png	0
138.003163	0.999124	train_face	sub01/run17/F0745.jpg	0
141.000691	0.999118	train_face	sub01/run17/M0747.jpg	0
143.998172	0.999151	train_face	sub01/run17/M0705.jpg	0
146.995796	0.999088	Fix	placeholders/fixation.png	0
149.993165	0.999188	train_face	sub01/run17/F0722.jpg	0
153.007427	0.999187	Fix	placeholders/fixation.png	0
156.005053	0.999062	train_face	sub01/run17/F0734.jpg	0
159.002480	0.999245	Fix	placeholders/fixation.png	0
162.000195	0.999143	train_face	sub01/run17/F0742.jpg	0
164.997584	0.999189	train_face	sub01/run17/F0735.jpg	0
167.995095	0.999272	train_face	sub01/run17/M0716.jpg	0
170.992585	0.999213	train_face	sub01/run17/M0716.jpg	1
174.006907	0.999100	train_face	sub01/run17/M0732.jpg	0
177.004486	0.999143	train_face	sub01/run17/M0741.jpg	0
180.002031	0.999070	train_face	sub01/run17/F0724.jpg	0
182.999558	0.999109	train_face	sub01/run17/F0746.jpg	0
185.996971	0.999211	train_face	sub01/run17/F0712.jpg	0
188.994819	0.998922	Fix	placeholders/fixation.png	0
192.008859	0.999023	train_face	sub01/run17/F0721.jpg	0
195.006406	0.999117	train_face	sub01/run17/F0721.jpg	1
198.003892	0.999129	train_face	sub01/run17/F0740.jpg	0
201.001389	0.999184	Fix	placeholders/fixation.png	0
203.998923	0.999101	train_face	sub01/run17/F0747.jpg	0
206.996392	0.999240	train_face	sub01/run17/M0726.jpg	0
209.993916	0.999187	Fix	placeholders/fixation.png	0
213.008235	0.999185	train_face	sub01/run17/F0715.jpg	0
216.005842	0.999041	train_face	sub01/run17/F0709.jpg	0
219.003282	0.999204	train_face	sub01/run17/F0736.jpg	0
222.000949	0.999008	train_face	sub01/run17/F0706.jpg	0
224.998320	0.999160	train_face	sub01/run17/M0718.jpg	0
227.995878	0.999304	train_face	sub01/run17/F0737.jpg	0
230.993522	0.999029	train_face	sub01/run17/M0743.jpg	0
234.007757	0.999046	train_face	sub01/run17/M0713.jpg	0
237.005151	0.999250	Fix	placeholders/fixation.png	0
240.002878	0.998971	train_face	sub01/run17/M0740.jpg	0
243.000295	0.999163	train_face	sub01/run17/F0720.jpg	0
245.997729	0.999196	train_face	sub01/run17/M0710.jpg	0
248.995409	0.999051	train_face	sub01/run17/M0710.jpg	1
251.992823	0.999169	train_face	sub01/run17/M0721.jpg	0
255.007034	0.999242	Fix	placeholders/fixation.png	0
258.004693	0.999093	train_face	sub01/run17/M0727.jpg	0
261.002119	0.999286	Fix	placeholders/fixation.png	0
263.999655	0.999189	train_face	sub01/run17/M0734.jpg	0
266.997160	0.999223	train_face	sub01/run17/F0731.jpg	0
269.994714	0.999339	Fix	placeholders/fixation.png	0
272.992186	0.999265	train_face	sub01/run17/M0736.jpg	0
276.006605	0.999049	train_face	sub01/run17/F0725.jpg	0
279.004171	0.999091	train_face	sub01/run17/M0704.jpg	0
282.001583	0.999123	Fix	placeholders/fixation.png	0
284.999162	0.999120	train_face	sub01/run17/M0720.jpg	0
287.996636	0.999266	train_face	sub01/run17/M0720.jpg	1
290.994277	0.999025	train_face	sub01/run17/F0708.jpg	0
294.008417	0.999075	Fix	placeholders/fixation.png	0
297.005984	0.999194	train_face	sub01/run17/M0708.jpg	0
300.003505	0.999057	Fix	placeholders/fixation.png	0
303.000981	0.999190	train_face	sub01/run17/F0723.jpg	0
305.998470	0.999171	Fix	placeholders/fixation.png	0
308.996035	0.999197	train_face	sub01/run17/F0707.jpg	0
311.993569	0.999232	train_face	sub01/run17/F0727.jpg	0
315.007943	0.999127	train_face	sub01/run17/F0739.jpg	0
318.005610	0.998930	Fix	placeholders/fixation.png	0
321.003031	0.999047	train_face	sub01/run17/F0716.jpg	0
324.000416	0.999177	Fix	placeholders/fixation.png	0
326.997920	1.000179	train_face	sub01/run17/F0741.jpg	0
329.995435	0.999202	Fix	placeholders/fixation.png	0
332.993331	0.998874	train_face	sub01/run17/F0730.jpg	0
336.007272	0.999218	Fix	placeholders/fixation.png	0
339.004754	0.999238	train_face	sub01/run17/F0710.jpg	0
342.002373	0.999064	train_face	sub01/run17/M0711.jpg	0
344.999946	0.999030	Fix	placeholders/fixation.png	0
347.997324	0.999366	train_face	sub01/run17/M0709.jpg	0
350.994940	0.999128	train_face	sub01/run17/M0739.jpg	0
353.992394	0.999215	train_face	sub01/run17/F0714.jpg	0
357.006604	0.999274	Fix	placeholders/fixation.png	0
360.004262	0.999082	train_face	sub01/run17/F0726.jpg	0
363.001718	0.999213	train_face	sub01/run17/F0726.jpg	1
365.999275	0.999251	train_face	sub01/run17/M0706.jpg	0
368.996838	0.999147	Fix	placeholders/fixation.png	0
371.994306	0.999161	train_face	sub01/run17/F0711.jpg	0
375.008545	0.999261	train_face	sub01/run17/F0738.jpg	0
378.006178	0.999194	train_face	sub01/run17/F0729.jpg	0
381.003694	0.999179	train_face	sub01/run17/F0733.jpg	0
