onset	duration	sample	type	value
0	0.001	1	New Segment	n/a
46.035	0.001	46036	Stimulus	S 40
54.331	0.001	54332	Stimulus	S 41
54.353	0.001	54354	Stimulus	S 44
56.397	0.001	56398	Stimulus	S  1
57.979	0.001	57980	Stimulus	S 17
58.577	0.001	58578	Stimulus	S 37
58.597	0.001	58598	Stimulus	S 38
60.235	0.001	60236	Stimulus	S  1
61.814	0.001	61815	Stimulus	S 19
62.176	0.001	62177	Stimulus	S 37
62.197	0.001	62198	Stimulus	S 38
64.071	0.001	64072	Stimulus	S  7
65.655	0.001	65656	Stimulus	S 23
66.096	0.001	66097	Stimulus	S 37
66.116	0.001	66117	Stimulus	S 38
67.911	0.001	67912	Stimulus	S  1
69.49	0.001	69491	Stimulus	S 18
70.048	0.001	70049	Stimulus	S 37
70.068	0.001	70069	Stimulus	S 38
71.745	0.001	71746	Stimulus	S  7
73.323	0.001	73324	Stimulus	S 22
73.84	0.001	73841	Stimulus	S 37
73.861	0.001	73862	Stimulus	S 38
75.586	0.001	75587	Stimulus	S  1
77.162	0.001	77163	Stimulus	S 19
77.632	0.001	77633	Stimulus	S 37
77.653	0.001	77654	Stimulus	S 38
79.42	0.001	79421	Stimulus	S  1
80.996	0.001	80997	Stimulus	S 20
81.472	0.001	81473	Stimulus	S 37
81.492	0.001	81493	Stimulus	S 38
83.253	0.001	83254	Stimulus	S  7
84.832	0.001	84833	Stimulus	S 22
85.36	0.001	85361	Stimulus	S 37
85.38	0.001	85381	Stimulus	S 38
87.087	0.001	87088	Stimulus	S  1
88.665	0.001	88666	Stimulus	S 17
89.104	0.001	89105	Stimulus	S 37
89.125	0.001	89126	Stimulus	S 38
90.92	0.001	90921	Stimulus	S  1
92.496	0.001	92497	Stimulus	S 20
93.056	0.001	93057	Stimulus	S 37
93.076	0.001	93077	Stimulus	S 39
96.557	0.001	96558	Stimulus	S  1
98.132	0.001	98133	Stimulus	S 20
98.72	0.001	98721	Stimulus	S 37
98.74	0.001	98741	Stimulus	S 38
100.387	0.001	100388	Stimulus	S  1
101.963	0.001	101964	Stimulus	S 17
102.592	0.001	102593	Stimulus	S 37
102.612	0.001	102613	Stimulus	S 38
104.219	0.001	104220	Stimulus	S  7
105.795	0.001	105796	Stimulus	S 24
106.335	0.001	106336	Stimulus	S 37
106.356	0.001	106357	Stimulus	S 38
108.051	0.001	108052	Stimulus	S  7
109.628	0.001	109629	Stimulus	S 24
110.271	0.001	110272	Stimulus	S 37
110.292	0.001	110293	Stimulus	S 38
111.884	0.001	111885	Stimulus	S  7
113.462	0.001	113463	Stimulus	S 23
114.111	0.001	114112	Stimulus	S 37
114.132	0.001	114133	Stimulus	S 38
115.718	0.001	115719	Stimulus	S  7
117.293	0.001	117294	Stimulus	S 21
117.967	0.001	117968	Stimulus	S 37
117.988	0.001	117989	Stimulus	S 38
119.549	0.001	119550	Stimulus	S  7
121.125	0.001	121126	Stimulus	S 22
121.871	0.001	121872	Stimulus	S 37
121.891	0.001	121892	Stimulus	S 38
123.415	0.001	123416	Stimulus	S  7
124.991	0.001	124992	Stimulus	S 23
125.455	0.001	125456	Stimulus	S 37
125.475	0.001	125476	Stimulus	S 38
127.244	0.001	127245	Stimulus	S  7
128.821	0.001	128822	Stimulus	S 21
129.263	0.001	129264	Stimulus	S 37
129.283	0.001	129284	Stimulus	S 38
131.075	0.001	131076	Stimulus	S  1
132.651	0.001	132652	Stimulus	S 19
133.135	0.001	133136	Stimulus	S 37
133.156	0.001	133157	Stimulus	S 38
134.906	0.001	134907	Stimulus	S  1
136.483	0.001	136484	Stimulus	S 18
137.055	0.001	137056	Stimulus	S 37
137.075	0.001	137076	Stimulus	S 39
140.274	0.001	140275	Stimulus	S  1
141.851	0.001	141852	Stimulus	S 18
142.399	0.001	142400	Stimulus	S 37
142.419	0.001	142420	Stimulus	S 38
144.107	0.001	144108	Stimulus	S  7
145.684	0.001	145685	Stimulus	S 24
146.271	0.001	146272	Stimulus	S 37
146.292	0.001	146293	Stimulus	S 38
147.941	0.001	147942	Stimulus	S  7
149.519	0.001	149520	Stimulus	S 21
149.967	0.001	149968	Stimulus	S 37
149.987	0.001	149988	Stimulus	S 38
159.932	0.001	159933	Stimulus	S 42
159.952	0.001	159953	Stimulus	S 45
161.997	0.001	161998	Stimulus	S  8
163.577	0.001	163578	Stimulus	S 22
164.081	0.001	164082	Stimulus	S 30
164.591	0.001	164592	Stimulus	S 37
164.613	0.001	164614	Stimulus	S 38
165.646	0.001	165647	Stimulus	S  2
167.222	0.001	167223	Stimulus	S 18
167.725	0.001	167726	Stimulus	S 26
167.823	0.001	167824	Stimulus	S 37
167.844	0.001	167845	Stimulus	S 38
169.382	0.001	169383	Stimulus	S  8
170.958	0.001	170959	Stimulus	S 24
171.407	0.001	171408	Stimulus	S 37
171.428	0.001	171429	Stimulus	S 38
171.46	0.001	171461	Stimulus	S 32
173.244	0.001	173245	Stimulus	S  2
174.82	0.001	174821	Stimulus	S 18
175.311	0.001	175312	Stimulus	S 37
175.331	0.001	175332	Stimulus	S 38
175.359	0.001	175360	Stimulus	S 26
177.139	0.001	177140	Stimulus	S  8
178.716	0.001	178717	Stimulus	S 23
179.215	0.001	179216	Stimulus	S 37
179.235	0.001	179236	Stimulus	S 38
179.258	0.001	179259	Stimulus	S 31
181.037	0.001	181038	Stimulus	S  8
182.611	0.001	182612	Stimulus	S 23
183.07	0.001	183071	Stimulus	S 37
183.091	0.001	183092	Stimulus	S 38
183.115	0.001	183116	Stimulus	S 31
184.891	0.001	184892	Stimulus	S  8
186.469	0.001	186470	Stimulus	S 21
186.895	0.001	186896	Stimulus	S 37
186.916	0.001	186917	Stimulus	S 38
186.972	0.001	186973	Stimulus	S 29
188.749	0.001	188750	Stimulus	S  8
190.327	0.001	190328	Stimulus	S 24
190.83	0.001	190831	Stimulus	S 32
190.991	0.001	190992	Stimulus	S 37
191.011	0.001	191012	Stimulus	S 38
192.538	0.001	192539	Stimulus	S  2
194.113	0.001	194114	Stimulus	S 20
194.494	0.001	194495	Stimulus	S 37
194.515	0.001	194516	Stimulus	S 38
194.616	0.001	194617	Stimulus	S 28
196.394	0.001	196395	Stimulus	S  2
197.97	0.001	197971	Stimulus	S 19
198.462	0.001	198463	Stimulus	S 37
198.482	0.001	198483	Stimulus	S 38
198.505	0.001	198506	Stimulus	S 27
200.283	0.001	200284	Stimulus	S  2
201.859	0.001	201860	Stimulus	S 17
202.19	0.001	202191	Stimulus	S 37
202.211	0.001	202212	Stimulus	S 38
202.361	0.001	202362	Stimulus	S 25
204.138	0.001	204139	Stimulus	S  2
205.713	0.001	205714	Stimulus	S 17
206.126	0.001	206127	Stimulus	S 37
206.146	0.001	206147	Stimulus	S 38
206.216	0.001	206217	Stimulus	S 25
207.994	0.001	207995	Stimulus	S  2
209.569	0.001	209570	Stimulus	S 18
209.998	0.001	209999	Stimulus	S 37
210.018	0.001	210019	Stimulus	S 38
210.072	0.001	210073	Stimulus	S 26
211.85	0.001	211851	Stimulus	S  2
213.426	0.001	213427	Stimulus	S 20
213.854	0.001	213855	Stimulus	S 37
213.874	0.001	213875	Stimulus	S 38
213.93	0.001	213931	Stimulus	S 28
215.708	0.001	215709	Stimulus	S  8
217.284	0.001	217285	Stimulus	S 22
217.786	0.001	217787	Stimulus	S 30
217.886	0.001	217887	Stimulus	S 37
217.906	0.001	217907	Stimulus	S 38
219.433	0.001	219434	Stimulus	S  2
221.008	0.001	221009	Stimulus	S 19
221.502	0.001	221503	Stimulus	S 37
221.522	0.001	221523	Stimulus	S 38
221.546	0.001	221547	Stimulus	S 27
223.326	0.001	223327	Stimulus	S  2
224.901	0.001	224902	Stimulus	S 19
225.404	0.001	225405	Stimulus	S 27
225.886	0.001	225887	Stimulus	S 37
225.906	0.001	225907	Stimulus	S 38
226.934	0.001	226935	Stimulus	S  8
228.51	0.001	228511	Stimulus	S 21
229.012	0.001	229013	Stimulus	S 29
229.054	0.001	229055	Stimulus	S 37
229.074	0.001	229075	Stimulus	S 38
230.601	0.001	230602	Stimulus	S  8
232.178	0.001	232179	Stimulus	S 22
232.68	0.001	232681	Stimulus	S 30
232.734	0.001	232735	Stimulus	S 37
232.755	0.001	232756	Stimulus	S 38
234.283	0.001	234284	Stimulus	S  8
235.857	0.001	235858	Stimulus	S 21
236.359	0.001	236360	Stimulus	S 29
236.38	0.001	236381	Stimulus	S 37
236.403	0.001	236404	Stimulus	S 38
237.929	0.001	237930	Stimulus	S  8
239.506	0.001	239507	Stimulus	S 23
239.886	0.001	239887	Stimulus	S 37
239.906	0.001	239907	Stimulus	S 38
240.012	0.001	240013	Stimulus	S 31
241.79	0.001	241791	Stimulus	S  2
243.366	0.001	243367	Stimulus	S 17
243.869	0.001	243870	Stimulus	S 25
243.919	0.001	243920	Stimulus	S 37
243.941	0.001	243942	Stimulus	S 38
245.47	0.001	245471	Stimulus	S  8
247.049	0.001	247050	Stimulus	S 24
247.551	0.001	247552	Stimulus	S 32
247.571	0.001	247572	Stimulus	S 37
247.592	0.001	247593	Stimulus	S 38
249.118	0.001	249119	Stimulus	S  2
250.694	0.001	250695	Stimulus	S 20
251.053	0.001	251054	Stimulus	S 37
251.075	0.001	251076	Stimulus	S 38
251.197	0.001	251198	Stimulus	S 28
257.146	0.001	257147	Stimulus	S 43
257.166	0.001	257167	Stimulus	S 46
257.71	0.001	257711	Stimulus	S 36
258.962	0.001	258963	Stimulus	S 38
259.496	0.001	259497	Stimulus	S 33
259.934	0.001	259935	Stimulus	S 38
261.255	0.001	261256	Stimulus	S 34
262.507	0.001	262508	Stimulus	S 38
263.046	0.001	263047	Stimulus	S 34
264.298	0.001	264299	Stimulus	S 38
264.834	0.001	264835	Stimulus	S 34
266.085	0.001	266086	Stimulus	S 38
266.624	0.001	266625	Stimulus	S 34
267.874	0.001	267875	Stimulus	S 38
268.403	0.001	268404	Stimulus	S 34
269.655	0.001	269656	Stimulus	S 38
270.188	0.001	270189	Stimulus	S 34
271.44	0.001	271441	Stimulus	S 38
271.974	0.001	271975	Stimulus	S 36
273.227	0.001	273228	Stimulus	S 38
273.759	0.001	273760	Stimulus	S 36
275.011	0.001	275012	Stimulus	S 38
275.542	0.001	275543	Stimulus	S 34
276.794	0.001	276795	Stimulus	S 38
277.328	0.001	277329	Stimulus	S 36
278.58	0.001	278581	Stimulus	S 38
279.113	0.001	279114	Stimulus	S 36
280.365	0.001	280366	Stimulus	S 38
280.899	0.001	280900	Stimulus	S 36
282.15	0.001	282151	Stimulus	S 38
282.683	0.001	282684	Stimulus	S 36
283.935	0.001	283936	Stimulus	S 38
284.468	0.001	284469	Stimulus	S 34
285.72	0.001	285721	Stimulus	S 38
286.252	0.001	286253	Stimulus	S 34
287.504	0.001	287505	Stimulus	S 38
288.041	0.001	288042	Stimulus	S 35
288.509	0.001	288510	Stimulus	S 38
289.802	0.001	289803	Stimulus	S 36
291.054	0.001	291055	Stimulus	S 38
291.592	0.001	291593	Stimulus	S 36
292.844	0.001	292845	Stimulus	S 38
293.376	0.001	293377	Stimulus	S 34
294.628	0.001	294629	Stimulus	S 38
295.162	0.001	295163	Stimulus	S 34
296.414	0.001	296415	Stimulus	S 38
296.948	0.001	296949	Stimulus	S 36
298.2	0.001	298201	Stimulus	S 38
298.733	0.001	298734	Stimulus	S 36
299.985	0.001	299986	Stimulus	S 38
306.267	0.001	306268	Stimulus	S 41
306.288	0.001	306289	Stimulus	S 47
308.322	0.001	308323	Stimulus	S  1
309.898	0.001	309899	Stimulus	S 17
310.365	0.001	310366	Stimulus	S 37
310.386	0.001	310387	Stimulus	S 38
312.159	0.001	312160	Stimulus	S  1
313.737	0.001	313738	Stimulus	S 17
314.189	0.001	314190	Stimulus	S 37
314.211	0.001	314212	Stimulus	S 38
315.994	0.001	315995	Stimulus	S  8
317.57	0.001	317571	Stimulus	S 22
318.157	0.001	318158	Stimulus	S 37
318.177	0.001	318178	Stimulus	S 38
319.828	0.001	319829	Stimulus	S  1
321.405	0.001	321406	Stimulus	S 18
321.965	0.001	321966	Stimulus	S 37
321.985	0.001	321986	Stimulus	S 38
323.659	0.001	323660	Stimulus	S  1
325.236	0.001	325237	Stimulus	S 19
325.612	0.001	325613	Stimulus	S 37
325.633	0.001	325634	Stimulus	S 38
327.491	0.001	327492	Stimulus	S  8
329.066	0.001	329067	Stimulus	S 24
329.548	0.001	329549	Stimulus	S 37
329.568	0.001	329569	Stimulus	S 38
331.321	0.001	331322	Stimulus	S  1
332.899	0.001	332900	Stimulus	S 20
333.34	0.001	333341	Stimulus	S 37
333.36	0.001	333361	Stimulus	S 38
335.155	0.001	335156	Stimulus	S  1
336.733	0.001	336734	Stimulus	S 19
337.34	0.001	337341	Stimulus	S 37
337.36	0.001	337361	Stimulus	S 38
338.989	0.001	338990	Stimulus	S  1
340.565	0.001	340566	Stimulus	S 18
341.004	0.001	341005	Stimulus	S 37
341.024	0.001	341025	Stimulus	S 38
342.819	0.001	342820	Stimulus	S  8
344.396	0.001	344397	Stimulus	S 22
344.972	0.001	344973	Stimulus	S 37
344.993	0.001	344994	Stimulus	S 38
346.652	0.001	346653	Stimulus	S  8
348.227	0.001	348228	Stimulus	S 24
348.764	0.001	348765	Stimulus	S 37
348.784	0.001	348785	Stimulus	S 38
350.482	0.001	350483	Stimulus	S  8
352.058	0.001	352059	Stimulus	S 21
352.476	0.001	352477	Stimulus	S 37
352.496	0.001	352497	Stimulus	S 38
354.314	0.001	354315	Stimulus	S  8
355.89	0.001	355891	Stimulus	S 23
356.268	0.001	356269	Stimulus	S 37
356.288	0.001	356289	Stimulus	S 38
358.146	0.001	358147	Stimulus	S  8
359.722	0.001	359723	Stimulus	S 21
360.108	0.001	360109	Stimulus	S 37
360.128	0.001	360129	Stimulus	S 38
361.978	0.001	361979	Stimulus	S  8
363.557	0.001	363558	Stimulus	S 22
364.22	0.001	364221	Stimulus	S 37
364.24	0.001	364241	Stimulus	S 38
365.811	0.001	365812	Stimulus	S  1
367.388	0.001	367389	Stimulus	S 20
367.852	0.001	367853	Stimulus	S 37
367.872	0.001	367873	Stimulus	S 38
369.642	0.001	369643	Stimulus	S  8
371.22	0.001	371221	Stimulus	S 23
371.708	0.001	371709	Stimulus	S 37
371.728	0.001	371729	Stimulus	S 38
373.474	0.001	373475	Stimulus	S  1
375.05	0.001	375051	Stimulus	S 17
375.484	0.001	375485	Stimulus	S 37
375.504	0.001	375505	Stimulus	S 38
377.305	0.001	377306	Stimulus	S  8
378.881	0.001	378882	Stimulus	S 21
379.548	0.001	379549	Stimulus	S 37
379.568	0.001	379569	Stimulus	S 38
381.137	0.001	381138	Stimulus	S  1
382.713	0.001	382714	Stimulus	S 19
