onset	duration	parametric_modulation	regressor	description
2.3627	1	1	1	HV Go
24.349	1	1	1	HV Go
64.356	1	1	1	HV Go
68.357	1	1	1	HV Go
94.347	1	1	1	HV Go
112.35	1	1	1	HV Go
150.1	1	1	1	HV Go
157.11	1	1	1	HV Go
161.11	1	1	1	HV Go
220.1	1	1	1	HV Go
224.1	1	1	1	HV Go
234.1	1	1	1	HV Go
2.3627	1	-0.083333	2	HV Go - by choice
24.349	1	0.16667	2	HV Go - by choice
64.356	1	-0.25	2	HV Go - by choice
68.357	1	0.083333	2	HV Go - by choice
94.347	1	0	2	HV Go - by choice
112.35	1	0.083333	2	HV Go - by choice
150.1	1	0.16667	2	HV Go - by choice
157.11	1	0.083333	2	HV Go - by choice
161.11	1	-0.083333	2	HV Go - by choice
220.1	1	-0.25	2	HV Go - by choice
224.1	1	0	2	HV Go - by choice
234.1	1	0.083333	2	HV Go - by choice
2.3627	1	-0.011667	3	HV Go - by value
24.349	1	-0.061667	3	HV Go - by value
64.356	1	-0.0016667	3	HV Go - by value
68.357	1	-0.0016667	3	HV Go - by value
94.347	1	0.058333	3	HV Go - by value
112.35	1	0.018333	3	HV Go - by value
150.1	1	-0.061667	3	HV Go - by value
157.11	1	-0.0016667	3	HV Go - by value
161.11	1	-0.011667	3	HV Go - by value
220.1	1	-0.0016667	3	HV Go - by value
224.1	1	0.058333	3	HV Go - by value
234.1	1	0.018333	3	HV Go - by value
2.3627	1	-0.12369	4	HV Go - by GSD
24.349	1	-0.10171	4	HV Go - by GSD
64.356	1	-0.061698	4	HV Go - by GSD
68.357	1	-0.057707	4	HV Go - by GSD
94.347	1	-0.03171	4	HV Go - by GSD
112.35	1	-0.013723	4	HV Go - by GSD
150.1	1	0.024044	4	HV Go - by GSD
157.11	1	0.031043	4	HV Go - by GSD
161.11	1	0.035045	4	HV Go - by GSD
220.1	1	0.094029	4	HV Go - by GSD
224.1	1	0.098032	4	HV Go - by GSD
234.1	1	0.10804	4	HV Go - by GSD
5.3461	1	1	5	LV Go
16.348	1	1	5	LV Go
51.354	1	1	5	LV Go
60.356	1	1	5	LV Go
84.36	1	1	5	LV Go
110.35	1	1	5	LV Go
129.1	1	1	5	LV Go
146.1	1	1	5	LV Go
173.11	1	1	5	LV Go
195.11	1	1	5	LV Go
199.11	1	1	5	LV Go
218.1	1	1	5	LV Go
5.3461	1	0.027778	6	LV Go - by choice
16.348	1	0.027778	6	LV Go - by choice
51.354	1	0.027778	6	LV Go - by choice
60.356	1	0.027778	6	LV Go - by choice
84.36	1	-0.13889	6	LV Go - by choice
110.35	1	0.027778	6	LV Go - by choice
129.1	1	0.027778	6	LV Go - by choice
146.1	1	0.027778	6	LV Go - by choice
173.11	1	-0.13889	6	LV Go - by choice
195.11	1	0.027778	6	LV Go - by choice
199.11	1	0.027778	6	LV Go - by choice
218.1	1	0.027778	6	LV Go - by choice
5.3461	1	0.031667	7	LV Go - by value
16.348	1	-0.048333	7	LV Go - by value
51.354	1	0.011667	7	LV Go - by value
60.356	1	-0.018333	7	LV Go - by value
84.36	1	-0.0083333	7	LV Go - by value
110.35	1	0.031667	7	LV Go - by value
129.1	1	0.031667	7	LV Go - by value
146.1	1	-0.018333	7	LV Go - by value
173.11	1	-0.0083333	7	LV Go - by value
