onset	duration	parametric_modulation	regressor	description
2.0148	0.95604	1	1	HV Go
9.0148	0.95604	1	1	HV Go
22.015	0.95604	1	1	HV Go
26.015	0.95604	1	1	HV Go
57.016	0.95604	1	1	HV Go
68.018	0.95604	1	1	HV Go
72.019	0.95604	1	1	HV Go
78.02	0.95604	1	1	HV Go
87.016	0.95604	1	1	HV Go
93.016	0.95604	1	1	HV Go
117.02	0.95604	1	1	HV Go
142.02	0.95604	1	1	HV Go
163.02	0.95604	1	1	HV Go
169.02	0.95604	1	1	HV Go
172.02	0.95604	1	1	HV Go
2.0148	0.95604	0.077778	2	HV Go - by choice
9.0148	0.95604	-0.25556	2	HV Go - by choice
22.015	0.95604	0.077778	2	HV Go - by choice
26.015	0.95604	-0.25556	2	HV Go - by choice
57.016	0.95604	0.077778	2	HV Go - by choice
68.018	0.95604	-0.25556	2	HV Go - by choice
72.019	0.95604	-0.0055556	2	HV Go - by choice
78.02	0.95604	-0.0055556	2	HV Go - by choice
87.016	0.95604	0.077778	2	HV Go - by choice
93.016	0.95604	-0.088889	2	HV Go - by choice
117.02	0.95604	0.16111	2	HV Go - by choice
142.02	0.95604	0.16111	2	HV Go - by choice
163.02	0.95604	0.077778	2	HV Go - by choice
169.02	0.95604	0.077778	2	HV Go - by choice
172.02	0.95604	0.077778	2	HV Go - by choice
2.0148	0.95604	0.06	3	HV Go - by value diff
9.0148	0.95604	-0.04	3	HV Go - by value diff
22.015	0.95604	0.04	3	HV Go - by value diff
26.015	0.95604	0.01	3	HV Go - by value diff
57.016	0.95604	0	3	HV Go - by value diff
68.018	0.95604	0.04	3	HV Go - by value diff
72.019	0.95604	0.02	3	HV Go - by value diff
78.02	0.95604	0.1	3	HV Go - by value diff
87.016	0.95604	-0.02	3	HV Go - by value diff
93.016	0.95604	-0.05	3	HV Go - by value diff
117.02	0.95604	-0.04	3	HV Go - by value diff
142.02	0.95604	-0.1	3	HV Go - by value diff
163.02	0.95604	0.02	3	HV Go - by value diff
169.02	0.95604	0.02	3	HV Go - by value diff
172.02	0.95604	0.01	3	HV Go - by value diff
39.015	0.95604	1	4	HV NoGo
129.02	0.95604	1	4	HV NoGo
147.02	0.95604	1	4	HV NoGo
39.015	0.95604	0.16667	5	HV NoGo - by choice
129.02	0.95604	-0.083333	5	HV NoGo - by choice
147.02	0.95604	-0.083333	5	HV NoGo - by choice
39.015	0.95604	0.02	6	HV NoGo - by value diff
129.02	0.95604	-0.08	6	HV NoGo - by value diff
147.02	0.95604	-0.02	6	HV NoGo - by value diff
2.0148	0.95604	0.037149	7	HV - by RT
9.0148	0.95604	0.11311	7	HV - by RT
22.015	0.95604	-0.076121	7	HV - by RT
26.015	0.95604	-0.14624	7	HV - by RT
39.015	0.95604	-0.028311	7	HV - by RT
57.016	0.95604	-0.050331	7	HV - by RT
68.018	0.95604	-0.061151	7	HV - by RT
72.019	0.95604	-0.1438	7	HV - by RT
78.02	0.95604	-0.25687	7	HV - by RT
87.016	0.95604	-0.0030211	7	HV - by RT
93.016	0.95604	0.054849	7	HV - by RT
