onset	duration	trial_type	value	sample
0.005	0	ojos cerrados	65	1
183.85	0	ojos abiertos	66	36770
198.81	0	ojos cerrados	65	39762
214.25	0	ojos abiertos	66	42850
230.085	0	ojos cerrados	65	46017
245.34	0	ojos abiertos	66	49068
260.39	0	ojos cerrados	65	52078
275.7	0	ojos abiertos	66	55140
291.15	0	ojos cerrados	65	58230
306.425	0	ojos abiertos	66	61285
321.995	0	ojos cerrados	65	64399
337.205	0	ojos abiertos	66	67441
352.53	0	ojos cerrados	65	70506
373.875	0	hiperventilacion 1	67	74775
435.485	0	hiperventilacion 2	68	87097
498.6	0	hiperventilacion 3	69	99720
628.095	0	recuperacion	70	125619
637.61	0	ojos cerrados	65	127522
657.51	0	fotoestimulacion	71	131502
659.965	0	photic stimulation	5	131993
660.965	0	photic stimulation	5	132193
661.965	0	photic stimulation	5	132393
662.965	0	photic stimulation	5	132593
663.965	0	photic stimulation	5	132793
664.965	0	photic stimulation	5	132993
665.965	0	photic stimulation	5	133193
666.965	0	photic stimulation	5	133393
667.965	0	photic stimulation	5	133593
668.96	0	photic stimulation	5	133792
674.295	0	photic stimulation	5	134859
674.63	0	photic stimulation	5	134926
674.96	0	photic stimulation	5	134992
675.295	0	photic stimulation	5	135059
675.63	0	photic stimulation	5	135126
675.96	0	photic stimulation	5	135192
676.295	0	photic stimulation	5	135259
676.63	0	photic stimulation	5	135326
676.96	0	photic stimulation	5	135392
677.295	0	photic stimulation	5	135459
677.63	0	photic stimulation	5	135526
677.96	0	photic stimulation	5	135592
678.295	0	photic stimulation	5	135659
678.63	0	photic stimulation	5	135726
678.96	0	photic stimulation	5	135792
679.295	0	photic stimulation	5	135859
679.63	0	photic stimulation	5	135926
679.96	0	photic stimulation	5	135992
680.295	0	photic stimulation	5	136059
680.63	0	photic stimulation	5	136126
680.96	0	photic stimulation	5	136192
681.295	0	photic stimulation	5	136259
681.63	0	photic stimulation	5	136326
681.96	0	photic stimulation	5	136392
682.295	0	photic stimulation	5	136459
682.63	0	photic stimulation	5	136526
682.96	0	photic stimulation	5	136592
683.295	0	photic stimulation	5	136659
683.63	0	photic stimulation	5	136726
683.96	0	photic stimulation	5	136792
689.16	0	photic stimulation	5	137832
689.36	0	photic stimulation	5	137872
689.56	0	photic stimulation	5	137912
689.76	0	photic stimulation	5	137952
689.96	0	photic stimulation	5	137992
690.16	0	photic stimulation	5	138032
690.36	0	photic stimulation	5	138072
690.56	0	photic stimulation	5	138112
690.76	0	photic stimulation	5	138152
690.96	0	photic stimulation	5	138192
691.16	0	photic stimulation	5	138232
691.36	0	photic stimulation	5	138272
691.56	0	photic stimulation	5	138312
691.76	0	photic stimulation	5	138352
691.96	0	photic stimulation	5	138392
692.16	0	photic stimulation	5	138432
692.36	0	photic stimulation	5	138472
692.56	0	photic stimulation	5	138512
692.76	0	photic stimulation	5	138552
692.96	0	photic stimulation	5	138592
693.16	0	photic stimulation	5	138632
