onset	duration	Subject	event	firstRESP	firstRT	firstACC	TrialType	BlocksInRun	MainBlocksInRun	SubTrial	firstON	RandomDelay	PatternDelay	ScaningOnset	Run	Condition	TrialOnset	TrialDuration	BlockOnset	BlockDuration	RestOnset	RestDuration
15.015	0.5	1	2	2.0	315	1	R	1	1.0	15	51523	14.0	n/a	36508	2	RandomLow	15.015	0.5	6.0	52.9	58.9	7.1
15.628	0.5	1	2	2.0	318	1	P	1	1.0	16	52136	n/a	7.0	36508	2	PatternHigh	15.628	0.5	6.0	52.9	58.9	7.1
16.241	0.5	1	1	1.0	371	1	R	1	1.0	17	52749	0.0	n/a	36508	2	RandomLow	16.241	0.5	6.0	52.9	58.9	7.1
16.871	0.5	1	3	3.0	296	1	P	1	1.0	18	53379	n/a	10.0	36508	2	PatternHigh	16.871	0.5	6.0	52.9	58.9	7.1
17.485	0.5	1	3	3.0	298	1	R	1	1.0	19	53993	4.0	n/a	36508	2	RandomLow	17.485	0.5	6.0	52.9	58.9	7.1
18.115	0.5	1	4	4.0	309	1	P	1	1.0	20	54623	n/a	14.0	36508	2	PatternHigh	18.115	0.5	6.0	52.9	58.9	7.1
18.728	0.5	1	2	2.0	271	1	R	1	1.0	21	55236	7.0	n/a	36508	2	RandomLow	18.728	0.5	6.0	52.9	58.9	7.1
19.342	0.5	1	1	1.0	257	1	P	1	1.0	22	55850	n/a	1.0	36508	2	PatternHigh	19.342	0.5	6.0	52.9	58.9	7.1
19.972	0.5	1	3	3.0	281	1	R	1	1.0	23	56480	11.0	n/a	36508	2	RandomHigh	19.972	0.5	6.0	52.9	58.9	7.1
20.585	0.5	1	2	2.0	310	1	P	1	1.0	24	57093	n/a	4.0	36508	2	PatternHigh	20.585	0.5	6.0	52.9	58.9	7.1
21.215	0.5	1	2	2.0	309	1	R	1	1.0	25	57723	14.0	n/a	36508	2	RandomLow	21.215	0.5	6.0	52.9	58.9	7.1
21.829	0.5	1	3	3.0	348	1	P	1	1.0	26	58337	n/a	8.0	36508	2	PatternHigh	21.829	0.5	6.0	52.9	58.9	7.1
22.442	0.5	1	4	4.0	290	1	R	1	1.0	27	58950	1.0	n/a	36508	2	RandomLow	22.442	0.5	6.0	52.9	58.9	7.1
23.072	0.5	1	4	4.0	332	1	P	1	1.0	28	59580	n/a	11.0	36508	2	PatternHigh	23.072	0.5	6.0	52.9	58.9	7.1
23.686	0.5	1	1	1.0	301	1	R	1	1.0	29	60194	5.0	n/a	36508	2	RandomHigh	23.686	0.5	6.0	52.9	58.9	7.1
24.316	0.5	1	1	1.0	342	1	P	1	1.0	30	60824	n/a	15.0	36508	2	PatternHigh	24.316	0.5	6.0	52.9	58.9	7.1
24.929	0.5	1	3	3.0	307	1	R	1	1.0	31	61437	8.0	n/a	36508	2	RandomLow	24.929	0.5	6.0	52.9	58.9	7.1
25.542	0.5	1	2	2.0	282	1	P	1	1.0	32	62050	n/a	1.0	36508	2	PatternHigh	25.542	0.5	6.0	52.9	58.9	7.1
26.172	0.5	1	2	2.0	295	1	R	1	1.0	33	62680	11.0	n/a	36508	2	RandomLow	26.172	0.5	6.0	52.9	58.9	7.1
26.786	0.5	1	3	3.0	457	1	P	1	1.0	34	63294	n/a	5.0	36508	2	PatternHigh	26.786	0.5	6.0	52.9	58.9	7.1
27.416	0.5	1	4	4.0	300	1	R	1	1.0	35	63924	15.0	n/a	36508	2	RandomLow	27.416	0.5	6.0	52.9	58.9	7.1
28.029	0.5	1	4	4.0	299	1	P	1	1.0	36	64537	n/a	8.0	36508	2	PatternHigh	28.029	0.5	6.0	52.9	58.9	7.1
28.643	0.5	1	1	1.0	386	1	R	1	1.0	37	65151	2.0	n/a	36508	2	RandomHigh	28.643	0.5	6.0	52.9	58.9	7.1
29.273	0.5	1	1	1.0	323	1	P	1	1.0	38	65781	n/a	12.0	36508	2	PatternHigh	29.273	0.5	6.0	52.9	58.9	7.1
29.886	0.5	1	2	2.0	361	1	R	1	1.0	39	66394	5.0	n/a	36508	2	RandomHigh	29.886	0.5	6.0	52.9	58.9	7.1
30.516	0.5	1	2	n/a	0	0	P	1	1.0	40	67024	n/a	15.0	36508	2	PatternHigh	30.516	0.5	6.0	52.9	58.9	7.1
31.13	0.5	1	4	4.0	357	1	R	1	1.0	41	67638	9.0	n/a	36508	2	RandomLow	31.13	0.5	6.0	52.9	58.9	7.1
31.743	0.5	1	3	3.0	375	1	P	1	1.0	42	68251	n/a	2.0	36508	2	PatternHigh	31.743	0.5	6.0	52.9	58.9	7.1
32.373	0.5	1	2	2.0	304	1	R	1	1.0	43	68881	12.0	n/a	36508	2	RandomLow	32.373	0.5	6.0	52.9	58.9	7.1
32.986	0.5	1	4	4.0	310	1	P	1	1.0	44	69494	n/a	5.0	36508	2	PatternHigh	32.986	0.5	6.0	52.9	58.9	7.1
33.616	0.5	1	2	2.0	288	1	R	1	1.0	45	70124	15.0	n/a	36508	2	RandomLow	33.616	0.5	6.0	52.9	58.9	7.1
34.23	0.5	1	1	1.0	344	1	P	1	1.0	46	70738	n/a	9.0	36508	2	PatternHigh	34.23	0.5	6.0	52.9	58.9	7.1
34.843	0.5	1	1	1.0	265	1	R	1	1.0	47	71351	2.0	n/a	36508	2	RandomLow	34.843	0.5	6.0	52.9	58.9	7.1
35.473	0.5	1	2	2.0	407	1	P	1	1.0	48	71981	n/a	12.0	36508	2	PatternHigh	35.473	0.5	6.0	52.9	58.9	7.1
36.087	0.5	1	3	3.0	295	1	R	1	1.0	49	72595	6.0	n/a	36508	2	RandomLow	36.087	0.5	6.0	52.9	58.9	7.1
36.717	0.5	1	3	3.0	359	1	P	1	1.0	50	73225	n/a	16.0	36508	2	PatternHigh	36.717	0.5	6.0	52.9	58.9	7.1
37.33	0.5	1	2	2.0	339	1	R	1	1.0	51	73838	9.0	n/a	36508	2	RandomLow	37.33	0.5	6.0	52.9	58.9	7.1
37.944	0.5	1	4	4.0	322	1	P	1	1.0	52	74452	n/a	3.0	36508	2	PatternHigh	37.944	0.5	6.0	52.9	58.9	7.1
38.574	0.5	1	1	1.0	395	1	R	1	1.0	53	75082	13.0	n/a	36508	2	RandomLow	38.574	0.5	6.0	52.9	58.9	7.1
39.187	0.5	1	1	1.0	316	1	P	1	1.0	54	75695	n/a	6.0	36508	2	PatternHigh	39.187	0.5	6.0	52.9	58.9	7.1
39.801	0.5	1	4	4.0	415	1	R	1	1.0	55	76309	0.0	n/a	36508	2	RandomLow	39.801	0.5	6.0	52.9	58.9	7.1
40.431	0.5	1	2	2.0	272	1	P	1	1.0	56	76939	n/a	10.0	36508	2	PatternHigh	40.431	0.5	6.0	52.9	58.9	7.1
41.044	0.5	1	1	1.0	314	1	R	1	1.0	57	77552	3.0	n/a	36508	2	RandomHigh	41.044	0.5	6.0	52.9	58.9	7.1
41.674	0.5	1	3	3.0	348	1	P	1	1.0	58	78182	n/a	13.0	36508	2	PatternHigh	41.674	0.5	6.0	52.9	58.9	7.1
42.287	0.5	1	4	4.0	363	1	R	1	1.0	59	78795	6.0	n/a	36508	2	RandomLow	42.287	0.5	6.0	52.9	58.9	7.1
42.901	0.5	1	4	4.0	331	1	P	1	1.0	60	79409	n/a	0.0	36508	2	PatternHigh	42.901	0.5	6.0	52.9	58.9	7.1
43.531	0.5	1	4	4.0	388	1	R	1	1.0	61	80039	10.0	n/a	36508	2	RandomLow	43.531	0.5	6.0	52.9	58.9	7.1
44.144	0.5	1	1	1.0	353	1	P	1	1.0	62	80652	n/a	3.0	36508	2	PatternHigh	44.144	0.5	6.0	52.9	58.9	7.1
44.774	0.5	1	3	3.0	392	1	R	1	1.0	63	81282	13.0	n/a	36508	2	RandomLow	44.774	0.5	6.0	52.9	58.9	7.1
45.388	0.5	1	2	2.0	339	1	P	1	1.0	64	81896	n/a	7.0	36508	2	PatternHigh	45.388	0.5	6.0	52.9	58.9	7.1
46.001	0.5	1	4	4.0	294	1	R	1	1.0	65	82509	0.0	n/a	36508	2	RandomHigh	46.001	0.5	6.0	52.9	58.9	7.1
46.631	0.5	1	3	3.0	353	1	P	1	1.0	66	83139	n/a	10.0	36508	2	PatternHigh	46.631	0.5	6.0	52.9	58.9	7.1
47.245	0.5	1	1	1.0	351	1	R	1	1.0	67	83753	4.0	n/a	36508	2	RandomHigh	47.245	0.5	6.0	52.9	58.9	7.1
47.875	0.5	1	4	4.0	326	1	P	1	1.0	68	84383	n/a	14.0	36508	2	PatternHigh	47.875	0.5	6.0	52.9	58.9	7.1
48.488	0.5	1	4	4.0	354	1	R	1	1.0	69	84996	7.0	n/a	36508	2	RandomLow	48.488	0.5	6.0	52.9	58.9	7.1
49.101	0.5	1	1	n/a	0	0	P	1	1.0	70	85609	n/a	0.0	36508	2	PatternHigh	49.101	0.5	6.0	52.9	58.9	7.1
49.731	0.5	1	3	3.0	342	1	R	1	1.0	71	86239	10.0	n/a	36508	2	RandomLow	49.731	0.5	6.0	52.9	58.9	7.1
50.345	0.5	1	2	2.0	321	1	P	1	1.0	72	86853	n/a	4.0	36508	2	PatternHigh	50.345	0.5	6.0	52.9	58.9	7.1
50.975	0.5	1	4	4.0	304	1	R	1	1.0	73	87483	14.0	n/a	36508	2	RandomHigh	50.975	0.5	6.0	52.9	58.9	7.1
51.588	0.5	1	3	3.0	362	1	P	1	1.0	74	88096	n/a	7.0	36508	2	PatternHigh	51.588	0.5	6.0	52.9	58.9	7.1
52.202	0.5	1	2	n/a	0	0	R	1	1.0	75	88710	1.0	n/a	36508	2	RandomLow	52.202	0.5	6.0	52.9	58.9	7.1
52.832	0.5	1	4	4.0	346	1	P	1	1.0	76	89340	n/a	11.0	36508	2	PatternHigh	52.832	0.5	6.0	52.9	58.9	7.1
53.445	0.5	1	3	3.0	379	1	R	1	1.0	77	89953	4.0	n/a	36508	2	RandomHigh	53.445	0.5	6.0	52.9	58.9	7.1
54.075	0.5	1	1	1.0	253	1	P	1	1.0	78	90583	n/a	14.0	36508	2	PatternHigh	54.075	0.5	6.0	52.9	58.9	7.1
54.689	0.5	1	2	2.0	335	1	R	1	1.0	79	91197	8.0	n/a	36508	2	RandomLow	54.689	0.5	6.0	52.9	58.9	7.1
55.302	0.5	1	2	2.0	362	1	P	1	1.0	80	91810	n/a	1.0	36508	2	PatternHigh	55.302	0.5	6.0	52.9	58.9	7.1
55.932	0.5	1	4	4.0	312	1	R	1	1.0	81	92440	11.0	n/a	36508	2	RandomLow	55.932	0.5	6.0	52.9	58.9	7.1
56.545	0.5	1	3	3.0	304	1	P	1	1.0	82	93053	n/a	4.0	36508	2	PatternHigh	56.545	0.5	6.0	52.9	58.9	7.1
57.175	0.5	1	1	1.0	325	1	R	1	1.0	83	93683	14.0	n/a	36508	2	RandomHigh	57.175	0.5	6.0	52.9	58.9	7.1
57.789	0.5	1	4	4.0	271	1	P	1	1.0	84	94297	n/a	8.0	36508	2	PatternHigh	57.789	0.5	6.0	52.9	58.9	7.1
58.402	0.5	1	3	3.0	354	1	R	1	1.0	85	94910	1.0	n/a	36508	2	RandomLow	58.402	0.5	6.0	52.9	58.9	7.1
66.327	0.5	1	2	2.0	429	1	Prac	2	2.0	1	102835	7.0	n/a	36508	2	n/a	66.327	0.5	66.0	52.9	118.9	7.1
66.941	0.5	1	2	2.0	317	1	Prac	2	2.0	2	103449	1.0	n/a	36508	2	n/a	66.941	0.5	66.0	52.9	118.9	7.1
67.571	0.5	1	1	1.0	293	1	Prac	2	2.0	3	104079	11.0	n/a	36508	2	n/a	67.571	0.5	66.0	52.9	118.9	7.1
68.184	0.5	1	4	4.0	300	1	Prac	2	2.0	4	104692	4.0	n/a	36508	2	n/a	68.184	0.5	66.0	52.9	118.9	7.1
68.814	0.5	1	2	2.0	284	1	Prac	2	2.0	5	105322	14.0	n/a	36508	2	n/a	68.814	0.5	66.0	52.9	118.9	7.1
69.428	0.5	1	1	1.0	333	1	P	2	2.0	6	105936	n/a	8.0	36508	2	n/a	69.428	0.5	66.0	52.9	118.9	7.1
70.041	0.5	1	1	1.0	338	1	R	2	2.0	7	106549	1.0	n/a	36508	2	n/a	70.041	0.5	66.0	52.9	118.9	7.1
70.671	0.5	1	2	2.0	392	1	P	2	2.0	8	107179	n/a	11.0	36508	2	PatternHigh	70.671	0.5	66.0	52.9	118.9	7.1
71.284	0.5	1	4	4.0	315	1	R	2	2.0	9	107792	4.0	n/a	36508	2	RandomLow	71.284	0.5	66.0	52.9	118.9	7.1
71.914	0.5	1	3	3.0	334	1	P	2	2.0	10	108422	n/a	14.0	36508	2	PatternHigh	71.914	0.5	66.0	52.9	118.9	7.1
72.528	0.5	1	1	1.0	259	1	R	2	2.0	11	109036	8.0	n/a	36508	2	RandomHigh	72.528	0.5	66.0	52.9	118.9	7.1
73.141	0.5	1	4	4.0	315	1	P	2	2.0	12	109649	n/a	1.0	36508	2	PatternHigh	73.141	0.5	66.0	52.9	118.9	7.1
73.771	0.5	1	3	2.0	226	0	R	2	2.0	13	110279	11.0	n/a	36508	2	RandomLow	73.771	0.5	66.0	52.9	118.9	7.1
74.385	0.5	1	1	1.0	295	1	P	2	2.0	14	110893	n/a	5.0	36508	2	PatternHigh	74.385	0.5	66.0	52.9	118.9	7.1
75.015	0.5	1	1	1.0	321	1	R	2	2.0	15	111523	15.0	n/a	36508	2	RandomLow	75.015	0.5	66.0	52.9	118.9	7.1
75.628	0.5	1	2	2.0	385	1	P	2	2.0	16	112136	n/a	8.0	36508	2	PatternHigh	75.628	0.5	66.0	52.9	118.9	7.1
76.242	0.5	1	3	3.0	321	1	R	2	2.0	17	112750	2.0	n/a	36508	2	RandomLow	76.242	0.5	66.0	52.9	118.9	7.1
76.872	0.5	1	3	3.0	381	1	P	2	2.0	18	113380	n/a	12.0	36508	2	PatternHigh	76.872	0.5	66.0	52.9	118.9	7.1
77.485	0.5	1	2	2.0	356	1	R	2	2.0	19	113993	5.0	n/a	36508	2	RandomLow	77.485	0.5	66.0	52.9	118.9	7.1
78.115	0.5	1	4	4.0	307	1	P	2	2.0	20	114623	n/a	15.0	36508	2	PatternHigh	78.115	0.5	66.0	52.9	118.9	7.1
78.728	0.5	1	3	3.0	326	1	R	2	2.0	21	115236	8.0	n/a	36508	2	RandomHigh	78.728	0.5	66.0	52.9	118.9	7.1
79.342	0.5	1	1	1.0	365	1	P	2	2.0	22	115850	n/a	2.0	36508	2	PatternHigh	79.342	0.5	66.0	52.9	118.9	7.1
79.972	0.5	1	1	1.0	438	1	R	2	2.0	23	116480	12.0	n/a	36508	2	RandomLow	79.972	0.5	66.0	52.9	118.9	7.1
80.585	0.5	1	2	2.0	449	1	P	2	2.0	24	117093	n/a	5.0	36508	2	PatternHigh	80.585	0.5	66.0	52.9	118.9	7.1
81.215	0.5	1	1	1.0	382	1	R	2	2.0	25	117723	15.0	n/a	36508	2	RandomLow	81.215	0.5	66.0	52.9	118.9	7.1
81.829	0.5	1	3	3.0	325	1	P	2	2.0	26	118337	n/a	9.0	36508	2	PatternHigh	81.829	0.5	66.0	52.9	118.9	7.1
82.442	0.5	1	1	1.0	354	1	R	2	2.0	27	118950	2.0	n/a	36508	2	RandomLow	82.442	0.5	66.0	52.9	118.9	7.1
83.072	0.5	1	4	4.0	308	1	P	2	2.0	28	119580	n/a	12.0	36508	2	PatternHigh	83.072	0.5	66.0	52.9	118.9	7.1
83.686	0.5	1	2	2.0	292	1	R	2	2.0	29	120194	6.0	n/a	36508	2	RandomHigh	83.686	0.5	66.0	52.9	118.9	7.1
84.316	0.5	1	1	1.0	299	1	P	2	2.0	30	120824	n/a	16.0	36508	2	PatternHigh	84.316	0.5	66.0	52.9	118.9	7.1
84.929	0.5	1	2	n/a	0	0	R	2	2.0	31	121437	9.0	n/a	36508	2	RandomLow	84.929	0.5	66.0	52.9	118.9	7.1
85.543	0.5	1	2	2.0	385	1	P	2	2.0	32	122051	n/a	3.0	36508	2	PatternHigh	85.543	0.5	66.0	52.9	118.9	7.1
86.173	0.5	1	3	3.0	323	1	R	2	2.0	33	122681	13.0	n/a	36508	2	RandomHigh	86.173	0.5	66.0	52.9	118.9	7.1
86.786	0.5	1	3	3.0	307	1	P	2	2.0	34	123294	n/a	6.0	36508	2	PatternHigh	86.786	0.5	66.0	52.9	118.9	7.1
87.416	0.5	1	4	4.0	270	1	R	2	2.0	35	123924	16.0	n/a	36508	2	RandomHigh	87.416	0.5	66.0	52.9	118.9	7.1
88.029	0.5	1	4	4.0	331	1	P	2	2.0	36	124537	n/a	9.0	36508	2	PatternHigh	88.029	0.5	66.0	52.9	118.9	7.1
88.643	0.5	1	1	1.0	369	1	R	2	2.0	37	125151	3.0	n/a	36508	2	RandomHigh	88.643	0.5	66.0	52.9	118.9	7.1
89.273	0.5	1	1	1.0	295	1	P	2	2.0	38	125781	n/a	13.0	36508	2	PatternHigh	89.273	0.5	66.0	52.9	118.9	7.1
89.886	0.5	1	1	1.0	336	1	R	2	2.0	39	126394	6.0	n/a	36508	2	RandomLow	89.886	0.5	66.0	52.9	118.9	7.1
90.5	0.5	1	2	2.0	404	1	P	2	2.0	40	127008	n/a	0.0	36508	2	PatternHigh	90.5	0.5	66.0	52.9	118.9	7.1
91.13	0.5	1	3	3.0	311	1	R	2	2.0	41	127638	10.0	n/a	36508	2	RandomLow	91.13	0.5	66.0	52.9	118.9	7.1
91.743	0.5	1	3	3.0	352	1	P	2	2.0	42	128251	n/a	3.0	36508	2	PatternHigh	91.743	0.5	66.0	52.9	118.9	7.1
92.373	0.5	1	1	1.0	299	1	R	2	2.0	43	128881	13.0	n/a	36508	2	RandomLow	92.373	0.5	66.0	52.9	118.9	7.1
92.987	0.5	1	4	4.0	315	1	P	2	2.0	44	129495	n/a	7.0	36508	2	PatternHigh	92.987	0.5	66.0	52.9	118.9	7.1
93.6	0.5	1	3	3.0	402	1	R	2	2.0	45	130108	0.0	n/a	36508	2	RandomLow	93.6	0.5	66.0	52.9	118.9	7.1
94.23	0.5	1	1	1.0	298	1	P	2	2.0	46	130738	n/a	10.0	36508	2	PatternHigh	94.23	0.5	66.0	52.9	118.9	7.1
94.843	0.5	1	4	4.0	294	1	R	2	2.0	47	131351	3.0	n/a	36508	2	RandomHigh	94.843	0.5	66.0	52.9	118.9	7.1
95.473	0.5	1	2	2.0	283	1	P	2	2.0	48	131981	n/a	13.0	36508	2	PatternHigh	95.473	0.5	66.0	52.9	118.9	7.1
96.087	0.5	1	4	4.0	294	1	R	2	2.0	49	132595	7.0	n/a	36508	2	RandomLow	96.087	0.5	66.0	52.9	118.9	7.1
96.7	0.5	1	3	3.0	314	1	P	2	2.0	50	133208	n/a	0.0	36508	2	PatternHigh	96.7	0.5	66.0	52.9	118.9	7.1
97.33	0.5	1	3	3.0	312	1	R	2	2.0	51	133838	10.0	n/a	36508	2	RandomLow	97.33	0.5	66.0	52.9	118.9	7.1
97.944	0.5	1	4	4.0	265	1	P	2	2.0	52	134452	n/a	4.0	36508	2	PatternHigh	97.944	0.5	66.0	52.9	118.9	7.1
98.574	0.5	1	1	1.0	285	1	R	2	2.0	53	135082	14.0	n/a	36508	2	RandomLow	98.574	0.5	66.0	52.9	118.9	7.1
99.187	0.5	1	1	1.0	331	1	P	2	2.0	54	135695	n/a	7.0	36508	2	PatternHigh	99.187	0.5	66.0	52.9	118.9	7.1
99.801	0.5	1	2	2.0	387	1	R	2	2.0	55	136309	1.0	n/a	36508	2	RandomHigh	99.801	0.5	66.0	52.9	118.9	7.1
100.431	0.5	1	2	2.0	343	1	P	2	2.0	56	136939	n/a	11.0	36508	2	PatternHigh	100.431	0.5	66.0	52.9	118.9	7.1
101.044	0.5	1	1	1.0	379	1	R	2	2.0	57	137552	4.0	n/a	36508	2	RandomLow	101.044	0.5	66.0	52.9	118.9	7.1
101.674	0.5	1	3	3.0	305	1	P	2	2.0	58	138182	n/a	14.0	36508	2	PatternHigh	101.674	0.5	66.0	52.9	118.9	7.1
102.287	0.5	1	3	3.0	334	1	R	2	2.0	59	138795	7.0	n/a	36508	2	RandomLow	102.287	0.5	66.0	52.9	118.9	7.1
102.901	0.5	1	4	4.0	362	1	P	2	2.0	60	139409	n/a	1.0	36508	2	PatternHigh	102.901	0.5	66.0	52.9	118.9	7.1
103.531	0.5	1	4	4.0	303	1	R	2	2.0	61	140039	11.0	n/a	36508	2	RandomHigh	103.531	0.5	66.0	52.9	118.9	7.1
104.144	0.5	1	1	1.0	294	1	P	2	2.0	62	140652	n/a	4.0	36508	2	PatternHigh	104.144	0.5	66.0	52.9	118.9	7.1
104.774	0.5	1	3	3.0	280	1	R	2	2.0	63	141282	14.0	n/a	36508	2	RandomLow	104.774	0.5	66.0	52.9	118.9	7.1
105.388	0.5	1	2	2.0	269	1	P	2	2.0	64	141896	n/a	8.0	36508	2	PatternHigh	105.388	0.5	66.0	52.9	118.9	7.1
106.001	0.5	1	2	2.0	319	1	R	2	2.0	65	142509	1.0	n/a	36508	2	RandomLow	106.001	0.5	66.0	52.9	118.9	7.1
106.631	0.5	1	3	3.0	401	1	P	2	2.0	66	143139	n/a	11.0	36508	2	PatternHigh	106.631	0.5	66.0	52.9	118.9	7.1
107.245	0.5	1	4	4.0	375	1	R	2	2.0	67	143753	5.0	n/a	36508	2	RandomLow	107.245	0.5	66.0	52.9	118.9	7.1
107.875	0.5	1	4	4.0	418	1	P	2	2.0	68	144383	n/a	15.0	36508	2	PatternHigh	107.875	0.5	66.0	52.9	118.9	7.1
108.488	0.5	1	2	1.0	402	0	R	2	2.0	69	144996	8.0	n/a	36508	2	RandomLow	108.488	0.5	66.0	52.9	118.9	7.1
109.102	0.5	1	1	1.0	453	1	P	2	2.0	70	145610	n/a	2.0	36508	2	PatternHigh	109.102	0.5	66.0	52.9	118.9	7.1
109.732	0.5	1	4	4.0	425	1	R	2	2.0	71	146240	12.0	n/a	36508	2	RandomLow	109.732	0.5	66.0	52.9	118.9	7.1
110.345	0.5	1	2	2.0	296	1	P	2	2.0	72	146853	n/a	5.0	36508	2	PatternHigh	110.345	0.5	66.0	52.9	118.9	7.1
110.975	0.5	1	2	2.0	293	1	R	2	2.0	73	147483	15.0	n/a	36508	2	RandomLow	110.975	0.5	66.0	52.9	118.9	7.1
111.588	0.5	1	3	3.0	275	1	P	2	2.0	74	148096	n/a	8.0	36508	2	PatternHigh	111.588	0.5	66.0	52.9	118.9	7.1
112.202	0.5	1	2	1.0	304	0	R	2	2.0	75	148710	2.0	n/a	36508	2	RandomLow	112.202	0.5	66.0	52.9	118.9	7.1
112.832	0.5	1	4	4.0	398	1	P	2	2.0	76	149340	n/a	12.0	36508	2	PatternHigh	112.832	0.5	66.0	52.9	118.9	7.1
113.445	0.5	1	4	4.0	369	1	R	2	2.0	77	149953	5.0	n/a	36508	2	RandomLow	113.445	0.5	66.0	52.9	118.9	7.1
114.075	0.5	1	1	1.0	317	1	P	2	2.0	78	150583	n/a	15.0	36508	2	PatternHigh	114.075	0.5	66.0	52.9	118.9	7.1
114.689	0.5	1	2	2.0	327	1	R	2	2.0	79	151197	9.0	n/a	36508	2	RandomLow	114.689	0.5	66.0	52.9	118.9	7.1
115.302	0.5	1	2	2.0	353	1	P	2	2.0	80	151810	n/a	2.0	36508	2	PatternHigh	115.302	0.5	66.0	52.9	118.9	7.1
115.932	0.5	1	4	3.0	268	0	R	2	2.0	81	152440	12.0	n/a	36508	2	RandomLow	115.932	0.5	66.0	52.9	118.9	7.1
116.546	0.5	1	3	3.0	383	1	P	2	2.0	82	153054	n/a	6.0	36508	2	PatternHigh	116.546	0.5	66.0	52.9	118.9	7.1
117.176	0.5	1	3	3.0	356	1	R	2	2.0	83	153684	16.0	n/a	36508	2	RandomLow	117.176	0.5	66.0	52.9	118.9	7.1
117.789	0.5	1	4	4.0	331	1	P	2	2.0	84	154297	n/a	9.0	36508	2	PatternHigh	117.789	0.5	66.0	52.9	118.9	7.1
118.402	0.5	1	1	1.0	385	1	R	2	2.0	85	154910	2.0	n/a	36508	2	RandomLow	118.402	0.5	66.0	52.9	118.9	7.1
126.327	0.5	1	1	1.0	336	1	Prac	3	3.0	1	162835	7.0	n/a	36508	2	n/a	126.327	0.5	126.0	52.9	178.9	7.1
126.941	0.5	1	2	3.0	330	0	Prac	3	3.0	2	163449	1.0	n/a	36508	2	n/a	126.941	0.5	126.0	52.9	178.9	7.1
127.571	0.5	1	3	3.0	422	1	Prac	3	3.0	3	164079	11.0	n/a	36508	2	n/a	127.571	0.5	126.0	52.9	178.9	7.1
128.184	0.5	1	3	3.0	327	1	Prac	3	3.0	4	164692	4.0	n/a	36508	2	n/a	128.184	0.5	126.0	52.9	178.9	7.1
128.817	0.5	1	2	1.0	312	0	Prac	3	3.0	5	165325	17.0	n/a	36508	2	n/a	128.817	0.5	126.0	52.9	178.9	7.1
129.428	0.5	1	1	1.0	446	1	P	3	3.0	6	165936	n/a	8.0	36508	2	n/a	129.428	0.5	126.0	52.9	178.9	7.1
130.041	0.5	1	3	3.0	350	1	R	3	3.0	7	166549	1.0	n/a	36508	2	n/a	130.041	0.5	126.0	52.9	178.9	7.1
130.671	0.5	1	2	2.0	289	1	P	3	3.0	8	167179	n/a	11.0	36508	2	PatternHigh	130.671	0.5	126.0	52.9	178.9	7.1
131.284	0.5	1	1	1.0	327	1	R	3	3.0	9	167792	4.0	n/a	36508	2	RandomLow	131.284	0.5	126.0	52.9	178.9	7.1
