onset	duration	partner (1=human,2=computer)	trial type	event type
5.093893	0	2	11	1
14.643475	0	2	11	2
15.493688	0	2	11	3
16.476928	0	2	11	4
18.081449	0	2	11	5
19.093540	0	2	11	6
19.609917	0	2	7	1
23.876646	0	2	7	2
24.526919	0	2	7	3
25.793868	0	2	7	4
26.959849	0	2	7	5
27.976252	0	2	7	6
28.493049	0	2	5	1
41.509006	0	2	5	2
42.279145	0	2	5	3
43.725855	0	2	5	4
44.708990	0	2	5	5
45.725735	0	2	5	6
46.242342	0	2	15	1
51.508815	0	2	15	2
52.009039	0	2	15	3
52.742270	0	2	15	4
54.442049	0	2	15	5
55.458408	0	2	15	6
55.975199	0	2	14	1
74.491170	0	2	14	2
75.071374	0	2	14	3
76.574591	0	2	14	4
77.507726	0	2	14	5
78.524299	0	2	14	6
79.040913	0	2	16	1
82.557492	0	2	16	2
83.157688	0	2	16	3
84.607585	0	2	16	4
85.590719	0	2	16	5
86.607354	0	2	16	6
87.123947	0	2	4	1
90.140494	0	2	4	2
90.690712	0	2	4	3
92.023731	0	2	4	4
93.123530	0	2	4	5
94.140341	0	2	4	6
94.656959	0	2	3	1
101.673355	0	2	3	2
102.773601	0	2	3	3
104.123470	0	2	3	4
105.206602	0	2	3	5
106.223189	0	2	3	6
106.739785	0	2	12	1
113.756206	0	2	12	2
114.336452	0	2	12	3
115.222970	0	2	12	4
116.772753	0	2	12	5
117.789345	0	2	12	6
118.305778	0	2	2	1
123.572407	0	2	2	2
124.222628	0	2	2	3
125.489185	0	2	2	4
126.655647	0	2	2	5
127.672281	0	2	2	6
128.188885	0	2	1	1
141.205021	0	2	1	2
141.975286	0	2	1	3
142.738470	0	2	1	4
144.404912	0	2	1	5
145.421524	0	2	1	6
145.938070	0	2	10	1
148.954703	0	2	10	2
149.804986	0	2	10	3
150.721461	0	2	10	4
152.237910	0	2	10	5
153.254286	0	2	10	6
153.771114	0	2	6	1
158.037645	0	2	6	2
158.587895	0	2	6	3
159.437748	0	2	6	4
161.020860	0	2	6	5
162.037500	0	2	6	6
162.554055	0	2	9	1
166.070631	0	2	9	2
166.670871	0	2	9	3
167.520741	0	2	9	4
169.103843	0	2	9	5
170.120461	0	2	9	6
170.637092	0	2	8	1
180.153378	0	2	8	2
180.653594	0	2	8	3
181.620130	0	2	8	4
183.086580	0	2	8	5
184.103236	0	2	8	6
184.619836	0	2	13	1
203.135720	0	2	13	2
204.235995	0	2	13	3
205.552497	0	2	13	4
206.668958	0	2	13	5
207.685567	0	2	13	6
214.268601	0	1	5	1
221.284972	0	1	5	2
222.385316	0	1	5	3
223.618792	0	1	5	4
224.818189	0	1	5	5
225.834758	0	1	5	6
226.351416	0	1	11	1
231.617809	0	1	11	2
232.118008	0	1	11	3
233.484636	0	1	11	4
234.551099	0	1	11	5
235.567731	0	1	11	6
236.084112	0	1	4	1
239.100891	0	1	4	2
239.701139	0	1	4	3
241.000999	0	1	4	4
242.134126	0	1	4	5
243.150719	0	1	4	6
243.667329	0	1	14	1
247.183657	0	1	14	2
248.033844	0	1	14	3
248.850651	0	1	14	4
250.467096	0	1	14	5
251.483675	0	1	14	6
252.000326	0	1	6	1
270.516234	0	1	6	2
271.096467	0	1	6	3
272.082999	0	1	6	4
273.532785	0	1	6	5
274.549394	0	1	6	6
275.066019	0	1	8	1
284.582308	0	1	8	2
285.232565	0	1	8	3
286.149081	0	1	8	4
287.665531	0	1	8	5
288.682130	0	1	8	6
289.198756	0	1	3	1
293.465235	0	1	3	2
294.015497	0	1	3	3
294.965387	0	1	3	4
296.448504	0	1	3	5
297.464869	0	1	3	6
297.981723	0	1	12	1
310.997862	0	1	12	2
311.768128	0	1	12	3
312.564643	0	1	12	4
314.197752	0	1	12	5
315.214342	0	1	12	6
315.730881	0	1	16	1
322.747366	0	1	16	2
323.597646	0	1	16	3
324.647470	0	1	16	4
326.030590	0	1	16	5
327.047184	0	1	16	6
327.563803	0	1	2	1
331.080344	0	1	2	2
332.180614	0	1	2	3
333.097107	0	1	2	4
334.613558	0	1	2	5
335.630149	0	1	2	6
336.146787	0	1	9	1
341.413045	0	1	9	2
342.063226	0	1	9	3
343.329925	0	1	9	4
344.496384	0	1	9	5
345.513093	0	1	9	6
346.029685	0	1	10	1
359.045808	0	1	10	2
359.596075	0	1	10	3
360.579255	0	1	10	4
362.029042	0	1	10	5
363.045690	0	1	10	6
363.562096	0	1	13	1
366.578818	0	1	13	2
367.349095	0	1	13	3
369.162223	0	1	13	4
369.778800	0	1	13	5
370.795309	0	1	13	6
371.311957	0	1	1	1
375.578467	0	1	1	2
376.158745	0	1	1	3
377.045234	0	1	1	4
378.595016	0	1	1	5
379.611628	0	1	1	6
380.128289	0	1	15	1
389.644545	0	1	15	2
390.144778	0	1	15	3
391.227847	0	1	15	4
392.577580	0	1	15	5
393.594396	0	1	15	6
394.111005	0	1	7	1
412.626902	0	1	7	2
413.227167	0	1	7	3
414.676997	0	1	7	4
415.660131	0	1	7	5
416.676730	0	1	7	6
