onset	duration	partner (1=human,2=computer)	trial type	event type
5.077839	0	2	13	1
10.360931	0	2	13	2
11.011080	0	2	13	3
12.910998	0	2	13	4
13.582087	0	2	13	5
14.594295	0	2	13	6
15.110889	0	2	1	1
24.627019	0	2	1	2
25.227173	0	2	1	3
25.927326	0	2	1	4
27.660414	0	2	1	5
28.677022	0	2	1	6
29.193450	0	2	14	1
36.210043	0	2	14	2
36.760245	0	2	14	3
38.626711	0	2	14	4
39.193186	0	2	14	5
40.209865	0	2	14	6
40.726493	0	2	3	1
59.242399	0	2	3	2
59.742626	0	2	3	3
61.025827	0	2	3	4
62.175609	0	2	3	5
63.192226	0	2	3	6
63.708859	0	2	16	1
67.975399	0	2	16	2
68.825629	0	2	16	3
70.258772	0	2	16	4
71.258561	0	2	16	5
72.274985	0	2	16	6
72.791732	0	2	7	1
76.308350	0	2	7	2
77.078601	0	2	7	3
78.641757	0	2	7	4
79.508217	0	2	7	5
80.524634	0	2	7	6
81.041364	0	2	10	1
84.058029	0	2	10	2
84.638265	0	2	10	3
85.758122	0	2	10	4
87.074559	0	2	10	5
88.091213	0	2	10	6
88.607798	0	2	11	1
101.623860	0	2	11	2
102.724112	0	2	11	3
104.074053	0	2	11	4
105.157170	0	2	11	5
106.173554	0	2	11	6
106.690382	0	2	2	1
110.206921	0	2	2	2
110.787142	0	2	2	3
111.973674	0	2	2	4
113.223451	0	2	2	5
114.240105	0	2	2	6
114.756703	0	2	12	1
127.772646	0	2	12	2
128.272780	0	2	12	3
129.239542	0	2	12	4
130.705975	0	2	12	5
131.722680	0	2	12	6
132.239278	0	2	6	1
141.755552	0	2	6	2
142.305774	0	2	6	3
143.338834	0	2	6	4
144.738604	0	2	6	5
145.755428	0	2	6	6
146.272040	0	2	8	1
151.538471	0	2	8	2
152.638716	0	2	8	3
153.721919	0	2	8	4
155.071691	0	2	8	5
156.088333	0	2	8	6
156.604953	0	2	4	1
160.871425	0	2	4	2
161.721666	0	2	4	3
162.671538	0	2	4	4
164.154639	0	2	4	5
165.171298	0	2	4	6
165.687899	0	2	5	1
172.704287	0	2	5	2
173.304511	0	2	5	3
174.721027	0	2	5	4
175.737482	0	2	5	5
176.754141	0	2	5	6
177.270525	0	2	15	1
195.786624	0	2	15	2
196.556880	0	2	15	3
197.386751	0	2	15	4
198.986511	0	2	15	5
200.003128	0	2	15	6
200.519559	0	2	9	1
203.536323	0	2	9	2
204.186589	0	2	9	3
205.019868	0	2	9	4
206.619528	0	2	9	5
207.636146	0	2	9	6
214.219197	0	1	13	1
218.485703	0	1	13	2
219.256023	0	1	13	3
220.269121	0	1	13	4
221.685552	0	1	13	5
222.702192	0	1	13	6
223.218790	0	1	1	1
241.734720	0	1	1	2
242.284980	0	1	1	3
243.684796	0	1	1	4
244.717917	0	1	1	5
245.734565	0	1	1	6
246.251164	0	1	11	1
251.517608	0	1	11	2
252.117832	0	1	11	3
253.251051	0	1	11	4
254.550825	0	1	11	5
255.567465	0	1	11	6
256.084096	0	1	2	1
269.100024	0	1	2	2
270.200212	0	1	2	3
271.266897	0	1	2	4
272.633336	0	1	2	5
273.650030	0	1	2	6
274.166660	0	1	4	1
281.183043	0	1	4	2
282.033302	0	1	4	3
283.099834	0	1	4	4
284.466271	0	1	4	5
285.482811	0	1	4	6
285.999490	0	1	12	1
295.515779	0	1	12	2
296.016041	0	1	12	3
296.815895	0	1	12	4
298.448987	0	1	12	5
299.465630	0	1	12	6
299.982211	0	1	16	1
303.498768	0	1	16	2
304.079032	0	1	16	3
305.248861	0	1	16	4
306.515309	0	1	16	5
307.531710	0	1	16	6
308.048458	0	1	10	1
311.065117	0	1	10	2
311.715337	0	1	10	3
312.781666	0	1	10	4
314.148124	0	1	10	5
315.164943	0	1	10	6
315.681566	0	1	6	1
325.197670	0	1	6	2
326.297870	0	1	6	3
327.397829	0	1	6	4
328.730933	0	1	6	5
329.747659	0	1	6	6
330.264286	0	1	5	1
333.280838	0	1	5	2
333.831097	0	1	5	3
334.947613	0	1	5	4
336.264050	0	1	5	5
337.280672	0	1	5	6
337.797097	0	1	14	1
341.313847	0	1	14	2
341.894095	0	1	14	3
343.613719	0	1	14	4
344.330184	0	1	14	5
345.347032	0	1	14	6
345.863630	0	1	8	1
351.130094	0	1	8	2
351.900330	0	1	8	3
353.530149	0	1	8	4
354.329946	0	1	8	5
355.346360	0	1	8	6
355.863170	0	1	3	1
368.879148	0	1	3	2
369.729340	0	1	3	3
371.079317	0	1	3	4
372.162437	0	1	3	5
373.179134	0	1	3	6
373.695800	0	1	15	1
380.712096	0	1	15	2
381.212297	0	1	15	3
382.228961	0	1	15	4
383.645398	0	1	15	5
384.662033	0	1	15	6
385.178641	0	1	7	1
389.445138	0	1	7	2
390.095410	0	1	7	3
391.945206	0	1	7	4
392.528349	0	1	7	5
393.544972	0	1	7	6
394.061607	0	1	9	1
412.577532	0	1	9	2
413.177791	0	1	9	3
414.460923	0	1	9	4
415.610707	0	1	9	5
416.627323	0	1	9	6
