onset	duration	trial_type	response_time	stim_file
0.014695405960083	1.0	703.0	1.5092837810516355	imagenet/n03888605/n03888605_7091.JPEG
4.014360666275024	1.0	769.0	2.1654813289642334	imagenet/n04118538/n04118538_881.JPEG
8.014094829559326	1.0	739.0	1.7498092651367188	imagenet/n03991062/n03991062_6094.JPEG
12.013696193695068	1.0	555.0	2.5582098960876465	imagenet/n03344393/n03344393_5088.JPEG
16.013344287872314	1.0	799.0	1.446662664413452	imagenet/n04238763/n04238763_123.JPEG
24.012680530548096	1.0	714.0	1.423337459564209	imagenet/n03924679/n03924679_10236.JPEG
28.01233959197998	1.0	953.0	1.4235703945159912	imagenet/n07753113/n07753113_3460.JPEG
32.012017250061035	1.0	763.0	1.535890817642212	imagenet/n04081281/n04081281_55125.JPEG
36.01167392730713	1.0	298.0	2.3203110694885254	imagenet/n02134418/n02134418_1914.JPEG
40.01134014129639	1.0	135.0	1.5766758918762207	imagenet/n02012849/n02012849_7374.JPEG
48.01066780090332	1.0	80.0	1.4092803001403809	imagenet/n01784675/n01784675_22122.JPEG
52.010324001312256	1.0	215.0	1.5376181602478027	imagenet/n02101006/n02101006_7380.JPEG
56.00999093055725	1.0	764.0	1.482002019882202	imagenet/n04086273/n04086273_4214.JPEG
60.00966501235962	1.0	289.0	1.3862979412078855	imagenet/n02128385/n02128385_1752.JPEG
64.00931358337402	1.0	549.0	1.5306925773620603	imagenet/n03290653/n03290653_7281.JPEG
72.00863647460938	1.0	270.0	1.4193425178527832	imagenet/n02114367/n02114367_10555.JPEG
76.00831580162048	1.0	504.0	1.531644344329834	imagenet/n03062245/n03062245_6068.JPEG
80.00797891616821	1.0	725.0	1.5399551391601562	imagenet/n03947888/n03947888_10959.JPEG
84.00762867927551	1.0	936.0	1.4443533420562744	imagenet/n07711569/n07711569_5729.JPEG
88.00729775428772	1.0	291.0	1.9486472606658936	imagenet/n02128925/n02128925_28762.JPEG
96.00661301612854	1.0	526.0	1.4774651527404783	imagenet/n03160309/n03160309_56575.JPEG
100.00627541542052	1.0	566.0	1.813682556152344	imagenet/n03393912/n03393912_1591.JPEG
104.005943775177	1.0	520.0	1.630061388015747	imagenet/n03127925/n03127925_24044.JPEG
108.00560545921326	1.0	147.0	1.398426532745361	imagenet/n02058221/n02058221_13728.JPEG
112.00527167320251	1.0	444.0	1.9827384948730469	imagenet/n02834397/n02834397_36008.JPEG
