onset	duration	sample	value
11.2840000000	0.0000000000	11284	64
31.3850000000	0.0000000000	31385	64
53.4700000000	0.0000000000	53470	32
72.1870000000	0.0000000000	72187	64
92.3200000000	0.0000000000	92320	32
114.3880000000	0.0000000000	114388	32
136.5040000000	0.0000000000	136504	32
158.5880000000	0.0000000000	158588	32
180.6900000000	0.0000000000	180690	32
202.8060000000	0.0000000000	202806	64
222.9240000000	0.0000000000	222924	32
245.0570000000	0.0000000000	245057	64
265.1910000000	0.0000000000	265191	32
286.3250000000	0.0000000000	286325	64
306.4430000000	0.0000000000	306443	64
327.5260000000	0.0000000000	327526	64
349.6100000000	0.0000000000	349610	32
369.7270000000	0.0000000000	369727	64
389.8450000000	0.0000000000	389845	64
411.9940000000	0.0000000000	411994	64
432.0950000000	0.0000000000	432095	64
452.1950000000	0.0000000000	452195	64
471.4800000000	0.0000000000	471480	32
492.6140000000	0.0000000000	492614	64
512.6970000000	0.0000000000	512697	64
533.7970000000	0.0000000000	533797	32
554.9310000000	0.0000000000	554931	32
576.0650000000	0.0000000000	576065	32
596.2330000000	0.0000000000	596233	32
617.3840000000	0.0000000000	617384	32
637.5170000000	0.0000000000	637517	64
657.5680000000	0.0000000000	657568	64
677.6670000000	0.0000000000	677667	32
697.7690000000	0.0000000000	697769	64
717.8850000000	0.0000000000	717885	64
737.3690000000	0.0000000000	737369	32
757.5030000000	0.0000000000	757503	64
777.5030000000	0.0000000000	777503	32
798.6380000000	0.0000000000	798638	32
818.7540000000	0.0000000000	818754	32
0.0000000000	0.0000000000	0	0, Impedance
848.3720000000	0.0000000000	848372	0, Impedance
