onset	duration	condition	feedback_valence	rew	rt	PE	PE_mb	a_stim	b_stim	c_stim
15.003	1.5	A	n/a	0.0	n/a	n/a	n/a	face	body	house
46.14	1.5	A	n/a	0.0	n/a	n/a	n/a	face	body	house
68.258	1.5	A	n/a	0.0	n/a	n/a	n/a	face	body	house
92.78	1.5	A	n/a	0.0	n/a	n/a	n/a	face	body	house
110.295	1.5	A	n/a	0.0	n/a	n/a	n/a	face	body	house
123.811	1.5	A	n/a	0.0	n/a	n/a	n/a	face	body	house
139.326	1.5	A	n/a	0.0	n/a	n/a	n/a	face	body	house
150.836	1.5	A	n/a	0.0	n/a	n/a	n/a	face	body	house
175.355	1.5	A	n/a	0.0	n/a	n/a	n/a	face	body	house
195.87	1.5	A	n/a	0.0	n/a	n/a	n/a	face	body	house
206.381	1.5	A	n/a	0.0	n/a	n/a	n/a	face	body	house
240.509	1.5	A	n/a	0.0	n/a	n/a	n/a	face	body	house
274.05	1.5	A	n/a	0.0	n/a	n/a	n/a	face	body	house
308.583	1.5	A	n/a	0.0	n/a	n/a	n/a	face	body	house
333.1090000000001	1.5	A	n/a	0.0	n/a	n/a	n/a	face	body	house
355.226	1.5	A	n/a	0.0	n/a	n/a	n/a	face	body	house
365.737	1.5	A	n/a	0.0	n/a	n/a	n/a	face	body	house
409.878	1.5	A	n/a	0.0	n/a	n/a	n/a	face	body	house
444.425	1.5	A	n/a	0.0	n/a	n/a	n/a	face	body	house
466.948	1.5	A	n/a	0.0	n/a	n/a	n/a	face	body	house
85.773	1.5	b_minus	n/a	0.0	n/a	-1.3536903354793526	0.35025571659935256	face	body	house
166.34799999999996	1.5	b_minus	n/a	0.0	n/a	-0.8628643163422263	0.4194296974622263	face	body	house
233.503	1.5	b_minus	n/a	0.0	n/a	-1.5593348277180443	1.3623002088380445	face	body	house
259.03	1.5	b_minus	n/a	0.0	n/a	-0.6652861296643771	0.5766675107843771	face	body	house
265.03700000000003	1.5	b_minus	n/a	0.0	n/a	-0.2719047025207632	0.2309891236407632	face	body	house
290.565	1.5	b_minus	n/a	1.0	n/a	1.9011831254224267	0.0788906332975732	face	body	house
325.095	1.5	b_minus	n/a	1.0	n/a	1.8147230814631368	-0.9454140141991374	face	body	house
390.859	1.5	b_minus	n/a	0.0	n/a	-1.8581491176249771	0.2387217206483372	face	body	house
421.395	1.5	b_minus	n/a	0.0	n/a	-1.5867239719227215	0.8722525306801999	face	body	house
434.413	1.5	b_minus	n/a	1.0	n/a	1.3226626468855651	0.3610465323949253	face	body	house
18.506999999999998	1.5	b_plus	n/a	0.0	n/a	-0.9628192954793526	-0.040615323400647406	face	body	house
72.76100000000001	1.5	b_plus	n/a	1.0	n/a	1.7351647045206473	-0.1785993234006473	face	body	house
98.283	1.5	b_plus	n/a	1.0	n/a	0.6123104069206474	0.07065497419935242	face	body	house
115.799	1.5	b_plus	n/a	1.0	453.0	-0.03183485976735253	0.3304162408873524	face	body	house
129.314	1.5	b_plus	n/a	1.0	518.0	0.04546257223520748	0.08398984888479248	face	body	house
182.859	1.5	b_plus	n/a	1.0	447.0	2.180923067126053	-2.1258873884060536	face	body	house
314.087	1.5	b_plus	n/a	0.0	n/a	-1.6724287807395437	-0.3052789071964563	face	body	house
336.61300000000006	1.5	b_plus	n/a	1.0	945.0	1.246910111664076	-0.11902488092871595	face	body	house
413.382	1.5	b_plus	n/a	1.0	358.0	1.4478227664836725	-0.9534766515329142	face	body	house
475.451	1.5	b_plus	n/a	0.0	n/a	-1.720220423124235	-0.06419067287023125	face	body	house
54.644	1.5	c_minus	n/a	1.0	751.0	0.7907807045206474	0.2057846765993525	face	body	house
143.829	1.5	c_minus	n/a	0.0	n/a	-3.2921840987422266	1.7287494798622265	face	body	house
158.34	1.5	c_minus	n/a	0.0	n/a	0.4367044809121928	-1.126539099792193	face	body	house
201.374	1.5	c_minus	n/a	0.0	n/a	-1.2112578717053657	0.9058072528253658	face	body	house
213.884	1.5	c_minus	n/a	0.0	n/a	0.1869933336677692	-0.32331499254776913	face	body	house
244.013	1.5	c_minus	n/a	0.0	n/a	-1.1162110940077965	1.0543061775277962	face	body	house
279.55400000000003	1.5	c_minus	n/a	1.0	n/a	2.055335948669084	-0.08449749849308416	face	body	house
359.73	1.5	c_minus	n/a	0.0	n/a	-0.9661165568809084	-0.1686379116144516	face	body	house
370.241	1.5	c_minus	n/a	0.0	n/a	0.15757637588883425	-0.6587917285995927	face	body	house
453.929	1.5	c_minus	n/a	1.0	n/a	-0.35988927531283194	2.137431133547298	face	body	house
22.514	1.5	c_plus	n/a	1.0	n/a	1.0371807045206474	-0.040615323400647406	face	body	house
31.527	1.5	c_plus	n/a	1.0	770.0	0.4771807045206474	-0.040615323400647406	face	body	house
217.891	1.5	c_plus	n/a	1.0	801.0	2.064706209932771	-1.8745408288127712	face	body	house
250.02	1.5	c_plus	n/a	1.0	545.0	1.5751913340779098	-1.4934419529579102	face	body	house
269.04400000000004	1.5	c_plus	n/a	0.0	n/a	-1.286094618474157	-0.6798590404058431	face	body	house
302.576	1.5	c_plus	n/a	0.0	n/a	-1.6752273743201913	0.8082843778401915	face	body	house
377.247	1.5	c_plus	n/a	1.0	619.0	1.7781460402493652	-0.16152434527336498	face	body	house
396.866	1.5	c_plus	n/a	1.0	457.0	0.8032054522412831	-0.09381529302464328	face	body	house
425.401	1.5	c_plus	n/a	1.0	596.0	0.3742315935177271	-0.06402331003520552	face	body	house
461.941	1.5	c_plus	n/a	0.0	n/a	-1.5921577156138893	-0.2732740262266013	face	body	house
28.019	1.0	feedback	-1.0	0.0	n/a	n/a	n/a	face	body	house
38.633	1.0	feedback	1.0	0.0	n/a	n/a	n/a	face	body	house
61.75	1.0	feedback	1.0	0.0	n/a	n/a	n/a	face	body	house
81.266	1.0	feedback	-1.0	0.0	n/a	n/a	n/a	face	body	house
104.788	1.0	feedback	-1.0	0.0	n/a	n/a	n/a	face	body	house
120.304	1.0	feedback	1.0	0.0	n/a	n/a	n/a	face	body	house
133.819	1.0	feedback	1.0	0.0	n/a	n/a	n/a	face	body	house
189.363	1.0	feedback	1.0	0.0	n/a	n/a	n/a	face	body	house
226.997	1.0	feedback	1.0	0.0	n/a	n/a	n/a	face	body	house
253.523	1.0	feedback	1.0	0.0	n/a	n/a	n/a	face	body	house
285.059	1.0	feedback	-1.0	0.0	n/a	n/a	n/a	face	body	house
294.07	1.0	feedback	-1.0	0.0	n/a	n/a	n/a	face	body	house
329.603	1.0	feedback	-1.0	0.0	n/a	n/a	n/a	face	body	house
344.719	1.0	feedback	-1.0	0.0	n/a	n/a	n/a	face	body	house
384.353	1.0	feedback	1.0	0.0	n/a	n/a	n/a	face	body	house
404.37	1.0	feedback	1.0	0.0	n/a	n/a	n/a	face	body	house
416.888	1.0	feedback	1.0	0.0	n/a	n/a	n/a	face	body	house
428.906	1.0	feedback	1.0	0.0	n/a	n/a	n/a	face	body	house
438.919	1.0	feedback	-1.0	0.0	n/a	n/a	n/a	face	body	house
457.434	1.0	feedback	-1.0	0.0	n/a	n/a	n/a	face	body	house
