onset	duration	condition	feedback_valence	rew	rt	PE	PE_mb	a_stim	b_stim	c_stim
27.016	1.5	b_minus	n/a	0.0	n/a	-1.5587187714562991	0.554255488246141	body	house	face
72.658	1.5	b_minus	n/a	1.0	n/a	0.8928652285437009	0.662671488246141	body	house	face
84.669	1.5	b_minus	n/a	0.0	n/a	-1.6064218114562991	0.2883585282461409	body	house	face
160.936	1.5	b_minus	n/a	0.0	n/a	-0.15159818402416647	-0.4308490991859916	body	house	face
198.979	1.5	b_minus	n/a	0.0	n/a	-1.1844372137269863	0.9256609705168284	body	house	face
279.048	1.5	b_minus	n/a	0.0	n/a	-1.4451541094741482	1.32879312386399	body	house	face
284.055	1.5	b_minus	n/a	0.0	n/a	-0.6351503201841526	0.5814520479179945	body	house	face
313.08	1.5	b_minus	n/a	1.0	n/a	1.7212513471034454	0.2526219745017566	body	house	face
341.711	1.5	b_minus	n/a	0.0	n/a	-1.979863735709403	0.845868558618003	body	house	face
363.33	1.5	b_minus	n/a	1.0	n/a	0.5968422014528887	0.9017004820292068	body	house	face
15.002	1.5	b_plus	n/a	1.0	n/a	1.001281228543701	-0.005744511753859016	body	house	face
50.034	1.5	b_plus	n/a	1.0	602.0	0.7548812285437009	-0.31934451175385914	body	house	face
89.676	1.5	b_plus	n/a	1.0	659.0	0.31187589094370083	-0.1227391741538589	body	house	face
136.918	1.5	b_plus	n/a	0.0	n/a	-2.035990130944299	0.11671084773414077	body	house	face
151.93	1.5	b_plus	n/a	0.0	n/a	0.7377616309314641	-1.5847439541416222	body	house	face
168.94299999999996	1.5	b_plus	n/a	1.0	453.0	1.998516051295175	-0.3736877121053329	body	house	face
243.015	1.5	b_plus	n/a	1.0	597.0	1.6525655560771777	-0.9401405254313356	body	house	face
331.097	1.5	b_plus	n/a	1.0	716.0	1.3190166150068998	-1.0080490401204178	body	house	face
349.718	1.5	b_plus	n/a	1.0	614.0	0.9525941621498552	-0.8182678677974918	body	house	face
370.34	1.5	b_plus	n/a	0.0	n/a	-2.446390468318183	0.5029945992355345	body	house	face
