onset	duration	condition	feedback_valence	rew	rt	PE	PE_mb	a_stim	b_stim	c_stim
15.004	1.5	b_minus	n/a	0.0	n/a	-0.9583954154062256	-0.04793283862306101	house	face	body
24.011	1.5	b_minus	n/a	0.0	n/a	-0.3983954154062255	-0.04793283862306101	house	face	body
42.028	1.5	b_minus	n/a	0.0	n/a	-0.15199541540622558	-0.04793283862306101	house	face	body
102.686	1.5	b_minus	n/a	0.0	n/a	-0.04357941540622552	-0.04793283862306101	house	face	body
115.7	1.5	b_minus	n/a	1.0	n/a	2.1431534392344145	-0.18696265326370115	house	face	body
235.636	1.5	b_minus	n/a	0.0	n/a	-2.557539049954768	1.4147191735254805	house	face	body
250.255	1.5	b_minus	n/a	0.0	n/a	-1.8895895062078607	1.383204938322574	house	face	body
261.268	1.5	b_minus	n/a	1.0	n/a	1.1918791846410548	0.5817677832330187	house	face	body
320.933	1.5	b_minus	n/a	0.0	n/a	-1.919947054129444	0.6968078977376356	house	face	body
326.94	1.5	b_minus	n/a	1.0	n/a	1.1785218635555583	0.27975308537564564	house	face	body
107.693	1.5	b_plus	n/a	0.0	n/a	-0.20666294155022552	-0.7996653124790609	house	face	body
136.724	1.5	b_plus	n/a	1.0	n/a	0.8945293291322958	0.6591424168384177	house	face	body
183.981	1.5	b_plus	n/a	0.0	n/a	-0.6649259272379984	-0.6550023267912883	house	face	body
205.006	1.5	b_plus	n/a	1.0	n/a	2.2067946298141816	-0.7911068838434682	house	face	body
222.026	1.5	b_plus	n/a	1.0	625.0	0.4511366112923737	0.1682221746783396	house	face	body
239.642	1.5	b_plus	n/a	1.0	646.0	1.447981176737126	-1.1790071331664127	house	face	body
272.28	1.5	b_plus	n/a	1.0	865.0	0.7993006713728407	-0.6844959144581273	house	face	body
288.899	1.5	b_plus	n/a	1.0	579.0	0.12959698343254206	-0.08262671264646862	house	face	body
313.921	1.5	b_plus	n/a	1.0	560.0	0.031045496733122326	-0.013922399843650554	house	face	body
350.965	1.5	b_plus	n/a	0.0	n/a	-1.975235239977032	-0.020774419648001016	house	face	body
68.054	1.5	c_minus	n/a	0.0	n/a	-0.7532114154062256	-0.25311683862306106	house	face	body
90.67299999999999	1.5	c_minus	n/a	1.0	n/a	1.2128251669937744	0.3408465789769391	house	face	body
145.736	1.5	c_minus	n/a	0.0	n/a	-2.4768843814985178	1.1569561274692308	house	face	body
150.743	1.5	c_minus	n/a	1.0	707.0	2.3438232605248497	-0.9281355145541362	house	face	body
162.356	1.5	c_minus	n/a	0.0	n/a	-2.234661656517955	0.8540204424886683	house	face	body
200.0	1.5	c_minus	n/a	0.0	n/a	-0.10197824362157322	-0.5090477128077133	house	face	body
218.018	1.5	c_minus	n/a	0.0	n/a	-1.153671901343812	0.8812766582585257	house	face	body
254.262	1.5	c_minus	n/a	0.0	n/a	-0.8318710636452077	0.7084733344312811	house	face	body
283.892	1.5	c_minus	n/a	0.0	n/a	-0.2778881462138248	0.22004932310329656	house	face	body
338.952	1.5	c_minus	n/a	1.0	519.0	0.8985727213446458	1.0724343742303208	house	face	body
28.017	1.5	c_plus	n/a	1.0	n/a	1.0416045845937745	-0.04793283862306101	house	face	body
50.034	1.5	c_plus	n/a	1.0	506.0	0.4816045845937744	-0.04793283862306101	house	face	body
62.047	1.5	c_plus	n/a	0.0	n/a	-1.7647954154062255	-0.04793283862306101	house	face	body
77.06	1.5	c_plus	n/a	1.0	952.0	1.6918855445937746	-0.4930297986230611	house	face	body
125.712	1.5	c_plus	n/a	1.0	573.0	0.11184468084977432	0.41210802512093897	house	face	body
166.363	1.5	c_plus	n/a	1.0	939.0	1.4683306844592643	-1.241335316088551	house	face	body
176.975	1.5	c_plus	n/a	0.0	n/a	-1.33063593146541	-0.5730299287078767	house	face	body
188.988	1.5	c_plus	n/a	1.0	525.0	1.4378187575277332	-0.2789755582603796	house	face	body
298.909	1.5	c_plus	n/a	1.0	449.0	2.073762328876445	-1.5674151434552104	house	face	body
354.97	1.5	c_plus	n/a	0.0	n/a	-1.5441481645023392	-0.2366028961687183	house	face	body
34.522	1.0	feedback	-1.0	0.0	n/a	n/a	n/a	house	face	body
53.539	1.0	feedback	1.0	0.0	n/a	n/a	n/a	house	face	body
84.168	1.0	feedback	-1.0	0.0	n/a	n/a	n/a	house	face	body
96.179	1.0	feedback	-1.0	0.0	n/a	n/a	n/a	house	face	body
121.204	1.0	feedback	-1.0	0.0	n/a	n/a	n/a	house	face	body
130.216	1.0	feedback	1.0	0.0	n/a	n/a	n/a	house	face	body
142.22799999999998	1.0	feedback	-1.0	0.0	n/a	n/a	n/a	house	face	body
154.84799999999996	1.0	feedback	1.0	0.0	n/a	n/a	n/a	house	face	body
171.46900000000005	1.0	feedback	-1.0	0.0	n/a	n/a	n/a	house	face	body
195.493	1.0	feedback	1.0	0.0	n/a	n/a	n/a	house	face	body
211.512	1.0	feedback	-1.0	0.0	n/a	n/a	n/a	house	face	body
228.13	1.0	feedback	1.0	0.0	n/a	n/a	n/a	house	face	body
245.748	1.0	feedback	1.0	0.0	n/a	n/a	n/a	house	face	body
267.773	1.0	feedback	-1.0	0.0	n/a	n/a	n/a	house	face	body
277.386	1.0	feedback	-1.0	0.0	n/a	n/a	n/a	house	face	body
292.403	1.0	feedback	1.0	0.0	n/a	n/a	n/a	house	face	body
307.414	1.0	feedback	1.0	0.0	n/a	n/a	n/a	house	face	body
317.426	1.0	feedback	1.0	0.0	n/a	n/a	n/a	house	face	body
335.445	1.0	feedback	-1.0	0.0	n/a	n/a	n/a	house	face	body
344.458	1.0	feedback	1.0	0.0	n/a	n/a	n/a	house	face	body
