onset	duration	condition	feedback_valence	rew	rt	PE	PE_mb	a_stim	b_stim	c_stim
15.004	1.5	A	n/a	0.0	n/a	n/a	n/a	house	face	body
83.565	1.5	A	n/a	0.0	n/a	n/a	n/a	house	face	body
100.081	1.5	A	n/a	0.0	n/a	n/a	n/a	house	face	body
123.605	1.5	A	n/a	0.0	n/a	n/a	n/a	house	face	body
134.115	1.5	A	n/a	0.0	n/a	n/a	n/a	house	face	body
142.624	1.5	A	n/a	0.0	n/a	n/a	n/a	house	face	body
198.175	1.5	A	n/a	0.0	n/a	n/a	n/a	house	face	body
209.686	1.5	A	n/a	0.0	n/a	n/a	n/a	house	face	body
229.199	1.5	A	n/a	0.0	n/a	n/a	n/a	house	face	body
249.72	1.5	A	n/a	0.0	n/a	n/a	n/a	house	face	body
274.23400000000004	1.5	A	n/a	0.0	n/a	n/a	n/a	house	face	body
285.743	1.5	A	n/a	0.0	n/a	n/a	n/a	house	face	body
315.27	1.5	A	n/a	0.0	n/a	n/a	n/a	house	face	body
330.78	1.5	A	n/a	0.0	n/a	n/a	n/a	house	face	body
348.293	1.5	A	n/a	0.0	n/a	n/a	n/a	house	face	body
361.805	1.5	A	n/a	0.0	n/a	n/a	n/a	house	face	body
379.319	1.5	A	n/a	0.0	n/a	n/a	n/a	house	face	body
410.448	1.5	A	n/a	0.0	n/a	n/a	n/a	house	face	body
463.0	1.5	A	n/a	0.0	n/a	n/a	n/a	house	face	body
479.515	1.5	A	n/a	0.0	n/a	n/a	n/a	house	face	body
59.539	1.5	b_minus	n/a	0.0	n/a	-1.520316593510106	0.5204085436002641	house	face	body
63.547	1.5	b_minus	n/a	0.0	n/a	-0.6467165935101059	0.206808543600264	house	face	body
111.591	1.5	b_minus	n/a	0.0	n/a	0.2968688912898944	-0.4903769411997363	house	face	body
119.598	1.5	b_minus	n/a	0.0	n/a	0.1528450198018942	-0.23793706971173603	house	face	body
174.15200000000004	1.5	b_minus	n/a	1.0	n/a	0.5493873872083835	1.4132236028817746	house	face	body
244.71400000000003	1.5	b_minus	n/a	0.0	n/a	-1.7360468419939703	0.5996471696841283	house	face	body
305.259	1.5	b_minus	n/a	1.0	n/a	0.8710462210471436	0.6289894151870143	house	face	body
404.442	1.5	b_minus	n/a	0.0	n/a	-2.0007897649498223	0.6608569369433401	house	face	body
422.961	1.5	b_minus	n/a	0.0	n/a	-1.4789878546293689	0.8894689023570056	house	face	body
451.989	1.5	b_minus	n/a	1.0	n/a	1.3714680515974182	0.36919510145323065	house	face	body
22.509	1.5	b_plus	n/a	1.0	n/a	1.039683406489894	-0.03959145639973595	house	face	body
88.069	1.5	b_plus	n/a	1.0	436.0	1.1776674064898942	-0.7375754563997361	house	face	body
105.584	1.5	b_plus	n/a	0.0	n/a	-2.0968746735101065	0.2905666236002644	house	face	body
148.128	1.5	b_plus	n/a	1.0	451.0	2.789838994237734	-1.5845630441475758	house	face	body
256.224	1.5	b_plus	n/a	1.0	502.0	0.7313188995431977	-0.20094598945303974	house	face	body
337.283	1.5	b_plus	n/a	1.0	431.0	0.5824910545638347	-0.3490754820736767	house	face	body
354.798	1.5	b_plus	n/a	0.0	n/a	-2.0254535112789798	0.1282078552251371	house	face	body
367.30800000000005	1.5	b_plus	n/a	1.0	n/a	2.287499836622159	-1.122236433235361	house	face	body
414.951	1.5	b_plus	n/a	1.0	432.0	1.148367452357372	-0.6356000628166925	house	face	body
486.019	1.5	b_plus	n/a	0.0	n/a	-1.7421608200841956	-0.03217003646741691	house	face	body
130.10899999999998	1.5	c_minus	n/a	0.0	n/a	-1.3831311087101057	0.3832230588002639	house	face	body
137.61700000000002	1.5	c_minus	n/a	0.0	n/a	0.210421148313894	-0.6503291982237358	house	face	body
205.679	1.5	c_minus	n/a	0.0	n/a	-2.5523963868960045	2.3588883369861624	house	face	body
214.19	1.5	c_minus	n/a	1.0	n/a	2.3507329816962015	-0.4358250316060439	house	face	body
236.702	1.5	c_minus	n/a	1.0	n/a	-0.23764254253486303	1.080253532625021	house	face	body
279.737	1.5	c_minus	n/a	0.0	n/a	-2.3143533557369853	0.6851536834271432	house	face	body
292.246	1.5	c_minus	n/a	0.0	n/a	0.32216781795711985	-1.0389641817229618	house	face	body
323.774	1.5	c_minus	n/a	0.0	n/a	0.16236596547741028	-0.4777048734838921	house	face	body
383.823	1.5	c_minus	n/a	0.0	n/a	-0.38131131043351424	0.2426136829611508	house	face	body
470.504	1.5	c_minus	n/a	1.0	n/a	-0.4005690113019525	2.339593547264601	house	face	body
