onset	duration	trial_type	cs-type	cs-number	shock	percept	letter	trial-code	TrialOn	ItiOn
2.05590486526489	8.0	CS+1	CS+	1.0	noshock	view	J	3	0.0497324466705322	10.063937664032
22.0843021869659	8.0	CS+2	CS+	2.0	noshock	view	H	4	20.0781581401825	30.092359066009497
42.112723112106295	8.0	CS+2	CS+	2.0	noshock	view	H	4	40.1065769195557	50.1207637786865
62.1411299705505	8.0	CS-	CS-	1.0	noshock	view	F	5	60.1349816322327	70.149201631546
82.16956472396849	8.0	CS+2	CS+	2.0	noshock	view	H	4	80.16339421272279	90.1776123046875
102.19797801971399	8.0	CS-	CS-	1.0	noshock	view	F	5	100.19181394577	110.206019163132
122.22639727592501	8.0	CS+1	CS+	1.0	noshock	view	J	3	120.220242977142	130.234449625015
142.254819631577	8.0	CS-	CS-	1.0	noshock	view	F	5	140.248674631119	150.262887954712
162.283256053925	8.0	CS+1	CS+	1.0	noshock	view	J	3	160.277077913284	170.291311979294
182.311681032181	8.0	CS-	CS-	1.0	noshock	view	F	5	180.305516004562	190.31973481178298
202.34009861946097	8.0	CS+2	CS+	2.0	noshock	view	H	4	200.333942651749	210.348155975342
222.368543386459	8.0	CS+1	CS+	1.0	noshock	view	J	3	220.362378835678	230.37660026550301
