onset	duration	trial_type
18.00328	18.04133	Bodies
36.0452	17.98381	Objects
54.02913	18.02695	Faces
72.05688	18.02347	Scenes
90.08111	17.94718	Bodies
108.0283	18.00591	Objects
126.0342	18.02555	Faces
144.0598	18.00038	Scenes
180.0132	18.02662	Bodies
198.0398	17.99546	Objects
216.0353	18.0043	Faces
234.0396	17.9785	Scenes
252.0181	18.00021	Bodies
270.0183	18.01392	Objects
288.0323	18.00323	Faces
306.0355	17.98328	Scenes
