participant_id	age	Sex	English	Race	PI1	PI2	PI3	PI4	PI5	PI6	PI7	PI8	PI9	PI10	PI11_1	PI11_2	PI11_3	PI11_4	PI11_5	PI11_6	PI12	PI13	PI14	PI15	PI16	PI17	PI18	PI19	PI20	PI21	MFQ2-1_1	MFQ2-1_7	MFQ2-2_3	MFQ2-2_9	MFQ2-3_5	MFQ2-4_1	MFQ2-1_2	MFQ2-1_8	MFQ2-2_4	MFQ2-2_10	MFQ2-3_6	MFQ2-4_2	MFQ2-1_3	MFQ2-1_9	MFQ2-2_5	MFQ2-3_1	MFQ2-3_7	MFQ2-4_3	MFQ2-1_4	MFQ2-1_10	MFQ2-2_6	MFQ2-3_2	MFQ2-3_8	MFQ2-4_4	MFQ2-1_5	MFQ2-2_1	MFQ2-2_7	MFQ2-3_3	MFQ2-3_9	MFQ2-4_5	MFQ2-1_6	MFQ2-2_2	MFQ2-2_8	MFQ2-3_4	MFQ2-3_10	MFQ2-4_6	mfq_care_avg	mfq_equality_avg	mfq_proportionality_avg	mfq_loyalty_avg	mfq_authority_avg	mfq_sanctity_avg	MAC1_1	MAC1_2	MAC1_3	MAC3_1	MAC3_2	MAC3_3	MAC1_4	MAC1_5	MAC1_6	MAC3_4	MAC3_5	MAC3_6	MAC1_7	MAC1_8	MAC1_9	MAC3_7	MAC3_8	MAC3_9	MAC2_1	MAC2_2	MAC2_3	MAC4_1	MAC4_2	MAC4_3	MAC2_4	MAC2_5	MAC2_6	MAC4_4	MAC4_5	MAC4_6	MAC2_7	MAC2_8	MAC2_9	MAC4_7	MAC4_8	MAC4_9	MAC2_10	MAC2_11	MAC2_12	MAC4_10	MAC4_11	MAC4_12	macq_family_avg	macq_group_avg	macq_reciprocity_avg	macq_heroism_avg	macq_deference_avg	macq_fairness_avg	macq_property_avg	severity_care_emotional06	severity_social_norms06	severity_social_norms13	severity_care_physical04	severity_care_physical14	severity_sanctity07	severity_sanctity12	severity_authority05	severity_authority11	severity_fairness01	severity_fairness06	severity_fairness15	severity_loyalty03	severity_loyalty12	severity_family05	severity_family01	severity_reciprocity05	severity_heroism01	severity_heroism03	severity_property04	severity_property01	severity_group05	severity_deference05	severity_deference03	severity_care_physical08	severity_sanctity01	severity_sanctity08	severity_sanctity13	severity_authority07	severity_authority12	severity_fairness04	severity_fairness12	severity_loyalty01	severity_loyalty07	severity_loyalty15	severity_family03	severity_reciprocity04	severity_reciprocity01	severity_heroism04	severity_heroism02	severity_property05	severity_group02	severity_group01	severity_deference04	severity_deference01	severity_social_norms14	severity_social_norms07	severity_social_norms03	severity_care_emotional15	severity_care_physical13	severity_sanctity05	severity_sanctity11	severity_authority03	severity_authority08	severity_authority13	severity_fairness16	severity_fairness13	severity_loyalty02	severity_loyalty10	severity_family04	severity_family02	severity_reciprocity03	severity_reciprocity02	severity_heroism05	severity_property03	severity_property02	severity_group03	severity_group04	severity_deference02	severity_care_emotional05	severity_social_norms10	severity_social_norms05	believe_care_emotional06	believe_social_norms06	believe_social_norms13	believe_care_physical04	believe_care_physical14	believe_sanctity07	believe_sanctity12	believe_authority05	believe_authority11	believe_fairness01	believe_fairness06	believe_fairness15	believe_loyalty03	believe_loyalty12	believe_family05	believe_family01	believe_reciprocity05	believe_heroism01	believe_heroism03	believe_property04	believe_property01	believe_group05	believe_deference05	believe_deference03	believe_care_physical08	believe_sanctity01	believe_sanctity08	believe_sanctity13	believe_authority07	believe_authority12	believe_fairness04	believe_fairness12	believe_loyalty01	believe_loyalty07	believe_loyalty15	believe_family03	believe_reciprocity04	believe_reciprocity01	believe_heroism04	believe_heroism02	believe_property05	believe_group02	believe_group01	believe_deference04	believe_deference01	believe_social_norms14	believe_social_norms07	believe_social_norms03	believe_care_emotional15	believe_care_physical13	believe_sanctity05	believe_sanctity11	believe_authority03	believe_authority08	believe_authority13	believe_fairness16	believe_fairness13	believe_loyalty02	believe_loyalty10	believe_family04	believe_family02	believe_reciprocity03	believe_reciprocity02	believe_heroism05	believe_property03	believe_property02	believe_group03	believe_group04	believe_deference02	believe_care_emotional05	believe_social_norms10	believe_social_norms05	exp_care_emotional06	exp_social_norms06	exp_social_norms13	exp_care_physical04	exp_care_physical14	exp_sanctity07	exp_sanctity12	exp_authority05	exp_authority11	exp_fairness01	exp_fairness06	exp_fairness15	exp_loyalty03	exp_loyalty12	exp_family05	exp_family01	exp_reciprocity05	exp_heroism01	exp_heroism03	exp_property04	exp_property01	exp_group05	exp_deference05	exp_deference03	exp_care_physical08	exp_sanctity01	exp_sanctity08	exp_sanctity13	exp_authority07	exp_authority12	exp_fairness04	exp_fairness12	exp_loyalty01	exp_loyalty07	exp_loyalty15	exp_family03	exp_reciprocity04	exp_reciprocity01	exp_heroism04	exp_heroism02	exp_property05	exp_group02	exp_group01	exp_deference04	exp_deference01	exp_social_norms14	exp_social_norms07	exp_social_norms03	exp_care_emotional15	exp_care_physical13	exp_sanctity05	exp_sanctity11	exp_authority03	exp_authority08	exp_authority13	exp_fairness16	exp_fairness13	exp_loyalty02	exp_loyalty10	exp_family04	exp_family02	exp_reciprocity03	exp_reciprocity02	exp_heroism05	exp_property03	exp_property02	exp_group03	exp_group04	exp_deference02	exp_care_emotional05	exp_social_norms10	exp_social_norms05
sub-02	18.0	Female	Yes	Asian,Filipino	Government often does a better job than people give it credit for	Government regulation of business is necessary to protect the public interest	Poor people have hard lives because government benefits don't go far enough to help them live decently	The government should do more to help needy Americans, even if it means going deeper into debt	Racial discrimination is the main reason why many black people can't get ahead these days	Immigrants today strengthen our country because of their hard work and talents	Good diplomacy is the best way to ensure peace	Most corporations make a fair and reasonable amount of profit	Homosexuality should be accepted by society	Stricter environmental laws and regulations are worth the cost	60.0	74.0	22.0	95.0	91.0	93.0	About the same  	About the same 	Somewhat more closed-minded  	About the same  	NET More UNintelligent  	Somewhat more intelligent  	About the same NET More lazy 	NET More open-minded 	A lot more honest  	About the same  	5.0	4.0	5.0	5.0	5.0	5.0	2.0	2.0	4.0	2.0	1.0	2.0	3.0	4.0	4.0	5.0	n/a	3.0	2.0	1.0	3.0	2.0	2.0	3.0	2.0	2.0	3.0	2.0	1.0	4.0	3.0	1.0	1.0	1.0	1.0	2.0	4.833333333333333	2.1666666666666665	3.8	2.1666666666666665	2.3333333333333335	1.5	90.0	90.0	98.0	45.0	41.0	40.0	92.0	95.0	98.0	25.0	47.0	63.0	97.0	96.0	98.0	15.0	44.0	90.0	93.0	100.0	100.0	99.0	85.0	24.0	76.0	77.0	78.0	29.0	16.0	20.0	76.0	67.0	78.0	35.0	99.0	99.0	47.0	72.0	75.0	92.0	16.0	n/a	67.33333333333333	70.0	73.33333333333333	83.5	49.333333333333336	75.66666666666667	60.4	4	1	1	5	5	5	5	4	4	5	5	5	3	4	5	5	4	5	4	5	1	5	5	4	5	5	4	5	5	4	4	2	3	1	3	5	4	4	4	5	5	4	4	4	5	1	1	1	5	5	5	5	4	3	4	2	4	2	5	5	5	4	4	4	5	4	5	5	5	5	1	1	5	5	5	5	5	2	4	5	5	5	4	4	4	5	5	5	5	4	5	5	5	3	5	5	2	1	2	2	5	5	5	5	4	4	2	4	5	5	5	4	4	4	4	5	4	4	4	4	4	4	3	5	5	5	5	4	5	4	4	5	3	5	5	3	5	5	4	5	5	5	4	5	1	1	2	1	2	1	1	5	1	1	1	1	1	1	1	1	4	1	1	1	1	1	1	1	1	1	1	1	1	2	4	4	1	1	1	2	2	3	2	1	1	1	1	1	1	1	1	1	1	1	1	1	4	3	1	1	1	1	1	3	1	4	1	1	1	1	3	1	4	1	1	2
sub-03	24.0	Male	Yes	Chinese	Government often does a better job than people give it credit for	Government regulation of business is necessary to protect the public interest	Poor people have hard lives because government benefits don't go far enough to help them live decently	The government should do more to help needy Americans, even if it means going deeper into debt	Racial discrimination is the main reason why many black people can't get ahead these days	Immigrants today strengthen our country because of their hard work and talents	Good diplomacy is the best way to ensure peace	Business corporations make too much profit	Homosexuality should be accepted by society	Stricter environmental laws and regulations cost too many jobs and hurt the economy	20.0	85.0	52.0	68.0	37.0	52.0	Somewhat more IMmoral 	About the same 	Somewhat more closed-minded  	About the same  	About the same  	About the same  	Somewhat more hard-working 	A lot more open-minded 	About the same  	About the same  	4.0	3.0	4.0	5.0	4.0	4.0	4.0	3.0	5.0	4.0	4.0	3.0	5.0	5.0	4.0	4.0	4.0	3.0	3.0	2.0	3.0	2.0	3.0	5.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	2.0	1.0	1.0	2.0	3.0	4.0	3.8333333333333335	4.166666666666667	3.0	4.0	2.1666666666666665	70.0	80.0	80.0	71.0	91.0	72.0	78.0	79.0	62.0	51.0	64.0	65.0	91.0	97.0	90.0	81.0	93.0	81.0	51.0	62.0	62.0	88.0	94.0	83.0	83.0	82.0	77.0	49.0	51.0	64.0	92.0	89.0	85.0	43.0	91.0	85.0	36.0	40.0	49.0	51.0	86.0	69.0	77.33333333333333	66.5	88.83333333333333	73.33333333333333	67.66666666666667	80.83333333333333	55.166666666666664	2	1	1	5	4	5	2	4	5	5	5	4	4	1	5	5	2	4	3	4	3	5	5	5	4	4	4	2	5	4	2	3	3	3	5	5	5	5	4	5	5	2	2	4	4	2	1	1	4	2	1	3	3	4	5	3	3	5	2	4	4	4	5	5	5	3	5	5	4	4	1	1	4	2	4	3	5	3	5	5	3	5	2	4	3	5	5	4	5	4	5	5	5	4	3	4	2	3	5	2	2	2	4	5	4	2	2	2	4	3	3	3	3	2	3	4	2	4	2	4	1	4	2	3	4	5	3	4	5	1	4	5	2	4	2	4	3	1	4	1	5	5	5	5	2	2	3	2	3	1	1	2	1	2	1	1	1	1	1	1	5	2	2	1	2	1	2	1	1	1	1	1	1	1	1	3	4	2	1	1	1	2	1	1	3	2	1	2	2	3	1	2	1	3	1	1	2	2	1	2	3	1	1	1	1	3	1	2	1	1	2	1	2	1	4	2
sub-04	19.0	Female	Yes	Asian,Filipino,Japanese	Government often does a better job than people give it credit for	Government regulation of business is necessary to protect the public interest	Poor people today have it easy because they can get government benefits without doing anything in return	The government today can't afford to do much more to help the needy	n/a	Immigrants today strengthen our country because of their hard work and talents	Good diplomacy is the best way to ensure peace	Business corporations make too much profit	Homosexuality should be accepted by society	Stricter environmental laws and regulations are worth the cost	40.0	60.0	50.0	79.0	28.0	39.0	NET More IMmoral  	About the same 	Somewhat more closed-minded  	Somewhat more honest 	NET More UNintelligent  	About the same  	Somewhat more hard-working 	Somewhat more open-minded	NET More DIShonest  	About the same  	4.0	5.0	4.0	4.0	4.0	3.0	2.0	2.0	2.0	2.0	2.0	2.0	4.0	3.0	4.0	3.0	3.0	2.0	4.0	2.0	3.0	3.0	3.0	4.0	3.0	4.0	2.0	3.0	4.0	5.0	3.0	1.0	1.0	4.0	2.0	1.0	4.0	2.0	3.1666666666666665	3.1666666666666665	3.5	2.0	75.0	86.0	100.0	94.0	84.0	77.0	56.0	72.0	65.0	49.0	35.0	47.0	81.0	100.0	100.0	66.0	75.0	100.0	85.0	91.0	75.0	70.0	50.0	40.0	49.0	36.0	77.0	24.0	50.0	60.0	93.0	87.0	87.0	80.0	80.0	51.0	100.0	100.0	100.0	100.0	30.0	0.0	86.0	54.0	87.0	68.5	49.333333333333336	79.66666666666667	71.66666666666667	4	1	1	5	3	5	3	3	4	4	5	5	4	3	4	5	2	5	2	4	3	5	4	4	5	5	2	5	4	3	3	5	2	2	2	5	5	3	2	4	5	3	4	4	4	1	2	2	5	3	5	5	4	5	5	4	2	3	5	3	5	4	5	5	5	4	5	5	5	5	1	2	4	2	3	4	4	2	4	5	3	5	4	3	2	3	5	5	4	3	4	5	3	3	3	5	2	1	3	2	4	4	5	5	4	2	4	3	5	4	5	5	3	3	4	4	2	5	2	3	3	4	2	4	2	4	2	3	4	2	2	4	2	4	2	2	4	4	2	2	5	4	4	4	3	1	1	2	3	1	3	1	1	2	1	1	1	2	4	2	3	1	1	1	1	1	1	4	1	1	1	1	3	2	4	5	3	1	3	1	5	4	4	3	2	2	4	3	1	4	1	1	1	4	1	1	2	4	2	3	3	4	1	2	1	3	3	4	2	2	1	2	5	3	4	3
sub-05	n/a	Female	No	Asian,Chinese	Government is almost always wasteful and inefficient	Government regulation of business is necessary to protect the public interest	Poor people today have it easy because they can get government benefits without doing anything in return	The government should do more to help needy Americans, even if it means going deeper into debt	Racial discrimination is the main reason why many black people can't get ahead these days	Immigrants today strengthen our country because of their hard work and talents	Good diplomacy is the best way to ensure peace	Business corporations make too much profit	Homosexuality should be accepted by society	Stricter environmental laws and regulations cost too many jobs and hurt the economy	49.0	51.0	51.0	51.0	50.0	75.0	Somewhat more moral 	Somewhat more hard-working 	A lot more open-minded 	Somewhat more honest 	A lot more intelligent  	Somewhat more intelligent  	Somewhat more hard-working 	Somewhat more open-minded	Somewhat more honest 	Somewhat more intelligent  	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	52.0	50.0	48.0	51.0	50.0	51.0	50.0	50.0	51.0	50.0	50.0	51.0	52.0	52.0	52.0	51.0	51.0	52.0	50.0	51.0	50.0	51.0	51.0	51.0	51.0	53.0	52.0	50.0	51.0	50.0	52.0	51.0	51.0	51.0	50.0	50.0	51.0	50.0	50.0	50.0	50.0	50.0	50.333333333333336	50.333333333333336	51.666666666666664	50.666666666666664	51.166666666666664	50.833333333333336	50.166666666666664	2	2	1	4	5	2	2	4	4	4	3	5	3	4	4	5	3	5	4	3	1	5	5	4	5	3	4	4	4	5	5	2	3	4	3	4	4	5	4	4	2	4	1	4	5	1	1	1	5	3	4	3	4	3	5	4	4	4	2	3	3	4	3	4	3	5	4	4	3	3	3	3	2	2	5	4	4	2	2	3	1	4	4	2	1	2	3	5	5	4	5	5	4	5	4	3	1	4	1	2	2	1	1	5	4	5	2	1	3	3	5	4	4	5	1	4	1	3	1	4	2	4	1	1	3	1	2	5	1	2	1	1	1	4	4	2	1	3	1	1	1	1	1	1	1	1	4	2	2	1	1	3	1	2	1	1	1	1	1	1	4	1	2	1	1	1	1	1	1	1	1	1	1	1	1	4	1	5	1	1	1	1	2	2	1	1	1	3	1	1	1	1	1	1	1	1	2	1	1	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
sub-06	22.0	Female	Yes	Asian	Government often does a better job than people give it credit for	Government regulation of business is necessary to protect the public interest	Poor people have hard lives because government benefits don't go far enough to help them live decently	The government today can't afford to do much more to help the needy	Racial discrimination is the main reason why many black people can't get ahead these days	Immigrants today strengthen our country because of their hard work and talents	Good diplomacy is the best way to ensure peace	Business corporations make too much profit	Homosexuality should be accepted by society	Stricter environmental laws and regulations are worth the cost	65.0	66.0	53.0	51.0	5.0	50.0	NET More IMmoral  	About the same 	NET More closed-minded	NET More DIShonest  	About the same  	About the same  	Somewhat more hard-working 	Somewhat more open-minded	About the same  	About the same  	4.0	4.0	4.0	4.0	3.0	4.0	2.0	3.0	3.0	3.0	1.0	2.0	3.0	3.0	3.0	5.0	3.0	3.0	1.0	1.0	3.0	1.0	1.0	4.0	2.0	3.0	2.0	3.0	2.0	4.0	2.0	1.0	1.0	1.0	1.0	1.0	3.8333333333333335	2.3333333333333335	3.3333333333333335	1.8333333333333333	2.6666666666666665	1.1666666666666667	70.0	70.0	60.0	40.0	20.0	20.0	49.0	50.0	42.0	20.0	28.0	69.0	48.0	49.0	58.0	47.0	48.0	47.0	33.0	66.0	40.0	66.0	60.0	31.0	19.0	19.0	19.0	40.0	33.0	41.0	49.0	7.0	11.0	92.0	100.0	100.0	10.0	36.0	39.0	64.0	32.0	4.0	46.666666666666664	43.0	49.5	49.333333333333336	28.5	59.833333333333336	30.833333333333332	1	2	1	2	4	5	5	4	4	5	2	1	2	4	4	5	2	4	5	4	5	5	5	5	5	5	4	5	4	5	4	3	2	3	2	4	4	4	4	5	5	2	2	4	5	2	1	1	2	5	5	5	2	4	4	4	4	1	4	5	5	5	4	5	5	5	4	5	5	4	1	1	5	1	5	5	4	2	5	5	2	5	4	4	3	3	5	5	5	4	4	4	5	4	3	4	4	2	4	4	4	4	4	4	4	3	2	3	2	4	4	4	2	4	4	2	4	2	2	4	4	1	2	1	4	4	4	4	2	2	2	4	4	5	4	1	4	4	1	2	5	4	4	4	1	1	1	1	3	1	1	1	1	1	1	1	1	1	3	1	3	1	1	1	1	1	1	1	1	1	1	1	2	1	1	3	1	1	1	1	2	4	1	1	1	1	1	2	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	4	1	1	1
sub-07	19.0	Female	Yes	Black/African American	Government often does a better job than people give it credit for	Government regulation of business is necessary to protect the public interest	Poor people have hard lives because government benefits don't go far enough to help them live decently	The government should do more to help needy Americans, even if it means going deeper into debt	Racial discrimination is the main reason why many black people can't get ahead these days	Immigrants today strengthen our country because of their hard work and talents	Good diplomacy is the best way to ensure peace	Most corporations make a fair and reasonable amount of profit	Homosexuality should be accepted by society	Stricter environmental laws and regulations cost too many jobs and hurt the economy	50.0	50.0	49.0	50.0	50.0	50.0	About the same  	About the same 	About the same	About the same  	About the same  	About the same  	About the same NET More lazy 	About the same	About the same  	About the same  	5.0	2.0	4.0	4.0	4.0	4.0	2.0	2.0	3.0	3.0	4.0	2.0	4.0	4.0	4.0	5.0	4.0	5.0	1.0	1.0	4.0	3.0	4.0	5.0	4.0	2.0	3.0	4.0	4.0	4.0	3.0	5.0	3.0	4.0	3.0	5.0	3.8333333333333335	2.6666666666666665	4.333333333333333	3.0	3.5	3.8333333333333335	89.0	100.0	100.0	100.0	100.0	52.0	51.0	68.0	19.0	22.0	49.0	75.0	100.0	100.0	100.0	87.0	66.0	79.0	51.0	51.0	49.0	42.0	74.0	24.0	49.0	89.0	98.0	33.0	40.0	69.0	100.0	27.0	16.0	51.0	100.0	88.0	100.0	100.0	26.0	0.0	0.0	n/a	90.16666666666667	47.333333333333336	88.66666666666667	48.5	63.0	63.666666666666664	45.2	4	2	1	5	5	3	5	5	4	5	4	5	3	4	3	5	3	4	5	5	4	4	5	5	4	4	1	1	3	3	2	3	4	3	4	4	4	3	4	4	5	2	4	5	4	1	1	2	5	5	3	5	4	4	5	3	5	5	3	5	5	5	5	5	5	5	4	3	5	5	3	3	4	4	5	3	5	4	5	5	4	5	4	4	3	4	5	5	5	4	4	5	4	4	4	5	4	4	4	4	4	4	4	5	4	4	4	4	4	4	4	4	5	4	4	5	4	4	4	4	5	5	5	5	4	5	5	3	5	5	3	5	5	5	5	5	5	5	4	4	5	5	3	4	1	1	1	1	1	1	1	1	1	1	1	1	1	1	4	1	1	1	1	1	4	1	1	1	1	1	1	1	4	4	4	1	1	1	1	1	1	4	4	4	1	1	4	1	1	1	1	4	1	1	1	1	1	5	1	2	1	1	1	1	1	4	1	1	1	1	1	1	1	1	1	1
sub-08	20.0	Female	Yes	White	Government often does a better job than people give it credit for	Government regulation of business usually does more harm than good	Poor people have hard lives because government benefits don't go far enough to help them live decently	The government today can't afford to do much more to help the needy	Racial discrimination is the main reason why many black people can't get ahead these days	Immigrants today strengthen our country because of their hard work and talents	Good diplomacy is the best way to ensure peace	Most corporations make a fair and reasonable amount of profit	Homosexuality should be accepted by society	Stricter environmental laws and regulations are worth the cost	62.0	67.0	57.0	69.0	77.0	47.0	Somewhat more moral 	About the same 	NET More closed-minded	About the same  	About the same  	Somewhat more intelligent  	About the same NET More lazy 	Somewhat more open-minded	Somewhat more honest 	Somewhat more intelligent  	4.0	5.0	5.0	5.0	5.0	5.0	2.0	2.0	4.0	2.0	4.0	2.0	2.0	3.0	4.0	5.0	2.0	4.0	2.0	2.0	2.0	3.0	n/a	5.0	3.0	3.0	4.0	4.0	4.0	4.0	5.0	3.0	4.0	2.0	2.0	5.0	4.833333333333333	2.6666666666666665	3.3333333333333335	2.8	3.6666666666666665	3.5	94.0	92.0	97.0	66.0	53.0	51.0	96.0	96.0	95.0	48.0	54.0	72.0	97.0	100.0	97.0	53.0	77.0	80.0	65.0	97.0	100.0	90.0	73.0	56.0	70.0	26.0	90.0	66.0	44.0	84.0	45.0	18.0	10.0	49.0	89.0	88.0	15.0	12.0	11.0	38.0	36.0	24.0	75.5	76.83333333333333	84.0	80.16666666666667	63.333333333333336	49.833333333333336	22.666666666666668	4	1	1	4	4	n/a	4	4	4	5	5	5	3	3	5	5	4	4	5	3	4	5	5	4	5	5	4	5	4	5	4	2	4	4	4	4	5	4	5	5	4	4	5	4	4	4	2	2	4	5	5	4	4	4	4	4	4	4	4	5	4	4	5	4	4	4	4	4	4	3	2	1	4	2	1	4	4	2	4	4	4	5	3	4	3	4	4	5	4	4	5	5	3	5	5	4	5	5	4	2	4	5	5	5	4	2	4	4	5	4	4	5	4	4	5	4	4	3	3	3	4	2	3	3	4	4	4	4	4	4	4	5	4	4	5	4	4	4	4	4	4	3	2	3	2	1	1	1	2	1	1	1	1	3	1	1	1	1	2	1	4	1	4	5	1	1	1	2	1	1	1	1	4	3	4	4	1	1	1	2	2	3	1	1	2	2	1	4	1	2	1	n/a	1	1	1	1	2	4	3	1	1	2	1	1	1	3	1	1	1	2	2	1	3	1	1	1
sub-09	18.0	Male	Yes	Hispanic/Latino/Latina	Government often does a better job than people give it credit for	Government regulation of business usually does more harm than good	Poor people have hard lives because government benefits don't go far enough to help them live decently	The government should do more to help needy Americans, even if it means going deeper into debt	Racial discrimination is the main reason why many black people can't get ahead these days	Immigrants today strengthen our country because of their hard work and talents	Good diplomacy is the best way to ensure peace	Business corporations make too much profit	Homosexuality should be accepted by society	Stricter environmental laws and regulations are worth the cost	50.0	50.0	40.0	50.0	35.0	50.0	About the same  	About the same 	NET More closed-minded	NET More DIShonest  	About the same  	About the same  	About the same NET More lazy 	A lot more open-minded 	About the same  	About the same  	4.0	5.0	2.0	3.0	3.0	2.0	2.0	1.0	5.0	1.0	1.0	1.0	5.0	5.0	5.0	4.0	5.0	1.0	1.0	1.0	3.0	1.0	5.0	3.0	3.0	2.0	3.0	5.0	2.0	5.0	5.0	1.0	1.0	1.0	2.0	1.0	3.1666666666666665	1.8333333333333333	4.166666666666667	2.3333333333333335	3.3333333333333335	1.8333333333333333	100.0	93.0	94.0	75.0	90.0	70.0	55.0	54.0	53.0	19.0	5.0	32.0	74.0	63.0	63.0	55.0	70.0	84.0	40.0	51.0	50.0	72.0	77.0	70.0	20.0	5.0	0.0	49.0	10.0	65.0	39.0	86.0	88.0	95.0	100.0	95.0	100.0	100.0	78.0	60.0	75.0	1.0	87.0	36.333333333333336	68.16666666666667	60.0	24.833333333333332	83.83333333333333	69.0	2	1	1	4	2	2	2	4	4	5	3	4	2	1	2	5	2	5	3	3	4	5	5	4	4	1	2	2	3	2	3	2	2	4	1	3	4	4	1	5	5	2	3	4	3	1	1	1	1	4	2	2	4	3	4	3	4	1	2	2	3	4	4	5	4	3	4	2	5	2	1	1	4	2	2	5	5	2	4	5	2	5	3	4	5	4	5	5	5	5	5	5	5	5	4	5	3	2	3	3	4	4	4	5	4	2	5	4	5	2	5	5	5	5	4	5	4	2	2	2	5	2	1	4	2	4	4	4	4	3	4	4	2	5	2	4	5	4	3	4	5	3	2	3	1	1	1	1	2	1	1	4	1	4	1	1	1	1	4	1	4	1	1	1	1	1	1	1	1	1	1	1	1	1	1	4	1	1	4	1	1	1	4	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
sub-10	n/a	Male	Yes	White	Government often does a better job than people give it credit for	Government regulation of business is necessary to protect the public interest	Poor people have hard lives because government benefits don't go far enough to help them live decently	The government today can't afford to do much more to help the needy	Racial discrimination is the main reason why many black people can't get ahead these days	Immigrants today strengthen our country because of their hard work and talents	Good diplomacy is the best way to ensure peace	Business corporations make too much profit	Homosexuality should be accepted by society	Stricter environmental laws and regulations are worth the cost	50.0	50.0	50.0	55.0	45.0	55.0	About the same  	About the same 	About the same	About the same  	About the same  	About the same  	n/a	About the same	About the same  	About the same  	4.0	4.0	4.0	4.0	4.0	3.0	3.0	3.0	4.0	3.0	3.0	1.0	4.0	4.0	3.0	4.0	3.0	1.0	2.0	1.0	2.0	2.0	2.0	3.0	3.0	3.0	2.0	3.0	2.0	3.0	2.0	2.0	1.0	1.0	2.0	2.0	3.8333333333333335	2.8333333333333335	3.1666666666666665	2.0	2.6666666666666665	1.6666666666666667	70.0	60.0	71.0	72.0	40.0	50.0	55.0	55.0	56.0	40.0	40.0	71.0	68.0	60.0	70.0	30.0	50.0	71.0	18.0	71.0	50.0	70.0	35.0	20.0	25.0	45.0	30.0	n/a	n/a	35.0	56.0	26.0	67.0	95.0	95.0	82.0	71.0	71.0	64.0	49.0	19.0	14.0	60.5	52.833333333333336	58.166666666666664	44.0	33.75	70.16666666666667	48.0	4	1	1	5	4	5	5	4	4	3	4	5	4	2	5	5	4	5	2	4	2	5	5	5	4	5	4	4	4	4	2	4	4	4	4	5	4	4	3	5	5	3	4	5	2	2	2	1	5	5	5	3	4	4	5	4	4	5	4	5	5	5	5	3	5	4	5	4	3	5	3	1	4	2	4	4	4	3	3	4	2	5	4	5	2	4	4	5	4	2	4	4	4	4	4	4	4	2	3	3	3	2	4	4	4	2	2	4	4	4	5	4	4	4	4	4	2	2	4	2	4	2	2	4	4	4	4	4	4	2	3	4	4	5	4	4	4	4	4	4	4	3	4	4	1	1	1	1	1	1	1	2	1	4	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	4	1	1	1	n/a	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	4	1	1	1	1	2	1	1	1	1	1
