onset	duration	identifier	response_time	trial_type
3.000065	2.981753	yt-CQzqhM81T_M_5.mp4	0	yt-CQzqhM81T_M_5.mp4
7.500286	2.971954	yt-yNeLe_a2pck_651.mp4	0	yt-yNeLe_a2pck_651.mp4
13.50051	2.975379	yt-AhM9i0zrIEo_19.mp4	0	yt-AhM9i0zrIEo_19.mp4
18.000729999999994	2.987865	giphy-5gH28DhukBKlq_2.mp4	0	giphy-5gH28DhukBKlq_2.mp4
22.50108	2.978073	yt-xPT35mB9C28_1226.mp4	0	yt-xPT35mB9C28_1226.mp4
28.50147	2.981728	-YwZOeyAQC8_15.mp4	0	-YwZOeyAQC8_15.mp4
33.00163	2.98847	vine-A-kid-bowing-a-wheel-JohnnyRandom-MgJUX6q5pV5_1.mp4	0	vine-A-kid-bowing-a-wheel-JohnnyRandom-MgJUX6q5pV5_1.mp4
39.00177	2.9757740000000004	yt-lTeHKYHiVcM_15.mp4	0	yt-lTeHKYHiVcM_15.mp4
45.00194000000001	2.97888	yt-nJH9cpyHtro_94.mp4	0	yt-nJH9cpyHtro_94.mp4
49.50209	2.986401	yt-OurLBAGyI9c_16.mp4	0	yt-OurLBAGyI9c_16.mp4
55.50226	2.9728830000000004	yt-uHGsgDLXCns_2999.mp4	0	yt-uHGsgDLXCns_2999.mp4
60.00242	2.981398	yt---kgxi3dRc8_202.mp4	0	yt---kgxi3dRc8_202.mp4
64.50256	2.984103	yt-orhTrit8STg_509.mp4	0	yt-orhTrit8STg_509.mp4
69.00271	2.97728	flickr-0-9-3-5-5-6-6-9-5809355669_3.mp4	0	flickr-0-9-3-5-5-6-6-9-5809355669_3.mp4
73.50287	2.984321	vine-MVvgr5hA3JD_1.mp4	0	vine-MVvgr5hA3JD_1.mp4
78.00303000000002	2.974583	vine-Discussing-gopher-problems-with-Frank-from-the-parks-department-hLpauJl9VBw_1.mp4	0	vine-Discussing-gopher-problems-with-Frank-from-the-parks-department-hLpauJl9VBw_1.mp4
82.5032	2.9813650000000003	flickr-9-6-7-8-7-6-4-6-2496787646_9.mp4	0	flickr-9-6-7-8-7-6-4-6-2496787646_9.mp4
87.00335	2.988448	8-6-0-3-9-6-6-0-19586039660_4.mp4	0	8-6-0-3-9-6-6-0-19586039660_4.mp4
93.00351	2.975117	gvztLkrmEIg_137.mp4	0	gvztLkrmEIg_137.mp4
97.50367	2.98228	yt-D0FQ_5wWv_s_5.mp4	0	yt-D0FQ_5wWv_s_5.mp4
102.0038	2.988912	flickr-7-7-0-5-0-7-0-9-4177050709_33.mp4	0	flickr-7-7-0-5-0-7-0-9-4177050709_33.mp4
108.004	2.975833	flickr-3-3-2-8-3-2-3-7-2833283237_47.mp4	0	flickr-3-3-2-8-3-2-3-7-2833283237_47.mp4
112.5041	2.983099	yt-KZqqB7yoVYw_11.mp4	0	yt-KZqqB7yoVYw_11.mp4
117.0043	2.970287	2-8-0-2-5-4-8-8-5028025488_7.mp4	0	2-8-0-2-5-4-8-8-5028025488_7.mp4
121.5044	2.980207	yt-b6BhSLVUPuc_188.mp4	0	yt-b6BhSLVUPuc_188.mp4
126.0046	2.987377	giphy-10TNZYlPEDFR3a_3.mp4	0	giphy-10TNZYlPEDFR3a_3.mp4
130.5048	2.9776130000000003	yt-_Ey9knC5X3g_5.mp4	1	crowd
135.0049	2.9845330000000003	yt-DnrzWno9RY0_28.mp4	0	yt-DnrzWno9RY0_28.mp4
139.5051	2.991349	yt-H_bBYuPxXkU_71.mp4	0	yt-H_bBYuPxXkU_71.mp4
144.0052	2.981309	flickr-4-1-7-8-1-9-6-2-3941781962_7.mp4	0	flickr-4-1-7-8-1-9-6-2-3941781962_7.mp4
148.5054	2.988523	yt-zcz5nb7m-Y4_55.mp4	0	yt-zcz5nb7m-Y4_55.mp4
154.5055	2.975468	yt-hXKxZId2MC0_139.mp4	0	yt-hXKxZId2MC0_139.mp4
160.5057	2.979373	yt-K8ATZKxAgck_32.mp4	0	yt-K8ATZKxAgck_32.mp4
165.0058	2.986082	yt-cYECXplgRi4_15.mp4	0	yt-cYECXplgRi4_15.mp4
169.50599999999997	2.976633	yt-krmQtsQUk1Q_485.mp4	0	yt-krmQtsQUk1Q_485.mp4
