onset	duration	identifier	response_time	trial_type
3.000065	2.975366	yt-0Bzn7lSvTmA_9.mp4	0	yt-0Bzn7lSvTmA_9.mp4
7.500291000000002	2.982101	yt-BJa2Fs1UyZ0_71.mp4	0	yt-BJa2Fs1UyZ0_71.mp4
12.0005	2.986017	yt-gyHCZmoE-Gc_173.mp4	0	yt-gyHCZmoE-Gc_173.mp4
18.00074	2.976165	yt-HT3D9Cpx8Lw_28.mp4	0	yt-HT3D9Cpx8Lw_28.mp4
22.50111	2.98279	yt-84Tw9n59zw0_24.mp4	0	yt-84Tw9n59zw0_24.mp4
27.001490000000004	2.989448	yt-orhTrit8STg_509.mp4	0	yt-orhTrit8STg_509.mp4
31.50165	2.979516	yt-DnrzWno9RY0_28.mp4	0	yt-DnrzWno9RY0_28.mp4
36.0018	2.986642	yt-Qk-3RGy0rwk_18.mp4	0	yt-Qk-3RGy0rwk_18.mp4
40.50195	2.977065	yt-4JNdEFzM86k_274.mp4	0	yt-4JNdEFzM86k_274.mp4
45.00209	2.983567	yt-PZF2qQpnGcI_97.mp4	0	yt-PZF2qQpnGcI_97.mp4
49.50225	2.974257	yt-2Ks8gsK22PA_14.mp4	0	yt-2Ks8gsK22PA_14.mp4
54.0024	2.980128	yt-MJMvM4DjVVY_67.mp4	0	yt-MJMvM4DjVVY_67.mp4
58.50256	2.988027	yt-qxNosFrsK1k_55.mp4	0	yt-qxNosFrsK1k_55.mp4
64.50272	2.974973	yt-7eF1aYP8gCQ_9.mp4	0	yt-7eF1aYP8gCQ_9.mp4
69.00286	2.982021	yt-PkN1YKOuOYE_6.mp4	0	yt-PkN1YKOuOYE_6.mp4
73.50301999999998	2.988775	yt-lTeHKYHiVcM_15.mp4	0	yt-lTeHKYHiVcM_15.mp4
78.00317	2.97898	yt-k2tmlKg0MsU_33.mp4	0	yt-k2tmlKg0MsU_33.mp4
82.50333	2.985959	yt-U87RJqCZT8w_16.mp4	0	yt-U87RJqCZT8w_16.mp4
87.00349	2.976061	yt-1p9CYyk7fVo_5.mp4	1	crowd
91.50364	2.983319	yt-8ssH5pwNNXI_17.mp4	1	crowd
96.00378	2.989841	yt-hHV1-no0rkQ_102.mp4	0	yt-hHV1-no0rkQ_102.mp4
102.0039	2.976818	yt-24DQp6JsdLk_70.mp4	1	crowd
106.5041	2.981798	yt-P3MNLNyt_98_51.mp4	0	yt-P3MNLNyt_98_51.mp4
111.0042	2.990857	yt-vywVJ0J6Vlk_635.mp4	0	yt-vywVJ0J6Vlk_635.mp4
115.5044	2.981152	yt-vx-VMETm4g0_154.mp4	0	yt-vx-VMETm4g0_154.mp4
120.0045	2.98823	yt-G7OeEYC-zy4_57.mp4	0	yt-G7OeEYC-zy4_57.mp4
124.5047	2.973832	yt-cqmZWMjSuy0_205.mp4	0	yt-cqmZWMjSuy0_205.mp4
129.0049	2.985342	yt-m2cwo-pEgDY_25.mp4	0	yt-m2cwo-pEgDY_25.mp4
133.505	2.975494	7-5-1-0-3-6-9-8-3775103698_9.mp4	0	7-5-1-0-3-6-9-8-3775103698_9.mp4
139.5051	2.9790650000000003	yt-KYxzJcHV8bI_485.mp4	0	yt-KYxzJcHV8bI_485.mp4
144.0053	2.984846	yt-4_ITLNi3Wx8_27.mp4	1	crowd
148.5054	2.976776	yt-cUygizD21xo_35.mp4	0	yt-cUygizD21xo_35.mp4
153.0056	2.983593	yt-K1EmbP7RMrQ_103.mp4	0	yt-K1EmbP7RMrQ_103.mp4
157.5058	2.971402	yt-D0FQ_5wWv_s_5.mp4	0	yt-D0FQ_5wWv_s_5.mp4
162.0059	2.980608	yt-3cMBMW1l4L8_137.mp4	0	yt-3cMBMW1l4L8_137.mp4
168.0061	2.984227	yt-3feY7fLgX4M_737.mp4	0	yt-3feY7fLgX4M_737.mp4
172.5062	2.974853	yt-VmGqoK-hmHc_47.mp4	0	yt-VmGqoK-hmHc_47.mp4
177.0064	2.981773	yt-p2Rry6IQhwE_57.mp4	0	yt-p2Rry6IQhwE_57.mp4
181.5065	2.9885040000000003	yt-FSXBt3Sak1E_25.mp4	0	yt-FSXBt3Sak1E_25.mp4
187.5067	2.975227	yt-EB_2BGaRiNU_9.mp4	0	yt-EB_2BGaRiNU_9.mp4
193.5068	2.979342	yt-yI5VBQahUNE_92.mp4	0	yt-yI5VBQahUNE_92.mp4
198.007	2.9821020000000003	yt--Sv97d457Uw_137.mp4	0	yt--Sv97d457Uw_137.mp4
202.5072	2.973249	yt-7Gw5igJ3Uc0_45.mp4	0	yt-7Gw5igJ3Uc0_45.mp4
208.5073	2.976737	yt-uHGsgDLXCns_2999.mp4	0	yt-uHGsgDLXCns_2999.mp4
214.5074	2.98322	yt-sNY_HeMbyQc_35.mp4	0	yt-sNY_HeMbyQc_35.mp4
219.0076	2.97414	yt-DlUgLVITRn0_3.mp4	0	yt-DlUgLVITRn0_3.mp4
223.5078	2.980989	flickr_R-1-2-8-9-1-4-3-5-4212891435_36.mp4	0	flickr_R-1-2-8-9-1-4-3-5-4212891435_36.mp4
228.008	2.987956	flickr-4-7-7-6-8-6-8-3-10147768683_30.mp4	0	flickr-4-7-7-6-8-6-8-3-10147768683_30.mp4
232.5081	2.975499	yt---kgxi3dRc8_202.mp4	0	yt---kgxi3dRc8_202.mp4
237.0083	2.985082	yt-NNVHWypc0No_309.mp4	0	yt-NNVHWypc0No_309.mp4
241.5084	2.975405	flickr-4-8-3-9-9-3-0-9-6748399309_20.mp4	0	flickr-4-8-3-9-9-3-0-9-6748399309_20.mp4
246.0086	2.982215	flickr-6-2-2-9-2-0-1-2-5362292012_12.mp4	0	flickr-6-2-2-9-2-0-1-2-5362292012_12.mp4
250.5088	2.989128	yt-DIFZsE_EKLA_115.mp4	1	crowd
256.5089	2.97612	yt-2ULEIoRKW_Q_35.mp4	0	yt-2ULEIoRKW_Q_35.mp4
261.0091	2.983171	flickr-2-2-8-4-6-0-2-0-8222846020_11.mp4	0	flickr-2-2-8-4-6-0-2-0-8222846020_11.mp4
n/a	n/a	-YwZOeyAQC8_15.mp4	0	-YwZOeyAQC8_15.mp4
n/a	n/a	1AIVH5cEWrI_35.mp4	0	1AIVH5cEWrI_35.mp4
n/a	n/a	2-8-0-2-5-4-8-8-5028025488_7.mp4	0	2-8-0-2-5-4-8-8-5028025488_7.mp4
n/a	n/a	8-6-0-3-9-6-6-0-19586039660_4.mp4	0	8-6-0-3-9-6-6-0-19586039660_4.mp4
n/a	n/a	9jw7D-exQDg_77.mp4	0	9jw7D-exQDg_77.mp4
n/a	n/a	FJzKgF-nR0E_15.mp4	0	FJzKgF-nR0E_15.mp4
n/a	n/a	FSQ2vBJ0hmw_20.mp4	0	FSQ2vBJ0hmw_20.mp4
n/a	n/a	IkTAuzVeD2Q_46.mp4	0	IkTAuzVeD2Q_46.mp4
n/a	n/a	WJ-84ioZqcc_41.mp4	0	WJ-84ioZqcc_41.mp4
n/a	n/a	b7y36KyAIoI_120.mp4	0	b7y36KyAIoI_120.mp4
n/a	n/a	bing-heavy_com_entertainment_2017_10_this-is-us-spoilers-chrissy-metz-kate-singing-songs__249.mp4	0	bing-heavy_com_entertainment_2017_10_this-is-us-spoilers-chrissy-metz-kate-singing-songs__249.mp4
n/a	n/a	eJRbWjg73fE_116.mp4	0	eJRbWjg73fE_116.mp4
n/a	n/a	flickr-0-1-6-8-3-2-4-3-4401683243_31.mp4	0	flickr-0-1-6-8-3-2-4-3-4401683243_31.mp4
n/a	n/a	flickr-0-5-6-9-8-9-0-8-4405698908_26.mp4	0	flickr-0-5-6-9-8-9-0-8-4405698908_26.mp4
n/a	n/a	flickr-0-9-3-5-5-6-6-9-5809355669_3.mp4	0	flickr-0-9-3-5-5-6-6-9-5809355669_3.mp4
n/a	n/a	flickr-0-9-4-9-7-9-0-1-3009497901_3.mp4	0	flickr-0-9-4-9-7-9-0-1-3009497901_3.mp4
n/a	n/a	flickr-1-0-3-5-1-1-0-6-2810351106_1.mp4	0	flickr-1-0-3-5-1-1-0-6-2810351106_1.mp4
n/a	n/a	flickr-1-6-4-12557575164_3.mp4	0	flickr-1-6-4-12557575164_3.mp4
n/a	n/a	flickr-1-8-1-1-6-5-4-7-6118116547_81.mp4	0	flickr-1-8-1-1-6-5-4-7-6118116547_81.mp4
n/a	n/a	flickr-1-9-7-9-4-8-8-5-5319794885_45.mp4	0	flickr-1-9-7-9-4-8-8-5-5319794885_45.mp4
n/a	n/a	flickr-2-8-2-7-7-6-8-9-3028277689_11.mp4	0	flickr-2-8-2-7-7-6-8-9-3028277689_11.mp4
