onset	duration	sample	value
0.1913598058	100	191.3598	100 
300.1943594	100	300194.3594	101 
300.689	5.988	300689	boundary
300.7970063	100	300797.0063	102 
600.8000059	100	600800.0059	103 
601.291	248.653	601291	boundary
601.400292	100	601400.292	104 
601.4042952	100	601404.2952	105 
601.4072925	100	601407.2925	106 
601.4092941	100	601409.2941	109 
601.4329985	1	601432.9985	DIN1
603.6112939	100	603611.2939	105 
603.7932884	100	603793.2884	106 
603.8029917	1	603802.9917	DIN1
603.8532861	100	603853.2861	109 
606.1562911	100	606156.2911	105 
606.3442905	100	606344.2905	106 
606.352998	1	606352.998	DIN1
606.4042882	100	606404.2882	109 
608.6052921	100	608605.2921	105 
608.7912899	100	608791.2899	106 
608.7999974	1	608799.9974	DIN1
608.8512876	100	608851.2876	109 
611.1532868	100	611153.2868	105 
611.3412861	100	611341.2861	106 
611.3499936	1	611349.9936	DIN1
611.4012939	100	611401.2939	109 
613.8042883	100	613804.2883	105 
613.9942892	100	613994.2892	106 
614.0029967	1	614002.9967	DIN1
614.0542869	100	614054.2869	109 
616.2552909	100	616255.2909	105 
616.4412886	100	616441.2886	108 
616.4499961	1	616449.9961	DIN1
616.5012863	100	616501.2863	109 
618.9042908	100	618904.2908	105 
619.0942918	100	619094.2918	106 
619.1029992	1	619102.9992	DIN1
619.1542894	100	619154.2894	109 
621.3562891	100	621356.2891	105 
621.5412912	100	621541.2912	108 
621.5509944	1	621550.9944	DIN1
621.6012888	100	621601.2888	109 
623.8042944	100	623804.2944	105 
623.9892863	100	623989.2863	106 
623.996998	1	623996.998	DIN1
624.0492941	100	624049.2941	109 
626.2502879	100	626250.2879	105 
626.4362958	100	626436.2958	106 
626.4439974	1	626443.9974	DIN1
626.4962935	100	626496.2935	109 
628.8972863	100	628897.2863	105 
629.0892888	100	629089.2888	107 
629.0979963	1	629097.9963	DIN1
629.1492865	100	629149.2865	109 
631.3502905	100	631350.2905	105 
631.5362882	100	631536.2882	106 
631.5449957	1	631544.9957	DIN1
631.596296	100	631596.296	109 
633.9972888	100	633997.2888	105 
634.1892914	100	634189.2914	106 
634.1979988	1	634197.9988	DIN1
634.249289	100	634249.289	109 
636.6512877	100	636651.2877	105 
636.8422945	100	636842.2945	106 
636.8509919	1	636850.9919	DIN1
636.9022921	100	636902.2921	109 
639.1042919	100	639104.2919	105 
639.2892939	100	639289.2939	106 
639.2979913	1	639297.9913	DIN1
639.3492915	100	639349.2915	109 
641.6512907	100	641651.2907	105 
641.8402959	100	641840.2959	106 
641.8479976	1	641847.9976	DIN1
641.9002936	100	641900.2936	109 
644.1022933	100	644102.2933	105 
644.2872953	100	644287.2953	107 
644.2959928	1	644295.9928	DIN1
644.347293	100	644347.293	109 
646.7482959	100	646748.2959	105 
646.9402884	100	646940.2884	106 
646.9480001	1	646948.0001	DIN1
647.000286	100	647000.286	109 
649.3012894	100	649301.2894	105 
649.4902947	100	649490.2947	106 
649.4979963	1	649497.9963	DIN1
649.5502923	100	649550.2923	109 
651.752292	100	651752.292	105 
651.9372941	100	651937.2941	108 
651.9459915	1	651945.9915	DIN1
651.9972917	100	651997.2917	109 
654.3002867	100	654300.2867	105 
654.4872903	100	654487.2903	106 
654.4949919	1	654494.9919	DIN1
654.547288	100	654547.288	109 
656.7492877	100	656749.2877	105 
656.9342897	100	656934.2897	108 
656.9429972	1	656942.9972	DIN1
656.9942874	100	656994.2874	109 
659.3972918	100	659397.2918	105 
659.5882886	100	659588.2886	106 
659.5960003	1	659596.0003	DIN1
659.6482862	100	659648.2862	109 
661.9502955	100	661950.2955	105 
662.1382949	100	662138.2949	106 
662.1459965	1	662145.9965	DIN1
662.1982925	100	662198.2925	109 
664.5992954	100	664599.2954	105 
664.7912879	100	664791.2879	107 
664.7989996	1	664798.9996	DIN1
664.8512956	100	664851.2956	109 
667.0532954	100	667053.2954	105 
667.2382873	100	667238.2873	106 
667.245999	1	667245.999	DIN1
667.298295	100	667298.295	109 
669.5002948	100	669500.2948	105 
669.6852867	100	669685.2867	106 
669.6929984	1	669692.9984	DIN1
669.7452944	100	669745.2944	109 
672.0472936	100	672047.2936	105 
672.235293	100	672235.293	106 
672.2429947	1	672242.9947	DIN1
672.2952907	100	672295.2907	109 
674.4982862	100	674498.2862	105 
674.6822924	100	674682.2924	107 
674.6909999	1	674690.9999	DIN1
674.7422901	100	674742.2901	109 
676.9442898	100	676944.2898	105 
677.1302876	100	677130.2876	106 
677.1369935	1	677136.9935	DIN1
677.1902953	100	677190.2953	109 
679.392295	100	679392.295	105 
679.577287	100	679577.287	106 
679.5839929	1	679583.9929	DIN1
679.6372947	100	679637.2947	109 
681.8382886	100	681838.2886	105 
682.0242864	100	682024.2864	108 
682.0319981	1	682031.9981	DIN1
682.0842941	100	682084.2941	109 
684.3852874	100	684385.2874	105 
684.5742927	100	684574.2927	106 
684.5809985	1	684580.9985	DIN1
684.6342903	100	684634.2903	109 
687.036289	100	687036.289	105 
687.2272958	100	687227.2958	106 
687.2339916	1	687233.9916	DIN1
687.2872934	100	687287.2934	109 
689.4892932	100	689489.2932	105 
689.6742952	100	689674.2952	106 
689.6819968	1	689681.9968	DIN1
689.7342928	100	689734.2928	109 
691.9362926	100	691936.2926	105 
692.1212946	100	692121.2946	106 
692.1289962	1	692128.9962	DIN1
692.1812922	100	692181.2922	109 
694.4842872	100	694484.2872	105 
694.6722866	100	694672.2866	107 
694.6789925	1	694678.9925	DIN1
694.7322943	100	694732.2943	109 
697.0332876	100	697033.2876	105 
697.2222929	100	697222.2929	106 
697.2289987	1	697228.9987	DIN1
697.2822905	100	697282.2905	109 
699.4832945	100	699483.2945	105 
699.6692923	100	699669.2923	107 
699.6759981	1	699675.9981	DIN1
699.7292899	100	699729.2899	109 
702.1312886	100	702131.2886	105 
702.3222954	100	702322.2954	106 
702.3290013	1	702329.0013	DIN1
702.382293	100	702382.293	109 
704.6842922	100	704684.2922	105 
704.8722916	100	704872.2916	108 
704.8789975	1	704878.9975	DIN1
704.9322893	100	704932.2893	109 
707.134289	100	707134.289	105 
707.319291	100	707319.291	107 
707.3269927	1	707326.9927	DIN1
707.3792887	100	707379.2887	109 
709.5812884	100	709581.2884	105 
709.7662904	100	709766.2904	106 
709.7729963	1	709772.9963	DIN1
709.8262881	100	709826.2881	109 
712.1292931	100	712129.2931	105 
712.3172924	100	712317.2924	106 
712.3229925	1	712322.9925	DIN1
712.3772901	100	712377.2901	109 
714.6782935	100	714678.2935	105 
714.8672887	100	714867.2887	106 
714.8729988	1	714872.9988	DIN1
714.9272863	100	714927.2863	109 
717.3282892	100	717328.2892	105 
717.5202918	100	717520.2918	106 
717.5259918	1	717525.9918	DIN1
717.5802894	100	717580.2894	109 
719.9822881	100	719982.2881	105 
720.1732949	100	720173.2949	106 
