onset	duration	trial_type	correct_response	accuracy	response_time	stimulus	position
4.015	1.805	no_response	n/a	1.0	n/a	v	TR
5.82	1.805	no_response	n/a	1.0	n/a	r	BR
7.625	2.006	2-back	1.0	1.0	0.532	v	TL
9.631	2.006	2-back	0.0	1.0	0.633	g	TR
11.637	2.006	2-back	0.0	1.0	0.662	p	BL
13.643	2.006	2-back	1.0	1.0	0.686	g	BR
15.649	2.006	2-back	0.0	1.0	0.569	n	TL
17.655	2.006	2-back	0.0	1.0	0.517	x	TR
19.661	2.006	2-back	0.0	1.0	0.547	l	BR
21.667	2.006	2-back	0.0	1.0	0.529	c	TL
23.673	2.006	2-back	1.0	1.0	0.591	l	BL
25.679	2.006	2-back	1.0	1.0	0.41	c	TR
27.685	2.006	2-back	0.0	1.0	0.488	t	BR
29.691	2.006	2-back	0.0	1.0	0.541	n	TL
31.697	2.006	2-back	1.0	1.0	0.474	t	BR
33.703	2.006	2-back	0.0	1.0	0.454	f	TR
35.709	2.006	2-back	0.0	1.0	0.8	n	BR
37.715	2.006	2-back	0.0	1.0	0.637	x	TL
39.721	2.006	2-back	1.0	1.0	0.537	n	BL
41.727	2.006	2-back	0.0	1.0	0.55	r	TR
43.733	2.006	2-back	0.0	1.0	0.528	f	TL
45.739	2.006	2-back	1.0	1.0	0.346	r	BR
47.745	2.006	2-back	0.0	1.0	0.562	s	TR
49.751	2.006	2-back	0.0	1.0	0.573	v	BL
51.757	2.006	2-back	0.0	1.0	0.626	p	TL
53.763	2.006	2-back	1.0	1.0	0.423	v	TR
55.769	2.006	2-back	0.0	1.0	0.506	s	BL
57.775	2.006	2-back	0.0	1.0	0.535	p	BR
59.781	2.006	2-back	1.0	1.0	0.476	s	TR
61.787	2.006	2-back	0.0	1.0	0.576	g	BL
63.793	2.006	2-back	0.0	1.0	0.546	z	TL
65.799	2.006	2-back	0.0	1.0	0.478	r	BR
67.805	2.006	2-back	1.0	1.0	0.828	z	BL
69.811	2.006	2-back	0.0	1.0	0.799	c	BL
71.817	2.006	2-back	0.0	1.0	0.616	t	BR
73.823	2.006	2-back	1.0	1.0	0.693	c	TL
75.829	2.006	2-back	1.0	1.0	0.636	t	BL
77.835	2.006	2-back	0.0	1.0	0.634	s	BR
79.841	2.006	2-back	0.0	1.0	0.542	x	BL
81.847	2.006	2-back	0.0	1.0	0.797	f	TR
83.853	2.006	2-back	1.0	1.0	0.517	x	TR
85.859	2.006	2-back	1.0	1.0	0.821	f	BR
87.865	2.006	2-back	0.0	1.0	0.701	l	TL
89.871	2.006	2-back	0.0	1.0	0.657	p	BL
91.877	2.006	2-back	1.0	1.0	0.498	l	BL
93.883	2.006	2-back	0.0	1.0	0.436	z	TL
95.889	2.006	2-back	0.0	1.0	0.473	g	TL
97.895	6.022	2-back	1.0	1.0	0.638	z	TR
103.917	2.022	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
105.939	2.023	baseline	1.0	1.0	0.303	redcross.bmp	n/a
107.962	2.023	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
109.985	2.039	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
112.024	2.023	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
114.047	2.023	baseline	1.0	1.0	0.338	redcross.bmp	n/a
116.07	2.039	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
118.109	2.023	baseline	1.0	1.0	0.318	redcross.bmp	n/a
120.132	2.022	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
122.154	2.023	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
124.177	2.023	baseline	1.0	1.0	0.312	redcross.bmp	n/a
126.2	2.023	baseline	1.0	1.0	0.384	redcross.bmp	n/a
128.223	2.039	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
130.262	2.023	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
132.285	2.022	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
134.307	2.04	baseline	1.0	1.0	0.468	redcross.bmp	n/a
136.347	2.022	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
138.369	2.023	baseline	1.0	1.0	0.329	redcross.bmp	n/a
140.392	2.04	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
142.432	2.022	baseline	1.0	1.0	0.339	redcross.bmp	n/a
144.454	2.023	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
146.477	2.023	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
148.5	2.022	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
150.522	6.032	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
156.554	1.805	no_response	n/a	1.0	n/a	r	TL
158.359	2.006	1-back	1.0	1.0	0.375	r	TR
160.365	2.006	1-back	0.0	1.0	0.709	g	BR
162.371	2.006	1-back	1.0	1.0	0.635	g	TL
164.377	2.006	1-back	0.0	1.0	0.515	f	TR
166.383	2.006	1-back	0.0	1.0	0.472	t	BL
168.389	2.006	1-back	0.0	0.0	0.497	v	TL
170.395	2.006	1-back	0.0	1.0	0.39	p	TR
172.401	2.006	1-back	1.0	1.0	0.583	p	BL
174.407	2.006	1-back	0.0	1.0	0.541	z	BR
176.413	2.006	1-back	0.0	1.0	0.432	s	TR
178.419	2.006	1-back	1.0	1.0	0.503	s	BL
180.425	2.006	1-back	0.0	1.0	0.644	c	TL
182.431	2.006	1-back	1.0	1.0	0.607	c	BR
184.437	2.006	1-back	0.0	1.0	0.611	l	BR
186.443	2.006	1-back	0.0	1.0	0.489	n	BL
188.449	2.006	1-back	0.0	1.0	0.46	v	TL
190.455	2.006	1-back	1.0	1.0	0.563	v	TR
192.461	2.006	1-back	0.0	1.0	0.475	z	BR
194.467	2.006	1-back	0.0	1.0	0.503	s	TL
196.473	2.006	1-back	0.0	1.0	0.396	x	TR
198.479	2.006	1-back	1.0	1.0	0.581	x	BL
200.485	2.006	1-back	1.0	1.0	0.646	x	BR
202.491	2.006	1-back	0.0	1.0	0.558	v	TR
204.497	2.006	1-back	0.0	1.0	0.553	z	TL
206.503	2.006	1-back	1.0	1.0	0.542	z	BR
208.509	2.006	1-back	0.0	1.0	0.391	f	BL
210.515	2.006	1-back	0.0	1.0	0.688	r	TR
212.521	2.006	1-back	1.0	0.0	0.859	r	BL
214.527	2.006	1-back	0.0	1.0	0.508	n	TL
216.533	2.006	1-back	0.0	1.0	0.412	l	BL
218.539	2.006	1-back	1.0	1.0	0.547	l	BR
220.545	2.006	1-back	0.0	1.0	0.378	s	TL
222.551	2.006	1-back	0.0	1.0	0.537	g	TR
224.557	2.006	1-back	0.0	1.0	0.357	c	BL
226.563	2.006	1-back	1.0	1.0	0.591	c	TR
228.569	2.006	1-back	0.0	1.0	0.461	f	BR
230.575	2.006	1-back	1.0	1.0	0.539	f	TL
232.581	2.006	1-back	0.0	1.0	0.43	t	TR
234.587	2.006	1-back	0.0	1.0	0.41	x	BL
236.593	2.006	1-back	0.0	1.0	0.392	p	TL
238.599	2.006	1-back	1.0	0.0	0.856	p	BL
240.605	2.006	1-back	0.0	1.0	0.605	n	BR
242.611	2.006	1-back	1.0	1.0	0.549	n	TL
244.617	2.006	1-back	0.0	1.0	0.457	g	BR
246.623	2.006	1-back	0.0	1.0	0.543	l	BL
248.629	2.006	1-back	0.0	1.0	0.382	t	TR
250.635	6.021	1-back	1.0	1.0	0.588	t	BR
256.656	2.023	baseline	1.0	1.0	0.292	redcross.bmp	n/a
258.679	2.023	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
260.702	2.022	baseline	1.0	1.0	0.255	redcross.bmp	n/a
262.724	2.023	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
264.747	2.023	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
266.77	2.022	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
268.792	2.023	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
270.815	2.023	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
272.838	2.023	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
274.861	2.022	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
276.883	2.023	baseline	1.0	1.0	0.367	redcross.bmp	n/a
278.906	2.023	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
280.929	2.022	baseline	1.0	1.0	0.312	redcross.bmp	n/a
282.951	2.023	baseline	1.0	1.0	0.307	redcross.bmp	n/a
284.974	2.023	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
286.997	2.023	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
289.02	2.022	baseline	1.0	1.0	0.302	redcross.bmp	n/a
291.042	2.023	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
293.065	2.023	baseline	1.0	1.0	0.309	redcross.bmp	n/a
295.088	2.022	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
297.11	2.023	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
299.133	2.023	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
301.156	2.023	baseline	1.0	1.0	0.37	redcross.bmp	n/a
303.179	2.0	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
