onset	duration	trial_type	correct_response	accuracy	response_time	stimulus	position
4.014	1.805	no_response	n/a	1.0	n/a	t	TR
5.819	2.023	1-back	0.0	1.0	0.724	c	BR
7.842	2.023	1-back	0.0	1.0	0.457	n	BL
9.865	2.023	1-back	1.0	1.0	0.538	l	BL
11.888	2.022	1-back	0.0	1.0	0.538	g	TR
13.91	2.023	1-back	0.0	1.0	0.406	f	TL
15.933	2.023	1-back	1.0	1.0	0.419	p	TL
17.956	2.022	1-back	0.0	1.0	0.586	x	TR
19.978	2.023	1-back	1.0	0.0	0.465	n	TR
22.001	2.023	1-back	0.0	1.0	0.56	s	TL
24.024	2.023	1-back	0.0	1.0	0.546	r	BR
26.047	2.022	1-back	1.0	1.0	0.516	v	BR
28.069	2.023	1-back	0.0	1.0	0.507	l	TL
30.092	2.023	1-back	1.0	1.0	0.673	z	TL
32.115	2.022	1-back	0.0	1.0	0.499	c	TR
34.137	2.023	1-back	0.0	1.0	0.601	f	BL
36.16	2.023	1-back	0.0	1.0	0.822	p	TR
38.183	2.023	1-back	1.0	1.0	0.647	t	TR
40.206	2.022	1-back	0.0	1.0	0.461	g	BL
42.228	2.023	1-back	1.0	1.0	0.495	x	BL
44.251	2.023	1-back	0.0	1.0	0.432	c	TR
46.274	2.022	1-back	1.0	1.0	0.472	p	TR
48.296	2.023	1-back	0.0	1.0	0.512	z	TL
50.319	2.023	1-back	0.0	1.0	0.622	r	BL
52.342	2.023	1-back	1.0	1.0	0.523	n	BL
54.365	2.022	1-back	0.0	1.0	0.551	z	BR
56.387	2.023	1-back	0.0	1.0	0.647	f	BL
58.41	2.023	1-back	0.0	1.0	0.499	s	TL
60.433	2.022	1-back	0.0	1.0	0.475	v	BR
62.455	2.023	1-back	1.0	1.0	0.55	c	BR
64.478	2.023	1-back	0.0	1.0	0.515	z	TL
66.501	2.022	1-back	1.0	1.0	0.581	r	TL
68.523	2.023	1-back	0.0	1.0	0.508	l	TR
70.546	2.023	1-back	1.0	0.0	0.562	n	TR
72.569	2.023	1-back	0.0	1.0	0.521	v	BR
74.592	2.022	1-back	1.0	1.0	0.537	f	BR
76.614	2.023	1-back	0.0	1.0	0.468	r	TL
78.637	2.023	1-back	1.0	1.0	0.645	l	TL
80.66	2.022	1-back	0.0	1.0	0.503	x	BR
82.682	2.023	1-back	0.0	1.0	0.745	s	BL
84.705	2.023	1-back	0.0	1.0	0.468	g	TL
86.728	2.023	1-back	0.0	1.0	0.436	t	BL
88.751	2.022	1-back	0.0	1.0	0.478	p	BR
90.773	2.023	1-back	0.0	1.0	0.436	s	BL
92.796	2.023	1-back	1.0	1.0	0.584	x	BL
94.819	2.022	1-back	0.0	1.0	0.48	v	TR
96.841	2.023	1-back	0.0	1.0	0.491	t	BR
98.864	6.038	1-back	1.0	1.0	0.434	g	BR
104.902	2.023	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
106.925	2.023	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
108.948	2.023	baseline	1.0	0.0	n/a	redcross.bmp	n/a
110.971	2.022	baseline	1.0	1.0	0.293	redcross.bmp	n/a
112.993	2.023	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
115.016	2.023	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
117.039	2.022	baseline	1.0	1.0	0.294	redcross.bmp	n/a
119.061	2.023	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
121.084	2.023	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
123.107	2.022	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
125.129	2.023	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
127.152	2.023	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
129.175	2.023	baseline	1.0	1.0	0.368	redcross.bmp	n/a
131.198	2.022	baseline	1.0	1.0	0.315	redcross.bmp	n/a
133.22	2.023	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
135.243	2.023	baseline	1.0	1.0	0.321	redcross.bmp	n/a
137.266	2.022	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
139.288	2.023	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
141.311	2.023	baseline	1.0	1.0	0.33	redcross.bmp	n/a
143.334	2.023	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
145.357	2.022	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
147.379	2.023	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
149.402	2.023	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
151.425	6.031	baseline	1.0	1.0	0.451	redcross.bmp	n/a
157.456	1.805	no_response	n/a	1.0	n/a	r	TL
159.261	1.806	no_response	n/a	1.0	n/a	p	TR
161.067	2.022	2-back	0.0	1.0	0.768	x	BL
163.089	2.023	2-back	1.0	0.0	0.342	t	TR
165.112	2.023	2-back	0.0	1.0	0.602	g	TL
167.135	2.022	2-back	0.0	1.0	0.9	n	BL
169.157	2.023	2-back	1.0	1.0	0.807	z	TL
171.18	2.023	2-back	0.0	0.0	0.751	c	TR
173.203	2.023	2-back	0.0	1.0	0.847	v	BR
175.226	2.022	2-back	0.0	1.0	0.951	n	BL
177.248	2.023	2-back	1.0	1.0	0.953	g	BR
179.271	2.023	2-back	0.0	1.0	0.744	s	TL
181.294	2.022	2-back	0.0	1.0	0.612	v	TR
183.316	2.023	2-back	1.0	1.0	0.804	l	TL
185.339	2.023	2-back	1.0	1.0	0.632	f	TR
187.362	2.023	2-back	0.0	1.0	0.783	s	BR
189.385	2.022	2-back	0.0	1.0	0.888	c	TL
191.407	2.023	2-back	0.0	1.0	0.738	r	BL
193.43	2.023	2-back	1.0	0.0	0.781	s	TL
195.453	2.022	2-back	0.0	1.0	0.826	l	BR
197.475	2.023	2-back	0.0	1.0	0.783	z	BL
199.498	2.023	2-back	1.0	0.0	0.709	x	BR
201.521	2.022	2-back	0.0	1.0	0.749	f	TL
203.543	2.023	2-back	0.0	1.0	0.634	t	TL
205.566	2.023	2-back	0.0	0.0	0.782	x	BR
207.589	2.023	2-back	1.0	1.0	0.665	r	TL
209.612	2.022	2-back	1.0	0.0	0.717	l	BR
211.634	2.023	2-back	0.0	1.0	0.944	n	BL
213.657	2.023	2-back	1.0	1.0	0.595	s	BR
215.68	2.022	2-back	0.0	1.0	0.652	f	BR
217.702	2.023	2-back	0.0	1.0	0.689	g	BL
219.725	2.023	2-back	0.0	1.0	0.657	p	TR
221.748	2.023	2-back	1.0	1.0	0.74	v	BL
223.771	2.022	2-back	1.0	0.0	0.803	t	TR
225.793	2.023	2-back	1.0	1.0	0.928	t	BL
227.816	2.023	2-back	0.0	1.0	0.681	z	TL
229.839	2.022	2-back	0.0	1.0	0.537	f	TR
231.861	2.023	2-back	1.0	1.0	1.134	p	TL
233.884	2.023	2-back	1.0	1.0	0.589	g	TR
235.907	2.023	2-back	0.0	1.0	0.736	c	BL
237.93	2.022	2-back	1.0	1.0	0.501	r	TR
239.952	2.023	2-back	0.0	1.0	0.611	p	BR
241.975	2.023	2-back	1.0	0.0	0.577	x	TR
243.998	2.022	2-back	0.0	1.0	0.901	l	TR
246.02	2.023	2-back	0.0	1.0	0.941	z	BL
248.043	2.023	2-back	0.0	1.0	1.033	c	BR
250.066	2.023	2-back	1.0	1.0	0.598	n	BL
252.089	6.038	2-back	1.0	0.0	0.694	v	BR
258.127	2.023	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
260.15	2.022	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
262.172	2.023	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
264.195	2.023	baseline	1.0	1.0	0.516	redcross.bmp	n/a
266.218	2.022	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
268.24	2.023	baseline	1.0	1.0	0.401	redcross.bmp	n/a
270.263	2.023	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
272.286	2.022	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
274.308	2.023	baseline	1.0	1.0	0.298	redcross.bmp	n/a
276.331	2.023	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
278.354	2.023	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
280.377	2.022	baseline	1.0	1.0	0.28	redcross.bmp	n/a
282.399	2.023	baseline	1.0	1.0	0.311	redcross.bmp	n/a
284.422	2.023	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
286.445	2.022	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
288.467	2.023	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
290.49	2.023	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
292.513	2.023	baseline	1.0	1.0	0.284	redcross.bmp	n/a
294.536	2.022	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
296.558	2.023	baseline	1.0	1.0	0.424	redcross.bmp	n/a
298.581	2.023	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
300.604	2.022	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
302.626	2.023	baseline	1.0	1.0	0.28	redcross.bmp	n/a
304.649	2.0	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
