onset	duration	trial_type	correct_response	accuracy	response_time	stimulus	position
4.015	1.805	no_response	n/a	1.0	n/a	c	TR
5.82	2.006	1-back	0.0	1.0	0.77	g	BL
7.826	2.006	1-back	0.0	1.0	0.463	p	TR
9.832	2.006	1-back	1.0	1.0	0.608	p	BL
11.838	2.006	1-back	0.0	1.0	0.485	t	TL
13.844	2.006	1-back	0.0	1.0	0.494	v	BR
15.85	2.006	1-back	1.0	1.0	0.483	v	TL
17.856	2.006	1-back	0.0	1.0	0.608	s	BL
19.862	2.006	1-back	1.0	1.0	0.503	s	TR
21.868	2.006	1-back	0.0	1.0	0.451	x	BR
23.874	2.006	1-back	0.0	1.0	0.426	n	TL
25.88	2.006	1-back	1.0	1.0	0.511	n	BR
27.886	2.006	1-back	0.0	1.0	0.571	f	TR
29.892	2.006	1-back	1.0	1.0	0.501	f	TL
31.898	2.006	1-back	0.0	1.0	0.394	l	TR
33.904	2.006	1-back	0.0	1.0	0.468	r	BL
35.91	2.006	1-back	0.0	1.0	0.403	z	TR
37.916	2.006	1-back	1.0	1.0	0.656	z	TL
39.922	2.006	1-back	0.0	1.0	0.363	c	TR
41.928	2.006	1-back	1.0	1.0	0.579	c	BL
43.934	2.006	1-back	0.0	1.0	0.515	g	TR
45.94	2.006	1-back	1.0	1.0	0.551	g	BR
47.946	2.006	1-back	0.0	1.0	0.456	x	BL
49.952	2.006	1-back	0.0	1.0	0.469	t	TL
51.958	2.006	1-back	1.0	1.0	0.501	t	BL
53.964	2.006	1-back	0.0	1.0	0.487	r	BR
55.97	2.006	1-back	0.0	1.0	0.472	p	BL
57.976	2.006	1-back	0.0	1.0	0.438	v	TL
59.982	2.006	1-back	0.0	1.0	0.411	s	TR
61.988	2.006	1-back	1.0	1.0	0.535	s	BR
63.994	2.006	1-back	0.0	1.0	0.36	x	BL
66.0	2.006	1-back	1.0	1.0	0.556	x	TL
68.006	2.006	1-back	0.0	1.0	0.408	l	TR
70.012	2.006	1-back	1.0	1.0	0.606	l	BL
72.018	2.006	1-back	0.0	1.0	0.545	n	BR
74.024	2.006	1-back	1.0	1.0	0.538	n	TL
76.03	2.006	1-back	0.0	1.0	0.43	z	BR
78.036	2.006	1-back	1.0	1.0	0.483	z	TL
80.042	2.006	1-back	0.0	1.0	0.396	c	BR
82.048	2.006	1-back	0.0	1.0	0.603	g	BL
84.054	2.006	1-back	0.0	1.0	0.526	p	TL
86.06	2.006	1-back	0.0	1.0	0.451	t	TR
88.066	2.006	1-back	0.0	1.0	0.45	v	BR
90.072	2.006	1-back	0.0	1.0	0.493	f	TL
