onset	duration	trial_type	value	sample
0.0	0.002	New Segment/	1	0
22561.228	0.002	Stimulus/S199	26	11280614
22561.23	0.002	Stimulus/S135	17	11280615
22564.714	0.002	Stimulus/S118	12	11282357
22569.14	0.002	Stimulus/S117	11	11284570
22571.56	0.002	Stimulus/S108	6	11285780
22574.484	0.002	Stimulus/S139	19	11287242
22578.956	0.002	Stimulus/S112	8	11289478
22583.368	0.002	Stimulus/S127	13	11291684
22587.278	0.002	Stimulus/S114	10	11293639
22591.186	0.002	Stimulus/S142	22	11295593
22594.598	0.002	Stimulus/S138	18	11297299
22599.006	0.002	Stimulus/S148	25	11299503
22601.916	0.002	Stimulus/S141	21	11300958
22606.326	0.002	Stimulus/S105	4	11303163
22609.736	0.002	Stimulus/S106	5	11304868
22612.646	0.002	Stimulus/S145	23	11306323
22616.556	0.002	Stimulus/S134	16	11308278
22620.466	0.002	Stimulus/S128	14	11310233
22622.876	0.002	Stimulus/S102	2	11311438
22625.286	0.002	Stimulus/S104	3	11312643
22629.696	0.002	Stimulus/S146	24	11314848
22633.106	0.002	Stimulus/S111	7	11316553
22636.014	0.002	Stimulus/S129	15	11318007
22638.424	0.002	Stimulus/S140	20	11319212
22640.834	0.002	Stimulus/S113	9	11320417
22643.248	0.002	Stimulus/S118	12	11321624
22646.654	0.002	Stimulus/S148	25	11323327
22650.564	0.002	Stimulus/S112	8	11325282
22654.474	0.002	Stimulus/S102	2	11327237
22657.884	0.002	Stimulus/S106	5	11328942
22660.794	0.002	Stimulus/S117	11	11330397
22664.704	0.002	Stimulus/S139	19	11332352
22669.114	0.002	Stimulus/S114	10	11334557
22672.024	0.002	Stimulus/S146	24	11336012
22674.434	0.002	Stimulus/S113	9	11337217
22678.844	0.002	Stimulus/S111	7	11339422
22681.754	0.002	Stimulus/S129	15	11340877
22686.164	0.002	Stimulus/S104	3	11343082
22689.574	0.002	Stimulus/S145	23	11344787
22693.484	0.002	Stimulus/S140	20	11346742
22696.394	0.002	Stimulus/S138	18	11348197
22699.804	0.002	Stimulus/S141	21	11349902
22702.214	0.002	Stimulus/S105	4	11351107
22706.124	0.002	Stimulus/S128	14	11353062
22710.534	0.002	Stimulus/S108	6	11355267
22713.442	0.002	Stimulus/S127	13	11356721
22716.352	0.002	Stimulus/S135	17	11358176
22738.876	0.002	Stimulus/S142	22	11369438
22741.282	0.002	Stimulus/S134	16	11370641
22744.192	0.002	Stimulus/S139	19	11372096
22748.602	0.002	Stimulus/S106	5	11374301
22753.012	0.002	Stimulus/S113	9	11376506
22756.42	0.002	Stimulus/S114	10	11378210
22759.832	0.002	Stimulus/S145	23	11379916
22763.742	0.002	Stimulus/S140	20	11381871
22768.152	0.002	Stimulus/S108	6	11384076
22771.56	0.002	Stimulus/S142	22	11385780
22774.472	0.002	Stimulus/S104	3	11387236
22778.38	0.002	Stimulus/S102	2	11389190
22781.79	0.002	Stimulus/S129	15	11390895
22785.2	0.002	Stimulus/S148	25	11392600
22787.61	0.002	Stimulus/S138	18	11393805
22792.02	0.002	Stimulus/S128	14	11396010
22796.43	0.002	Stimulus/S134	16	11398215
22798.84	0.002	Stimulus/S105	4	11399420
22802.752	0.002	Stimulus/S112	8	11401376
22806.66	0.002	Stimulus/S117	11	11403330
22809.57	0.002	Stimulus/S146	24	11404785
22813.48	0.002	Stimulus/S135	17	11406740
22817.89	0.002	Stimulus/S141	21	11408945
22821.8	0.002	Stimulus/S127	13	11410900
22825.71	0.002	Stimulus/S111	7	11412855
22828.62	0.002	Stimulus/S118	12	11414310
22832.03	0.002	Stimulus/S146	24	11416015
22834.44	0.002	Stimulus/S127	13	11417220
22838.85	0.002	Stimulus/S135	17	11419425
22842.76	0.002	Stimulus/S105	4	11421380
22847.17	0.002	Stimulus/S138	18	11423585
22850.08	0.002	Stimulus/S141	21	11425040
22852.49	0.002	Stimulus/S118	12	11426245
22855.9	0.002	Stimulus/S106	5	11427950
22860.31	0.002	Stimulus/S114	10	11430155
22863.22	0.002	Stimulus/S128	14	11431610
22865.628	0.002	Stimulus/S104	3	11432814
22869.038	0.002	Stimulus/S112	8	11434519
22871.948	0.002	Stimulus/S139	19	11435974
22874.36	0.002	Stimulus/S108	6	11437180
22877.27	0.002	Stimulus/S102	2	11438635
22880.678	0.002	Stimulus/S111	7	11440339
22883.59	0.002	Stimulus/S145	23	11441795
22887.0	0.002	Stimulus/S140	20	11443500
22890.91	0.002	Stimulus/S142	22	11445455
22895.318	0.002	Stimulus/S148	25	11447659
22898.228	0.002	Stimulus/S117	11	11449114
22901.138	0.002	Stimulus/S113	9	11450569
22904.548	0.002	Stimulus/S129	15	11452274
22908.958	0.002	Stimulus/S134	16	11454479
22913.368	0.002	Stimulus/S145	23	11456684
22916.778	0.002	Stimulus/S129	15	11458389
22919.186	0.002	Stimulus/S139	19	11459593
22922.598	0.002	Stimulus/S140	20	11461299
22925.008	0.002	Stimulus/S105	4	11462504
22927.918	0.002	Stimulus/S135	17	11463959
22931.326	0.002	Stimulus/S141	21	11465663
22933.736	0.002	Stimulus/S108	6	11466868
22936.646	0.002	Stimulus/S117	11	11468323
22940.558	0.002	Stimulus/S102	2	11470279
22942.966	0.002	Stimulus/S146	24	11471483
22945.878	0.002	Stimulus/S134	16	11472939
22949.288	0.002	Stimulus/S127	13	11474644
22952.698	0.002	Stimulus/S104	3	11476349
22955.108	0.002	Stimulus/S114	10	11477554
22959.518	0.002	Stimulus/S113	9	11479759
22962.926	0.002	Stimulus/S142	22	11481463
22966.836	0.002	Stimulus/S111	7	11483418
22970.246	0.002	Stimulus/S112	8	11485123
22972.658	0.002	Stimulus/S118	12	11486329
22975.068	0.002	Stimulus/S148	25	11487534
22978.976	0.002	Stimulus/S138	18	11489488
22981.386	0.002	Stimulus/S128	14	11490693
22985.798	0.002	Stimulus/S106	5	11492899
22989.206	0.002	Stimulus/S104	3	11494603
22993.616	0.002	Stimulus/S139	19	11496808
22997.026	0.002	Stimulus/S111	7	11498513
22999.936	0.002	Stimulus/S142	22	11499968
23003.346	0.002	Stimulus/S146	24	11501673
23006.256	0.002	Stimulus/S129	15	11503128
23010.666	0.002	Stimulus/S135	17	11505333
23013.576	0.002	Stimulus/S117	11	11506788
23017.486	0.002	Stimulus/S141	21	11508743
23020.396	0.002	Stimulus/S127	13	11510198
23024.306	0.002	Stimulus/S145	23	11512153
23028.716	0.002	Stimulus/S113	9	11514358
23031.126	0.002	Stimulus/S140	20	11515563
23033.536	0.002	Stimulus/S102	2	11516768
23036.446	0.002	Stimulus/S108	6	11518223
23038.856	0.002	Stimulus/S148	25	11519428
23043.266	0.002	Stimulus/S106	5	11521633
23046.674	0.002	Stimulus/S114	10	11523337
23050.584	0.002	Stimulus/S118	12	11525292
23053.994	0.002	Stimulus/S128	14	11526997
23058.404	0.002	Stimulus/S112	8	11529202
23061.814	0.002	Stimulus/S105	4	11530907
23066.224	0.002	Stimulus/S138	18	11533112
23070.634	0.002	Stimulus/S134	16	11535317
23073.544	0.002	Stimulus/S142	22	11536772
23076.954	0.002	Stimulus/S140	20	11538477
23079.364	0.002	Stimulus/S129	15	11539682
23083.274	0.002	Stimulus/S117	11	11541637
23087.182	0.002	Stimulus/S128	14	11543591
23090.594	0.002	Stimulus/S145	23	11545297
23094.004	0.002	Stimulus/S114	10	11547002
23097.414	0.002	Stimulus/S148	25	11548707
23099.822	0.002	Stimulus/S139	19	11549911
23102.734	0.002	Stimulus/S102	2	11551367
23106.144	0.002	Stimulus/S108	6	11553072
23109.054	0.002	Stimulus/S127	13	11554527
23113.462	0.002	Stimulus/S104	3	11556731
23116.872	0.002	Stimulus/S118	12	11558436
23120.784	0.002	Stimulus/S138	18	11560392
23123.692	0.002	Stimulus/S111	7	11561846
23127.602	0.002	Stimulus/S105	4	11563801
23132.012	0.002	Stimulus/S113	9	11566006
23134.424	0.002	Stimulus/S106	5	11567212
23138.834	0.002	Stimulus/S141	21	11569417
23142.244	0.002	Stimulus/S134	16	11571122
23144.654	0.002	Stimulus/S135	17	11572327
23148.062	0.002	Stimulus/S146	24	11574031
23151.972	0.002	Stimulus/S112	8	11575986
23155.382	0.002	Stimulus/S139	19	11577691
23159.792	0.002	Stimulus/S138	18	11579896
23162.202	0.002	Stimulus/S142	22	11581101
23165.612	0.002	Stimulus/S134	16	11582806
23188.132	0.002	Stimulus/S135	17	11594066
23192.542	0.002	Stimulus/S127	13	11596271
23195.452	0.002	Stimulus/S111	7	11597726
23198.86	0.002	Stimulus/S148	25	11599430
23202.27	0.002	Stimulus/S145	23	11601135
23205.68	0.002	Stimulus/S140	20	11602840
23209.09	0.002	Stimulus/S113	9	11604545
23213.502	0.002	Stimulus/S106	5	11606751
23216.41	0.002	Stimulus/S114	10	11608205
23219.322	0.002	Stimulus/S146	24	11609661
23221.732	0.002	Stimulus/S118	12	11610866
23224.638	0.002	Stimulus/S104	3	11612319
23227.052	0.002	Stimulus/S102	2	11613526
23229.46	0.002	Stimulus/S141	21	11614730
23232.87	0.002	Stimulus/S112	8	11616435
