onset	duration	sample	trial_type	response_time	stim_file	value
0.9687500000	n/a	496	n/a	n/a	n/a	255
14.6406250000	n/a	7496	n/a	n/a	n/a	3
19.8105468750	n/a	10143	n/a	n/a	n/a	1
25.5214843750	n/a	13067	n/a	n/a	n/a	3
31.3222656250	n/a	16037	n/a	n/a	n/a	1
36.9375000000	n/a	18912	n/a	n/a	n/a	1
43.2695312500	n/a	22154	n/a	n/a	n/a	1
49.6503906250	n/a	25421	n/a	n/a	n/a	1
55.2812500000	n/a	28304	n/a	n/a	n/a	1
60.6933593750	n/a	31075	n/a	n/a	n/a	3
68.2617187500	n/a	34950	n/a	n/a	n/a	1
73.4941406250	n/a	37629	n/a	n/a	n/a	1
79.0039062500	n/a	40450	n/a	n/a	n/a	3
84.4531250000	n/a	43240	n/a	n/a	n/a	3
90.0722656250	n/a	46117	n/a	n/a	n/a	1
95.8710937500	n/a	49086	n/a	n/a	n/a	1
103.4355468750	n/a	52959	n/a	n/a	n/a	1
109.0468750000	n/a	55832	n/a	n/a	n/a	3
114.4804687500	n/a	58614	n/a	n/a	n/a	1
121.7128906250	n/a	62317	n/a	n/a	n/a	1
154.0136718750	n/a	78855	n/a	n/a	n/a	3
160.4335937500	n/a	82142	n/a	n/a	n/a	1
166.1953125000	n/a	85092	n/a	n/a	n/a	3
173.7617187500	n/a	88966	n/a	n/a	n/a	1
179.5742187500	n/a	91942	n/a	n/a	n/a	3
184.9218750000	n/a	94680	n/a	n/a	n/a	3
191.4531250000	n/a	98024	n/a	n/a	n/a	3
197.8671875000	n/a	101308	n/a	n/a	n/a	3
204.3007812500	n/a	104602	n/a	n/a	n/a	1
210.5136718750	n/a	107783	n/a	n/a	n/a	3
215.9296875000	n/a	110556	n/a	n/a	n/a	3
222.9414062500	n/a	114146	n/a	n/a	n/a	3
229.6738281250	n/a	117593	n/a	n/a	n/a	3
236.1250000000	n/a	120896	n/a	n/a	n/a	1
241.8535156250	n/a	123829	n/a	n/a	n/a	3
247.1015625000	n/a	126516	n/a	n/a	n/a	3
253.8535156250	n/a	129973	n/a	n/a	n/a	1
259.2363281250	n/a	132729	n/a	n/a	n/a	1
265.6484375000	n/a	136012	n/a	n/a	n/a	3
271.8105468750	n/a	139167	n/a	n/a	n/a	3
278.1914062500	n/a	142434	n/a	n/a	n/a	3
289.9238281250	n/a	148441	n/a	n/a	n/a	1
295.5722656250	n/a	151333	n/a	n/a	n/a	1
300.8046875000	n/a	154012	n/a	n/a	n/a	1
307.1660156250	n/a	157269	n/a	n/a	n/a	3
314.7460937500	n/a	161150	n/a	n/a	n/a	3
320.9316406250	n/a	164317	n/a	n/a	n/a	1
328.4082031250	n/a	168145	n/a	n/a	n/a	3
334.5742187500	n/a	171302	n/a	n/a	n/a	3
340.4726562500	n/a	174322	n/a	n/a	n/a	3
346.6191406250	n/a	177469	n/a	n/a	n/a	3
352.4355468750	n/a	180447	n/a	n/a	n/a	3
357.8652343750	n/a	183227	n/a	n/a	n/a	3
363.6816406250	n/a	186205	n/a	n/a	n/a	3
369.8828125000	n/a	189380	n/a	n/a	n/a	1
376.7148437500	n/a	192878	n/a	n/a	n/a	1
383.6074218750	n/a	196407	n/a	n/a	n/a	3
389.7070312500	n/a	199530	n/a	n/a	n/a	3
397.1738281250	n/a	203353	n/a	n/a	n/a	1
404.3359375000	n/a	207020	n/a	n/a	n/a	3
411.2148437500	n/a	210542	n/a	n/a	n/a	3
416.6484375000	n/a	213324	n/a	n/a	n/a	3
424.1328125000	n/a	217156	n/a	n/a	n/a	1
429.5429687500	n/a	219926	n/a	n/a	n/a	3
434.8281250000	n/a	222632	n/a	n/a	n/a	1
442.2753906250	n/a	226445	n/a	n/a	n/a	1
448.2382812500	n/a	229498	n/a	n/a	n/a	3
454.6894531250	n/a	232801	n/a	n/a	n/a	1
460.4707031250	n/a	235761	n/a	n/a	n/a	1
467.8300781250	n/a	239529	n/a	n/a	n/a	3
473.8496093750	n/a	242611	n/a	n/a	n/a	1
479.3144531250	n/a	245409	n/a	n/a	n/a	1
486.1250000000	n/a	248896	n/a	n/a	n/a	3
491.9726562500	n/a	251890	n/a	n/a	n/a	3
498.5546875000	n/a	255260	n/a	n/a	n/a	3
504.0566406250	n/a	258077	n/a	n/a	n/a	1
511.5214843750	n/a	261899	n/a	n/a	n/a	1
516.8867187500	n/a	264646	n/a	n/a	n/a	1
524.4511718750	n/a	268519	n/a	n/a	n/a	1
529.7480468750	n/a	271231	n/a	n/a	n/a	1
535.4140625000	n/a	274132	n/a	n/a	n/a	1
542.9785156250	n/a	278005	n/a	n/a	n/a	1
549.0390625000	n/a	281108	n/a	n/a	n/a	3
560.7031250000	n/a	287080	n/a	n/a	n/a	3
565.9863281250	n/a	289785	n/a	n/a	n/a	1
572.0683593750	n/a	292899	n/a	n/a	n/a	1
578.1328125000	n/a	296004	n/a	n/a	n/a	1
584.2949218750	n/a	299159	n/a	n/a	n/a	3
589.8769531250	n/a	302017	n/a	n/a	n/a	3
595.4746093750	n/a	304883	n/a	n/a	n/a	3
601.8593750000	n/a	308152	n/a	n/a	n/a	1
607.9082031250	n/a	311249	n/a	n/a	n/a	1
614.1015625000	n/a	314420	n/a	n/a	n/a	3
620.0039062500	n/a	317442	n/a	n/a	n/a	1
625.2324218750	n/a	320119	n/a	n/a	n/a	3
631.4296875000	n/a	323292	n/a	n/a	n/a	3
637.7968750000	n/a	326552	n/a	n/a	n/a	1
643.7089843750	n/a	329579	n/a	n/a	n/a	3
648.9414062500	n/a	332258	n/a	n/a	n/a	3
