onset	duration	sample	value
1.068359375	n/a	547	condition 2
1.271484375	n/a	651	condition 22
9.12109375	n/a	4670	condition 2
9.322265625	n/a	4773	condition 22
18.96875	n/a	9712	condition 2
19.171875	n/a	9816	condition 22
26.81640625	n/a	13730	condition 2
27.01953125	n/a	13834	condition 22
36.29101562	n/a	18581	condition 2
36.49414062	n/a	18685	condition 22
43.49609375	n/a	22270	condition 2
43.69921875	n/a	22374	condition 22
51.53125	n/a	26384	condition 2
51.73242188	n/a	26487	condition 22
58.73632812	n/a	30073	condition 2
58.9375	n/a	30176	condition 22
68.56445312	n/a	35105	condition 2
68.76757812	n/a	35209	condition 22
78.04101562	n/a	39957	condition 2
78.24414062	n/a	40061	condition 22
85.88867188	n/a	43975	condition 2
86.09179688	n/a	44079	condition 22
95.36328125	n/a	48826	condition 2
95.56640625	n/a	48930	condition 22
103.4179688	n/a	52950	condition 2
103.6191406	n/a	53053	condition 22
110.6054688	n/a	56630	condition 2
110.8066406	n/a	56733	condition 22
120.4511719	n/a	61671	condition 2
120.6542969	n/a	61775	condition 22
128.3007812	n/a	65690	condition 2
128.5019531	n/a	65793	condition 22
136.1464844	n/a	69707	condition 2
136.3496094	n/a	69811	condition 22
145.6230469	n/a	74559	condition 2
145.828125	n/a	74664	condition 22
155.4707031	n/a	79601	condition 2
155.6738281	n/a	79705	condition 22
163.5234375	n/a	83724	condition 2
163.7246094	n/a	83827	condition 22
170.7285156	n/a	87413	condition 2
170.9296875	n/a	87516	condition 22
180.5566406	n/a	92445	condition 2
180.7617188	n/a	92550	condition 22
190.0332031	n/a	97297	condition 2
190.2363281	n/a	97401	condition 22
197.2363281	n/a	100985	condition 2
197.4394531	n/a	101089	condition 22
205.0859375	n/a	105004	condition 2
205.2890625	n/a	105108	condition 22
213.1367188	n/a	109126	condition 2
213.3417969	n/a	109231	condition 22
221.1875	n/a	113248	condition 2
221.390625	n/a	113352	condition 22
231.0371094	n/a	118291	condition 2
231.2402344	n/a	118395	condition 22
238.2246094	n/a	121971	condition 2
238.4257812	n/a	122074	condition 22
246.0722656	n/a	125989	condition 2
246.2753906	n/a	126093	condition 22
255.546875	n/a	130840	condition 2
255.7519531	n/a	130945	condition 22
262.75	n/a	134528	condition 2
262.9550781	n/a	134633	condition 22
272.2089844	n/a	139371	condition 2
272.4140625	n/a	139476	condition 22
280.0566406	n/a	143389	condition 2
280.2597656	n/a	143493	condition 22
289.90625	n/a	148432	condition 2
290.109375	n/a	148536	condition 22
297.9570312	n/a	152554	condition 2
298.1601562	n/a	152658	condition 22
305.1601562	n/a	156242	condition 2
305.3652344	n/a	156347	condition 22
313.2128906	n/a	160365	condition 2
313.4160156	n/a	160469	condition 22
321.0449219	n/a	164375	condition 2
321.2480469	n/a	164479	condition 22
330.8925781	n/a	169417	condition 2
331.0957031	n/a	169521	condition 22
340.3671875	n/a	174268	condition 2
340.5703125	n/a	174372	condition 22
349.8417969	n/a	179119	condition 2
350.046875	n/a	179224	condition 22
359.6914062	n/a	184162	condition 2
359.8945312	n/a	184266	condition 22
366.8945312	n/a	187850	condition 2
367.0976562	n/a	187954	condition 22
374.7265625	n/a	191860	condition 2
374.9296875	n/a	191964	condition 22
382.7792969	n/a	195983	condition 2
382.9804688	n/a	196086	condition 22
392.6289062	n/a	201026	condition 2
392.8300781	n/a	201129	condition 22
402.1015625	n/a	205876	condition 2
402.3046875	n/a	205980	condition 22
409.2910156	n/a	209557	condition 2
409.4921875	n/a	209660	condition 22
