onset	duration	value	event	stim_file
353760	0	34	34	SHINEd_016_y_m_h_a.jpg
353875	0	20	cross/white	n/a
353990	0	111	button_press	n/a
354411	0	45	white/happy/standard/5	SHINEd_028_y_f_h_a.jpg
354525	0	20	cross/white	n/a
355043	0	46	white/happy/standard/6	SHINEd_028_y_f_h_a.jpg
355127	0	20	cross/white	n/a
355645	0	21	white/angry/deviant/1	SHINEd_010_y_f_a_a.jpg
355772	0	20	cross/white	n/a
356308	0	22	white/angry/standard/2	SHINEd_010_y_f_a_a.jpg
356404	0	20	cross/white	n/a
356904	0	23	white/angry/standard/3	SHINEd_010_y_f_a_a.jpg
357000	0	20	cross/white	n/a
357506	0	24	white/angry/standard/4	SHINEd_008_y_m_a_b.jpg
357602	0	20	cross/white	n/a
358096	0	25	white/angry/standard/5	SHINEd_010_y_f_a_a.jpg
358186	0	20	cross/white	n/a
358698	0	26	white/angry/standard/6	SHINEd_010_y_f_a_a.jpg
358813	0	20	cross/white	n/a
359331	0	61	white/neutral/deviant/1	SHINEd_008_y_m_n_b.jpg
359427	0	20	cross/white	n/a
359951	0	62	white/neutral/standard/2	SHINEd_008_y_m_n_b.jpg
360071	0	20	cross/white	n/a
360595	0	63	white/neutral/standard/3	SHINEd_008_y_m_n_b.jpg
360691	0	20	cross/white	n/a
361215	0	64	white/neutral/standard/4	SHINEd_008_y_m_n_b.jpg
361336	0	20	cross/white	n/a
361920	0	65	white/neutral/standard/5	SHINEd_008_y_m_n_b.jpg
362040	0	20	cross/white	n/a
362571	0	66	white/neutral/standard/6	SHINEd_008_y_m_n_b.jpg
362673	0	20	cross/white	n/a
363185	0	61	white/neutral/deviant/1	SHINEd_008_y_m_n_b.jpg
363281	0	20	cross/white	n/a
363787	0	62	white/neutral/standard/2	SHINEd_008_y_m_n_b.jpg
363895	0	20	cross/white	n/a
364413	0	63	white/neutral/standard/3	SHINEd_008_y_m_n_b.jpg
364521	0	20	cross/white	n/a
365063	0	64	white/neutral/standard/4	SHINEd_008_y_m_n_b.jpg
365184	0	20	cross/white	n/a
365720	0	65	white/neutral/standard/5	SHINEd_008_y_m_n_b.jpg
365828	0	20	cross/white	n/a
366334	0	66	white/neutral/standard/6	SHINEd_008_y_m_n_b.jpg
366424	0	20	cross/white	n/a
366942	0	67	white/neutral/standard/7	SHINEd_016_y_m_n_b.jpg
367069	0	20	cross/white	n/a
367599	0	41	white/happy/deviant/1	SHINEd_037_y_m_h_a.jpg
367689	0	20	cross/white	n/a
368195	0	42	white/happy/standard/2	SHINEd_028_y_f_h_a.jpg
368309	0	20	cross/white	n/a
368857	0	43	white/happy/standard/3	SHINEd_028_y_f_h_a.jpg
368990	0	20	cross/white	n/a
369544	0	44	white/happy/standard/4	SHINEd_028_y_f_h_a.jpg
369658	0	20	cross/white	n/a
370170	0	45	white/happy/standard/5	SHINEd_028_y_f_h_a.jpg
370260	0	20	cross/white	n/a
370778	0	46	white/happy/standard/6	SHINEd_028_y_f_h_a.jpg
370899	0	20	cross/white	n/a
371416	0	21	white/angry/deviant/1	SHINEd_010_y_f_a_a.jpg
371513	0	20	cross/white	n/a
372001	0	22	white/angry/standard/2	SHINEd_010_y_f_a_a.jpg
372085	0	20	cross/white	n/a
372597	0	23	white/angry/standard/3	SHINEd_010_y_f_a_a.jpg
372717	0	20	cross/white	n/a
373265	0	24	white/angry/standard/4	SHINEd_008_y_m_a_b.jpg
373386	0	20	cross/white	n/a
373921	0	25	white/angry/standard/5	SHINEd_010_y_f_a_a.jpg
374030	0	20	cross/white	n/a
374578	0	26	white/angry/standard/6	SHINEd_010_y_f_a_a.jpg
374710	0	20	cross/white	n/a
375264	0	41	white/happy/deviant/1	SHINEd_037_y_m_h_a.jpg
375385	0	20	cross/white	n/a
375921	0	42	white/happy/standard/2	SHINEd_028_y_f_h_a.jpg
376029	0	20	cross/white	n/a
376535	0	43	white/happy/standard/3	SHINEd_028_y_f_h_a.jpg
376631	0	20	cross/white	n/a
377149	0	44	white/happy/standard/4	SHINEd_028_y_f_h_a.jpg
377264	0	20	cross/white	n/a
377788	0	45	white/happy/standard/5	SHINEd_028_y_f_h_a.jpg
377890	0	20	cross/white	n/a
378390	0	46	white/happy/standard/6	SHINEd_028_y_f_h_a.jpg
378480	0	20	cross/white	n/a
378968	0	41	white/happy/deviant/1	SHINEd_037_y_m_h_a.jpg
379064	0	20	cross/white	n/a
379570	0	42	white/happy/standard/2	SHINEd_028_y_f_h_a.jpg
379666	0	20	cross/white	n/a
380154	0	43	white/happy/standard/3	SHINEd_028_y_f_h_a.jpg
380238	0	20	cross/white	n/a
380720	0	44	white/happy/standard/4	SHINEd_028_y_f_h_a.jpg
380816	0	20	cross/white	n/a
381316	0	45	white/happy/standard/5	SHINEd_028_y_f_h_a.jpg
381413	0	20	cross/white	n/a
381943	0	46	white/happy/standard/6	SHINEd_028_y_f_h_a.jpg
382057	0	20	cross/white	n/a
382569	0	41	white/happy/deviant/1	SHINEd_037_y_m_h_a.jpg
382665	0	20	cross/white	n/a
383147	0	42	white/happy/standard/2	SHINEd_028_y_f_h_a.jpg
383231	0	20	cross/white	n/a
383719	0	43	white/happy/standard/3	SHINEd_028_y_f_h_a.jpg
383821	0	20	cross/white	n/a
384315	0	44	white/happy/standard/4	SHINEd_028_y_f_h_a.jpg
384406	0	20	cross/white	n/a
384887	0	45	white/happy/standard/5	SHINEd_028_y_f_h_a.jpg
384978	0	20	cross/white	n/a
385471	0	21	white/angry/deviant/1	SHINEd_010_y_f_a_a.jpg
385568	0	20	cross/white	n/a
386080	0	22	white/angry/standard/2	SHINEd_010_y_f_a_a.jpg
386194	0	20	cross/white	n/a
386736	0	23	white/angry/standard/3	SHINEd_010_y_f_a_a.jpg
386862	0	20	cross/white	n/a
387374	0	24	white/angry/standard/4	SHINEd_008_y_m_a_b.jpg
387459	0	20	cross/white	n/a
387928	0	25	white/angry/standard/5	SHINEd_010_y_f_a_a.jpg
388013	0	20	cross/white	n/a
388537	0	26	white/angry/standard/6	SHINEd_010_y_f_a_a.jpg
388669	0	20	cross/white	n/a
389217	0	61	white/neutral/deviant/1	SHINEd_008_y_m_n_b.jpg
389331	0	20	cross/white	n/a
389867	0	62	white/neutral/standard/2	SHINEd_008_y_m_n_b.jpg
389988	0	20	cross/white	n/a
390542	0	63	white/neutral/standard/3	SHINEd_008_y_m_n_b.jpg
390674	0	20	cross/white	n/a
391210	0	64	white/neutral/standard/4	SHINEd_008_y_m_n_b.jpg
391307	0	20	cross/white	n/a
391794	0	65	white/neutral/standard/5	SHINEd_008_y_m_n_b.jpg
391885	0	20	cross/white	n/a
392397	0	66	white/neutral/standard/6	SHINEd_008_y_m_n_b.jpg
392511	0	20	cross/white	n/a
393041	0	67	white/neutral/standard/7	SHINEd_016_y_m_n_b.jpg
393155	0	20	cross/white	n/a
393685	0	21	white/angry/deviant/1	SHINEd_010_y_f_a_a.jpg
393800	0	20	cross/white	n/a
394348	0	22	white/angry/standard/2	SHINEd_010_y_f_a_a.jpg
394480	0	20	cross/white	n/a
395040	0	23	white/angry/standard/3	SHINEd_010_y_f_a_a.jpg
395167	0	20	cross/white	n/a
395727	0	24	white/angry/standard/4	SHINEd_008_y_m_a_b.jpg
395859	0	20	cross/white	n/a
396383	0	25	white/angry/standard/5	SHINEd_010_y_f_a_a.jpg
396473	0	20	cross/white	n/a
396985	0	26	white/angry/standard/6	SHINEd_010_y_f_a_a.jpg
397094	0	20	cross/white	n/a
397642	0	27	white/angry/standard/7	SHINEd_010_y_f_a_a.jpg
397774	0	20	cross/white	n/a
398298	0	61	white/neutral/deviant/1	SHINEd_008_y_m_n_b.jpg
398388	0	20	cross/white	n/a
398888	0	62	white/neutral/standard/2	SHINEd_008_y_m_n_b.jpg
398996	0	20	cross/white	n/a
399520	0	63	white/neutral/standard/3	SHINEd_008_y_m_n_b.jpg
399635	0	20	cross/white	n/a
400159	0	64	white/neutral/standard/4	SHINEd_008_y_m_n_b.jpg
400267	0	20	cross/white	n/a
400773	0	65	white/neutral/standard/5	SHINEd_008_y_m_n_b.jpg
400863	0	20	cross/white	n/a
401339	0	66	white/neutral/standard/6	SHINEd_008_y_m_n_b.jpg
401423	0	20	cross/white	n/a
401923	0	41	white/happy/deviant/1	SHINEd_037_y_m_h_a.jpg
402037	0	20	cross/white	n/a
402543	0	42	white/happy/standard/2	SHINEd_028_y_f_h_a.jpg
402634	0	20	cross/white	n/a
403139	0	43	white/happy/standard/3	SHINEd_028_y_f_h_a.jpg
403254	0	20	cross/white	n/a
403790	0	44	white/happy/standard/4	SHINEd_028_y_f_h_a.jpg
403910	0	20	cross/white	n/a
404452	0	45	white/happy/standard/5	SHINEd_028_y_f_h_a.jpg
404573	0	20	cross/white	n/a
405097	0	41	white/happy/deviant/1	SHINEd_037_y_m_h_a.jpg
405199	0	20	cross/white	n/a
405723	0	42	white/happy/standard/2	SHINEd_028_y_f_h_a.jpg
405843	0	20	cross/white	n/a
406355	0	43	white/happy/standard/3	SHINEd_028_y_f_h_a.jpg
406445	0	20	cross/white	n/a
406981	0	44	white/happy/standard/4	SHINEd_028_y_f_h_a.jpg
407114	0	20	cross/white	n/a
407674	0	45	white/happy/standard/5	SHINEd_028_y_f_h_a.jpg
407800	0	20	cross/white	n/a
408330	0	46	white/happy/standard/6	SHINEd_028_y_f_h_a.jpg
408433	0	20	cross/white	n/a
408957	0	61	white/neutral/deviant/1	SHINEd_008_y_m_n_b.jpg
409077	0	20	cross/white	n/a
409583	0	62	white/neutral/standard/2	SHINEd_008_y_m_n_b.jpg
409667	0	20	cross/white	n/a
410143	0	63	white/neutral/standard/3	SHINEd_008_y_m_n_b.jpg
410233	0	20	cross/white	n/a
410721	0	64	white/neutral/standard/4	SHINEd_008_y_m_n_b.jpg
410817	0	20	cross/white	n/a
411317	0	65	white/neutral/standard/5	SHINEd_008_y_m_n_b.jpg
411420	0	20	cross/white	n/a
411919	0	21	white/angry/deviant/1	SHINEd_010_y_f_a_a.jpg
412004	0	20	cross/white	n/a
412503	0	22	white/angry/standard/2	SHINEd_010_y_f_a_a.jpg
412618	0	20	cross/white	n/a
413160	0	23	white/angry/standard/3	SHINEd_010_y_f_a_a.jpg
413280	0	20	cross/white	n/a
413804	0	24	white/angry/standard/4	SHINEd_008_y_m_a_b.jpg
413907	0	20	cross/white	n/a
414424	0	25	white/angry/standard/5	SHINEd_010_y_f_a_a.jpg
414539	0	20	cross/white	n/a
415063	0	16	red/angry/standard/6	SHINEd_010_y_f_a_a.jpg
415171	0	20	cross/white	n/a
415268	0	111	button_press	n/a
415665	0	61	white/neutral/deviant/1	SHINEd_008_y_m_n_b.jpg
415749	0	20	cross/white	n/a
416255	0	62	white/neutral/standard/2	SHINEd_008_y_m_n_b.jpg
416382	0	20	cross/white	n/a
416906	0	63	white/neutral/standard/3	SHINEd_008_y_m_n_b.jpg
417008	0	20	cross/white	n/a
417538	0	64	white/neutral/standard/4	SHINEd_008_y_m_n_b.jpg
417670	0	20	cross/white	n/a
418188	0	65	white/neutral/standard/5	SHINEd_008_y_m_n_b.jpg
418272	0	20	cross/white	n/a
418760	0	66	white/neutral/standard/6	SHINEd_008_y_m_n_b.jpg
418869	0	20	cross/white	n/a
419362	0	67	white/neutral/standard/7	SHINEd_016_y_m_n_b.jpg
419447	0	20	cross/white	n/a
419935	0	61	white/neutral/deviant/1	SHINEd_008_y_m_n_b.jpg
420037	0	20	cross/white	n/a
420537	0	62	white/neutral/standard/2	SHINEd_008_y_m_n_b.jpg
420633	0	20	cross/white	n/a
421139	0	63	white/neutral/standard/3	SHINEd_008_y_m_n_b.jpg
421247	0	20	cross/white	n/a
421777	0	64	white/neutral/standard/4	SHINEd_008_y_m_n_b.jpg
421898	0	20	cross/white	n/a
422427	0	65	white/neutral/standard/5	SHINEd_008_y_m_n_b.jpg
422536	0	20	cross/white	n/a
423048	0	56	56	SHINEd_016_y_m_n_a.jpg
423150	0	20	cross/white	n/a
423301	0	111	button_press	n/a
423650	0	21	white/angry/deviant/1	SHINEd_010_y_f_a_a.jpg
423746	0	20	cross/white	n/a
424270	0	22	white/angry/standard/2	SHINEd_010_y_f_a_a.jpg
424397	0	20	cross/white	n/a
424902	0	23	white/angry/standard/3	SHINEd_010_y_f_a_a.jpg
424987	0	20	cross/white	n/a
425487	0	24	white/angry/standard/4	SHINEd_008_y_m_a_b.jpg
425601	0	20	cross/white	n/a
426149	0	25	white/angry/standard/5	SHINEd_010_y_f_a_a.jpg
426281	0	20	cross/white	n/a
426823	0	26	white/angry/standard/6	SHINEd_010_y_f_a_a.jpg
426932	0	20	cross/white	n/a
427444	0	21	white/angry/deviant/1	SHINEd_010_y_f_a_a.jpg
427546	0	20	cross/white	n/a
428046	0	22	white/angry/standard/2	SHINEd_010_y_f_a_a.jpg
428142	0	20	cross/white	n/a
428648	0	23	white/angry/standard/3	SHINEd_010_y_f_a_a.jpg
428750	0	20	cross/white	n/a
429268	0	24	white/angry/standard/4	SHINEd_008_y_m_a_b.jpg
429383	0	20	cross/white	n/a
429919	0	25	white/angry/standard/5	SHINEd_010_y_f_a_a.jpg
430039	0	20	cross/white	n/a
430587	0	26	white/angry/standard/6	SHINEd_010_y_f_a_a.jpg
430714	0	20	cross/white	n/a
431256	0	27	white/angry/standard/7	SHINEd_010_y_f_a_a.jpg
431364	0	20	cross/white	n/a
431882	0	21	white/angry/deviant/1	SHINEd_010_y_f_a_a.jpg
431984	0	20	cross/white	n/a
432514	0	22	white/angry/standard/2	SHINEd_010_y_f_a_a.jpg
432635	0	20	cross/white	n/a
433146	0	23	white/angry/standard/3	SHINEd_010_y_f_a_a.jpg
433237	0	20	cross/white	n/a
433731	0	24	white/angry/standard/4	SHINEd_008_y_m_a_b.jpg
433833	0	20	cross/white	n/a
434315	0	25	white/angry/standard/5	SHINEd_010_y_f_a_a.jpg
434399	0	20	cross/white	n/a
434911	0	61	white/neutral/deviant/1	SHINEd_008_y_m_n_b.jpg
435037	0	20	cross/white	n/a
435585	0	52	red/neutral/standard/2	SHINEd_022_y_f_n_b.jpg
435706	0	20	cross/white	n/a
435893	0	111	button_press	n/a
436248	0	63	white/neutral/standard/3	SHINEd_008_y_m_n_b.jpg
436368	0	20	cross/white	n/a
436892	0	64	white/neutral/standard/4	SHINEd_008_y_m_n_b.jpg
436994	0	20	cross/white	n/a
437500	0	65	white/neutral/standard/5	SHINEd_008_y_m_n_b.jpg
437602	0	20	cross/white	n/a
438103	0	66	white/neutral/standard/6	SHINEd_008_y_m_n_b.jpg
438205	0	20	cross/white	n/a
438711	0	67	white/neutral/standard/7	SHINEd_016_y_m_n_b.jpg
438813	0	20	cross/white	n/a
439313	0	21	white/angry/deviant/1	SHINEd_010_y_f_a_a.jpg
439409	0	20	cross/white	n/a
439891	0	22	white/angry/standard/2	SHINEd_010_y_f_a_a.jpg
439975	0	20	cross/white	n/a
440451	0	23	white/angry/standard/3	SHINEd_010_y_f_a_a.jpg
440541	0	20	cross/white	n/a
441053	0	24	white/angry/standard/4	SHINEd_008_y_m_a_b.jpg
441173	0	20	cross/white	n/a
441709	0	25	white/angry/standard/5	SHINEd_010_y_f_a_a.jpg
441824	0	20	cross/white	n/a
442336	0	26	white/angry/standard/6	SHINEd_010_y_f_a_a.jpg
442438	0	20	cross/white	n/a
442697	0	200	feedback	n/a
455728	0	111	button_press	n/a
456059	0	20	cross/white	n/a
456553	0	23	white/angry/standard/3	SHINEd_010_y_f_a_a.jpg
456656	0	20	cross/white	n/a
457149	0	24	white/angry/standard/4	SHINEd_008_y_m_a_b.jpg
457234	0	20	cross/white	n/a
457728	0	25	white/angry/standard/5	SHINEd_010_y_f_a_a.jpg
457836	0	20	cross/white	n/a
458354	0	16	red/angry/standard/6	SHINEd_010_y_f_a_a.jpg
458462	0	20	cross/white	n/a
458583	0	111	button_press	n/a
458998	0	21	white/angry/deviant/1	SHINEd_010_y_f_a_a.jpg
459125	0	20	cross/white	n/a
459642	0	22	white/angry/standard/2	SHINEd_010_y_f_a_a.jpg
459733	0	20	cross/white	n/a
460245	0	23	white/angry/standard/3	SHINEd_010_y_f_a_a.jpg
460347	0	20	cross/white	n/a
460877	0	24	white/angry/standard/4	SHINEd_008_y_m_a_b.jpg
460985	0	20	cross/white	n/a
461527	0	15	red/angry/standard/5	SHINEd_010_y_f_a_a.jpg
461654	0	20	cross/white	n/a
461738	0	111	button_press	n/a
462226	0	31	red/happy/deviant/1	SHINEd_010_y_f_h_a.jpg
462340	0	20	cross/white	n/a
462425	0	111	button_press	n/a
462852	0	42	white/happy/standard/2	SHINEd_028_y_f_h_a.jpg
462948	0	20	cross/white	n/a
463454	0	43	white/happy/standard/3	SHINEd_028_y_f_h_a.jpg
463563	0	20	cross/white	n/a
464087	0	44	white/happy/standard/4	SHINEd_028_y_f_h_a.jpg
464201	0	20	cross/white	n/a
464749	0	45	white/happy/standard/5	SHINEd_028_y_f_h_a.jpg
464875	0	20	cross/white	n/a
465435	0	21	white/angry/deviant/1	SHINEd_010_y_f_a_a.jpg
465568	0	20	cross/white	n/a
466086	0	22	white/angry/standard/2	SHINEd_010_y_f_a_a.jpg
466170	0	20	cross/white	n/a
466688	0	23	white/angry/standard/3	SHINEd_010_y_f_a_a.jpg
466814	0	20	cross/white	n/a
467375	0	24	white/angry/standard/4	SHINEd_008_y_m_a_b.jpg
467501	0	20	cross/white	n/a
468019	0	25	white/angry/standard/5	SHINEd_010_y_f_a_a.jpg
468109	0	20	cross/white	n/a
468585	0	16	red/angry/standard/6	SHINEd_010_y_f_a_a.jpg
468669	0	20	cross/white	n/a
468778	0	111	button_press	n/a
469145	0	27	white/angry/standard/7	SHINEd_010_y_f_a_a.jpg
469229	0	20	cross/white	n/a
469729	0	28	white/angry/standard/8	SHINEd_028_y_f_a_b.jpg
469843	0	20	cross/white	n/a
470373	0	21	white/angry/deviant/1	SHINEd_010_y_f_a_a.jpg
470482	0	20	cross/white	n/a
470988	0	22	white/angry/standard/2	SHINEd_010_y_f_a_a.jpg
471084	0	20	cross/white	n/a
471614	0	23	white/angry/standard/3	SHINEd_010_y_f_a_a.jpg
471746	0	20	cross/white	n/a
472289	0	24	white/angry/standard/4	SHINEd_008_y_m_a_b.jpg
472391	0	20	cross/white	n/a
472885	0	25	white/angry/standard/5	SHINEd_010_y_f_a_a.jpg
472975	0	20	cross/white	n/a
473457	0	21	white/angry/deviant/1	SHINEd_010_y_f_a_a.jpg
473541	0	20	cross/white	n/a
474047	0	22	white/angry/standard/2	SHINEd_010_y_f_a_a.jpg
474167	0	20	cross/white	n/a
474685	0	23	white/angry/standard/3	SHINEd_010_y_f_a_a.jpg
474781	0	20	cross/white	n/a
475287	0	24	white/angry/standard/4	SHINEd_008_y_m_a_b.jpg
475372	0	20	cross/white	n/a
475895	0	25	white/angry/standard/5	SHINEd_010_y_f_a_a.jpg
476028	0	20	cross/white	n/a
476582	0	26	white/angry/standard/6	SHINEd_010_y_f_a_a.jpg
476702	0	20	cross/white	n/a
477262	0	27	white/angry/standard/7	SHINEd_010_y_f_a_a.jpg
477395	0	20	cross/white	n/a
477955	0	41	white/happy/deviant/1	SHINEd_037_y_m_h_a.jpg
478075	0	20	cross/white	n/a
478593	0	42	white/happy/standard/2	SHINEd_028_y_f_h_a.jpg
478690	0	20	cross/white	n/a
479183	0	43	white/happy/standard/3	SHINEd_028_y_f_h_a.jpg
479274	0	20	cross/white	n/a
479768	0	34	34	SHINEd_016_y_m_h_a.jpg
479870	0	20	cross/white	n/a
479973	0	111	button_press	n/a
480370	0	45	white/happy/standard/5	SHINEd_028_y_f_h_a.jpg
480466	0	20	cross/white	n/a
480948	0	46	white/happy/standard/6	SHINEd_028_y_f_h_a.jpg
481032	0	20	cross/white	n/a
481532	0	47	white/happy/standard/7	SHINEd_025_y_m_h_b.jpg
481634	0	20	cross/white	n/a
482158	0	21	white/angry/deviant/1	SHINEd_010_y_f_a_a.jpg
482279	0	20	cross/white	n/a
482796	0	12	red/angry/standard/2	SHINEd_028_y_f_a_b.jpg
482893	0	20	cross/white	n/a
483008	0	111	button_press	n/a
483417	0	23	white/angry/standard/3	SHINEd_010_y_f_a_a.jpg
483543	0	20	cross/white	n/a
484055	0	24	white/angry/standard/4	SHINEd_008_y_m_a_b.jpg
484139	0	20	cross/white	n/a
484627	0	25	white/angry/standard/5	SHINEd_010_y_f_a_a.jpg
484736	0	20	cross/white	n/a
485253	0	26	white/angry/standard/6	SHINEd_010_y_f_a_a.jpg
485362	0	20	cross/white	n/a
485904	0	31	red/happy/deviant/1	SHINEd_010_y_f_h_a.jpg
486030	0	20	cross/white	n/a
486079	0	111	button_press	n/a
486566	0	42	white/happy/standard/2	SHINEd_028_y_f_h_a.jpg
486675	0	20	cross/white	n/a
487168	0	43	white/happy/standard/3	SHINEd_028_y_f_h_a.jpg
487253	0	20	cross/white	n/a
487728	0	44	white/happy/standard/4	SHINEd_028_y_f_h_a.jpg
487819	0	20	cross/white	n/a
488300	0	35	red/happy/standard/5	SHINEd_025_y_m_h_b.jpg
488391	0	20	cross/white	n/a
488512	0	111	button_press	n/a
488915	0	41	white/happy/deviant/1	SHINEd_037_y_m_h_a.jpg
489047	0	20	cross/white	n/a
489595	0	42	white/happy/standard/2	SHINEd_028_y_f_h_a.jpg
489704	0	20	cross/white	n/a
490233	0	43	white/happy/standard/3	SHINEd_028_y_f_h_a.jpg
490354	0	20	cross/white	n/a
490872	0	44	white/happy/standard/4	SHINEd_028_y_f_h_a.jpg
490968	0	20	cross/white	n/a
491474	0	45	white/happy/standard/5	SHINEd_028_y_f_h_a.jpg
491582	0	20	cross/white	n/a
492124	0	46	white/happy/standard/6	SHINEd_028_y_f_h_a.jpg
492257	0	20	cross/white	n/a
492781	0	41	white/happy/deviant/1	SHINEd_037_y_m_h_a.jpg
492871	0	20	cross/white	n/a
493371	0	42	white/happy/standard/2	SHINEd_028_y_f_h_a.jpg
493479	0	20	cross/white	n/a
493967	0	43	white/happy/standard/3	SHINEd_028_y_f_h_a.jpg
494051	0	20	cross/white	n/a
494533	0	44	white/happy/standard/4	SHINEd_028_y_f_h_a.jpg
494629	0	20	cross/white	n/a
495135	0	45	white/happy/standard/5	SHINEd_028_y_f_h_a.jpg
495244	0	20	cross/white	n/a
495755	0	46	white/happy/standard/6	SHINEd_028_y_f_h_a.jpg
495864	0	20	cross/white	n/a
496388	0	47	white/happy/standard/7	SHINEd_025_y_m_h_b.jpg
496502	0	20	cross/white	n/a
497026	0	48	white/happy/standard/8	SHINEd_022_y_f_h_b.jpg
497141	0	20	cross/white	n/a
497646	0	21	white/angry/deviant/1	SHINEd_010_y_f_a_a.jpg
497737	0	20	cross/white	n/a
498249	0	22	white/angry/standard/2	SHINEd_010_y_f_a_a.jpg
498369	0	20	cross/white	n/a
498917	0	23	white/angry/standard/3	SHINEd_010_y_f_a_a.jpg
499043	0	20	cross/white	n/a
499574	0	24	white/angry/standard/4	SHINEd_008_y_m_a_b.jpg
499676	0	20	cross/white	n/a
500188	0	25	white/angry/standard/5	SHINEd_010_y_f_a_a.jpg
500302	0	20	cross/white	n/a
500850	0	26	white/angry/standard/6	SHINEd_010_y_f_a_a.jpg
500982	0	20	cross/white	n/a
501500	0	27	white/angry/standard/7	SHINEd_010_y_f_a_a.jpg
501591	0	20	cross/white	n/a
502102	0	28	white/angry/standard/8	SHINEd_028_y_f_a_b.jpg
502223	0	20	cross/white	n/a
502765	0	61	white/neutral/deviant/1	SHINEd_008_y_m_n_b.jpg
502879	0	20	cross/white	n/a
503403	0	62	white/neutral/standard/2	SHINEd_008_y_m_n_b.jpg
503518	0	20	cross/white	n/a
504017	0	63	white/neutral/standard/3	SHINEd_008_y_m_n_b.jpg
504108	0	20	cross/white	n/a
504596	0	64	white/neutral/standard/4	SHINEd_008_y_m_n_b.jpg
504698	0	20	cross/white	n/a
505216	0	55	55	SHINEd_008_y_m_n_b.jpg
505336	0	20	cross/white	n/a
505433	0	111	button_press	n/a
505860	0	66	white/neutral/standard/6	SHINEd_008_y_m_n_b.jpg
505969	0	20	cross/white	n/a
506486	0	21	white/angry/deviant/1	SHINEd_010_y_f_a_a.jpg
506595	0	20	cross/white	n/a
507125	0	22	white/angry/standard/2	SHINEd_010_y_f_a_a.jpg
507251	0	20	cross/white	n/a
507805	0	23	white/angry/standard/3	SHINEd_010_y_f_a_a.jpg
507938	0	20	cross/white	n/a
508456	0	24	white/angry/standard/4	SHINEd_008_y_m_a_b.jpg
508546	0	20	cross/white	n/a
509070	0	25	white/angry/standard/5	SHINEd_010_y_f_a_a.jpg
509202	0	20	cross/white	n/a
509726	0	61	white/neutral/deviant/1	SHINEd_008_y_m_n_b.jpg
509823	0	20	cross/white	n/a
510323	0	62	white/neutral/standard/2	SHINEd_008_y_m_n_b.jpg
510425	0	20	cross/white	n/a
510949	0	63	white/neutral/standard/3	SHINEd_008_y_m_n_b.jpg
511075	0	20	cross/white	n/a
511617	0	54	red/neutral/standard/4	SHINEd_022_y_f_n_a.jpg
511731	0	20	cross/white	n/a
511900	0	111	button_press	n/a
512285	0	65	white/neutral/standard/5	SHINEd_008_y_m_n_b.jpg
512418	0	20	cross/white	n/a
512948	0	66	white/neutral/standard/6	SHINEd_008_y_m_n_b.jpg
513044	0	20	cross/white	n/a
513526	0	67	white/neutral/standard/7	SHINEd_016_y_m_n_b.jpg
513610	0	20	cross/white	n/a
514104	0	68	white/neutral/standard/8	SHINEd_008_y_m_n_b.jpg
514212	0	20	cross/white	n/a
514712	0	41	white/happy/deviant/1	SHINEd_037_y_m_h_a.jpg
514803	0	20	cross/white	n/a
515278	0	42	white/happy/standard/2	SHINEd_028_y_f_h_a.jpg
515363	0	20	cross/white	n/a
515856	0	43	white/happy/standard/3	SHINEd_028_y_f_h_a.jpg
515965	0	20	cross/white	n/a
516501	0	44	white/happy/standard/4	SHINEd_028_y_f_h_a.jpg
516627	0	20	cross/white	n/a
517175	0	45	white/happy/standard/5	SHINEd_028_y_f_h_a.jpg
517296	0	20	cross/white	n/a
517820	0	41	white/happy/deviant/1	SHINEd_037_y_m_h_a.jpg
517928	0	20	cross/white	n/a
518434	0	42	white/happy/standard/2	SHINEd_028_y_f_h_a.jpg
518530	0	20	cross/white	n/a
519024	0	43	white/happy/standard/3	SHINEd_028_y_f_h_a.jpg
519120	0	20	cross/white	n/a
519608	0	44	white/happy/standard/4	SHINEd_028_y_f_h_a.jpg
519698	0	20	cross/white	n/a
520216	0	45	white/happy/standard/5	SHINEd_028_y_f_h_a.jpg
520343	0	20	cross/white	n/a
520873	0	46	white/happy/standard/6	SHINEd_028_y_f_h_a.jpg
520981	0	20	cross/white	n/a
521493	0	47	white/happy/standard/7	SHINEd_025_y_m_h_b.jpg
521595	0	20	cross/white	n/a
522119	0	41	white/happy/deviant/1	SHINEd_037_y_m_h_a.jpg
522240	0	20	cross/white	n/a
522769	0	42	white/happy/standard/2	SHINEd_028_y_f_h_a.jpg
522884	0	20	cross/white	n/a
523384	0	43	white/happy/standard/3	SHINEd_028_y_f_h_a.jpg
523468	0	20	cross/white	n/a
523938	0	44	white/happy/standard/4	SHINEd_028_y_f_h_a.jpg
524022	0	20	cross/white	n/a
524498	0	45	white/happy/standard/5	SHINEd_028_y_f_h_a.jpg
524594	0	20	cross/white	n/a
525100	0	46	white/happy/standard/6	SHINEd_028_y_f_h_a.jpg
525208	0	20	cross/white	n/a
525714	0	21	white/angry/deviant/1	SHINEd_010_y_f_a_a.jpg
525810	0	20	cross/white	n/a
526316	0	22	white/angry/standard/2	SHINEd_010_y_f_a_a.jpg
526425	0	20	cross/white	n/a
526943	0	23	white/angry/standard/3	SHINEd_010_y_f_a_a.jpg
527051	0	20	cross/white	n/a
