onset	duration	value	event	stim_file
183234	0	20	cross/white	n/a
183788	0	66	white/neutral/standard/6	SHINEd_008_y_m_n_b.jpg
183908	0	20	cross/white	n/a
184450	0	57	red/neutral/standard/7	SHINEd_031_y_m_n_a.jpg
184571	0	20	cross/white	n/a
184703	0	111	button_press	n/a
185082	0	68	white/neutral/standard/8	SHINEd_008_y_m_n_b.jpg
185179	0	20	cross/white	n/a
185697	0	11	red/angry/deviant/1	SHINEd_008_y_m_a_b.jpg
185817	0	20	cross/white	n/a
185914	0	111	button_press	n/a
186323	0	22	white/angry/standard/2	SHINEd_010_y_f_a_a.jpg
186407	0	20	cross/white	n/a
186913	0	23	white/angry/standard/3	SHINEd_010_y_f_a_a.jpg
187033	0	20	cross/white	n/a
187563	0	24	white/angry/standard/4	SHINEd_008_y_m_a_b.jpg
187672	0	20	cross/white	n/a
188178	0	25	white/angry/standard/5	SHINEd_010_y_f_a_a.jpg
188274	0	20	cross/white	n/a
188756	0	41	white/happy/deviant/1	SHINEd_037_y_m_h_a.jpg
188840	0	20	cross/white	n/a
189334	0	42	white/happy/standard/2	SHINEd_028_y_f_h_a.jpg
189442	0	20	cross/white	n/a
189936	0	43	white/happy/standard/3	SHINEd_028_y_f_h_a.jpg
190020	0	20	cross/white	n/a
190496	0	44	white/happy/standard/4	SHINEd_028_y_f_h_a.jpg
190592	0	20	cross/white	n/a
191080	0	45	white/happy/standard/5	SHINEd_028_y_f_h_a.jpg
191170	0	20	cross/white	n/a
191664	0	46	white/happy/standard/6	SHINEd_028_y_f_h_a.jpg
191767	0	20	cross/white	n/a
192266	0	21	white/angry/deviant/1	SHINEd_010_y_f_a_a.jpg
192363	0	20	cross/white	n/a
192869	0	22	white/angry/standard/2	SHINEd_010_y_f_a_a.jpg
192977	0	20	cross/white	n/a
193471	0	23	white/angry/standard/3	SHINEd_010_y_f_a_a.jpg
193555	0	20	cross/white	n/a
194031	0	14	red/angry/standard/4	SHINEd_020_y_f_a_b.jpg
194127	0	20	cross/white	n/a
194338	0	111	button_press	n/a
194621	0	25	white/angry/standard/5	SHINEd_010_y_f_a_a.jpg
194717	0	20	cross/white	n/a
195229	0	26	white/angry/standard/6	SHINEd_010_y_f_a_a.jpg
195350	0	20	cross/white	n/a
195862	0	61	white/neutral/deviant/1	SHINEd_008_y_m_n_b.jpg
195946	0	20	cross/white	n/a
196446	0	52	red/neutral/standard/2	SHINEd_022_y_f_n_b.jpg
196566	0	20	cross/white	n/a
196711	0	111	button_press	n/a
197102	0	63	white/neutral/standard/3	SHINEd_008_y_m_n_b.jpg
197216	0	20	cross/white	n/a
197734	0	64	white/neutral/standard/4	SHINEd_008_y_m_n_b.jpg
197843	0	20	cross/white	n/a
198367	0	65	white/neutral/standard/5	SHINEd_008_y_m_n_b.jpg
198475	0	20	cross/white	n/a
198969	0	66	white/neutral/standard/6	SHINEd_008_y_m_n_b.jpg
199059	0	20	cross/white	n/a
199547	0	67	white/neutral/standard/7	SHINEd_016_y_m_n_b.jpg
199637	0	20	cross/white	n/a
200143	0	61	white/neutral/deviant/1	SHINEd_008_y_m_n_b.jpg
200245	0	20	cross/white	n/a
200757	0	62	white/neutral/standard/2	SHINEd_008_y_m_n_b.jpg
200872	0	20	cross/white	n/a
201390	0	63	white/neutral/standard/3	SHINEd_008_y_m_n_b.jpg
201498	0	20	cross/white	n/a
202016	0	64	white/neutral/standard/4	SHINEd_008_y_m_n_b.jpg
202124	0	20	cross/white	n/a
202660	0	65	white/neutral/standard/5	SHINEd_008_y_m_n_b.jpg
202793	0	20	cross/white	n/a
203329	0	41	white/happy/deviant/1	SHINEd_037_y_m_h_a.jpg
203431	0	20	cross/white	n/a
203955	0	42	white/happy/standard/2	SHINEd_028_y_f_h_a.jpg
204069	0	20	cross/white	n/a
204587	0	43	white/happy/standard/3	SHINEd_028_y_f_h_a.jpg
204690	0	20	cross/white	n/a
205196	0	44	white/happy/standard/4	SHINEd_028_y_f_h_a.jpg
205298	0	20	cross/white	n/a
205804	0	45	white/happy/standard/5	SHINEd_028_y_f_h_a.jpg
205900	0	20	cross/white	n/a
206412	0	46	white/happy/standard/6	SHINEd_028_y_f_h_a.jpg
206526	0	20	cross/white	n/a
207032	0	41	white/happy/deviant/1	SHINEd_037_y_m_h_a.jpg
207128	0	20	cross/white	n/a
207628	0	42	white/happy/standard/2	SHINEd_028_y_f_h_a.jpg
207731	0	20	cross/white	n/a
208218	0	43	white/happy/standard/3	SHINEd_028_y_f_h_a.jpg
208303	0	20	cross/white	n/a
208815	0	44	white/happy/standard/4	SHINEd_028_y_f_h_a.jpg
208941	0	20	cross/white	n/a
209471	0	45	white/happy/standard/5	SHINEd_028_y_f_h_a.jpg
209579	0	20	cross/white	n/a
210091	0	46	white/happy/standard/6	SHINEd_028_y_f_h_a.jpg
210200	0	20	cross/white	n/a
210735	0	47	white/happy/standard/7	SHINEd_025_y_m_h_b.jpg
210862	0	20	cross/white	n/a
211416	0	61	white/neutral/deviant/1	SHINEd_008_y_m_n_b.jpg
211536	0	20	cross/white	n/a
212066	0	62	white/neutral/standard/2	SHINEd_008_y_m_n_b.jpg
212175	0	20	cross/white	n/a
212668	0	63	white/neutral/standard/3	SHINEd_008_y_m_n_b.jpg
212753	0	20	cross/white	n/a
213247	0	64	white/neutral/standard/4	SHINEd_008_y_m_n_b.jpg
213355	0	20	cross/white	n/a
213867	0	65	white/neutral/standard/5	SHINEd_008_y_m_n_b.jpg
213969	0	20	cross/white	n/a
214463	0	66	white/neutral/standard/6	SHINEd_008_y_m_n_b.jpg
214553	0	20	cross/white	n/a
215047	0	61	white/neutral/deviant/1	SHINEd_008_y_m_n_b.jpg
215149	0	20	cross/white	n/a
215673	0	62	white/neutral/standard/2	SHINEd_008_y_m_n_b.jpg
215794	0	20	cross/white	n/a
216348	0	63	white/neutral/standard/3	SHINEd_008_y_m_n_b.jpg
216480	0	20	cross/white	n/a
217022	0	64	white/neutral/standard/4	SHINEd_008_y_m_n_b.jpg
217131	0	20	cross/white	n/a
217643	0	65	white/neutral/standard/5	SHINEd_008_y_m_n_b.jpg
217745	0	20	cross/white	n/a
218257	0	61	white/neutral/deviant/1	SHINEd_008_y_m_n_b.jpg
218365	0	20	cross/white	n/a
218871	0	62	white/neutral/standard/2	SHINEd_008_y_m_n_b.jpg
218967	0	20	cross/white	n/a
219491	0	63	white/neutral/standard/3	SHINEd_008_y_m_n_b.jpg
219618	0	20	cross/white	n/a
220130	0	64	white/neutral/standard/4	SHINEd_008_y_m_n_b.jpg
220220	0	20	cross/white	n/a
220702	0	65	white/neutral/standard/5	SHINEd_008_y_m_n_b.jpg
220792	0	20	cross/white	n/a
221274	0	11	red/angry/deviant/1	SHINEd_008_y_m_a_b.jpg
221364	0	20	cross/white	n/a
221527	0	111	button_press	n/a
221852	0	22	white/angry/standard/2	SHINEd_010_y_f_a_a.jpg
221948	0	20	cross/white	n/a
222478	0	23	white/angry/standard/3	SHINEd_010_y_f_a_a.jpg
222611	0	20	cross/white	n/a
223177	0	24	white/angry/standard/4	SHINEd_008_y_m_a_b.jpg
223297	0	20	cross/white	n/a
223839	0	25	white/angry/standard/5	SHINEd_010_y_f_a_a.jpg
223959	0	20	cross/white	n/a
224465	0	26	white/angry/standard/6	SHINEd_010_y_f_a_a.jpg
224556	0	20	cross/white	n/a
225055	0	21	white/angry/deviant/1	SHINEd_010_y_f_a_a.jpg
225164	0	20	cross/white	n/a
225682	0	22	white/angry/standard/2	SHINEd_010_y_f_a_a.jpg
225790	0	20	cross/white	n/a
226326	0	23	white/angry/standard/3	SHINEd_010_y_f_a_a.jpg
226452	0	20	cross/white	n/a
227006	0	24	white/angry/standard/4	SHINEd_008_y_m_a_b.jpg
227133	0	20	cross/white	n/a
227681	0	25	white/angry/standard/5	SHINEd_010_y_f_a_a.jpg
227801	0	20	cross/white	n/a
228313	0	26	white/angry/standard/6	SHINEd_010_y_f_a_a.jpg
228404	0	20	cross/white	n/a
228879	0	61	white/neutral/deviant/1	SHINEd_008_y_m_n_b.jpg
228964	0	20	cross/white	n/a
229463	0	62	white/neutral/standard/2	SHINEd_008_y_m_n_b.jpg
229578	0	20	cross/white	n/a
230084	0	63	white/neutral/standard/3	SHINEd_008_y_m_n_b.jpg
230174	0	20	cross/white	n/a
230668	0	64	white/neutral/standard/4	SHINEd_008_y_m_n_b.jpg
230770	0	20	cross/white	n/a
231270	0	65	white/neutral/standard/5	SHINEd_008_y_m_n_b.jpg
231366	0	20	cross/white	n/a
231878	0	41	white/happy/deviant/1	SHINEd_037_y_m_h_a.jpg
231981	0	20	cross/white	n/a
232480	0	42	white/happy/standard/2	SHINEd_028_y_f_h_a.jpg
232577	0	20	cross/white	n/a
233095	0	43	white/happy/standard/3	SHINEd_028_y_f_h_a.jpg
233215	0	20	cross/white	n/a
233763	0	44	white/happy/standard/4	SHINEd_028_y_f_h_a.jpg
233889	0	20	cross/white	n/a
234407	0	45	white/happy/standard/5	SHINEd_028_y_f_h_a.jpg
234492	0	20	cross/white	n/a
234961	0	46	white/happy/standard/6	SHINEd_028_y_f_h_a.jpg
235046	0	20	cross/white	n/a
235521	0	47	white/happy/standard/7	SHINEd_025_y_m_h_b.jpg
235612	0	20	cross/white	n/a
236112	0	21	white/angry/deviant/1	SHINEd_010_y_f_a_a.jpg
236220	0	20	cross/white	n/a
236497	0	200	feedback	n/a
247234	0	111	button_press	n/a
247559	0	20	cross/white	n/a
248059	0	24	white/angry/standard/4	SHINEd_008_y_m_a_b.jpg
248173	0	20	cross/white	n/a
248703	0	25	white/angry/standard/5	SHINEd_010_y_f_a_a.jpg
248818	0	20	cross/white	n/a
249311	0	61	white/neutral/deviant/1	SHINEd_008_y_m_n_b.jpg
249396	0	20	cross/white	n/a
249871	0	62	white/neutral/standard/2	SHINEd_008_y_m_n_b.jpg
249962	0	20	cross/white	n/a
250431	0	63	white/neutral/standard/3	SHINEd_008_y_m_n_b.jpg
250516	0	20	cross/white	n/a
251016	0	64	white/neutral/standard/4	SHINEd_008_y_m_n_b.jpg
251136	0	20	cross/white	n/a
251660	0	65	white/neutral/standard/5	SHINEd_008_y_m_n_b.jpg
251762	0	20	cross/white	n/a
252274	0	66	white/neutral/standard/6	SHINEd_008_y_m_n_b.jpg
252383	0	20	cross/white	n/a
252919	0	61	white/neutral/deviant/1	SHINEd_008_y_m_n_b.jpg
253045	0	20	cross/white	n/a
253563	0	62	white/neutral/standard/2	SHINEd_008_y_m_n_b.jpg
253659	0	20	cross/white	n/a
254153	0	63	white/neutral/standard/3	SHINEd_008_y_m_n_b.jpg
254249	0	20	cross/white	n/a
254731	0	64	white/neutral/standard/4	SHINEd_008_y_m_n_b.jpg
254815	0	20	cross/white	n/a
255321	0	65	white/neutral/standard/5	SHINEd_008_y_m_n_b.jpg
255448	0	20	cross/white	n/a
255978	0	61	white/neutral/deviant/1	SHINEd_008_y_m_n_b.jpg
256080	0	20	cross/white	n/a
256586	0	62	white/neutral/standard/2	SHINEd_008_y_m_n_b.jpg
256688	0	20	cross/white	n/a
257188	0	63	white/neutral/standard/3	SHINEd_008_y_m_n_b.jpg
257284	0	20	cross/white	n/a
257808	0	64	white/neutral/standard/4	SHINEd_008_y_m_n_b.jpg
257941	0	20	cross/white	n/a
258489	0	65	white/neutral/standard/5	SHINEd_008_y_m_n_b.jpg
258597	0	20	cross/white	n/a
259103	0	21	white/angry/deviant/1	SHINEd_010_y_f_a_a.jpg
259199	0	20	cross/white	n/a
259687	0	12	red/angry/standard/2	SHINEd_028_y_f_a_b.jpg
259777	0	20	cross/white	n/a
259874	0	111	button_press	n/a
260295	0	23	white/angry/standard/3	SHINEd_010_y_f_a_a.jpg
260422	0	20	cross/white	n/a
260970	0	24	white/angry/standard/4	SHINEd_008_y_m_a_b.jpg
261090	0	20	cross/white	n/a
261602	0	25	white/angry/standard/5	SHINEd_010_y_f_a_a.jpg
261692	0	20	cross/white	n/a
262186	0	26	white/angry/standard/6	SHINEd_010_y_f_a_a.jpg
262288	0	20	cross/white	n/a
262788	0	27	white/angry/standard/7	SHINEd_010_y_f_a_a.jpg
262885	0	20	cross/white	n/a
263397	0	28	white/angry/standard/8	SHINEd_028_y_f_a_b.jpg
263517	0	20	cross/white	n/a
264041	0	61	white/neutral/deviant/1	SHINEd_008_y_m_n_b.jpg
264143	0	20	cross/white	n/a
264643	0	62	white/neutral/standard/2	SHINEd_008_y_m_n_b.jpg
264739	0	20	cross/white	n/a
265215	0	63	white/neutral/standard/3	SHINEd_008_y_m_n_b.jpg
265299	0	20	cross/white	n/a
265805	0	64	white/neutral/standard/4	SHINEd_008_y_m_n_b.jpg
265926	0	20	cross/white	n/a
266426	0	65	white/neutral/standard/5	SHINEd_008_y_m_n_b.jpg
266510	0	20	cross/white	n/a
266998	0	66	white/neutral/standard/6	SHINEd_008_y_m_n_b.jpg
267100	0	20	cross/white	n/a
267588	0	41	white/happy/deviant/1	SHINEd_037_y_m_h_a.jpg
267672	0	20	cross/white	n/a
268160	0	42	white/happy/standard/2	SHINEd_028_y_f_h_a.jpg
268262	0	20	cross/white	n/a
268780	0	43	white/happy/standard/3	SHINEd_028_y_f_h_a.jpg
268894	0	20	cross/white	n/a
269394	0	44	white/happy/standard/4	SHINEd_028_y_f_h_a.jpg
269479	0	20	cross/white	n/a
269961	0	45	white/happy/standard/5	SHINEd_028_y_f_h_a.jpg
270063	0	20	cross/white	n/a
270557	0	46	white/happy/standard/6	SHINEd_028_y_f_h_a.jpg
270647	0	20	cross/white	n/a
271129	0	61	white/neutral/deviant/1	SHINEd_008_y_m_n_b.jpg
271219	0	20	cross/white	n/a
271719	0	62	white/neutral/standard/2	SHINEd_008_y_m_n_b.jpg
271833	0	20	cross/white	n/a
272339	0	63	white/neutral/standard/3	SHINEd_008_y_m_n_b.jpg
272429	0	20	cross/white	n/a
272929	0	64	white/neutral/standard/4	SHINEd_008_y_m_n_b.jpg
273025	0	20	cross/white	n/a
273555	0	65	white/neutral/standard/5	SHINEd_008_y_m_n_b.jpg
273688	0	20	cross/white	n/a
274212	0	66	white/neutral/standard/6	SHINEd_008_y_m_n_b.jpg
274302	0	20	cross/white	n/a
274790	0	67	white/neutral/standard/7	SHINEd_016_y_m_n_b.jpg
274886	0	20	cross/white	n/a
275386	0	61	white/neutral/deviant/1	SHINEd_008_y_m_n_b.jpg
275482	0	20	cross/white	n/a
276000	0	62	white/neutral/standard/2	SHINEd_008_y_m_n_b.jpg
276121	0	20	cross/white	n/a
276651	0	63	white/neutral/standard/3	SHINEd_008_y_m_n_b.jpg
276759	0	20	cross/white	n/a
277289	0	64	white/neutral/standard/4	SHINEd_008_y_m_n_b.jpg
277409	0	20	cross/white	n/a
277945	0	65	white/neutral/standard/5	SHINEd_008_y_m_n_b.jpg
278060	0	20	cross/white	n/a
278596	0	66	white/neutral/standard/6	SHINEd_008_y_m_n_b.jpg
278710	0	20	cross/white	n/a
279222	0	41	white/happy/deviant/1	SHINEd_037_y_m_h_a.jpg
279312	0	20	cross/white	n/a
279818	0	42	white/happy/standard/2	SHINEd_028_y_f_h_a.jpg
279927	0	20	cross/white	n/a
280462	0	43	white/happy/standard/3	SHINEd_028_y_f_h_a.jpg
280577	0	20	cross/white	n/a
281125	0	44	white/happy/standard/4	SHINEd_028_y_f_h_a.jpg
281257	0	20	cross/white	n/a
281775	0	35	red/happy/standard/5	SHINEd_025_y_m_h_b.jpg
281859	0	20	cross/white	n/a
282004	0	111	button_press	n/a
282371	0	46	white/happy/standard/6	SHINEd_028_y_f_h_a.jpg
282498	0	20	cross/white	n/a
283052	0	47	white/happy/standard/7	SHINEd_025_y_m_h_b.jpg
283178	0	20	cross/white	n/a
283696	0	61	white/neutral/deviant/1	SHINEd_008_y_m_n_b.jpg
283786	0	20	cross/white	n/a
284280	0	62	white/neutral/standard/2	SHINEd_008_y_m_n_b.jpg
284383	0	20	cross/white	n/a
284913	0	63	white/neutral/standard/3	SHINEd_008_y_m_n_b.jpg
285039	0	20	cross/white	n/a
285557	0	64	white/neutral/standard/4	SHINEd_008_y_m_n_b.jpg
285647	0	20	cross/white	n/a
286141	0	65	white/neutral/standard/5	SHINEd_008_y_m_n_b.jpg
286237	0	20	cross/white	n/a
286761	0	21	white/angry/deviant/1	SHINEd_010_y_f_a_a.jpg
286888	0	20	cross/white	n/a
287418	0	22	white/angry/standard/2	SHINEd_010_y_f_a_a.jpg
287514	0	20	cross/white	n/a
288026	0	23	white/angry/standard/3	SHINEd_010_y_f_a_a.jpg
288140	0	20	cross/white	n/a
288664	0	14	red/angry/standard/4	SHINEd_020_y_f_a_b.jpg
288773	0	20	cross/white	n/a
288917	0	111	button_press	n/a
289315	0	25	white/angry/standard/5	SHINEd_010_y_f_a_a.jpg
289447	0	20	cross/white	n/a
289995	0	26	white/angry/standard/6	SHINEd_010_y_f_a_a.jpg
290109	0	20	cross/white	n/a
290639	0	21	white/angry/deviant/1	SHINEd_010_y_f_a_a.jpg
290754	0	20	cross/white	n/a
291260	0	22	white/angry/standard/2	SHINEd_010_y_f_a_a.jpg
291350	0	20	cross/white	n/a
291826	0	23	white/angry/standard/3	SHINEd_010_y_f_a_a.jpg
291910	0	20	cross/white	n/a
292416	0	24	white/angry/standard/4	SHINEd_008_y_m_a_b.jpg
292536	0	20	cross/white	n/a
293054	0	25	white/angry/standard/5	SHINEd_010_y_f_a_a.jpg
293150	0	20	cross/white	n/a
293680	0	26	white/angry/standard/6	SHINEd_010_y_f_a_a.jpg
293813	0	20	cross/white	n/a
294361	0	41	white/happy/deviant/1	SHINEd_037_y_m_h_a.jpg
294475	0	20	cross/white	n/a
294969	0	42	white/happy/standard/2	SHINEd_028_y_f_h_a.jpg
295053	0	20	cross/white	n/a
295553	0	43	white/happy/standard/3	SHINEd_028_y_f_h_a.jpg
295674	0	20	cross/white	n/a
296228	0	44	white/happy/standard/4	SHINEd_028_y_f_h_a.jpg
296360	0	20	cross/white	n/a
296926	0	45	white/happy/standard/5	SHINEd_028_y_f_h_a.jpg
297059	0	20	cross/white	n/a
297601	0	46	white/happy/standard/6	SHINEd_028_y_f_h_a.jpg
297715	0	20	cross/white	n/a
298221	0	47	white/happy/standard/7	SHINEd_025_y_m_h_b.jpg
298311	0	20	cross/white	n/a
298829	0	21	white/angry/deviant/1	SHINEd_010_y_f_a_a.jpg
298956	0	20	cross/white	n/a
299497	0	22	white/angry/standard/2	SHINEd_010_y_f_a_a.jpg
299612	0	20	cross/white	n/a
300124	0	13	red/angry/standard/3	SHINEd_008_y_m_a_b.jpg
300220	0	20	cross/white	n/a
300323	0	111	button_press	n/a
300714	0	24	white/angry/standard/4	SHINEd_008_y_m_a_b.jpg
300816	0	20	cross/white	n/a
301334	0	25	white/angry/standard/5	SHINEd_010_y_f_a_a.jpg
301449	0	20	cross/white	n/a
301972	0	26	white/angry/standard/6	SHINEd_010_y_f_a_a.jpg
302087	0	20	cross/white	n/a
302629	0	21	white/angry/deviant/1	SHINEd_010_y_f_a_a.jpg
302755	0	20	cross/white	n/a
303291	0	22	white/angry/standard/2	SHINEd_010_y_f_a_a.jpg
303406	0	20	cross/white	n/a
303924	0	23	white/angry/standard/3	SHINEd_010_y_f_a_a.jpg
304014	0	20	cross/white	n/a
304532	0	24	white/angry/standard/4	SHINEd_008_y_m_a_b.jpg
304658	0	20	cross/white	n/a
305182	0	25	white/angry/standard/5	SHINEd_010_y_f_a_a.jpg
305278	0	20	cross/white	n/a
305802	0	26	white/angry/standard/6	SHINEd_010_y_f_a_a.jpg
305935	0	20	cross/white	n/a
306495	0	17	17	SHINEd_028_y_f_a_b.jpg
306621	0	20	cross/white	n/a
306718	0	111	button_press	n/a
307145	0	41	white/happy/deviant/1	SHINEd_037_y_m_h_a.jpg
307242	0	20	cross/white	n/a
307765	0	42	white/happy/standard/2	SHINEd_028_y_f_h_a.jpg
307892	0	20	cross/white	n/a
308434	0	43	white/happy/standard/3	SHINEd_028_y_f_h_a.jpg
308548	0	20	cross/white	n/a
309048	0	44	white/happy/standard/4	SHINEd_028_y_f_h_a.jpg
309132	0	20	cross/white	n/a
309638	0	45	white/happy/standard/5	SHINEd_028_y_f_h_a.jpg
309759	0	20	cross/white	n/a
310283	0	46	white/happy/standard/6	SHINEd_028_y_f_h_a.jpg
310385	0	20	cross/white	n/a
310879	0	41	white/happy/deviant/1	SHINEd_037_y_m_h_a.jpg
310969	0	20	cross/white	n/a
311457	0	42	white/happy/standard/2	SHINEd_028_y_f_h_a.jpg
311553	0	20	cross/white	n/a
312059	0	33	red/happy/standard/3	SHINEd_008_y_m_h_b.jpg
312167	0	20	cross/white	n/a
312288	0	111	button_press	n/a
312661	0	44	white/happy/standard/4	SHINEd_028_y_f_h_a.jpg
312746	0	20	cross/white	n/a
313245	0	45	white/happy/standard/5	SHINEd_028_y_f_h_a.jpg
313360	0	20	cross/white	n/a
313860	0	21	white/angry/deviant/1	SHINEd_010_y_f_a_a.jpg
313944	0	20	cross/white	n/a
314420	0	22	white/angry/standard/2	SHINEd_010_y_f_a_a.jpg
314510	0	20	cross/white	n/a
315016	0	23	white/angry/standard/3	SHINEd_010_y_f_a_a.jpg
315130	0	20	cross/white	n/a
315648	0	24	white/angry/standard/4	SHINEd_008_y_m_a_b.jpg
315756	0	20	cross/white	n/a
316262	0	25	white/angry/standard/5	SHINEd_010_y_f_a_a.jpg
316359	0	20	cross/white	n/a
316883	0	26	white/angry/standard/6	SHINEd_010_y_f_a_a.jpg
317009	0	20	cross/white	n/a
317557	0	27	white/angry/standard/7	SHINEd_010_y_f_a_a.jpg
317677	0	20	cross/white	n/a
318189	0	61	white/neutral/deviant/1	SHINEd_008_y_m_n_b.jpg
318286	0	20	cross/white	n/a
318773	0	62	white/neutral/standard/2	SHINEd_008_y_m_n_b.jpg
318864	0	20	cross/white	n/a
319376	0	63	white/neutral/standard/3	SHINEd_008_y_m_n_b.jpg
319496	0	20	cross/white	n/a
320038	0	64	white/neutral/standard/4	SHINEd_008_y_m_n_b.jpg
320158	0	20	cross/white	n/a
320706	0	65	white/neutral/standard/5	SHINEd_008_y_m_n_b.jpg
320833	0	20	cross/white	n/a
321351	0	66	white/neutral/standard/6	SHINEd_008_y_m_n_b.jpg
321441	0	20	cross/white	n/a
321959	0	61	white/neutral/deviant/1	SHINEd_008_y_m_n_b.jpg
322085	0	20	cross/white	n/a
322616	0	62	white/neutral/standard/2	SHINEd_008_y_m_n_b.jpg
322718	0	20	cross/white	n/a
323248	0	63	white/neutral/standard/3	SHINEd_008_y_m_n_b.jpg
323374	0	20	cross/white	n/a
323928	0	64	white/neutral/standard/4	SHINEd_008_y_m_n_b.jpg
324061	0	20	cross/white	n/a
324578	0	65	white/neutral/standard/5	SHINEd_008_y_m_n_b.jpg
324663	0	20	cross/white	n/a
325157	0	31	red/happy/deviant/1	SHINEd_010_y_f_h_a.jpg
325265	0	20	cross/white	n/a
325380	0	111	button_press	n/a
325777	0	42	white/happy/standard/2	SHINEd_028_y_f_h_a.jpg
325879	0	20	cross/white	n/a
326379	0	43	white/happy/standard/3	SHINEd_028_y_f_h_a.jpg
326475	0	20	cross/white	n/a
326963	0	44	white/happy/standard/4	SHINEd_028_y_f_h_a.jpg
327053	0	20	cross/white	n/a
327547	0	45	white/happy/standard/5	SHINEd_028_y_f_h_a.jpg
327650	0	20	cross/white	n/a
328161	0	46	white/happy/standard/6	SHINEd_028_y_f_h_a.jpg
328270	0	20	cross/white	n/a
328800	0	47	white/happy/standard/7	SHINEd_025_y_m_h_b.jpg
328920	0	20	cross/white	n/a
329456	0	41	white/happy/deviant/1	SHINEd_037_y_m_h_a.jpg
329571	0	20	cross/white	n/a
330076	0	42	white/happy/standard/2	SHINEd_028_y_f_h_a.jpg
330167	0	20	cross/white	n/a
330685	0	43	white/happy/standard/3	SHINEd_028_y_f_h_a.jpg
330811	0	20	cross/white	n/a
331353	0	44	white/happy/standard/4	SHINEd_028_y_f_h_a.jpg
331467	0	20	cross/white	n/a
331997	0	45	white/happy/standard/5	SHINEd_028_y_f_h_a.jpg
332112	0	20	cross/white	n/a
332636	0	46	white/happy/standard/6	SHINEd_028_y_f_h_a.jpg
332744	0	20	cross/white	n/a
333262	0	61	white/neutral/deviant/1	SHINEd_008_y_m_n_b.jpg
333370	0	20	cross/white	n/a
333900	0	62	white/neutral/standard/2	SHINEd_008_y_m_n_b.jpg
334021	0	20	cross/white	n/a
334557	0	63	white/neutral/standard/3	SHINEd_008_y_m_n_b.jpg
334665	0	20	cross/white	n/a
335195	0	64	white/neutral/standard/4	SHINEd_008_y_m_n_b.jpg
335315	0	20	cross/white	n/a
335833	0	65	white/neutral/standard/5	SHINEd_008_y_m_n_b.jpg
335930	0	20	cross/white	n/a
336435	0	66	white/neutral/standard/6	SHINEd_008_y_m_n_b.jpg
336544	0	20	cross/white	n/a
337074	0	21	white/angry/deviant/1	SHINEd_010_y_f_a_a.jpg
337194	0	20	cross/white	n/a
337700	0	22	white/angry/standard/2	SHINEd_010_y_f_a_a.jpg
337784	0	20	cross/white	n/a
338278	0	23	white/angry/standard/3	SHINEd_010_y_f_a_a.jpg
338387	0	20	cross/white	n/a
338904	0	14	red/angry/standard/4	SHINEd_020_y_f_a_b.jpg
339013	0	20	cross/white	n/a
339140	0	111	button_press	n/a
339543	0	25	white/angry/standard/5	SHINEd_010_y_f_a_a.jpg
339657	0	20	cross/white	n/a
340169	0	26	white/angry/standard/6	SHINEd_010_y_f_a_a.jpg
340265	0	20	cross/white	n/a
340795	0	21	white/angry/deviant/1	SHINEd_010_y_f_a_a.jpg
340916	0	20	cross/white	n/a
341458	0	22	white/angry/standard/2	SHINEd_010_y_f_a_a.jpg
341572	0	20	cross/white	n/a
342090	0	23	white/angry/standard/3	SHINEd_010_y_f_a_a.jpg
342186	0	20	cross/white	n/a
342692	0	24	white/angry/standard/4	SHINEd_008_y_m_a_b.jpg
342795	0	20	cross/white	n/a
343288	0	25	white/angry/standard/5	SHINEd_010_y_f_a_a.jpg
343373	0	20	cross/white	n/a
343897	0	26	white/angry/standard/6	SHINEd_010_y_f_a_a.jpg
344029	0	20	cross/white	n/a
344571	0	41	white/happy/deviant/1	SHINEd_037_y_m_h_a.jpg
344673	0	20	cross/white	n/a
345173	0	42	white/happy/standard/2	SHINEd_028_y_f_h_a.jpg
345264	0	20	cross/white	n/a
345751	0	43	white/happy/standard/3	SHINEd_028_y_f_h_a.jpg
345848	0	20	cross/white	n/a
346347	0	44	white/happy/standard/4	SHINEd_028_y_f_h_a.jpg
346438	0	20	cross/white	n/a
346932	0	45	white/happy/standard/5	SHINEd_028_y_f_h_a.jpg
347022	0	20	cross/white	n/a
347510	0	36	red/happy/standard/6	SHINEd_028_y_f_h_a.jpg
347600	0	20	cross/white	n/a
347715	0	111	button_press	n/a
348094	0	47	white/happy/standard/7	SHINEd_025_y_m_h_b.jpg
348178	0	20	cross/white	n/a
348648	0	21	white/angry/deviant/1	SHINEd_010_y_f_a_a.jpg
348732	0	20	cross/white	n/a
349214	0	22	white/angry/standard/2	SHINEd_010_y_f_a_a.jpg
349304	0	20	cross/white	n/a
349822	0	23	white/angry/standard/3	SHINEd_010_y_f_a_a.jpg
349949	0	20	cross/white	n/a
350479	0	24	white/angry/standard/4	SHINEd_008_y_m_a_b.jpg
350593	0	20	cross/white	n/a
351147	0	25	white/angry/standard/5	SHINEd_010_y_f_a_a.jpg
351273	0	20	cross/white	n/a
351797	0	41	white/happy/deviant/1	SHINEd_037_y_m_h_a.jpg
351882	0	20	cross/white	n/a
352411	0	42	white/happy/standard/2	SHINEd_028_y_f_h_a.jpg
352532	0	20	cross/white	n/a
353086	0	43	white/happy/standard/3	SHINEd_028_y_f_h_a.jpg
353212	0	20	cross/white	n/a
