onset	duration	sample	value	event_code	feedback
270.234	n/a	135117	right_target	9	n/a
272.636	n/a	136318	contrastTrial_start	5	n/a
272.656	n/a	136328	left_buttonPress	12	non_target
278.636	n/a	139318	left_target	8	n/a
280.256	n/a	140128	left_buttonPress	12	smiley_face
281.036	n/a	140518	contrastTrial_start	5	n/a
287.556	n/a	143778	break cnt	break cnt	n/a
350.648	n/a	175324	9999	9999	n/a
354.976	n/a	177488	video_start	83	n/a
525.524	n/a	262762	video_stop	103	n/a
526.068	n/a	263034	break cnt	break cnt	n/a
654.056	n/a	327028	contrastChangeB3_start	96	n/a
664.288	n/a	332144	contrastTrial_start	5	n/a
668.692	n/a	334346	left_target	8	n/a
669.48	n/a	334740	left_buttonPress	12	smiley_face
671.118	n/a	335559	contrastTrial_start	5	n/a
677.12	n/a	338560	left_target	8	n/a
678.72	n/a	339360	left_buttonPress	12	smiley_face
679.52	n/a	339760	contrastTrial_start	5	n/a
683.96	n/a	341980	right_target	9	n/a
686.1	n/a	343050	left_buttonPress	12	sad_face
686.36	n/a	343180	contrastTrial_start	5	n/a
690.76	n/a	345380	left_target	8	n/a
692.47	n/a	346235	left_buttonPress	12	smiley_face
693.16	n/a	346580	contrastTrial_start	5	n/a
699.16	n/a	349580	right_target	9	n/a
700.17	n/a	350085	left_buttonPress	12	sad_face
701.56	n/a	350780	contrastTrial_start	5	n/a
701.58	n/a	350790	left_buttonPress	12	non_target
707.56	n/a	353780	right_target	9	n/a
709.832	n/a	354916	left_buttonPress	12	sad_face
709.962	n/a	354981	contrastTrial_start	5	n/a
712.76	n/a	356380	right_target	9	n/a
714.802	n/a	357401	left_buttonPress	12	sad_face
715.16	n/a	357580	contrastTrial_start	5	n/a
719.56	n/a	359780	left_target	8	n/a
721.842	n/a	360921	left_buttonPress	12	smiley_face
721.96	n/a	360980	contrastTrial_start	5	n/a
724.76	n/a	362380	right_target	9	n/a
726.332	n/a	363166	left_buttonPress	12	sad_face
727.162	n/a	363581	contrastTrial_start	5	n/a
733.162	n/a	366581	left_target	8	n/a
734.36	n/a	367180	left_buttonPress	12	smiley_face
735.56	n/a	367780	contrastTrial_start	5	n/a
739.96	n/a	369980	right_target	9	n/a
742.28	n/a	371140	left_buttonPress	12	sad_face
742.36	n/a	371180	contrastTrial_start	5	n/a
746.76	n/a	373380	left_target	8	n/a
748.152	n/a	374076	left_buttonPress	12	smiley_face
749.162	n/a	374581	contrastTrial_start	5	n/a
751.962	n/a	375981	left_target	8	n/a
753.442	n/a	376721	left_buttonPress	12	smiley_face
754.362	n/a	377181	contrastTrial_start	5	n/a
760.362	n/a	380181	right_target	9	n/a
762.762	n/a	381381	contrastTrial_start	5	n/a
768.762	n/a	384381	right_target	9	n/a
770.772	n/a	385386	left_buttonPress	12	sad_face
771.16	n/a	385580	contrastTrial_start	5	n/a
775.562	n/a	387781	right_target	9	n/a
777.422	n/a	388711	left_buttonPress	12	sad_face
777.962	n/a	388981	contrastTrial_start	5	n/a
780.76	n/a	390380	left_target	8	n/a
782.322	n/a	391161	left_buttonPress	12	smiley_face
783.162	n/a	391581	contrastTrial_start	5	n/a
785.96	n/a	392980	right_target	9	n/a
788.092	n/a	394046	left_buttonPress	12	sad_face
788.362	n/a	394181	contrastTrial_start	5	n/a
792.462	n/a	396231	left_buttonPress	12	non_target
794.362	n/a	397181	left_target	8	n/a
795.782	n/a	397891	left_buttonPress	12	smiley_face
796.762	n/a	398381	contrastTrial_start	5	n/a
799.562	n/a	399781	left_target	8	n/a
801.962	n/a	400981	contrastTrial_start	5	n/a
804.762	n/a	402381	right_target	9	n/a
806.182	n/a	403091	left_buttonPress	12	sad_face
807.162	n/a	403581	contrastTrial_start	5	n/a
811.562	n/a	405781	right_target	9	n/a
812.032	n/a	406016	left_buttonPress	12	sad_face
812.872	n/a	406436	left_buttonPress	12	non_target
813.962	n/a	406981	contrastTrial_start	5	n/a
816.76	n/a	408380	left_target	8	n/a
818.732	n/a	409366	left_buttonPress	12	smiley_face
819.162	n/a	409581	contrastTrial_start	5	n/a
825.162	n/a	412581	left_target	8	n/a
825.612	n/a	412806	left_buttonPress	12	smiley_face
827.562	n/a	413781	contrastTrial_start	5	n/a
834.072	n/a	417036	break cnt	break cnt	n/a
864.774	n/a	432387	9999	9999	n/a
