onset	duration	trial_type	stim_file	oneback
5.994857	0.999187	train_face	sub01/run53/M2305.jpg	0
9.009150	0.999060	train_face	sub01/run53/M2297.jpg	0
12.006493	0.999114	train_face	sub01/run53/F2314.jpg	0
15.004009	0.999164	Fix	placeholders/fixation.png	0
18.001605	0.999077	train_face	sub01/run53/F2305.jpg	0
20.999079	0.999224	train_face	sub01/run53/F2324.jpg	0
23.996664	0.999096	train_face	sub01/run53/M2314.jpg	0
26.994224	0.999087	Fix	placeholders/fixation.png	0
30.008348	0.999162	train_face	sub01/run53/M2324.jpg	0
33.006018	0.999041	Fix	placeholders/fixation.png	0
36.003731	0.998893	train_face	sub01/run53/F2331.jpg	0
39.001149	0.999011	train_face	sub01/run53/F2294.jpg	0
41.998637	0.998979	train_face	sub01/run53/F2294.jpg	1
44.996057	0.999296	train_face	sub01/run53/M2309.jpg	0
47.993588	0.999182	test_face	sub01/run53/M2553.jpg	0
51.007844	0.999099	train_face	sub01/run53/M2323.jpg	0
54.005392	0.999078	train_face	sub01/run53/M2303.jpg	0
57.002937	0.999073	Fix	placeholders/fixation.png	0
60.000514	0.999178	train_face	sub01/run53/F2317.jpg	0
62.998029	0.999159	train_face	sub01/run53/F2302.jpg	0
65.995506	0.999111	test_face	sub01/run53/F1235.jpg	0
68.992940	0.999244	train_face	sub01/run53/M2293.jpg	0
72.007272	0.999121	Fix	placeholders/fixation.png	0
75.004869	0.999092	train_face	sub01/run53/M2307.jpg	0
78.002362	0.999037	Fix	placeholders/fixation.png	0
80.999802	0.999276	test_face	sub01/run53/M2156.jpg	0
83.997392	0.999268	test_face	sub01/run53/M2156.jpg	1
86.995016	0.999116	train_face	sub01/run53/M2318.jpg	0
89.992444	0.999303	Fix	placeholders/fixation.png	0
93.006718	0.999084	train_face	sub01/run53/F2325.jpg	0
96.004302	0.999013	test_face	sub01/run53/F1631.jpg	0
99.001672	0.999199	test_face	sub01/run53/F1148.jpg	0
101.999494	0.998936	train_face	sub01/run53/F2309.jpg	0
104.996863	0.999147	train_face	sub01/run53/F2309.jpg	1
107.994315	0.999167	train_face	sub01/run53/F2295.jpg	0
111.008582	0.999077	train_face	sub01/run53/F2296.jpg	0
114.006175	0.999007	train_face	sub01/run53/M2306.jpg	0
117.003731	0.999114	test_face	sub01/run53/F1586.jpg	0
120.001258	0.999176	train_face	sub01/run53/F2307.jpg	0
122.998782	0.999118	test_face	sub01/run53/F1145.jpg	0
125.996250	0.999121	Fix	placeholders/fixation.png	0
128.993966	0.998964	train_face	sub01/run53/F2330.jpg	0
132.008207	0.998861	train_face	sub01/run53/M2328.jpg	0
135.005474	0.999174	train_face	sub01/run53/M2295.jpg	0
138.003073	0.999122	Fix	placeholders/fixation.png	0
141.000642	0.999113	train_face	sub01/run53/F2316.jpg	0
143.998149	0.999114	train_face	sub01/run53/F2316.jpg	1
146.995577	0.999454	test_face	sub01/run53/M2246.jpg	0
149.993110	0.999331	train_face	sub01/run53/F2298.jpg	0
153.007373	0.999211	Fix	placeholders/fixation.png	0
156.004979	0.999103	train_face	sub01/run53/M2322.jpg	0
159.002394	0.999277	Fix	placeholders/fixation.png	0
162.000098	0.999071	train_face	sub01/run53/F2313.jpg	0
164.997466	0.999282	train_face	sub01/run53/F2319.jpg	0
167.995058	0.999305	Fix	placeholders/fixation.png	0
170.992518	0.999236	train_face	sub01/run53/F2329.jpg	0
174.006871	0.999117	train_face	sub01/run53/F2326.jpg	0
177.004336	0.999203	Fix	placeholders/fixation.png	0
180.002291	0.998752	train_face	sub01/run53/F2318.jpg	0
182.999373	0.999294	Fix	placeholders/fixation.png	0
185.996960	0.999205	train_face	sub01/run53/F2306.jpg	0
188.994659	0.999015	Fix	placeholders/fixation.png	0
192.008691	0.999124	test_face	sub01/run53/M1584.jpg	0
195.006292	0.999196	train_face	sub01/run53/F2315.jpg	0
198.003838	0.999091	train_face	sub01/run53/M2330.jpg	0
201.001304	0.999404	train_face	sub01/run53/M2316.jpg	0
203.998903	0.999160	train_face	sub01/run53/M2316.jpg	1
206.996383	0.999231	train_face	sub01/run53/M2300.jpg	0
209.993946	0.999124	Fix	placeholders/fixation.png	0
213.008164	0.999154	train_face	sub01/run53/M2319.jpg	0
216.005715	0.999119	train_face	sub01/run53/F2320.jpg	0
219.003227	0.999201	train_face	sub01/run53/F2310.jpg	0
222.000842	0.999024	train_face	sub01/run53/M2310.jpg	0
224.998266	0.999234	Fix	placeholders/fixation.png	0
227.995858	0.999120	train_face	sub01/run53/F2312.jpg	0
230.993409	0.999094	Fix	placeholders/fixation.png	0
234.007760	0.999113	train_face	sub01/run53/F2311.jpg	0
237.005088	0.999215	Fix	placeholders/fixation.png	0
240.002681	0.999129	train_face	sub01/run53/F2300.jpg	0
243.000132	0.999373	train_face	sub01/run53/M2299.jpg	0
245.997807	0.999138	train_face	sub01/run53/M2325.jpg	0
248.995234	0.999189	Fix	placeholders/fixation.png	0
251.992757	0.999162	train_face	sub01/run53/F2308.jpg	0
255.007118	0.999033	Fix	placeholders/fixation.png	0
258.004539	0.999143	train_face	sub01/run53/M2311.jpg	0
261.002044	0.999243	train_face	sub01/run53/M2301.jpg	0
263.999625	0.999126	Fix	placeholders/fixation.png	0
266.997072	0.999278	train_face	sub01/run53/M2312.jpg	0
269.994680	0.999172	train_face	sub01/run53/F2293.jpg	0
272.992164	0.999272	train_face	sub01/run53/M2327.jpg	0
276.006554	0.998980	train_face	sub01/run53/M2327.jpg	1
279.004012	0.999098	train_face	sub01/run53/M2317.jpg	0
282.001691	0.998946	train_face	sub01/run53/F2322.jpg	0
284.999154	0.999136	train_face	sub01/run53/M2320.jpg	0
287.996598	0.999100	Fix	placeholders/fixation.png	0
290.994264	0.998980	train_face	sub01/run53/M2302.jpg	0
294.008460	0.999006	test_face	sub01/run53/M1365.jpg	0
297.005840	0.999172	Fix	placeholders/fixation.png	0
300.003487	0.999058	train_face	sub01/run53/M2294.jpg	0
303.000896	0.999233	Fix	placeholders/fixation.png	0
305.998589	0.999079	train_face	sub01/run53/F2299.jpg	0
308.995971	0.999274	Fix	placeholders/fixation.png	0
311.993557	0.999118	train_face	sub01/run53/F2301.jpg	0
315.007861	0.999048	train_face	sub01/run53/F2301.jpg	1
318.005364	0.999048	train_face	sub01/run53/F2328.jpg	0
321.002833	0.999236	train_face	sub01/run53/M2326.jpg	0
324.000402	0.999108	train_face	sub01/run53/F2321.jpg	0
326.997818	0.999292	train_face	sub01/run53/M2315.jpg	0
329.995407	0.999190	train_face	sub01/run53/M2298.jpg	0
332.992897	0.999238	Fix	placeholders/fixation.png	0
336.007284	0.999008	train_face	sub01/run53/F2304.jpg	0
339.004755	0.999114	train_face	sub01/run53/M2313.jpg	0
342.002425	0.998991	train_face	sub01/run53/F2323.jpg	0
344.999743	0.999247	Fix	placeholders/fixation.png	0
347.997339	0.999241	train_face	sub01/run53/M2304.jpg	0
350.994906	0.999145	train_face	sub01/run53/F2297.jpg	0
353.992323	0.999201	Fix	placeholders/fixation.png	0
357.006603	0.999177	train_face	sub01/run53/M2308.jpg	0
360.004311	0.998946	train_face	sub01/run53/M2296.jpg	0
363.001635	0.999313	train_face	sub01/run53/M2296.jpg	1
365.999247	0.999126	train_face	sub01/run53/M2329.jpg	0
368.996702	0.999272	train_face	sub01/run53/M2331.jpg	0
