onset	duration	trial_type	response	response_time	stim_id	stim_version	stim_events	stim_slides	trial_id	run_id	stim_redcross	subsequent_response_type
2.0463	n/a	n/a	n/a	n/a	80300	8	3	0	316	4	n/a	n/a
6.1054	3.5	genericItem	n/a	n/a	10301	1	3	1	317	4	n/a	n/a
10.0576	3.5	genericItem	n/a	n/a	10302	1	3	2	318	4	n/a	n/a
14.024	3.5	controlItem	n/a	n/a	10303	1	3	3	319	4	n/a	controlFoil1
18.0245	3.5	genericItem	n/a	n/a	10304	1	3	4	320	4	n/a	n/a
22.1127	3.5	criticalItem	n/a	n/a	20305	2	3	5	321	4	n/a	criticalTrue
26.0347	3.5	genericItem	n/a	n/a	10306	1	3	6	322	4	n/a	n/a
30.0237	3.5	genericItem	n/a	n/a	10307	1	3	7	323	4	n/a	n/a
34.061	3.5	genericItem	n/a	n/a	10308	1	3	8	324	4	n/a	n/a
38.0243	3.5	controlItem	n/a	n/a	10309	1	3	9	325	4	n/a	controlTrue
42.0242	3.5	genericItem	n/a	n/a	10310	1	3	10	326	4	n/a	n/a
46.0238	3.5	genericItem	n/a	n/a	10311	1	3	11	327	4	n/a	n/a
50.0231	3.5	genericItem	n/a	n/a	10312	1	3	12	328	4	n/a	n/a
54.0255	3.5	controlItem	n/a	n/a	10313	1	3	13	329	4	n/a	controlTrue
58.0246	3.5	genericItem	1	0.667	10314	1	3	14	330	4	1	n/a
62.0245	3.5	genericItem	n/a	n/a	10315	1	3	15	331	4	n/a	n/a
66.0869	3.5	criticalItem	n/a	n/a	20316	2	3	16	332	4	n/a	criticalTrue
70.0249	3.5	controlItem	n/a	n/a	10317	1	3	17	333	4	n/a	controlTrue
74.0238	3.5	genericItem	n/a	n/a	10318	1	3	18	334	4	n/a	n/a
78.0236	3.5	criticalItem	n/a	n/a	20319	2	3	19	335	4	n/a	criticalFoil
82.0244	3.5	controlItem	n/a	n/a	10320	1	3	20	336	4	n/a	controlTrue
86.0244	3.5	genericItem	n/a	n/a	10321	1	3	21	337	4	n/a	n/a
90.0245	3.5	criticalItem	n/a	n/a	20322	2	3	22	338	4	n/a	criticalFoil
94.0241	3.5	genericItem	n/a	n/a	10323	1	3	23	339	4	n/a	n/a
98.0498	3.5	criticalItem	n/a	n/a	20324	2	3	24	340	4	n/a	criticalTrue
102.024	3.5	controlItem	n/a	n/a	10325	1	3	25	341	4	n/a	controlTrue
106.025	3.5	genericItem	n/a	n/a	10326	1	3	26	342	4	n/a	n/a
110.069	3.5	criticalItem	n/a	n/a	20327	2	3	27	343	4	n/a	criticalFoil
