onset	duration	trial_type	response	response_time	stim_id	stim_version	stim_events	stim_slides	trial_id	run_id	stim_redcross	subsequent_response_type
2.053	n/a	n/a	n/a	n/a	81000	8	10	0	106	2	n/a	n/a
6.0725	3.5	genericItem	n/a	n/a	11001	1	10	1	107	2	n/a	n/a
10.055	3.5	genericItem	n/a	n/a	11002	1	10	2	108	2	n/a	n/a
14.1016	3.5	criticalItem	n/a	n/a	21003	2	10	3	109	2	n/a	criticalTrue
18.0428	3.5	genericItem	n/a	n/a	11004	1	10	4	110	2	n/a	n/a
22.0733	3.5	criticalItem	n/a	n/a	21005	2	10	5	111	2	n/a	criticalFalse
26.0537	3.5	genericItem	n/a	n/a	11006	1	10	6	112	2	n/a	n/a
30.0684	3.5	genericItem	n/a	n/a	11007	1	10	7	113	2	n/a	n/a
34.0243	3.5	criticalItem	n/a	n/a	21008	2	10	8	114	2	n/a	criticalTrue
38.0698	3.5	genericItem	1	0.713	11009	1	10	9	115	2	1	n/a
42.0236	3.5	criticalItem	n/a	n/a	21010	2	10	10	116	2	n/a	criticalTrue
46.0243	3.5	genericItem	n/a	n/a	11011	1	10	11	117	2	n/a	n/a
50.0693	3.5	genericItem	n/a	n/a	11012	1	10	12	118	2	n/a	n/a
54.0239	3.5	genericItem	1	0.744	11013	1	10	13	119	2	1	n/a
58.055	3.5	genericItem	n/a	n/a	11014	1	10	14	120	2	n/a	n/a
62.1164	3.5	criticalItem	n/a	n/a	21015	2	10	15	121	2	n/a	criticalFalse
66.1312	3.5	genericItem	n/a	n/a	11016	1	10	16	122	2	n/a	n/a
70.0247	3.5	controlItem	n/a	n/a	11017	1	10	17	123	2	n/a	controlFoil2
74.0831	3.5	criticalItem	n/a	n/a	21018	2	10	18	124	2	n/a	criticalTrue
78.1155	3.5	controlItem	n/a	n/a	11019	1	10	19	125	2	n/a	controlTrue
82.0584	3.5	criticalItem	n/a	n/a	21020	2	10	20	126	2	n/a	criticalFalse
86.024	3.5	controlItem	n/a	n/a	11021	1	10	21	127	2	n/a	controlTrue
90.0822	3.5	genericItem	n/a	n/a	11022	1	10	22	128	2	n/a	n/a
94.0607	3.5	criticalItem	n/a	n/a	21023	2	10	23	129	2	n/a	criticalFalse
98.1025	3.5	genericItem	n/a	n/a	11024	1	10	24	130	2	n/a	n/a
102.076	3.5	genericItem	n/a	n/a	11025	1	10	25	131	2	n/a	n/a
106.024	3.5	criticalItem	n/a	n/a	21026	2	10	26	132	2	n/a	criticalFoil
110.052	3.5	genericItem	n/a	n/a	11027	1	10	27	133	2	n/a	n/a
114.066	3.5	controlItem	n/a	n/a	11028	1	10	28	134	2	n/a	controlFoil1
118.06	3.5	controlItem	n/a	n/a	11029	1	10	29	135	2	n/a	controlTrue
122.068	3.5	genericItem	n/a	n/a	11030	1	10	30	136	2	n/a	n/a
126.105	3.5	controlItem	n/a	n/a	11031	1	10	31	137	2	n/a	controlTrue
130.024	3.5	genericItem	n/a	n/a	11032	1	10	32	138	2	n/a	n/a
134.086	3.5	criticalItem	n/a	n/a	21033	2	10	33	139	2	n/a	criticalTrue
138.076	3.5	genericItem	1	0.717	11034	1	10	34	140	2	1	n/a
142.059	3.5	criticalItem	n/a	n/a	21035	2	10	35	141	2	n/a	criticalFalse
146.088	3.5	genericItem	n/a	n/a	11036	1	10	36	142	2	n/a	n/a
150.052	3.5	controlItem	n/a	n/a	11037	1	10	37	143	2	n/a	controlTrue
154.055	3.5	controlItem	n/a	n/a	11038	1	10	38	144	2	n/a	controlTrue
158.086	3.5	controlItem	n/a	n/a	11039	1	10	39	145	2	n/a	controlTrue
162.024	3.5	controlItem	n/a	n/a	11040	1	10	40	146	2	n/a	controlFoil2
166.064	3.5	genericItem	n/a	n/a	11041	1	10	41	147	2	n/a	n/a
170.025	3.5	genericItem	n/a	n/a	11042	1	10	42	148	2	n/a	n/a
174.024	3.5	genericItem	n/a	n/a	11043	1	10	43	149	2	n/a	n/a
178.025	3.5	genericItem	n/a	n/a	11044	1	10	44	150	2	n/a	n/a
182.061	3.5	criticalItem	n/a	n/a	21045	2	10	45	151	2	n/a	criticalFalse
186.057	3.5	controlItem	n/a	n/a	11046	1	10	46	152	2	n/a	controlFoil1
190.094	3.5	genericItem	n/a	n/a	11047	1	10	47	153	2	n/a	n/a
194.083	3.5	genericItem	n/a	n/a	11048	1	10	48	154	2	n/a	n/a
198.025	3.5	controlItem	n/a	n/a	11049	1	10	49	155	2	n/a	controlTrue
202.051	3.5	genericItem	n/a	n/a	11050	1	10	50	156	2	n/a	n/a
206.041	n/a	n/a	n/a	n/a	91000	9	10	0	157	2	n/a	n/a
210.049	n/a	n/a	n/a	n/a	80500	8	5	0	158	2	n/a	n/a
214.122	3.5	genericItem	n/a	n/a	10501	1	5	1	159	2	n/a	n/a
218.052	3.5	genericItem	n/a	n/a	10502	1	5	2	160	2	n/a	n/a
222.042	3.5	criticalItem	n/a	n/a	10503	1	5	3	161	2	n/a	criticalTrue
226.058	3.5	genericItem	n/a	n/a	10504	1	5	4	162	2	n/a	n/a
230.095	3.5	criticalItem	n/a	n/a	10505	1	5	5	163	2	n/a	criticalTrue
234.09	3.5	genericItem	n/a	n/a	10506	1	5	6	164	2	n/a	n/a
238.061	3.5	genericItem	n/a	n/a	10507	1	5	7	165	2	n/a	n/a
242.053	3.5	genericItem	n/a	n/a	10508	1	5	8	166	2	n/a	n/a
246.104	3.5	genericItem	n/a	n/a	10509	1	5	9	167	2	n/a	n/a
250.097	3.5	genericItem	n/a	n/a	10510	1	5	10	168	2	n/a	n/a
254.073	3.5	genericItem	n/a	n/a	10511	1	5	11	169	2	n/a	n/a
258.075	3.5	genericItem	n/a	n/a	10512	1	5	12	170	2	n/a	n/a
262.025	3.5	genericItem	n/a	n/a	10513	1	5	13	171	2	n/a	n/a
266.046	3.5	controlItem	n/a	n/a	10514	1	5	14	172	2	n/a	controlTrue
270.056	3.5	controlItem	n/a	n/a	10515	1	5	15	173	2	n/a	controlFoil2
274.094	3.5	criticalItem	n/a	n/a	10516	1	5	16	174	2	n/a	criticalFalse
278.093	3.5	controlItem	n/a	n/a	10517	1	5	17	175	2	n/a	controlFoil2
282.078	3.5	controlItem	n/a	n/a	10518	1	5	18	176	2	n/a	controlTrue
286.036	3.5	criticalItem	n/a	n/a	10519	1	5	19	177	2	n/a	criticalTrue
290.024	3.5	genericItem	n/a	n/a	10520	1	5	20	178	2	n/a	n/a
294.081	3.5	criticalItem	n/a	n/a	10521	1	5	21	179	2	n/a	criticalFoil
298.024	3.5	controlItem	n/a	n/a	10522	1	5	22	180	2	n/a	controlFoil2
302.081	3.5	criticalItem	n/a	n/a	10523	1	5	23	181	2	n/a	criticalFalse
306.024	3.5	controlItem	n/a	n/a	10524	1	5	24	182	2	n/a	controlTrue
310.043	3.5	controlItem	n/a	n/a	10525	1	5	25	183	2	n/a	controlTrue
314.025	3.5	criticalItem	n/a	n/a	10526	1	5	26	184	2	n/a	criticalFalse
318.051	3.5	controlItem	n/a	n/a	10527	1	5	27	185	2	n/a	controlTrue
322.066	3.5	genericItem	n/a	n/a	10528	1	5	28	186	2	n/a	n/a
326.103	3.5	genericItem	n/a	n/a	10529	1	5	29	187	2	n/a	n/a
330.028	3.5	genericItem	n/a	n/a	10530	1	5	30	188	2	n/a	n/a
