onset	duration	trial_type	stim_id	stim_file	stim_nsd_id	button_press
0	2	blank	n/a	n/a	n/a	0
4	2	blank	n/a	n/a	n/a	0
8	2	blank	n/a	n/a	n/a	0
12	2	stimulus	148	univariate_rnc_controlling_images/V1-V4/imageset-nsd/rnc_baseline_V4_img-023_nsd-063967.png	63967	0
16	2	stimulus	34	univariate_rnc_controlling_images/V1-V4/imageset-nsd/high_V1_low_V4_img-009_nsd-062089.png	62089	0
20	2	catch	151	catch_images/catch_10.png	n/a	1
24	2	stimulus	143	univariate_rnc_controlling_images/V1-V4/imageset-nsd/rnc_baseline_V4_img-018_nsd-058469.png	58469	0
28	2	stimulus	37	univariate_rnc_controlling_images/V1-V4/imageset-nsd/high_V1_low_V4_img-012_nsd-035873.png	35873	0
32	2	stimulus	123	univariate_rnc_controlling_images/V1-V4/imageset-nsd/rnc_baseline_V1_img-023_nsd-060855.png	60855	0
36	2	stimulus	42	univariate_rnc_controlling_images/V1-V4/imageset-nsd/high_V1_low_V4_img-017_nsd-025942.png	25942	0
40	2	stimulus	61	univariate_rnc_controlling_images/V1-V4/imageset-nsd/low_V1_high_V4_img-011_nsd-063049.png	63049	0
44	2	blank	n/a	n/a	n/a	0
48	2	stimulus	90	univariate_rnc_controlling_images/V1-V4/imageset-nsd/low_V1_low_V4_img-015_nsd-018714.png	18714	0
52	2	stimulus	103	univariate_rnc_controlling_images/V1-V4/imageset-nsd/rnc_baseline_V1_img-003_nsd-009910.png	9910	0
56	2	stimulus	112	univariate_rnc_controlling_images/V1-V4/imageset-nsd/rnc_baseline_V1_img-012_nsd-024754.png	24754	0
60	2	stimulus	60	univariate_rnc_controlling_images/V1-V4/imageset-nsd/low_V1_high_V4_img-010_nsd-062714.png	62714	0
64	2	stimulus	109	univariate_rnc_controlling_images/V1-V4/imageset-nsd/rnc_baseline_V1_img-009_nsd-021470.png	21470	0
68	2	stimulus	102	univariate_rnc_controlling_images/V1-V4/imageset-nsd/rnc_baseline_V1_img-002_nsd-009798.png	9798	0
72	2	stimulus	88	univariate_rnc_controlling_images/V1-V4/imageset-nsd/low_V1_low_V4_img-013_nsd-063763.png	63763	0
76	2	stimulus	64	univariate_rnc_controlling_images/V1-V4/imageset-nsd/low_V1_high_V4_img-014_nsd-046017.png	46017	0
80	2	stimulus	94	univariate_rnc_controlling_images/V1-V4/imageset-nsd/low_V1_low_V4_img-019_nsd-036774.png	36774	0
84	2	stimulus	111	univariate_rnc_controlling_images/V1-V4/imageset-nsd/rnc_baseline_V1_img-011_nsd-023150.png	23150	0
88	2	stimulus	32	univariate_rnc_controlling_images/V1-V4/imageset-nsd/high_V1_low_V4_img-007_nsd-003683.png	3683	0
92	2	stimulus	68	univariate_rnc_controlling_images/V1-V4/imageset-nsd/low_V1_high_V4_img-018_nsd-041660.png	41660	0
96	2	stimulus	50	univariate_rnc_controlling_images/V1-V4/imageset-nsd/high_V1_low_V4_img-025_nsd-003026.png	3026	0
100	2	stimulus	149	univariate_rnc_controlling_images/V1-V4/imageset-nsd/rnc_baseline_V4_img-024_nsd-063970.png	63970	0
104	2	stimulus	52	univariate_rnc_controlling_images/V1-V4/imageset-nsd/low_V1_high_V4_img-002_nsd-006574.png	6574	0
108	2	stimulus	41	univariate_rnc_controlling_images/V1-V4/imageset-nsd/high_V1_low_V4_img-016_nsd-060438.png	60438	0
112	2	blank	n/a	n/a	n/a	0
116	2	stimulus	48	univariate_rnc_controlling_images/V1-V4/imageset-nsd/high_V1_low_V4_img-023_nsd-012089.png	12089	0
120	2	stimulus	19	univariate_rnc_controlling_images/V1-V4/imageset-nsd/high_V1_high_V4_img-019_nsd-071838.png	71838	0
124	2	stimulus	30	univariate_rnc_controlling_images/V1-V4/imageset-nsd/high_V1_low_V4_img-005_nsd-057441.png	57441	0
128	2	stimulus	100	univariate_rnc_controlling_images/V1-V4/imageset-nsd/low_V1_low_V4_img-025_nsd-041499.png	41499	0
132	2	stimulus	49	univariate_rnc_controlling_images/V1-V4/imageset-nsd/high_V1_low_V4_img-024_nsd-047182.png	47182	0
136	2	stimulus	67	univariate_rnc_controlling_images/V1-V4/imageset-nsd/low_V1_high_V4_img-017_nsd-037814.png	37814	0
140	2	stimulus	131	univariate_rnc_controlling_images/V1-V4/imageset-nsd/rnc_baseline_V4_img-006_nsd-010051.png	10051	0
144	2	stimulus	36	univariate_rnc_controlling_images/V1-V4/imageset-nsd/high_V1_low_V4_img-011_nsd-044955.png	44955	0
148	2	stimulus	43	univariate_rnc_controlling_images/V1-V4/imageset-nsd/high_V1_low_V4_img-018_nsd-067767.png	67767	0
152	2	blank	n/a	n/a	n/a	0
156	2	stimulus	53	univariate_rnc_controlling_images/V1-V4/imageset-nsd/low_V1_high_V4_img-003_nsd-005714.png	5714	0
160	2	stimulus	139	univariate_rnc_controlling_images/V1-V4/imageset-nsd/rnc_baseline_V4_img-014_nsd-046237.png	46237	0
164	2	stimulus	138	univariate_rnc_controlling_images/V1-V4/imageset-nsd/rnc_baseline_V4_img-013_nsd-042606.png	42606	0
168	2	stimulus	120	univariate_rnc_controlling_images/V1-V4/imageset-nsd/rnc_baseline_V1_img-020_nsd-056936.png	56936	0
172	2	stimulus	38	univariate_rnc_controlling_images/V1-V4/imageset-nsd/high_V1_low_V4_img-013_nsd-000585.png	585	0
176	2	stimulus	81	univariate_rnc_controlling_images/V1-V4/imageset-nsd/low_V1_low_V4_img-006_nsd-043864.png	43864	0
180	2	catch	151	catch_images/catch_07.png	n/a	1
184	2	stimulus	78	univariate_rnc_controlling_images/V1-V4/imageset-nsd/low_V1_low_V4_img-003_nsd-061723.png	61723	0
188	2	stimulus	101	univariate_rnc_controlling_images/V1-V4/imageset-nsd/rnc_baseline_V1_img-001_nsd-002656.png	2656	0
192	2	blank	n/a	n/a	n/a	0
196	2	stimulus	16	univariate_rnc_controlling_images/V1-V4/imageset-nsd/high_V1_high_V4_img-016_nsd-046645.png	46645	0
200	2	stimulus	24	univariate_rnc_controlling_images/V1-V4/imageset-nsd/high_V1_high_V4_img-024_nsd-039475.png	39475	0
204	2	stimulus	75	univariate_rnc_controlling_images/V1-V4/imageset-nsd/low_V1_high_V4_img-025_nsd-013477.png	13477	0
208	2	stimulus	26	univariate_rnc_controlling_images/V1-V4/imageset-nsd/high_V1_low_V4_img-001_nsd-053676.png	53676	0
212	2	stimulus	118	univariate_rnc_controlling_images/V1-V4/imageset-nsd/rnc_baseline_V1_img-018_nsd-046523.png	46523	0
216	2	stimulus	97	univariate_rnc_controlling_images/V1-V4/imageset-nsd/low_V1_low_V4_img-022_nsd-070730.png	70730	0
220	2	stimulus	72	univariate_rnc_controlling_images/V1-V4/imageset-nsd/low_V1_high_V4_img-022_nsd-065730.png	65730	0
224	2	stimulus	71	univariate_rnc_controlling_images/V1-V4/imageset-nsd/low_V1_high_V4_img-021_nsd-021940.png	21940	0
228	2	stimulus	89	univariate_rnc_controlling_images/V1-V4/imageset-nsd/low_V1_low_V4_img-014_nsd-047548.png	47548	0
232	2	stimulus	79	univariate_rnc_controlling_images/V1-V4/imageset-nsd/low_V1_low_V4_img-004_nsd-002666.png	2666	0
236	2	stimulus	73	univariate_rnc_controlling_images/V1-V4/imageset-nsd/low_V1_high_V4_img-023_nsd-060587.png	60587	0
240	2	stimulus	126	univariate_rnc_controlling_images/V1-V4/imageset-nsd/rnc_baseline_V4_img-001_nsd-000902.png	902	0
244	2	blank	n/a	n/a	n/a	0
248	2	stimulus	15	univariate_rnc_controlling_images/V1-V4/imageset-nsd/high_V1_high_V4_img-015_nsd-039855.png	39855	0
252	2	catch	151	catch_images/catch_07.png	n/a	1
256	2	stimulus	124	univariate_rnc_controlling_images/V1-V4/imageset-nsd/rnc_baseline_V1_img-024_nsd-063576.png	63576	0
260	2	stimulus	85	univariate_rnc_controlling_images/V1-V4/imageset-nsd/low_V1_low_V4_img-010_nsd-064401.png	64401	0
264	2	stimulus	27	univariate_rnc_controlling_images/V1-V4/imageset-nsd/high_V1_low_V4_img-002_nsd-049606.png	49606	0
268	2	stimulus	133	univariate_rnc_controlling_images/V1-V4/imageset-nsd/rnc_baseline_V4_img-008_nsd-022957.png	22957	0
272	2	stimulus	141	univariate_rnc_controlling_images/V1-V4/imageset-nsd/rnc_baseline_V4_img-016_nsd-049467.png	49467	0
276	2	stimulus	31	univariate_rnc_controlling_images/V1-V4/imageset-nsd/high_V1_low_V4_img-006_nsd-013151.png	13151	0
280	2	stimulus	87	univariate_rnc_controlling_images/V1-V4/imageset-nsd/low_V1_low_V4_img-012_nsd-019323.png	19323	0
284	2	stimulus	20	univariate_rnc_controlling_images/V1-V4/imageset-nsd/high_V1_high_V4_img-020_nsd-060303.png	60303	0
288	2	blank	n/a	n/a	n/a	0
292	2	stimulus	98	univariate_rnc_controlling_images/V1-V4/imageset-nsd/low_V1_low_V4_img-023_nsd-012350.png	12350	0
296	2	stimulus	5	univariate_rnc_controlling_images/V1-V4/imageset-nsd/high_V1_high_V4_img-005_nsd-024889.png	24889	0
300	2	stimulus	128	univariate_rnc_controlling_images/V1-V4/imageset-nsd/rnc_baseline_V4_img-003_nsd-008566.png	8566	0
304	2	stimulus	105	univariate_rnc_controlling_images/V1-V4/imageset-nsd/rnc_baseline_V1_img-005_nsd-017011.png	17011	0
308	2	stimulus	93	univariate_rnc_controlling_images/V1-V4/imageset-nsd/low_V1_low_V4_img-018_nsd-058633.png	58633	0
312	2	stimulus	57	univariate_rnc_controlling_images/V1-V4/imageset-nsd/low_V1_high_V4_img-007_nsd-021584.png	21584	0
316	2	stimulus	96	univariate_rnc_controlling_images/V1-V4/imageset-nsd/low_V1_low_V4_img-021_nsd-016679.png	16679	0
320	2	stimulus	84	univariate_rnc_controlling_images/V1-V4/imageset-nsd/low_V1_low_V4_img-009_nsd-020286.png	20286	0
324	2	stimulus	119	univariate_rnc_controlling_images/V1-V4/imageset-nsd/rnc_baseline_V1_img-019_nsd-054882.png	54882	0
328	2	stimulus	142	univariate_rnc_controlling_images/V1-V4/imageset-nsd/rnc_baseline_V4_img-017_nsd-050461.png	50461	0
332	2	stimulus	77	univariate_rnc_controlling_images/V1-V4/imageset-nsd/low_V1_low_V4_img-002_nsd-032821.png	32821	0
336	2	stimulus	55	univariate_rnc_controlling_images/V1-V4/imageset-nsd/low_V1_high_V4_img-005_nsd-033494.png	33494	0
340	2	stimulus	10	univariate_rnc_controlling_images/V1-V4/imageset-nsd/high_V1_high_V4_img-010_nsd-042519.png	42519	0
344	2	stimulus	13	univariate_rnc_controlling_images/V1-V4/imageset-nsd/high_V1_high_V4_img-013_nsd-024782.png	24782	0
348	2	stimulus	91	univariate_rnc_controlling_images/V1-V4/imageset-nsd/low_V1_low_V4_img-016_nsd-040994.png	40994	0
352	2	blank	n/a	n/a	n/a	0
356	2	stimulus	82	univariate_rnc_controlling_images/V1-V4/imageset-nsd/low_V1_low_V4_img-007_nsd-023731.png	23731	0
360	2	catch	151	catch_images/catch_01.png	n/a	1
364	2	stimulus	129	univariate_rnc_controlling_images/V1-V4/imageset-nsd/rnc_baseline_V4_img-004_nsd-009831.png	9831	0
368	2	stimulus	130	univariate_rnc_controlling_images/V1-V4/imageset-nsd/rnc_baseline_V4_img-005_nsd-009837.png	9837	0
372	2	stimulus	122	univariate_rnc_controlling_images/V1-V4/imageset-nsd/rnc_baseline_V1_img-022_nsd-060669.png	60669	0
