melody_number	melody_part	hand	key_sequence	session
M1	1	BH	HT EQ EQ FR CO CO AM EQ HT	TP1
M1	2	BH	HT EQ EQ FR CO CO AM EQ AM	TP1
M1	1	RH	T Q Q R O O M Q T	TP1
M1	2	RH	T Q Q R O O M Q M	TP1
