onset	duration	sample	trial_type	response_time	stim_file	value
59.7350000000	n/a	59735	n/a	n/a	n/a	11
361.9150000000	n/a	361915	n/a	n/a	n/a	12
573.1150000000	n/a	573115	n/a	n/a	n/a	12
783.8250000000	n/a	783825	n/a	n/a	n/a	12
991.7850000000	n/a	991785	n/a	n/a	n/a	12
1199.9550000000	n/a	1199955	n/a	n/a	n/a	12
1407.6150000000	n/a	1407615	n/a	n/a	n/a	12
1616.0350000000	n/a	1616035	n/a	n/a	n/a	12
1825.5450000000	n/a	1825545	n/a	n/a	n/a	12
2033.5250000000	n/a	2033525	n/a	n/a	n/a	12
2240.7750000000	n/a	2240775	n/a	n/a	n/a	12
2447.9650000000	n/a	2447965	n/a	n/a	n/a	12
2655.4350000000	n/a	2655435	n/a	n/a	n/a	12
2862.5950000000	n/a	2862595	n/a	n/a	n/a	12
3069.2950000000	n/a	3069295	n/a	n/a	n/a	12
3276.2550000000	n/a	3276255	n/a	n/a	n/a	12
3480.9450000000	n/a	3480945	n/a	n/a	n/a	13
