onset	duration	modality	hand_ori	finger	touch_side	mov_num	target	run_num	block_num	trial_num_per_run	trial_num_per_block
166.3838	2.8023	2	1	2	1	0	1	1	1	39	39
169.0088	2.8023	2	1	2	1	0	1	1	1	40	40
177.9937	2.8023	1	2	2	2	3	1	1	2	41	1
180.7939	2.8023	1	2	2	2	3	1	1	2	42	2
183.4194	2.8023	1	2	2	2	1	1	1	2	43	3
186.0444	2.8023	1	2	1	1	4	1	1	2	44	4
188.6699	2.8023	1	2	2	2	3	1	1	2	45	5
191.2949	2.8023	1	2	2	2	13	2	1	2	46	6
193.9204	2.8023	1	2	2	2	2	1	1	2	47	7
196.5454	2.8023	1	2	1	1	6	1	1	2	48	8
199.1709	2.8023	1	2	1	1	4	1	1	2	49	9
201.7964	2.8023	1	2	1	1	16	2	1	2	50	10
204.4214	2.8023	1	2	1	1	6	1	1	2	51	11
206.2549	2.8023	2	2	2	2	0	1	1	2	52	12
208.8804	2.8023	2	2	2	2	0	1	1	2	53	13
211.5059	2.8023	2	2	2	2	0	1	1	2	54	14
214.1309	2.8023	2	2	1	1	0	2	1	2	55	15
216.7563	2.8023	2	2	1	1	0	1	1	2	56	16
219.3818	2.8023	2	2	1	1	0	1	1	2	57	17
222.0068	2.8023	2	2	2	2	0	1	1	2	58	18
224.6323	2.8023	2	2	1	1	0	1	1	2	59	19
227.2578	2.8023	2	2	2	2	0	2	1	2	60	20
229.8828	2.8023	2	2	1	1	0	1	1	2	61	21
232.5083	2.8023	2	2	2	2	0	1	1	2	62	22
235.9253	2.8023	1	2	2	2	3	1	1	2	63	23
238.5508	2.8023	1	2	1	1	4	1	1	2	64	24
241.1763	2.8023	1	2	2	2	1	1	1	2	65	25
243.8013	2.8023	1	2	1	1	5	1	1	2	66	26
246.4268	2.8023	1	2	1	1	18	2	1	2	67	27
249.0518	2.8023	1	2	1	1	6	1	1	2	68	28
251.6772	2.8023	1	2	2	2	2	1	1	2	69	29
254.3027	2.8023	1	2	1	1	4	1	1	2	70	30
256.9277	2.8023	1	2	2	2	15	2	1	2	71	31
259.5532	2.8023	1	2	1	1	5	1	1	2	72	32
262.1787	2.8023	1	2	2	2	2	1	1	2	73	33
264.0122	2.8023	2	2	1	1	0	1	1	2	74	34
266.6372	2.8023	2	2	2	2	0	1	1	2	75	35
269.2627	2.8023	2	2	2	2	0	1	1	2	76	36
271.8882	2.8023	2	2	2	2	0	1	1	2	77	37
274.5132	2.8023	2	2	1	1	0	1	1	2	78	38
277.1387	2.8023	2	2	1	1	0	1	1	2	79	39
279.7642	2.8023	2	2	1	1	0	1	1	2	80	40
282.3892	2.8023	2	2	2	2	0	2	1	2	81	41
285.0146	2.8023	2	2	2	2	0	1	1	2	82	42
287.6401	2.8023	2	2	1	1	0	1	1	2	83	43
299.7412	2.8023	1	1	1	2	12	1	1	3	84	1
302.3667	2.8023	1	1	2	1	7	1	1	3	85	2
304.9922	2.8023	1	1	1	2	12	1	1	3	86	3
307.6172	2.8023	1	1	2	1	8	1	1	3	87	4
310.2427	2.8023	1	1	2	1	19	2	1	3	88	5
312.8682	2.8023	1	1	2	1	8	1	1	3	89	6
315.4932	2.8023	1	1	2	1	9	1	1	3	90	7
318.1187	2.8023	1	1	1	2	10	1	1	3	91	8
320.7441	2.8023	1	1	1	2	11	1	1	3	92	9
323.3691	2.8023	1	1	1	2	11	1	1	3	93	10
325.9946	2.8023	1	1	2	1	20	2	1	3	94	11
327.8281	2.8023	2	1	2	1	0	1	1	3	95	12
330.4536	2.8023	2	1	1	2	0	1	1	3	96	13
333.0786	2.8023	2	1	1	2	0	1	1	3	97	14
335.7041	2.8023	2	1	1	2	0	1	1	3	98	15
338.3296	2.8023	2	1	2	1	0	1	1	3	99	16
340.9546	2.8023	2	1	2	1	0	1	1	3	100	17
343.5801	2.8023	2	1	2	1	0	1	1	3	101	18
346.2051	2.8023	2	1	1	2	0	1	1	3	102	19
348.8306	2.8023	2	1	2	1	0	1	1	3	103	20
352.2476	2.8023	1	1	2	1	7	1	1	3	104	21
354.873	2.8023	1	1	2	1	8	1	1	3	105	22
357.4985	2.8023	1	1	1	2	11	1	1	3	106	23
360.1235	2.8023	1	1	1	2	24	2	1	3	107	24
362.749	2.8023	1	1	2	1	8	1	1	3	108	25
365.3745	2.8023	1	1	2	1	7	1	1	3	109	26
367.9995	2.8023	1	1	2	1	7	1	1	3	110	27
370.625	2.8023	1	1	1	2	12	1	1	3	111	28
373.2505	2.8023	1	1	2	1	7	1	1	3	112	29
375.8755	2.8023	1	1	2	1	7	1	1	3	113	30
377.709	2.8023	2	1	1	2	0	1	1	3	114	31
380.3345	2.8023	2	1	1	2	0	1	1	3	115	32
382.96	2.8023	2	1	2	1	0	1	1	3	116	33
385.585	2.8023	2	1	2	1	0	1	1	3	117	34
388.2104	2.8023	2	1	2	1	0	1	1	3	118	35
390.8354	2.8023	2	1	1	2	0	1	1	3	119	36
393.4609	2.8023	2	1	2	1	0	1	1	3	120	37
396.0864	2.8023	2	1	2	1	0	1	1	3	121	38
398.7114	2.8023	2	1	1	2	0	1	1	3	122	39
409.6128	2.8023	1	2	1	1	6	1	1	4	123	1
412.2383	2.8023	1	2	1	1	5	1	1	4	124	2
414.8638	2.8023	1	2	2	2	1	1	1	4	125	3
417.4888	2.8023	1	2	1	1	5	1	1	4	126	4
420.1143	2.8023	1	2	1	1	4	1	1	4	127	5
422.7397	2.8023	1	2	1	1	6	1	1	4	128	6
425.3652	2.8023	1	2	2	2	2	1	1	4	129	7
427.9902	2.8023	1	2	2	2	2	1	1	4	130	8
430.6157	2.8023	1	2	1	1	4	1	1	4	131	9
432.4492	2.8023	2	2	1	1	0	1	1	4	132	10
435.0742	2.8023	2	2	2	2	0	1	1	4	133	11
437.6997	2.8023	2	2	1	1	0	1	1	4	134	12
440.3252	2.8023	2	2	1	1	0	2	1	4	135	13
442.9502	2.8023	2	2	1	1	0	1	1	4	136	14
445.5757	2.8023	2	2	2	2	0	1	1	4	137	15
448.2007	2.8023	2	2	2	2	0	1	1	4	138	16
450.8262	2.8023	2	2	1	1	0	1	1	4	139	17
453.4517	2.8023	2	2	1	1	0	1	1	4	140	18
456.0767	2.8023	2	2	2	2	0	1	1	4	141	19
458.7021	2.8023	2	2	1	1	0	2	1	4	142	20
462.1196	2.8023	1	2	1	1	5	1	1	4	143	21
464.7446	2.8023	1	2	2	2	2	1	1	4	144	22
467.3701	2.8023	1	2	2	2	1	1	1	4	145	23
469.9956	2.8023	1	2	2	2	1	1	1	4	146	24
472.6206	2.8023	1	2	1	1	6	1	1	4	147	25
475.2461	2.8023	1	2	1	1	5	1	1	4	148	26
477.8711	2.8023	1	2	2	2	3	1	1	4	149	27
480.4966	2.8023	1	2	2	2	3	1	1	4	150	28
483.1221	2.8023	1	2	1	1	18	2	1	4	151	29
485.7471	2.8023	1	2	2	2	1	1	1	4	152	30
487.5806	2.8023	2	2	2	2	0	1	1	4	153	31
490.2061	2.8023	2	2	2	2	0	1	1	4	154	32
492.8315	2.8023	2	2	1	1	0	1	1	4	155	33
495.4565	2.8023	2	2	2	2	0	2	1	4	156	34
498.082	2.8023	2	2	1	1	0	1	1	4	157	35
500.707	2.8023	2	2	1	1	0	1	1	4	158	36
503.3325	2.8023	2	2	2	2	0	1	1	4	159	37
505.958	2.8023	2	2	2	2	0	1	1	4	160	38
508.583	2.8023	2	2	2	2	0	1	1	4	161	39
511.2085	2.8023	2	2	1	1	0	1	1	4	162	40
523.2354	2.8023	1	2	1	1	5	1	2	1	1	1
525.8604	2.8023	1	2	1	1	5	1	2	1	2	2
528.4858	2.8023	1	2	2	2	1	1	2	1	3	3
531.1108	2.8023	1	2	2	2	1	1	2	1	4	4
533.7363	2.8023	1	2	2	2	1	1	2	1	5	5
536.3613	2.8023	1	2	1	1	18	2	2	1	6	6
538.9873	2.8023	1	2	1	1	6	1	2	1	7	7
541.6123	2.8023	1	2	1	1	6	1	2	1	8	8
544.2373	2.8023	1	2	2	2	2	1	2	1	9	9
546.8628	2.8023	1	2	1	1	4	1	2	1	10	10
548.6963	2.8023	2	2	2	2	0	1	2	1	11	11
551.3218	2.8023	2	2	2	2	0	1	2	1	12	12
553.9468	2.8023	2	2	1	1	0	1	2	1	13	13
556.5723	2.8023	2	2	1	1	0	2	2	1	14	14
559.1978	2.8023	2	2	2	2	0	1	2	1	15	15
561.8228	2.8023	2	2	2	2	0	1	2	1	16	16
564.4482	2.8023	2	2	2	2	0	1	2	1	17	17
567.0737	2.8023	2	2	1	1	0	1	2	1	18	18
569.6987	2.8023	2	2	1	1	0	1	2	1	19	19
572.3242	2.8023	2	2	2	2	0	2	2	1	20	20
574.9497	2.8023	2	2	2	2	0	1	2	1	21	21
578.3667	2.8023	1	2	2	2	3	1	2	1	22	22
580.9922	2.8023	1	2	2	2	1	1	2	1	23	23
583.6172	2.8023	1	2	2	2	14	2	2	1	24	24
586.2427	2.8023	1	2	1	1	4	1	2	1	25	25
588.8677	2.8023	1	2	2	2	3	1	2	1	26	26
591.4932	2.8023	1	2	1	1	4	1	2	1	27	27
594.1187	2.8023	1	2	1	1	6	1	2	1	28	28
596.7441	2.8023	1	2	1	1	6	1	2	1	29	29
599.3691	2.8023	1	2	1	1	16	2	2	1	30	30
601.9946	2.8023	1	2	2	2	3	1	2	1	31	31
604.6196	2.8023	1	2	2	2	3	1	2	1	32	32
606.4531	2.8023	2	2	1	1	0	1	2	1	33	33
609.0786	2.8023	2	2	1	1	0	1	2	1	34	34
611.7041	2.8023	2	2	2	2	0	1	2	1	35	35
614.3291	2.8023	2	2	2	2	0	1	2	1	36	36
616.9546	2.8023	2	2	1	1	0	2	2	1	37	37
619.5801	2.8023	2	2	2	2	0	1	2	1	38	38
622.2051	2.8023	2	2	1	1	0	1	2	1	39	39
624.8306	2.8023	2	2	1	1	0	1	2	1	40	40
627.4561	2.8023	2	2	2	2	0	1	2	1	41	41
630.0811	2.8023	2	2	1	1	0	1	2	1	42	42
641.7744	2.8023	1	1	2	1	8	1	2	2	43	1
644.3994	2.8023	1	1	2	1	8	1	2	2	44	2
647.0249	2.8023	1	1	2	1	8	1	2	2	45	3
649.6504	2.8023	1	1	1	2	12	1	2	2	46	4
652.2759	2.8023	1	1	2	1	7	1	2	2	47	5
654.9009	2.8023	1	1	1	2	11	1	2	2	48	6
657.5264	2.8023	1	1	1	2	11	1	2	2	49	7
660.1514	2.8023	1	1	1	2	12	1	2	2	50	8
662.7769	2.8023	1	1	1	2	24	2	2	2	51	9
665.4023	2.8023	1	1	2	1	7	1	2	2	52	10
667.2358	2.8023	2	1	2	1	0	1	2	2	53	11
669.8608	2.8023	2	1	1	2	0	1	2	2	54	12
672.4863	2.8023	2	1	2	1	0	1	2	2	55	13
675.1118	2.8023	2	1	1	2	0	1	2	2	56	14
677.7368	2.8023	2	1	1	2	0	2	2	2	57	15
680.3623	2.8023	2	1	1	2	0	1	2	2	58	16
682.9878	2.8023	2	1	1	2	0	1	2	2	59	17
685.6128	2.8023	2	1	2	1	0	1	2	2	60	18
688.2383	2.8023	2	1	1	2	0	1	2	2	61	19
690.8633	2.8023	2	1	1	2	0	1	2	2	62	20
694.2808	2.8023	1	1	1	2	10	1	2	2	63	21
696.9058	2.8023	1	1	2	1	9	1	2	2	64	22
699.5313	2.8023	1	1	2	1	21	2	2	2	65	23
702.1563	2.8023	1	1	2	1	9	1	2	2	66	24
704.7817	2.8023	1	1	1	2	10	1	2	2	67	25
707.4072	2.8023	1	1	1	2	10	1	2	2	68	26
710.0327	2.8023	1	1	2	1	8	1	2	2	69	27
712.6577	2.8023	1	1	2	1	9	1	2	2	70	28
715.2832	2.8023	1	1	1	2	11	1	2	2	71	29
717.9082	2.8023	1	1	1	2	12	1	2	2	72	30
719.7422	2.8023	2	1	1	2	0	1	2	2	73	31
722.3672	2.8023	2	1	1	2	0	1	2	2	74	32
724.9927	2.8023	2	1	1	2	0	1	2	2	75	33
727.6182	2.8023	2	1	2	1	0	1	2	2	76	34
730.2432	2.8023	2	1	2	1	0	2	2	2	77	35
732.8687	2.8023	2	1	1	2	0	1	2	2	78	36
735.4937	2.8023	2	1	2	1	0	1	2	2	79	37
738.1191	2.8023	2	1	2	1	0	1	2	2	80	38
740.7446	2.8023	2	1	1	2	0	1	2	2	81	39
743.3696	2.8023	2	1	2	1	0	1	2	2	82	40
754.4878	2.8023	1	2	2	2	1	1	2	3	83	1
757.1133	2.8023	1	2	1	1	5	1	2	3	84	2
759.7383	2.8023	1	2	2	2	2	1	2	3	85	3
762.3638	2.8023	1	2	2	2	1	1	2	3	86	4
764.9893	2.8023	1	2	1	1	5	1	2	3	87	5
767.6147	2.8023	1	2	1	1	6	1	2	3	88	6
770.2397	2.8023	1	2	1	1	6	1	2	3	89	7
772.8652	2.8023	1	2	2	2	15	2	2	3	90	8
775.4907	2.8023	1	2	2	2	3	1	2	3	91	9
778.1157	2.8023	1	2	2	2	2	1	2	3	92	10
779.9492	2.8023	2	2	1	1	0	1	2	3	93	11
782.5747	2.8023	2	2	2	2	0	1	2	3	94	12
785.1997	2.8023	2	2	2	2	0	1	2	3	95	13
787.8252	2.8023	2	2	2	2	0	1	2	3	96	14
790.4502	2.8023	2	2	1	1	0	2	2	3	97	15
793.0757	2.8023	2	2	1	1	0	1	2	3	98	16
795.7012	2.8023	2	2	2	2	0	1	2	3	99	17
798.3267	2.8023	2	2	1	1	0	1	2	3	100	18
800.9517	2.8023	2	2	2	2	0	2	2	3	101	19
803.5771	2.8023	2	2	1	1	0	1	2	3	102	20
806.2021	2.8023	2	2	1	1	0	1	2	3	103	21
809.6196	2.8023	1	2	1	1	5	1	2	3	104	22
812.2446	2.8023	1	2	1	1	5	1	2	3	105	23
814.8701	2.8023	1	2	2	2	2	1	2	3	106	24
817.4956	2.8023	1	2	2	2	13	2	2	3	107	25
820.1206	2.8023	1	2	1	1	4	1	2	3	108	26
822.7461	2.8023	1	2	1	1	4	1	2	3	109	27
825.3716	2.8023	1	2	2	2	2	1	2	3	110	28
827.9966	2.8023	1	2	2	2	3	1	2	3	111	29
830.6221	2.8023	1	2	2	2	2	1	2	3	112	30
833.2476	2.8023	1	2	1	1	4	1	2	3	113	31
835.0811	2.8023	2	2	2	2	0	1	2	3	114	32
837.7061	2.8023	2	2	1	1	0	1	2	3	115	33
840.3315	2.8023	2	2	1	1	0	1	2	3	116	34
842.957	2.8023	2	2	1	1	0	1	2	3	117	35
845.582	2.8023	2	2	2	2	0	1	2	3	118	36
848.2075	2.8023	2	2	2	2	0	2	2	3	119	37
850.8325	2.8023	2	2	1	1	0	1	2	3	120	38
853.458	2.8023	2	2	1	1	0	1	2	3	121	39
856.0835	2.8023	2	2	2	2	0	1	2	3	122	40
858.7085	2.8023	2	2	2	2	0	1	2	3	123	41
869.5767	2.8023	1	1	2	1	7	1	2	4	124	1
872.2021	2.8023	1	1	2	1	8	1	2	4	125	2
874.8271	2.8023	1	1	2	1	9	1	2	4	126	3
877.4526	2.8023	1	1	1	2	10	1	2	4	127	4
880.0781	2.8023	1	1	2	1	21	2	2	4	128	5
882.7031	2.8023	1	1	1	2	11	1	2	4	129	6
885.3286	2.8023	1	1	1	2	10	1	2	4	130	7
887.9541	2.8023	1	1	2	1	7	1	2	4	131	8
890.5791	2.8023	1	1	1	2	24	2	2	4	132	9
893.2046	2.8023	1	1	1	2	12	1	2	4	133	10
895.8301	2.8023	1	1	2	1	9	1	2	4	134	11
897.6636	2.8023	2	1	2	1	0	1	2	4	135	12
900.2886	2.8023	2	1	2	1	0	1	2	4	136	13
902.9141	2.8023	2	1	2	1	0	2	2	4	137	14
905.5396	2.8023	2	1	2	1	0	1	2	4	138	15
908.1646	2.8023	2	1	1	2	0	1	2	4	139	16
910.79	2.8023	2	1	2	1	0	1	2	4	140	17
913.4155	2.8023	2	1	2	1	0	1	2	4	141	18
916.0405	2.8023	2	1	1	2	0	1	2	4	142	19
918.666	2.8023	2	1	2	1	0	2	2	4	143	20
921.291	2.8023	2	1	1	2	0	1	2	4	144	21
923.9165	2.8023	2	1	1	2	0	1	2	4	145	22
927.3335	2.8023	1	1	1	2	12	1	2	4	146	23
929.959	2.8023	1	1	2	1	7	1	2	4	147	24
932.5845	2.8023	1	1	2	1	7	1	2	4	148	25
935.2095	2.8023	1	1	2	1	21	2	2	4	149	26
937.835	2.8023	1	1	2	1	9	1	2	4	150	27
940.4604	2.8023	1	1	1	2	11	1	2	4	151	28
943.0859	2.8023	1	1	1	2	11	1	2	4	152	29
945.7109	2.8023	1	1	1	2	12	1	2	4	153	30
948.3359	2.8023	1	1	2	1	8	1	2	4	154	31
950.9614	2.8023	1	1	1	2	10	1	2	4	155	32
953.5869	2.8023	1	1	1	2	23	2	2	4	156	33
955.4204	2.8023	2	1	1	2	0	1	2	4	157	34
958.0454	2.8023	2	1	1	2	0	1	2	4	158	35
960.6709	2.8023	2	1	2	1	0	1	2	4	159	36
963.2964	2.8023	2	1	2	1	0	1	2	4	160	37
965.9214	2.8023	2	1	1	2	0	2	2	4	161	38
968.5469	2.8023	2	1	2	1	0	1	2	4	162	39
971.1724	2.8023	2	1	1	2	0	1	2	4	163	40
973.7974	2.8023	2	1	2	1	0	1	2	4	164	41
976.4229	2.8023	2	1	1	2	0	2	2	4	165	42
979.0483	2.8023	2	1	2	1	0	1	2	4	166	43
981.6733	2.8023	2	1	2	1	0	1	2	4	167	44
992.7749	2.8023	2	2	1	1	0	1	3	1	1	1
994.625	2.8023	2	2	2	2	0	1	3	1	2	2
997.2505	2.8023	2	2	1	1	0	1	3	1	3	3
999.8755	2.8023	2	2	1	1	0	1	3	1	4	4
1002.501	2.8023	2	2	1	1	0	1	3	1	5	5
1005.1265	2.8023	2	2	1	1	0	2	3	1	6	6
1007.7515	2.8023	2	2	2	2	0	1	3	1	7	7
1010.377	2.8023	2	2	2	2	0	1	3	1	8	8
1013.0024	2.8023	2	2	1	1	0	1	3	1	9	9
1015.6274	2.8023	2	2	1	1	0	1	3	1	10	10
1019.0449	2.8023	1	2	2	2	3	1	3	1	11	11
1021.6699	2.8023	1	2	1	1	5	1	3	1	12	12
1024.2954	2.8023	1	2	2	2	3	1	3	1	13	13
1026.9209	2.8023	1	2	2	2	3	1	3	1	14	14
1029.5459	2.8023	1	2	2	2	2	1	3	1	15	15
1032.1714	2.8023	1	2	1	1	5	1	3	1	16	16
1034.7964	2.8023	1	2	2	2	3	1	3	1	17	17
1037.4219	2.8023	1	2	2	2	15	2	3	1	18	18
1040.0474	2.8023	1	2	2	2	2	1	3	1	19	19
1042.6724	2.8023	1	2	2	2	1	1	3	1	20	20
1044.5059	2.8023	2	2	1	1	0	1	3	1	21	21
1047.1313	2.8023	2	2	1	1	0	1	3	1	22	22
1049.7568	2.8023	2	2	1	1	0	1	3	1	23	23
1052.3818	2.8023	2	2	2	2	0	1	3	1	24	24
1055.0073	2.8023	2	2	1	1	0	2	3	1	25	25
1057.6328	2.8023	2	2	1	1	0	1	3	1	26	26
1060.2578	2.8023	2	2	2	2	0	1	3	1	27	27
1062.8833	2.8023	2	2	2	2	0	1	3	1	28	28
1065.5088	2.8023	2	2	1	1	0	1	3	1	29	29
1068.1338	2.8023	2	2	1	1	0	1	3	1	30	30
1071.5508	2.8023	1	2	1	1	4	1	3	1	31	31
1074.1763	2.8023	1	2	1	1	4	1	3	1	32	32
1076.8018	2.8023	1	2	1	1	4	1	3	1	33	33
1079.4272	2.8023	1	2	2	2	3	1	3	1	34	34
1082.0527	2.8023	1	2	2	2	1	1	3	1	35	35
1084.6777	2.8023	1	2	1	1	6	1	3	1	36	36
1087.3027	2.8023	1	2	2	2	2	1	3	1	37	37
1089.9282	2.8023	1	2	1	1	5	1	3	1	38	38
1092.5537	2.8023	1	2	1	1	5	1	3	1	39	39
1101.9048	2.8023	2	1	1	2	0	1	3	2	40	1
1103.7549	2.8023	2	1	2	1	0	1	3	2	41	2
1106.3804	2.8023	2	1	2	1	0	1	3	2	42	3
1109.0054	2.8023	2	1	2	1	0	1	3	2	43	4
1111.6309	2.8023	2	1	1	2	0	1	3	2	44	5
1114.2563	2.8023	2	1	1	2	0	1	3	2	45	6
1116.8813	2.8023	2	1	2	1	0	1	3	2	46	7
1119.5068	2.8023	2	1	2	1	0	1	3	2	47	8
1122.1318	2.8023	2	1	2	1	0	1	3	2	48	9
1125.5493	2.8023	1	1	2	1	7	1	3	2	49	10
1128.1743	2.8023	1	1	2	1	7	1	3	2	50	11
1130.7998	2.8023	1	1	1	2	12	1	3	2	51	12
1133.4253	2.8023	1	1	1	2	12	1	3	2	52	13
1136.0503	2.8023	1	1	1	2	11	1	3	2	53	14
1138.6758	2.8023	1	1	2	1	8	1	3	2	54	15
1141.3013	2.8023	1	1	1	2	10	1	3	2	55	16
1143.9263	2.8023	1	1	1	2	12	1	3	2	56	17
1146.5518	2.8023	1	1	2	1	7	1	3	2	57	18
1148.3853	2.8023	2	1	1	2	0	1	3	2	58	19
1151.0107	2.8023	2	1	1	2	0	1	3	2	59	20
1153.6357	2.8023	2	1	1	2	0	2	3	2	60	21
1156.2612	2.8023	2	1	1	2	0	1	3	2	61	22
1158.8867	2.8023	2	1	2	1	0	1	3	2	62	23
1161.5117	2.8023	2	1	1	2	0	1	3	2	63	24
1164.1372	2.8023	2	1	2	1	0	1	3	2	64	25
1166.7627	2.8023	2	1	1	2	0	1	3	2	65	26
1169.3877	2.8023	2	1	1	2	0	1	3	2	66	27
1172.0132	2.8023	2	1	1	2	0	1	3	2	67	28
1175.4302	2.8023	1	1	1	2	10	1	3	2	68	29
1178.0557	2.8023	1	1	1	2	11	1	3	2	69	30
1180.6807	2.8023	1	1	1	2	12	1	3	2	70	31
1183.3062	2.8023	1	1	2	1	19	2	3	2	71	32
1185.9316	2.8023	1	1	2	1	7	1	3	2	72	33
1188.5566	2.8023	1	1	2	1	9	1	3	2	73	34
1191.1821	2.8023	1	1	1	2	12	1	3	2	74	35
1193.8076	2.8023	1	1	2	1	9	1	3	2	75	36
1196.4326	2.8023	1	1	2	1	9	1	3	2	76	37
1199.0581	2.8023	1	1	1	2	11	1	3	2	77	38
1207.9175	2.8023	2	2	2	2	0	1	3	3	78	1
1209.7676	2.8023	2	2	2	2	0	1	3	3	79	2
1212.3931	2.8023	2	2	2	2	0	1	3	3	80	3
1215.0181	2.8023	2	2	1	1	0	1	3	3	81	4
1217.6436	2.8023	2	2	1	1	0	1	3	3	82	5
1220.269	2.8023	2	2	2	2	0	1	3	3	83	6
1222.894	2.8023	2	2	1	1	0	1	3	3	84	7
1225.5195	2.8023	2	2	1	1	0	1	3	3	85	8
1228.145	2.8023	2	2	2	2	0	1	3	3	86	9
1231.562	2.8023	1	2	2	2	1	1	3	3	87	10
1234.1875	2.8023	1	2	1	1	5	1	3	3	88	11
1236.8125	2.8023	1	2	2	2	13	2	3	3	89	12
1239.438	2.8023	1	2	1	1	5	1	3	3	90	13
1242.0635	2.8023	1	2	1	1	6	1	3	3	91	14
1244.6885	2.8023	1	2	2	2	2	1	3	3	92	15
1247.314	2.8023	1	2	1	1	6	1	3	3	93	16
1249.939	2.8023	1	2	1	1	4	1	3	3	94	17
1252.5645	2.8023	1	2	2	2	2	1	3	3	95	18
1255.1899	2.8023	1	2	2	2	3	1	3	3	96	19
1257.8149	2.8023	1	2	2	2	15	2	3	3	97	20
1259.6484	2.8023	2	2	2	2	0	1	3	3	98	21
1262.2739	2.8023	2	2	1	1	0	1	3	3	99	22
1264.8994	2.8023	2	2	2	2	0	1	3	3	100	23
1267.5244	2.8023	2	2	2	2	0	1	3	3	101	24
1270.1499	2.8023	2	2	2	2	0	1	3	3	102	25
1272.7754	2.8023	2	2	1	1	0	1	3	3	103	26
1275.4004	2.8023	2	2	2	2	0	1	3	3	104	27
1278.0259	2.8023	2	2	2	2	0	1	3	3	105	28
1280.6514	2.8023	2	2	1	1	0	2	3	3	106	29
1283.2764	2.8023	2	2	2	2	0	1	3	3	107	30
1286.6934	2.8023	1	2	1	1	4	1	3	3	108	31
1289.3188	2.8023	1	2	1	1	4	1	3	3	109	32
1291.9443	2.8023	1	2	1	1	16	2	3	3	110	33
1294.5693	2.8023	1	2	1	1	6	1	3	3	111	34
1297.1948	2.8023	1	2	2	2	1	1	3	3	112	35
1299.8203	2.8023	1	2	2	2	2	1	3	3	113	36
1302.4453	2.8023	1	2	2	2	13	2	3	3	114	37
1305.0708	2.8023	1	2	2	2	1	1	3	3	115	38
1307.6963	2.8023	1	2	1	1	6	1	3	3	116	39
1310.3213	2.8023	1	2	2	2	1	1	3	3	117	40
1312.9468	2.8023	1	2	1	1	6	1	3	3	118	41
1322.123	2.8023	2	1	2	1	0	1	3	4	119	1
1323.9731	2.8023	2	1	1	2	0	1	3	4	120	2
1326.5981	2.8023	2	1	1	2	0	1	3	4	121	3
1329.2236	2.8023	2	1	2	1	0	2	3	4	122	4
1331.8491	2.8023	2	1	2	1	0	1	3	4	123	5
1334.4741	2.8023	2	1	2	1	0	1	3	4	124	6
1337.0996	2.8023	2	1	1	2	0	1	3	4	125	7
1339.7251	2.8023	2	1	2	1	0	1	3	4	126	8
1342.3501	2.8023	2	1	2	1	0	2	3	4	127	9
1344.9756	2.8023	2	1	2	1	0	1	3	4	128	10
1347.6011	2.8023	2	1	2	1	0	1	3	4	129	11
1351.0181	2.8023	1	1	2	1	8	1	3	4	130	12
1353.6436	2.8023	1	1	2	1	8	1	3	4	131	13
