onset	duration	trial_type	cue_onset	cue_duration	cue_mean	cue_std	cue_sk	stim_onset	stim_duration	stim_level	stim_value	rating_onset	RT	rating
8.65886623173719	18.5	vision	8.67568775129621	1.5	0.3	0.125	0	12.6619477068452	2	2	0.6	19.6670997570109	2.33504653670389	72.6666666666667
27.1799967593615	21.5	vision	27.1891962551672	1.5	0.7	0.05	1	33.6774299814715	2	2	0.6	39.6818290971059	2.48515450086416	82
48.6995822317404	22.5	vision	48.704934950496	1.5	0.3	0.125	1	55.2099089523326	2	1	0.5	63.1991949520743	2.35154360908928	65
71.2188280905175	23	vision	71.2383938869534	1.5	0.7	0.125	1	76.2254002460031	2	1	0.5	84.2146000983339	2.53520458764979	67
94.2382467106145	25	vision	94.2553248063778	1.5	0.3	0.125	1	100.743432266092	2	2	0.6	108.232170125761	2.1016517598473	67
119.25806714459	21	vision	119.273723652688	1.5	0.7	0.125	1	123.259986718243	2	2	0.6	130.265177643596	1.63453534360451	59.6666666666667
140.277352656056	18	vision	140.289250089518	1.5	0.7	0.125	0	145.776590308633	2	1	0.5	150.780215652638	2.75207336898166	58.3333333333333
158.297330767775	22.5	vision	158.302242797472	1.5	0.3	0.05	1	165.30763462976	2	1	0.5	171.795680822186	2.63532528730866	72.3333333333333
180.817022602649	23	vision	180.835691781882	1.5	0.3	0.05	1	187.824183794895	2	2	0.6	193.811900792272	1.70126879265445	61.6666666666667
203.836227875741	19.5	vision	203.852683657584	1.5	0.7	0.125	0	210.841090456204	2	2	0.6	215.844825272725	1.80131422996055	71.6666666666667
223.355339381895	20	vision	223.36703559741	1.5	0.3	0.125	0	230.355491534261	2	1	0.5	235.359217642741	1.95128690848651	74.6666666666667
243.375062161416	17	vision	243.3816996272	1.5	0.7	0.05	1	247.384705456301	2	1	0.5	252.371680093202	1.95146169130749	23
262.912643111209	20.5	pain	262.929490443887	1.5	0.3	0.125	1	267.904708251088	2	2	48	275.905441634073	1.76810051815846	35.3333333333333
283.432160163262	19	pain	283.444473405674	1.5	0.3	0.05	1	287.424193580991	2	2	48	294.936394054275	1.95140011301555	45.6666666666667
302.451428880653	19.5	pain	302.458531915625	1.5	0.7	0.125	0	307.443446126308	2	1	47	314.450677884779	1.48448056069901	65.6666666666667
321.970551582854	22.5	pain	321.989618843952	1.5	0.7	0.125	1	327.962606770685	2	2	48	335.966547200718	3.20226135381381	69
344.50916505749	20.5	pain	344.522858524375	1.5	0.3	0.125	0	351.501207183261	2	1	47	356.51497370439	3.13566847742186	33.3333333333333
365.028554598946	23.5	pain	365.037960910726	1.5	0.3	0.125	1	371.02059485871	2	1	47	377.530455357017	2.35161576142855	66.6666666666667
388.547895935175	21	pain	388.555210762141	1.5	0.7	0.125	0	392.539916601847	2	2	48	400.547424529614	2.33501232654817	77
409.568101699966	22.5	pain	409.5872846536	1.5	0.3	0.05	1	413.56015191177	2	1	47	421.062439524554	2.35175384607282	42
432.087196723034	21	pain	432.10385714384	1.5	0.7	0.05	1	437.579355940856	2	2	48	445.580378555205	2.28501448799943	71.6666666666667
453.106288791598	20.5	pain	453.11942276686	1.5	0.7	0.125	1	460.098328118358	2	1	47	466.112335665617	2.18479986589227	38.6666666666667
473.625645055901	19.5	pain	473.634545990302	1.5	0.7	0.05	1	479.117747982455	2	1	47	485.626705643524	2.70182361925254	76
493.14486572356	19.5	pain	493.148527216392	1.5	0.3	0.125	0	499.136919356388	2	2	48	504.140276658683	3.20236336228845	75.6666666666667
