onset	duration	trial_type	cue_onset	cue_duration	cue_mean	cue_std	cue_sk	stim_onset	stim_duration	stim_level	stim_value	rating_onset	RT	rating
8.67099777665135	21	vision	8.68785506137283	1.5	0.3	0.05	-1	14.6755580636891	2	1	0.5	19.6792966122266	0.100036729272688	10
29.6911559582113	19	vision	29.7031920983209	1.5	0.3	0.05	0	33.6895500193241	2	2	0.6	38.693299763916	0.100042016296356	10
48.7103226671243	21.5	vision	48.7172817084138	1.5	0.7	0.05	-1	55.705628483749	2	2	0.6	62.7109484747052	1.95140322303268	70.3333333333333
70.2290472874593	18.5	vision	70.2327890186607	1.5	0.3	0.125	-1	75.236827683606	2	2	0.6	80.2237475842521	2.65200211854244	82.6666666666667
88.7767930089358	18.5	vision	88.7968044704576	1.5	0.3	0.125	-1	94.784564075042	2	1	0.5	99.7715150758268	1.90137552835222	54
107.295932505218	18.5	vision	107.31045230298	1.5	0.7	0.125	-1	111.296678670373	2	2	0.6	117.801482243402	2.28492398658273	43.3333333333333
125.814939514883	21.5	vision	125.824073078376	1.5	0.3	0.05	0	132.312128600843	2	1	0.5	139.317278785002	1.53450110234553	53.6666666666667
147.333486242384	21.5	vision	147.339826079773	1.5	0.7	0.05	0	151.342812937783	2	2	0.6	157.830925062521	2.48501112918893	76.3333333333333
168.85444012118	22.5	vision	168.872244405346	1.5	0.7	0.05	0	175.860870459994	2	1	0.5	183.850075599355	2.3183784135108	79
191.373321486248	22	vision	191.388958712258	1.5	0.7	0.05	-1	198.377430821176	2	1	0.5	205.866227149123	1.71795588693203	19.6666666666667
213.393011299613	22.5	vision	213.40517401732	1.5	0.3	0.05	-1	220.393654212279	2	2	0.6	226.898450321281	2.20164712592668	54.6666666666667
235.91192314283	21.5	vision	235.921676221235	1.5	0.7	0.125	-1	241.409065267577	2	1	0.5	246.412801017101	1.83464892133634	72.3333333333333
259.939291582214	21	pain	259.956103771732	1.5	0.7	0.05	0	265.431321112428	2	2	48	273.432479323408	2.30186516905087	66.3333333333333
280.958162217739	20	pain	280.971559922236	1.5	0.3	0.125	-1	286.450222226096	2	2	48	292.463377318356	2.10156592343992	35.6666666666667
300.995758562105	18.5	pain	301.00286253008	1.5	0.7	0.05	0	304.987801931882	2	1	47	311.994406089409	2.10150621116918	59.3333333333333
319.540079846516	21	pain	319.549967277544	1.5	0.7	0.05	-1	323.532087140124	2	2	48	331.542142480841	2.31819554465619	79.6666666666667
340.563116968584	22.5	pain	340.582135713445	1.5	0.3	0.05	-1	347.055152407822	2	1	47	354.559014620991	2.06815565871511	69.3333333333333
363.081662141074	26	pain	363.098638850362	1.5	0.7	0.125	-1	370.073701778838	2	1	47	378.076272558446	2.60187552539719	67.6666666666667
389.100746745604	23	pain	389.117787521191	1.5	0.7	0.05	-1	394.092782340344	2	1	47	402.093810241717	3.86971526883281	56.3333333333333
412.147168689367	21.5	pain	412.15108489239	1.5	0.3	0.125	-1	418.639237405765	2	1	47	426.145053330092	2.36842134726612	54.3333333333333
433.666033571364	19.5	pain	433.68392244793	1.5	0.3	0.05	0	439.658073831128	2	1	47	445.65921555903	2.35192769589048	69
453.185260148053	17	pain	453.198269722732	1.5	0.3	0.05	0	457.177295120793	2	2	48	462.188256719764	2.51852371339191	84.3333333333333
470.204458890115	20	pain	470.210794995492	1.5	0.3	0.05	-1	475.196509723926	2	2	48	481.202237479349	2.00147694592306	61
490.222868621477	22.5	pain	490.242236620983	1.5	0.7	0.125	-1	497.214944335403	2	2	48	505.219862554022	1.50102272829827	84
