onset	duration	trial_type	cue_onset	cue_duration	cue_mean	cue_std	cue_sk	stim_onset	stim_duration	stim_level	stim_value	rating_onset	RT	rating
8.6657294119359	18.5	pain	8.68265325098037	1.5	0.3	0.125	0	12.6577901977944	2	1	47	19.6740991558545	2.46833678596886	82.6666666666667
27.1877494037326	22	pain	27.1961629988509	1.5	0.3	0.05	1	32.1797921515099	2	1	47	40.1891094857638	2.56858686224587	33.6666666666667
49.2075813447664	23	pain	49.2123055295815	1.5	0.3	0.125	0	56.1996175615132	2	2	48	61.204625970553	3.26892109550681	72
72.2278956490627	20	pain	72.2460805990195	1.5	0.7	0.125	0	78.219944616867	2	1	47	84.7217324502999	2.83549546731228	70.6666666666667
92.2480899067959	22.5	pain	92.2608273551959	1.5	0.3	0.125	1	99.2401295445525	2	2	48	107.255173970676	2.03470527480385	35.3333333333333
114.768373266445	21	pain	114.777348841199	1.5	0.3	0.05	1	121.760472927483	2	2	48	126.769542704576	2.76868582290626	85.6666666666667
135.788211738502	20.5	pain	135.792544061478	1.5	0.7	0.125	1	141.280260239808	2	2	48	147.78499232405	1.4343956417506	92
156.308909663101	21	pain	156.324513922948	1.5	0.7	0.05	1	161.300930640769	2	2	48	169.317524476159	1.43438848872029	83.6666666666667
177.328903013884	18.5	pain	177.340091364022	1.5	0.3	0.125	1	182.320938608624	2	1	47	188.331582675106	1.90117742042639	49
195.868990635441	24.5	pain	195.887089126991	1.5	0.7	0.125	0	201.861047067279	2	2	48	209.36354709405	1.93483399831166	72.6666666666667
220.389079308174	23.5	pain	220.405120214069	1.5	0.7	0.125	1	225.881117546429	2	1	47	233.88159653022	2.43521668560425	58.3333333333333
243.909257238331	20	pain	243.922406763661	1.5	0.7	0.05	1	247.901288790046	2	1	47	254.913875060643	2.43511218910862	58.6666666666667
266.438882148796	20	vision	266.455663860172	1.5	0.3	0.05	1	272.94378593695	2	2	0.6	278.931436691026	2.45177937929111	79.6666666666667
286.460173930682	21.5	vision	286.470410927352	1.5	0.7	0.05	1	292.458086250539	2	1	0.5	300.464052191521	2.23481760852883	76
307.980832669091	19.5	vision	307.986150866687	1.5	0.7	0.05	1	314.991394040284	2	2	0.6	319.978365567164	2.76858692444512	78.6666666666667
327.5019395606	18.5	vision	327.517277292201	1.5	0.7	0.125	0	331.503555285832	2	2	0.6	338.008317184671	2.13488724175113	79.3333333333333
346.022549471782	22	vision	346.030886249544	1.5	0.7	0.125	1	352.518929331949	2	1	0.5	359.52421977777	2.95213532046182	78
368.043285494052	25	vision	368.046716534802	1.5	0.3	0.125	0	375.052275685877	2	1	0.5	383.041456256127	1.86807504713943	79.3333333333333
393.090875248301	19	vision	393.098846910347	1.5	0.3	0.125	0	397.084891652878	2	2	0.6	402.088821467318	2.16822628714726	92.3333333333333
412.1114682099	21	vision	412.129431415815	1.5	0.7	0.125	0	419.117989672144	2	1	0.5	425.105606527053	1.85135529770923	33.3333333333333
433.13211839577	16.5	vision	433.144959407655	1.5	0.7	0.125	1	437.131280630492	2	2	0.6	442.134934897629	2.10156094742706	77.3333333333333
449.652960936044	20	vision	449.656825512822	1.5	0.3	0.05	1	453.660111243233	2	1	0.5	461.148937116319	3.00205603064387	89
469.673249116211	24	vision	469.688574096755	1.5	0.3	0.125	1	475.175945416013	2	2	0.6	482.681527114699	2.58516572800727	37.3333333333333
493.69355564547	19	vision	493.706208190473	1.5	0.3	0.125	1	500.194338664296	2	1	0.5	505.198019055562	1.50097732208087	62
