onset	duration	trial_type	cue_onset	cue_duration	cue_mean	cue_std	cue_sk	stim_onset	stim_duration	stim_level	stim_value	rating_onset	RT	rating
8.67000474899396	18.5	vision	8.68681413949525	1.5	0.3	0.05	-1	14.6745861841337	2	1	0.5	19.6782606663692	1.28412129181379	91.6666666666667
27.1916135968568	19.5	vision	27.2003369494269	1.5	0.7	0.125	-1	32.1873423754732	2	2	0.6	38.6922389379397	1.18420554210752	100
46.7110967497501	23	vision	46.7144211170016	1.5	0.7	0.05	0	53.7199466799211	2	2	0.6	61.2087868590679	2.36828201860772	95
69.7308568494482	18.5	vision	69.7484036244132	1.5	0.3	0.05	0	74.7354463706288	2	2	0.6	79.7391012597727	1.88472886426462	73.6666666666667
88.2695337683836	20	vision	88.2787369962025	1.5	0.3	0.05	0	94.7668018487166	2	1	0.5	100.771268451666	2.25169130368886	38.6666666666667
108.300229301371	22	vision	108.310117043409	1.5	0.3	0.05	-1	115.298605324409	2	2	0.6	121.302991377983	1.53447435621638	77.3333333333333
130.319758326987	23	vision	130.326281033231	1.5	0.7	0.05	-1	134.329304278413	2	2	0.6	142.318500398731	2.38506303533359	80
153.340265763189	22.5	vision	153.359832181624	1.5	0.7	0.05	0	160.34843180114	2	1	0.5	167.837292817392	2.21830187604792	51.6666666666667
175.859748605078	22	vision	175.876482422231	1.5	0.7	0.125	-1	182.864978478261	2	1	0.5	188.852488659672	2.15182220419956	60.6666666666667
197.879441217454	22	vision	197.892726339429	1.5	0.3	0.125	-1	204.380874851333	2	1	0.5	212.386748735888	2.28500609096227	72.3333333333333
219.899714780564	18	vision	219.908977409665	1.5	0.3	0.125	-1	223.894972391965	2	2	0.6	230.399963187876	1.21745501908299	82
237.91924784919	23	vision	237.938859051836	1.5	0.7	0.05	-1	241.925114342361	2	1	0.5	249.914269099485	2.88551134393492	66
263.457505227154	17.5	pain	263.47436997592	1.5	0.3	0.05	-1	268.449561347996	2	2	48	273.465000745964	2.13489190678229	91
280.978535301307	23	pain	280.987106574168	1.5	0.7	0.05	0	287.470600596687	2	1	47	295.481198323949	3.16899912577355	50.6666666666667
303.99787119501	22.5	pain	304.004105913911	1.5	0.3	0.05	0	309.489913476282	2	2	48	316.496671579538	2.40176163666183	68.3333333333333
326.517356524921	24.5	pain	326.537400641595	1.5	0.3	0.125	-1	333.509388076636	2	2	48	341.014698934603	2.35176784114446	71
351.036976829455	22	pain	351.055422709636	1.5	0.3	0.05	-1	355.029028596276	2	1	47	362.029979991283	3.15249769936781	58.6666666666667
373.08103640614	19	pain	373.088311424915	1.5	0.7	0.125	-1	379.073079153917	2	2	48	384.079716588596	3.23570396268769	59.6666666666667
392.101164109561	18	pain	392.119018153964	1.5	0.3	0.125	-1	396.093171092165	2	1	47	401.108928955633	1.9681466085749	48
410.121767023207	20	pain	410.132150812569	1.5	0.7	0.05	-1	416.11380075194	2	1	47	422.624796094569	2.90200033027941	41
430.1419951801	21	pain	430.146844076495	1.5	0.3	0.05	0	435.634016624273	2	1	47	443.640225809948	2.31839365258202	72.3333333333333
451.162338096525	22.5	pain	451.179135357976	1.5	0.7	0.05	-1	458.154366227231	2	2	48	466.156715884805	2.03495376496721	78.3333333333333
473.682157130999	20.5	pain	473.695691365137	1.5	0.7	0.05	0	479.174200967274	2	2	48	484.186776663817	4.46995150554721	76
494.202022815691	18.5	pain	494.210784110437	1.5	0.7	0.125	-1	498.194039128335	2	1	47	505.202249919406	2.55181144354719	72
